"Electrode"	"AvgAmp"	"Condition"	"Subject"	"faceRace"	"FixArea"
"A2"	2.100701	"White_fore"	15	"White"	"fore"
"P8/T6"	-0.000804	"White_fore"	15	"White"	"fore"
"TP7"	0.550804	"White_fore"	15	"White"	"fore"
"TP8"	-1.163117	"White_fore"	15	"White"	"fore"
"P7/T5"	-0.024886	"White_fore"	15	"White"	"fore"
"VEOG"	1.685309	"White_fore"	15	"White"	"fore"
"HEOG"	-6.230465	"White_fore"	15	"White"	"fore"
"Nose"	0.873592	"White_fore"	15	"White"	"fore"
"FZ"	4.693113	"Black_eyes"	16	"Black"	"eyes"
"FC3"	4.506124	"Black_eyes"	16	"Black"	"eyes"
"FCZ"	5.304368	"Black_eyes"	16	"Black"	"eyes"
"FC4"	4.632507	"Black_eyes"	16	"Black"	"eyes"
"C3"	4.468479	"Black_eyes"	16	"Black"	"eyes"
"CZ"	5.156565	"Black_eyes"	16	"Black"	"eyes"
"C4"	4.5631	"Black_eyes"	16	"Black"	"eyes"
"CP3"	3.749248	"Black_eyes"	16	"Black"	"eyes"
"CPZ"	4.434535	"Black_eyes"	16	"Black"	"eyes"
"CP4"	4.016223	"Black_eyes"	16	"Black"	"eyes"
"P3"	2.897324	"Black_eyes"	16	"Black"	"eyes"
"PZ"	3.634013	"Black_eyes"	16	"Black"	"eyes"
"P4"	3.208514	"Black_eyes"	16	"Black"	"eyes"
"Oz"	0.34307	"Black_eyes"	16	"Black"	"eyes"
"FP1"	2.584853	"Black_eyes"	16	"Black"	"eyes"
"FP2"	2.441676	"Black_eyes"	16	"Black"	"eyes"
"A2"	-0.686544	"Black_eyes"	16	"Black"	"eyes"
"P8/T6"	1.271825	"Black_eyes"	16	"Black"	"eyes"
"TP7"	2.01091	"Black_eyes"	16	"Black"	"eyes"
"TP8"	2.490113	"Black_eyes"	16	"Black"	"eyes"
"P7/T5"	1.786443	"Black_eyes"	16	"Black"	"eyes"
"VEOG"	9.253153	"Black_eyes"	16	"Black"	"eyes"
"HEOG"	0.464401	"Black_eyes"	16	"Black"	"eyes"
"Nose"	3.506231	"Black_eyes"	16	"Black"	"eyes"
"FZ"	3.50026	"Black_fore"	16	"Black"	"fore"
"FC3"	3.853972	"Black_fore"	16	"Black"	"fore"
"FCZ"	3.67658	"Black_fore"	16	"Black"	"fore"
"FC4"	2.966087	"Black_fore"	16	"Black"	"fore"
"C3"	3.969246	"Black_fore"	16	"Black"	"fore"
"CZ"	3.707335	"Black_fore"	16	"Black"	"fore"
"C4"	3.027084	"Black_fore"	16	"Black"	"fore"
"CP3"	3.919304	"Black_fore"	16	"Black"	"fore"
"CPZ"	3.594544	"Black_fore"	16	"Black"	"fore"
"CP4"	2.800139	"Black_fore"	16	"Black"	"fore"
"P3"	3.751993	"Black_fore"	16	"Black"	"fore"
"PZ"	3.407899	"Black_fore"	16	"Black"	"fore"
"P4"	2.457531	"Black_fore"	16	"Black"	"fore"
"Oz"	-0.336838	"Black_fore"	16	"Black"	"fore"
"FP1"	2.300836	"Black_fore"	16	"Black"	"fore"
"FP2"	1.985159	"Black_fore"	16	"Black"	"fore"
"A2"	0.673359	"Black_fore"	16	"Black"	"fore"
"P8/T6"	0.339955	"Black_fore"	16	"Black"	"fore"
"TP7"	2.876721	"Black_fore"	16	"Black"	"fore"
"TP8"	1.558152	"Black_fore"	16	"Black"	"fore"
"P7/T5"	2.803354	"Black_fore"	16	"Black"	"fore"
"VEOG"	8.961449	"Black_fore"	16	"Black"	"fore"
"HEOG"	-0.720306	"Black_fore"	16	"Black"	"fore"
"Nose"	3.664429	"Black_fore"	16	"Black"	"fore"
"FZ"	5.356006	"White_eyes"	16	"White"	"eyes"
"FC3"	5.219504	"White_eyes"	16	"White"	"eyes"
"FCZ"	5.365591	"White_eyes"	16	"White"	"eyes"
"FC4"	4.365619	"White_eyes"	16	"White"	"eyes"
"C3"	4.922402	"White_eyes"	16	"White"	"eyes"
"CZ"	4.891149	"White_eyes"	16	"White"	"eyes"
"C4"	4.006537	"White_eyes"	16	"White"	"eyes"
"CP3"	3.900234	"White_eyes"	16	"White"	"eyes"
"CPZ"	4.159342	"White_eyes"	16	"White"	"eyes"
"CP4"	3.484722	"White_eyes"	16	"White"	"eyes"
"P3"	3.012756	"White_eyes"	16	"White"	"eyes"
"PZ"	3.054901	"White_eyes"	16	"White"	"eyes"
"P4"	2.402432	"White_eyes"	16	"White"	"eyes"
"Oz"	0.076792	"White_eyes"	16	"White"	"eyes"
"FP1"	3.919954	"White_eyes"	16	"White"	"eyes"
"FP2"	2.562918	"White_eyes"	16	"White"	"eyes"
"A2"	-0.155235	"White_eyes"	16	"White"	"eyes"
"P8/T6"	0.541925	"White_eyes"	16	"White"	"eyes"
"TP7"	2.509147	"White_eyes"	16	"White"	"eyes"
"TP8"	1.890087	"White_eyes"	16	"White"	"eyes"
"P7/T5"	1.943559	"White_eyes"	16	"White"	"eyes"
"VEOG"	12.929056	"White_eyes"	16	"White"	"eyes"
"HEOG"	-0.616607	"White_eyes"	16	"White"	"eyes"
"Nose"	4.56958	"White_eyes"	16	"White"	"eyes"
"FZ"	5.407766	"White_fore"	16	"White"	"fore"
"FC3"	5.017272	"White_fore"	16	"White"	"fore"
"FCZ"	5.830886	"White_fore"	16	"White"	"fore"
"FC4"	4.826812	"White_fore"	16	"White"	"fore"
"C3"	5.098687	"White_fore"	16	"White"	"fore"
"CZ"	5.452578	"White_fore"	16	"White"	"fore"
"C4"	4.791596	"White_fore"	16	"White"	"fore"
"CP3"	4.324104	"White_fore"	16	"White"	"fore"
"CPZ"	5.406587	"White_fore"	16	"White"	"fore"
"CP4"	4.633738	"White_fore"	16	"White"	"fore"
"P3"	4.501685	"White_fore"	16	"White"	"fore"
"PZ"	4.750184	"White_fore"	16	"White"	"fore"
"P4"	4.10081	"White_fore"	16	"White"	"fore"
"Oz"	-0.320779	"White_fore"	16	"White"	"fore"
"FP1"	3.843294	"White_fore"	16	"White"	"fore"
"FP2"	3.991486	"White_fore"	16	"White"	"fore"
"A2"	0.63372	"White_fore"	16	"White"	"fore"
"P8/T6"	1.767003	"White_fore"	16	"White"	"fore"
"TP7"	3.28167	"White_fore"	16	"White"	"fore"
"TP8"	2.647302	"White_fore"	16	"White"	"fore"
"P7/T5"	3.224349	"White_fore"	16	"White"	"fore"
"VEOG"	9.222133	"White_fore"	16	"White"	"fore"
"HEOG"	-0.838355	"White_fore"	16	"White"	"fore"
"Nose"	3.308723	"White_fore"	16	"White"	"fore"
"FZ"	0.233204	"Black_eyes"	17	"Black"	"eyes"
"FC3"	0.498985	"Black_eyes"	17	"Black"	"eyes"
"FCZ"	-0.180215	"Black_eyes"	17	"Black"	"eyes"
"FC4"	0.186644	"Black_eyes"	17	"Black"	"eyes"
"C3"	0.369828	"Black_eyes"	17	"Black"	"eyes"
"CZ"	-0.013002	"Black_eyes"	17	"Black"	"eyes"
"C4"	-0.068528	"Black_eyes"	17	"Black"	"eyes"
"CP3"	0.529343	"Black_eyes"	17	"Black"	"eyes"
"CPZ"	0.340854	"Black_eyes"	17	"Black"	"eyes"
"CP4"	-0.580141	"Black_eyes"	17	"Black"	"eyes"
"P3"	1.192772	"Black_eyes"	17	"Black"	"eyes"
"PZ"	1.156966	"Black_eyes"	17	"Black"	"eyes"
"P4"	-0.037306	"Black_eyes"	17	"Black"	"eyes"
"Oz"	0.411631	"Black_eyes"	17	"Black"	"eyes"
"FP1"	1.226013	"Black_eyes"	17	"Black"	"eyes"
"FP2"	1.138601	"Black_eyes"	17	"Black"	"eyes"
"A2"	-0.81839	"Black_eyes"	17	"Black"	"eyes"
"P8/T6"	-2.52387	"Black_eyes"	17	"Black"	"eyes"
"TP7"	-0.594267	"Black_eyes"	17	"Black"	"eyes"
"TP8"	-0.868323	"Black_eyes"	17	"Black"	"eyes"
"P7/T5"	-0.373114	"Black_eyes"	17	"Black"	"eyes"
"VEOG"	29.236285	"Black_eyes"	17	"Black"	"eyes"
"HEOG"	-1.465127	"Black_eyes"	17	"Black"	"eyes"
"Nose"	0.966142	"Black_eyes"	17	"Black"	"eyes"
"FZ"	1.331116	"Black_fore"	17	"Black"	"fore"
"FC3"	0.715678	"Black_fore"	17	"Black"	"fore"
"FCZ"	1.226637	"Black_fore"	17	"Black"	"fore"
"FC4"	1.157754	"Black_fore"	17	"Black"	"fore"
"C3"	0.980206	"Black_fore"	17	"Black"	"fore"
"CZ"	1.16971	"Black_fore"	17	"Black"	"fore"
"C4"	0.935235	"Black_fore"	17	"Black"	"fore"
"CP3"	0.898171	"Black_fore"	17	"Black"	"fore"
"CPZ"	1.296389	"Black_fore"	17	"Black"	"fore"
"CP4"	0.689348	"Black_fore"	17	"Black"	"fore"
"P3"	1.16346	"Black_fore"	17	"Black"	"fore"
"PZ"	1.356115	"Black_fore"	17	"Black"	"fore"
"P4"	0.994363	"Black_fore"	17	"Black"	"fore"
"Oz"	0.109697	"Black_fore"	17	"Black"	"fore"
"FP1"	0.150293	"Black_fore"	17	"Black"	"fore"
"FP2"	1.387391	"Black_fore"	17	"Black"	"fore"
"A2"	-0.218415	"Black_fore"	17	"Black"	"fore"
"P8/T6"	-1.784821	"Black_fore"	17	"Black"	"fore"
"TP7"	-1.111288	"Black_fore"	17	"Black"	"fore"
"TP8"	-0.054101	"Black_fore"	17	"Black"	"fore"
"P7/T5"	-0.752987	"Black_fore"	17	"Black"	"fore"
"VEOG"	14.435738	"Black_fore"	17	"Black"	"fore"
"HEOG"	-0.235208	"Black_fore"	17	"Black"	"fore"
"Nose"	1.33147	"Black_fore"	17	"Black"	"fore"
"FZ"	0.224558	"White_eyes"	17	"White"	"eyes"
"FC3"	1.115004	"White_eyes"	17	"White"	"eyes"
"FCZ"	0.701862	"White_eyes"	17	"White"	"eyes"
"FC4"	0.067478	"White_eyes"	17	"White"	"eyes"
"C3"	1.570055	"White_eyes"	17	"White"	"eyes"
"CZ"	0.798557	"White_eyes"	17	"White"	"eyes"
"C4"	-0.09875	"White_eyes"	17	"White"	"eyes"
"CP3"	2.025569	"White_eyes"	17	"White"	"eyes"
"CPZ"	1.040254	"White_eyes"	17	"White"	"eyes"
"CP4"	-0.381715	"White_eyes"	17	"White"	"eyes"
"P3"	2.719029	"White_eyes"	17	"White"	"eyes"
"PZ"	2.105895	"White_eyes"	17	"White"	"eyes"
"P4"	0.645048	"White_eyes"	17	"White"	"eyes"
"Oz"	0.087007	"White_eyes"	17	"White"	"eyes"
"FP1"	0.907662	"White_eyes"	17	"White"	"eyes"
"FP2"	1.191706	"White_eyes"	17	"White"	"eyes"
"A2"	-0.164917	"White_eyes"	17	"White"	"eyes"
"P8/T6"	-1.763469	"White_eyes"	17	"White"	"eyes"
"TP7"	0.064292	"White_eyes"	17	"White"	"eyes"
"TP8"	-0.789691	"White_eyes"	17	"White"	"eyes"
"P7/T5"	0.798942	"White_eyes"	17	"White"	"eyes"
"VEOG"	11.820035	"White_eyes"	17	"White"	"eyes"
"HEOG"	0.111495	"White_eyes"	17	"White"	"eyes"
"Nose"	-0.376601	"White_eyes"	17	"White"	"eyes"
"FZ"	0.052154	"White_fore"	17	"White"	"fore"
"FC3"	-0.361625	"White_fore"	17	"White"	"fore"
"FCZ"	-0.296831	"White_fore"	17	"White"	"fore"
"FC4"	0.19098	"White_fore"	17	"White"	"fore"
"C3"	-0.763801	"White_fore"	17	"White"	"fore"
"CZ"	-0.410884	"White_fore"	17	"White"	"fore"
"C4"	-0.370599	"White_fore"	17	"White"	"fore"
"CP3"	-0.866999	"White_fore"	17	"White"	"fore"
"CPZ"	-0.866227	"White_fore"	17	"White"	"fore"
"CP4"	-1.379754	"White_fore"	17	"White"	"fore"
"P3"	-0.548939	"White_fore"	17	"White"	"fore"
"PZ"	-0.215007	"White_fore"	17	"White"	"fore"
"P4"	-1.056894	"White_fore"	17	"White"	"fore"
"Oz"	0.081415	"White_fore"	17	"White"	"fore"
"FP1"	0.963008	"White_fore"	17	"White"	"fore"
"FP2"	1.022302	"White_fore"	17	"White"	"fore"
"A2"	-0.155472	"White_fore"	17	"White"	"fore"
"P8/T6"	-3.999494	"White_fore"	17	"White"	"fore"
"TP7"	-1.650002	"White_fore"	17	"White"	"fore"
"TP8"	-1.618956	"White_fore"	17	"White"	"fore"
"P7/T5"	-2.167147	"White_fore"	17	"White"	"fore"
"VEOG"	18.988144	"White_fore"	17	"White"	"fore"
"HEOG"	0.51302	"White_fore"	17	"White"	"fore"
"Nose"	0.842779	"White_fore"	17	"White"	"fore"
"FZ"	3.158069	"Black_eyes"	18	"Black"	"eyes"
"FC3"	3.500942	"Black_eyes"	18	"Black"	"eyes"
"FCZ"	4.182509	"Black_eyes"	18	"Black"	"eyes"
"FC4"	2.895868	"Black_eyes"	18	"Black"	"eyes"
"C3"	4.533311	"Black_eyes"	18	"Black"	"eyes"
"CZ"	4.745308	"Black_eyes"	18	"Black"	"eyes"
"C4"	3.122824	"Black_eyes"	18	"Black"	"eyes"
"CP3"	4.732801	"Black_eyes"	18	"Black"	"eyes"
"CPZ"	5.066994	"Black_eyes"	18	"Black"	"eyes"
"CP4"	3.982869	"Black_eyes"	18	"Black"	"eyes"
"P3"	5.712115	"Black_eyes"	18	"Black"	"eyes"
"PZ"	5.624415	"Black_eyes"	18	"Black"	"eyes"
"P4"	4.865252	"Black_eyes"	18	"Black"	"eyes"
"Oz"	-1.983893	"Black_eyes"	18	"Black"	"eyes"
"FP1"	1.592342	"Black_eyes"	18	"Black"	"eyes"
"FP2"	2.078497	"Black_eyes"	18	"Black"	"eyes"
"A2"	3.925861	"Black_eyes"	18	"Black"	"eyes"
"P8/T6"	2.266956	"Black_eyes"	18	"Black"	"eyes"
"TP7"	3.831782	"Black_eyes"	18	"Black"	"eyes"
"TP8"	1.127249	"Black_eyes"	18	"Black"	"eyes"
"P7/T5"	5.498442	"Black_eyes"	18	"Black"	"eyes"
"VEOG"	5.828332	"Black_eyes"	18	"Black"	"eyes"
"HEOG"	-9.067398	"Black_eyes"	18	"Black"	"eyes"
"Nose"	1.554045	"Black_eyes"	18	"Black"	"eyes"
"FZ"	2.995945	"Black_fore"	18	"Black"	"fore"
"FC3"	3.692434	"Black_fore"	18	"Black"	"fore"
"FCZ"	4.056053	"Black_fore"	18	"Black"	"fore"
"FC4"	1.704969	"Black_fore"	18	"Black"	"fore"
"C3"	4.591333	"Black_fore"	18	"Black"	"fore"
"CZ"	4.840327	"Black_fore"	18	"Black"	"fore"
"C4"	2.235687	"Black_fore"	18	"Black"	"fore"
"CP3"	5.662279	"Black_fore"	18	"Black"	"fore"
"CPZ"	5.031466	"Black_fore"	18	"Black"	"fore"
"CP4"	3.115808	"Black_fore"	18	"Black"	"fore"
"P3"	5.796189	"Black_fore"	18	"Black"	"fore"
"PZ"	5.442707	"Black_fore"	18	"Black"	"fore"
"P4"	3.984078	"Black_fore"	18	"Black"	"fore"
"Oz"	-1.939119	"Black_fore"	18	"Black"	"fore"
"FP1"	0.940173	"Black_fore"	18	"Black"	"fore"
"FP2"	1.196602	"Black_fore"	18	"Black"	"fore"
"A2"	3.838147	"Black_fore"	18	"Black"	"fore"
"P8/T6"	1.410067	"Black_fore"	18	"Black"	"fore"
"TP7"	3.982267	"Black_fore"	18	"Black"	"fore"
"TP8"	0.43743	"Black_fore"	18	"Black"	"fore"
"P7/T5"	6.050808	"Black_fore"	18	"Black"	"fore"
"VEOG"	-5.908618	"Black_fore"	18	"Black"	"fore"
"HEOG"	-10.989203	"Black_fore"	18	"Black"	"fore"
"Nose"	-0.532311	"Black_fore"	18	"Black"	"fore"
"FZ"	-1.825155	"White_eyes"	18	"White"	"eyes"
"FC3"	-1.102698	"White_eyes"	18	"White"	"eyes"
"FCZ"	-1.270449	"White_eyes"	18	"White"	"eyes"
"FC4"	-2.536534	"White_eyes"	18	"White"	"eyes"
"C3"	-0.227789	"White_eyes"	18	"White"	"eyes"
"CZ"	-0.10207	"White_eyes"	18	"White"	"eyes"
"C4"	-1.714214	"White_eyes"	18	"White"	"eyes"
"CP3"	0.353745	"White_eyes"	18	"White"	"eyes"
"CPZ"	-0.408302	"White_eyes"	18	"White"	"eyes"
"CP4"	-1.378402	"White_eyes"	18	"White"	"eyes"
"P3"	2.12669	"White_eyes"	18	"White"	"eyes"
"PZ"	0.747269	"White_eyes"	18	"White"	"eyes"
"P4"	0.243112	"White_eyes"	18	"White"	"eyes"
"Oz"	-1.966553	"White_eyes"	18	"White"	"eyes"
"FP1"	-0.750281	"White_eyes"	18	"White"	"eyes"
"FP2"	-1.090719	"White_eyes"	18	"White"	"eyes"
"A2"	3.880992	"White_eyes"	18	"White"	"eyes"
"P8/T6"	0.009014	"White_eyes"	18	"White"	"eyes"
"TP7"	1.801244	"White_eyes"	18	"White"	"eyes"
"TP8"	-1.040289	"White_eyes"	18	"White"	"eyes"
"P7/T5"	2.69819	"White_eyes"	18	"White"	"eyes"
"VEOG"	2.21754	"White_eyes"	18	"White"	"eyes"
"HEOG"	-5.939818	"White_eyes"	18	"White"	"eyes"
"Nose"	-0.250679	"White_eyes"	18	"White"	"eyes"
"FZ"	-0.644406	"White_fore"	18	"White"	"fore"
"FC3"	-0.004178	"White_fore"	18	"White"	"fore"
"FCZ"	-0.829985	"White_fore"	18	"White"	"fore"
"FC4"	-1.927969	"White_fore"	18	"White"	"fore"
"C3"	0.311031	"White_fore"	18	"White"	"fore"
"CZ"	-0.4374	"White_fore"	18	"White"	"fore"
"C4"	-1.679894	"White_fore"	18	"White"	"fore"
"CP3"	0.788686	"White_fore"	18	"White"	"fore"
"CPZ"	-0.185732	"White_fore"	18	"White"	"fore"
"CP4"	-1.015156	"White_fore"	18	"White"	"fore"
"P3"	1.724505	"White_fore"	18	"White"	"fore"
"PZ"	0.924711	"White_fore"	18	"White"	"fore"
"P4"	0.169477	"White_fore"	18	"White"	"fore"
"Oz"	-2.183892	"White_fore"	18	"White"	"fore"
"FP1"	1.86346	"White_fore"	18	"White"	"fore"
"FP2"	1.62825	"White_fore"	18	"White"	"fore"
"A2"	4.352702	"White_fore"	18	"White"	"fore"
"P8/T6"	-1.390824	"White_fore"	18	"White"	"fore"
"TP7"	1.754314	"White_fore"	18	"White"	"fore"
"TP8"	-2.852145	"White_fore"	18	"White"	"fore"
"P7/T5"	2.761623	"White_fore"	18	"White"	"fore"
"VEOG"	-5.657106	"White_fore"	18	"White"	"fore"
"HEOG"	-11.129371	"White_fore"	18	"White"	"fore"
"Nose"	6.329512	"White_fore"	18	"White"	"fore"
"FZ"	3.934066	"Black_eyes"	19	"Black"	"eyes"
"FC3"	3.789029	"Black_eyes"	19	"Black"	"eyes"
"FCZ"	4.985027	"Black_eyes"	19	"Black"	"eyes"
"FC4"	3.800566	"Black_eyes"	19	"Black"	"eyes"
"C3"	4.690921	"Black_eyes"	19	"Black"	"eyes"
"CZ"	5.400637	"Black_eyes"	19	"Black"	"eyes"
"C4"	3.386863	"Black_eyes"	19	"Black"	"eyes"
"CP3"	4.198001	"Black_eyes"	19	"Black"	"eyes"
"CPZ"	5.042014	"Black_eyes"	19	"Black"	"eyes"
"CP4"	3.182522	"Black_eyes"	19	"Black"	"eyes"
"P3"	4.135946	"Black_eyes"	19	"Black"	"eyes"
"PZ"	4.652182	"Black_eyes"	19	"Black"	"eyes"
"P4"	3.633661	"Black_eyes"	19	"Black"	"eyes"
"Oz"	-0.610779	"Black_eyes"	19	"Black"	"eyes"
"FP1"	2.218019	"Black_eyes"	19	"Black"	"eyes"
"FP2"	2.243193	"Black_eyes"	19	"Black"	"eyes"
"A2"	1.212725	"Black_eyes"	19	"Black"	"eyes"
"P8/T6"	-0.260025	"Black_eyes"	19	"Black"	"eyes"
"TP7"	1.697004	"Black_eyes"	19	"Black"	"eyes"
"TP8"	-0.663349	"Black_eyes"	19	"Black"	"eyes"
"P7/T5"	1.492783	"Black_eyes"	19	"Black"	"eyes"
"VEOG"	1.841076	"Black_eyes"	19	"Black"	"eyes"
"HEOG"	-0.043181	"Black_eyes"	19	"Black"	"eyes"
"Nose"	2.87321	"Black_eyes"	19	"Black"	"eyes"
"FZ"	1.262661	"Black_fore"	19	"Black"	"fore"
"FC3"	1.629279	"Black_fore"	19	"Black"	"fore"
"FCZ"	2.722316	"Black_fore"	19	"Black"	"fore"
"FC4"	2.377248	"Black_fore"	19	"Black"	"fore"
"C3"	2.959829	"Black_fore"	19	"Black"	"fore"
"CZ"	3.987144	"Black_fore"	19	"Black"	"fore"
"C4"	2.322727	"Black_fore"	19	"Black"	"fore"
"CP3"	3.371787	"Black_fore"	19	"Black"	"fore"
"CPZ"	4.812327	"Black_fore"	19	"Black"	"fore"
"CP4"	2.983132	"Black_fore"	19	"Black"	"fore"
"P3"	4.006332	"Black_fore"	19	"Black"	"fore"
"PZ"	5.278709	"Black_fore"	19	"Black"	"fore"
"P4"	4.319453	"Black_fore"	19	"Black"	"fore"
"Oz"	0.174397	"Black_fore"	19	"Black"	"fore"
"FP1"	0.448314	"Black_fore"	19	"Black"	"fore"
"FP2"	0.267561	"Black_fore"	19	"Black"	"fore"
"A2"	-0.316067	"Black_fore"	19	"Black"	"fore"
"P8/T6"	0.748236	"Black_fore"	19	"Black"	"fore"
"TP7"	0.478605	"Black_fore"	19	"Black"	"fore"
"TP8"	0.385173	"Black_fore"	19	"Black"	"fore"
"P7/T5"	0.481722	"Black_fore"	19	"Black"	"fore"
"VEOG"	1.624117	"Black_fore"	19	"Black"	"fore"
"HEOG"	0.397738	"Black_fore"	19	"Black"	"fore"
"Nose"	2.34905	"Black_fore"	19	"Black"	"fore"
"FZ"	1.598591	"White_eyes"	19	"White"	"eyes"
"FC3"	2.070234	"White_eyes"	19	"White"	"eyes"
"FCZ"	2.996182	"White_eyes"	19	"White"	"eyes"
"FC4"	2.255685	"White_eyes"	19	"White"	"eyes"
"C3"	3.165685	"White_eyes"	19	"White"	"eyes"
"CZ"	4.065373	"White_eyes"	19	"White"	"eyes"
"C4"	2.676384	"White_eyes"	19	"White"	"eyes"
"CP3"	3.407744	"White_eyes"	19	"White"	"eyes"
"CPZ"	4.691185	"White_eyes"	19	"White"	"eyes"
"CP4"	2.960144	"White_eyes"	19	"White"	"eyes"
"P3"	4.079692	"White_eyes"	19	"White"	"eyes"
"PZ"	4.989104	"White_eyes"	19	"White"	"eyes"
"P4"	4.523953	"White_eyes"	19	"White"	"eyes"
"Oz"	0.028371	"White_eyes"	19	"White"	"eyes"
"FP1"	0.392729	"White_eyes"	19	"White"	"eyes"
"FP2"	0.194615	"White_eyes"	19	"White"	"eyes"
"A2"	-0.075629	"White_eyes"	19	"White"	"eyes"
"P8/T6"	1.783294	"White_eyes"	19	"White"	"eyes"
"TP7"	0.871611	"White_eyes"	19	"White"	"eyes"
"TP8"	0.933989	"White_eyes"	19	"White"	"eyes"
"P7/T5"	1.470468	"White_eyes"	19	"White"	"eyes"
"VEOG"	1.790427	"White_eyes"	19	"White"	"eyes"
"HEOG"	-0.556622	"White_eyes"	19	"White"	"eyes"
"Nose"	0.851014	"White_eyes"	19	"White"	"eyes"
"FZ"	1.768588	"White_fore"	19	"White"	"fore"
"FC3"	1.207921	"White_fore"	19	"White"	"fore"
"FCZ"	2.59429	"White_fore"	19	"White"	"fore"
"FC4"	2.461936	"White_fore"	19	"White"	"fore"
"C3"	2.331678	"White_fore"	19	"White"	"fore"
"CZ"	3.301119	"White_fore"	19	"White"	"fore"
"C4"	2.571444	"White_fore"	19	"White"	"fore"
"CP3"	3.161142	"White_fore"	19	"White"	"fore"
"CPZ"	4.37714	"White_fore"	19	"White"	"fore"
"CP4"	3.31157	"White_fore"	19	"White"	"fore"
"P3"	4.062879	"White_fore"	19	"White"	"fore"
"PZ"	5.363066	"White_fore"	19	"White"	"fore"
"P4"	4.857911	"White_fore"	19	"White"	"fore"
"Oz"	0.395597	"White_fore"	19	"White"	"fore"
"FP1"	0.142123	"White_fore"	19	"White"	"fore"
"FP2"	0.946873	"White_fore"	19	"White"	"fore"
"A2"	-0.789351	"White_fore"	19	"White"	"fore"
"P8/T6"	1.818545	"White_fore"	19	"White"	"fore"
"TP7"	-0.092014	"White_fore"	19	"White"	"fore"
"TP8"	0.84721	"White_fore"	19	"White"	"fore"
"P7/T5"	0.801292	"White_fore"	19	"White"	"fore"
"VEOG"	1.075037	"White_fore"	19	"White"	"fore"
"HEOG"	0.612644	"White_fore"	19	"White"	"fore"
"Nose"	0.813889	"White_fore"	19	"White"	"fore"
"FZ"	0.799536	"Black_eyes"	20	"Black"	"eyes"
"FC3"	-0.263688	"Black_eyes"	20	"Black"	"eyes"
"FCZ"	0.495935	"Black_eyes"	20	"Black"	"eyes"
"FC4"	-0.000216	"Black_eyes"	20	"Black"	"eyes"
"C3"	-0.739527	"Black_eyes"	20	"Black"	"eyes"
"CZ"	-1.147596	"Black_eyes"	20	"Black"	"eyes"
"C4"	-0.713155	"Black_eyes"	20	"Black"	"eyes"
"CP3"	-0.945556	"Black_eyes"	20	"Black"	"eyes"
"CPZ"	-1.607358	"Black_eyes"	20	"Black"	"eyes"
"CP4"	-0.738012	"Black_eyes"	20	"Black"	"eyes"
"P3"	-1.129788	"Black_eyes"	20	"Black"	"eyes"
"PZ"	-2.554213	"Black_eyes"	20	"Black"	"eyes"
"P4"	-0.665451	"Black_eyes"	20	"Black"	"eyes"
"Oz"	-0.315783	"Black_eyes"	20	"Black"	"eyes"
"FP1"	0.816602	"Black_eyes"	20	"Black"	"eyes"
"FP2"	-1.045324	"Black_eyes"	20	"Black"	"eyes"
"A2"	0.617684	"Black_eyes"	20	"Black"	"eyes"
"P8/T6"	-1.58312	"Black_eyes"	20	"Black"	"eyes"
"TP7"	-1.980708	"Black_eyes"	20	"Black"	"eyes"
"TP8"	-1.276519	"Black_eyes"	20	"Black"	"eyes"
"P7/T5"	-0.709043	"Black_eyes"	20	"Black"	"eyes"
"VEOG"	4.402907	"Black_eyes"	20	"Black"	"eyes"
"HEOG"	-0.671881	"Black_eyes"	20	"Black"	"eyes"
"Nose"	0.449838	"Black_eyes"	20	"Black"	"eyes"
"FZ"	0.162372	"Black_fore"	20	"Black"	"fore"
"FC3"	-0.515473	"Black_fore"	20	"Black"	"fore"
"FCZ"	-0.057474	"Black_fore"	20	"Black"	"fore"
"FC4"	0.205162	"Black_fore"	20	"Black"	"fore"
"C3"	-0.770275	"Black_fore"	20	"Black"	"fore"
"CZ"	-0.798521	"Black_fore"	20	"Black"	"fore"
"C4"	-0.460217	"Black_fore"	20	"Black"	"fore"
"CP3"	-0.411699	"Black_fore"	20	"Black"	"fore"
"CPZ"	-0.889576	"Black_fore"	20	"Black"	"fore"
"CP4"	-0.568146	"Black_fore"	20	"Black"	"fore"
"P3"	0.185844	"Black_fore"	20	"Black"	"fore"
"PZ"	-1.2349	"Black_fore"	20	"Black"	"fore"
"P4"	-0.474845	"Black_fore"	20	"Black"	"fore"
"Oz"	-0.90749	"Black_fore"	20	"Black"	"fore"
"FP1"	0.236524	"Black_fore"	20	"Black"	"fore"
"FP2"	-1.400192	"Black_fore"	20	"Black"	"fore"
"A2"	1.823823	"Black_fore"	20	"Black"	"fore"
"P8/T6"	-3.292299	"Black_fore"	20	"Black"	"fore"
"TP7"	-1.22263	"Black_fore"	20	"Black"	"fore"
"TP8"	-3.047015	"Black_fore"	20	"Black"	"fore"
"P7/T5"	0.042706	"Black_fore"	20	"Black"	"fore"
"VEOG"	4.898692	"Black_fore"	20	"Black"	"fore"
"HEOG"	-2.008348	"Black_fore"	20	"Black"	"fore"
"Nose"	0.274597	"Black_fore"	20	"Black"	"fore"
"FZ"	-0.489162	"White_eyes"	20	"White"	"eyes"
"FC3"	-1.042635	"White_eyes"	20	"White"	"eyes"
"FCZ"	-0.580503	"White_eyes"	20	"White"	"eyes"
