"Subject"	"Bin"	"Electrode"	"Condition"	"MeanAmp"	"Race"	"Fix"
17	2	"CPZ"	"White_eyes"	2.09217394366197	"White"	"eyes"
17	2	"PZ"	"White_eyes"	2.04519066901408	"White"	"eyes"
17	2	"C3"	"White_eyes"	2.03987077464789	"White"	"eyes"
17	2	"C4"	"White_eyes"	-2.00263274647887	"White"	"eyes"
17	2	"CP3"	"White_eyes"	1.39271232394366	"White"	"eyes"
17	2	"CP4"	"White_eyes"	-2.33301126760563	"White"	"eyes"
17	3	"CZ"	"White_eyes"	4.26117799295775	"White"	"eyes"
17	3	"CPZ"	"White_eyes"	4.3480551056338	"White"	"eyes"
17	3	"PZ"	"White_eyes"	5.54662271126761	"White"	"eyes"
17	3	"C3"	"White_eyes"	5.79573521126761	"White"	"eyes"
17	3	"C4"	"White_eyes"	3.52566672535211	"White"	"eyes"
17	3	"CP3"	"White_eyes"	4.91335704225352	"White"	"eyes"
17	3	"CP4"	"White_eyes"	1.84838151408451	"White"	"eyes"
17	4	"CZ"	"White_eyes"	-4.21123785211268	"White"	"eyes"
17	4	"CPZ"	"White_eyes"	-2.61255897887324	"White"	"eyes"
17	4	"PZ"	"White_eyes"	-0.896562852112676	"White"	"eyes"
17	4	"C3"	"White_eyes"	-3.91277764084507	"White"	"eyes"
17	4	"C4"	"White_eyes"	-4.52890211267606	"White"	"eyes"
17	4	"CP3"	"White_eyes"	-2.23637922535211	"White"	"eyes"
17	4	"CP4"	"White_eyes"	-2.69529700704225	"White"	"eyes"
17	5	"CZ"	"White_eyes"	-5.10011461267606	"White"	"eyes"
17	5	"CPZ"	"White_eyes"	-6.79158309859155	"White"	"eyes"
17	5	"PZ"	"White_eyes"	-5.78391373239437	"White"	"eyes"
17	5	"C3"	"White_eyes"	-1.30258644366197	"White"	"eyes"
17	5	"C4"	"White_eyes"	-2.64003838028169	"White"	"eyes"
17	5	"CP3"	"White_eyes"	-0.882672183098592	"White"	"eyes"
17	5	"CP4"	"White_eyes"	-5.33947482394366	"White"	"eyes"
17	6	"CZ"	"White_eyes"	-6.47775616197183	"White"	"eyes"
17	6	"CPZ"	"White_eyes"	-5.74106338028169	"White"	"eyes"
17	6	"PZ"	"White_eyes"	-2.53513450704225	"White"	"eyes"
17	6	"C3"	"White_eyes"	-4.83770686619718	"White"	"eyes"
17	6	"C4"	"White_eyes"	-4.34598697183099	"White"	"eyes"
17	6	"CP3"	"White_eyes"	-3.40480387323944	"White"	"eyes"
17	6	"CP4"	"White_eyes"	-5.02623644366197	"White"	"eyes"
17	7	"CZ"	"White_eyes"	4.3430323943662	"White"	"eyes"
17	7	"CPZ"	"White_eyes"	1.80907957746479	"White"	"eyes"
17	7	"PZ"	"White_eyes"	1.37202693661972	"White"	"eyes"
17	7	"C3"	"White_eyes"	6.46741602112676	"White"	"eyes"
17	7	"C4"	"White_eyes"	2.90806214788732	"White"	"eyes"
17	7	"CP3"	"White_eyes"	5.21831866197183	"White"	"eyes"
17	7	"CP4"	"White_eyes"	0.911927112676056	"White"	"eyes"
17	8	"CZ"	"White_eyes"	0.31412235915493	"White"	"eyes"
17	8	"CPZ"	"White_eyes"	1.03456003521127	"White"	"eyes"
17	8	"PZ"	"White_eyes"	2.61314718309859	"White"	"eyes"
17	8	"C3"	"White_eyes"	0.756785563380282	"White"	"eyes"
17	8	"C4"	"White_eyes"	-1.2653514084507	"White"	"eyes"
17	8	"CP3"	"White_eyes"	1.2124551056338	"White"	"eyes"
17	8	"CP4"	"White_eyes"	-1.72633926056338	"White"	"eyes"
17	9	"CZ"	"White_eyes"	6.25671919014084	"White"	"eyes"
17	9	"CPZ"	"White_eyes"	6.43609225352113	"White"	"eyes"
17	9	"PZ"	"White_eyes"	7.0531036971831	"White"	"eyes"
17	9	"C3"	"White_eyes"	4.04487024647887	"White"	"eyes"
17	9	"C4"	"White_eyes"	5.07588450704225	"White"	"eyes"
17	9	"CP3"	"White_eyes"	3.8495360915493	"White"	"eyes"
17	9	"CP4"	"White_eyes"	4.49728626760563	"White"	"eyes"
17	10	"CZ"	"White_eyes"	1.70713257042254	"White"	"eyes"
17	10	"CPZ"	"White_eyes"	-0.867601056338028	"White"	"eyes"
17	10	"PZ"	"White_eyes"	-0.431436795774648	"White"	"eyes"
17	10	"C3"	"White_eyes"	-0.706846654929577	"White"	"eyes"
17	10	"C4"	"White_eyes"	0.628242077464789	"White"	"eyes"
17	10	"CP3"	"White_eyes"	-0.536044366197183	"White"	"eyes"
17	10	"CP4"	"White_eyes"	0.259451232394366	"White"	"eyes"
17	11	"CZ"	"White_eyes"	7.73985827464789	"White"	"eyes"
17	11	"CPZ"	"White_eyes"	9.60803926056338	"White"	"eyes"
17	11	"PZ"	"White_eyes"	9.35508644366197	"White"	"eyes"
17	11	"C3"	"White_eyes"	10.9907059859155	"White"	"eyes"
17	11	"C4"	"White_eyes"	2.71066285211268	"White"	"eyes"
17	11	"CP3"	"White_eyes"	11.5270477112676	"White"	"eyes"
17	11	"CP4"	"White_eyes"	3.78837059859155	"White"	"eyes"
18	1	"CZ"	"Black_forehead"	3.17291967213115	"Black"	"forehead"
18	1	"CPZ"	"Black_forehead"	2.7450512295082	"Black"	"forehead"
18	1	"PZ"	"Black_forehead"	2.10324241803279	"Black"	"forehead"
18	1	"C3"	"Black_forehead"	4.52704590163934	"Black"	"forehead"
18	1	"C4"	"Black_forehead"	3.38685696721311	"Black"	"forehead"
18	1	"CP3"	"Black_forehead"	5.87119549180328	"Black"	"forehead"
18	1	"CP4"	"Black_forehead"	2.66353319672131	"Black"	"forehead"
18	2	"CZ"	"Black_forehead"	4.62713319672131	"Black"	"forehead"
18	2	"CPZ"	"Black_forehead"	4.48405020491803	"Black"	"forehead"
18	2	"PZ"	"Black_forehead"	4.04207807377049	"Black"	"forehead"
18	2	"C3"	"Black_forehead"	3.7431862704918	"Black"	"forehead"
18	2	"C4"	"Black_forehead"	1.36409672131148	"Black"	"forehead"
18	2	"CP3"	"Black_forehead"	2.10186680327869	"Black"	"forehead"
18	2	"CP4"	"Black_forehead"	2.3309356557377	"Black"	"forehead"
18	3	"CZ"	"Black_forehead"	-3.06870389344262	"Black"	"forehead"
18	3	"CPZ"	"Black_forehead"	-2.74298729508197	"Black"	"forehead"
18	3	"PZ"	"Black_forehead"	-2.56069426229508	"Black"	"forehead"
18	3	"C3"	"Black_forehead"	-0.80449487704918	"Black"	"forehead"
18	3	"C4"	"Black_forehead"	-2.83791495901639	"Black"	"forehead"
18	3	"CP3"	"Black_forehead"	1.49686168032787	"Black"	"forehead"
18	3	"CP4"	"Black_forehead"	-2.64702479508197	"Black"	"forehead"
18	4	"CZ"	"Black_forehead"	4.71965717213115	"Black"	"forehead"
18	4	"CPZ"	"Black_forehead"	3.81060081967213	"Black"	"forehead"
18	4	"PZ"	"Black_forehead"	3.96881823770492	"Black"	"forehead"
18	4	"C3"	"Black_forehead"	3.10516168032787	"Black"	"forehead"
18	4	"C4"	"Black_forehead"	2.61125594262295	"Black"	"forehead"
18	4	"CP3"	"Black_forehead"	4.09160696721311	"Black"	"forehead"
18	4	"CP4"	"Black_forehead"	2.59439979508197	"Black"	"forehead"
18	5	"CZ"	"Black_forehead"	10.4828508196721	"Black"	"forehead"
18	5	"CPZ"	"Black_forehead"	14.467143647541	"Black"	"forehead"
18	5	"PZ"	"Black_forehead"	12.5118010245902	"Black"	"forehead"
18	5	"C3"	"Black_forehead"	8.76826885245902	"Black"	"forehead"
18	5	"C4"	"Black_forehead"	8.99114774590164	"Black"	"forehead"
18	5	"CP3"	"Black_forehead"	13.5494913934426	"Black"	"forehead"
18	5	"CP4"	"Black_forehead"	9.66734897540984	"Black"	"forehead"
18	6	"CZ"	"Black_forehead"	5.52621536885246	"Black"	"forehead"
18	6	"CPZ"	"Black_forehead"	6.98868155737705	"Black"	"forehead"
18	6	"PZ"	"Black_forehead"	7.61914057377049	"Black"	"forehead"
18	6	"C3"	"Black_forehead"	3.18461393442623	"Black"	"forehead"
18	6	"C4"	"Black_forehead"	2.29585614754098	"Black"	"forehead"
18	6	"CP3"	"Black_forehead"	5.26240553278689	"Black"	"forehead"
18	6	"CP4"	"Black_forehead"	4.31895799180328	"Black"	"forehead"
18	7	"CZ"	"Black_forehead"	3.79237069672131	"Black"	"forehead"
18	7	"CPZ"	"Black_forehead"	5.48356413934426	"Black"	"forehead"
18	7	"PZ"	"Black_forehead"	5.91212336065574	"Black"	"forehead"
18	7	"C3"	"Black_forehead"	1.29427704918033	"Black"	"forehead"
18	7	"C4"	"Black_forehead"	1.71045143442623	"Black"	"forehead"
18	7	"CP3"	"Black_forehead"	3.96640942622951	"Black"	"forehead"
18	7	"CP4"	"Black_forehead"	2.65183975409836	"Black"	"forehead"
18	8	"CZ"	"Black_forehead"	2.43549856557377	"Black"	"forehead"
18	8	"CPZ"	"Black_forehead"	3.53440799180328	"Black"	"forehead"
18	8	"PZ"	"Black_forehead"	5.02576946721311	"Black"	"forehead"
18	8	"C3"	"Black_forehead"	6.38264467213115	"Black"	"forehead"
18	8	"C4"	"Black_forehead"	0.142739549180328	"Black"	"forehead"
18	8	"CP3"	"Black_forehead"	6.12399631147541	"Black"	"forehead"
18	8	"CP4"	"Black_forehead"	3.52374610655738	"Black"	"forehead"
18	9	"CZ"	"Black_forehead"	5.25965573770492	"Black"	"forehead"
18	9	"CPZ"	"Black_forehead"	4.90985655737705	"Black"	"forehead"
18	9	"PZ"	"Black_forehead"	4.88578053278689	"Black"	"forehead"
18	9	"C3"	"Black_forehead"	6.37576516393443	"Black"	"forehead"
18	9	"C4"	"Black_forehead"	0.0987112704918032	"Black"	"forehead"
18	9	"CP3"	"Black_forehead"	5.94961536885246	"Black"	"forehead"
18	9	"CP4"	"Black_forehead"	1.88655409836066	"Black"	"forehead"
18	10	"CZ"	"Black_forehead"	6.8703643442623	"Black"	"forehead"
18	10	"CPZ"	"Black_forehead"	5.96990532786885	"Black"	"forehead"
18	10	"PZ"	"Black_forehead"	5.5148618852459	"Black"	"forehead"
18	10	"C3"	"Black_forehead"	5.95580286885246	"Black"	"forehead"
18	10	"C4"	"Black_forehead"	3.96434426229508	"Black"	"forehead"
18	10	"CP3"	"Black_forehead"	5.50591987704918	"Black"	"forehead"
18	10	"CP4"	"Black_forehead"	3.280575	"Black"	"forehead"
18	11	"CZ"	"Black_forehead"	12.6614174180328	"Black"	"forehead"
18	11	"CPZ"	"Black_forehead"	11.2422885245902	"Black"	"forehead"
18	11	"PZ"	"Black_forehead"	11.6024006147541	"Black"	"forehead"
18	11	"C3"	"Black_forehead"	9.24773606557377	"Black"	"forehead"
18	11	"C4"	"Black_forehead"	7.33606844262295	"Black"	"forehead"
18	11	"CP3"	"Black_forehead"	10.8212950819672	"Black"	"forehead"
18	11	"CP4"	"Black_forehead"	8.69432008196721	"Black"	"forehead"
18	12	"CZ"	"Black_forehead"	2.41451577868852	"Black"	"forehead"
18	12	"CPZ"	"Black_forehead"	3.04015881147541	"Black"	"forehead"
18	12	"PZ"	"Black_forehead"	4.98793442622951	"Black"	"forehead"
18	12	"C3"	"Black_forehead"	3.86563217213115	"Black"	"forehead"
18	12	"C4"	"Black_forehead"	2.6711006147541	"Black"	"forehead"
18	12	"CP3"	"Black_forehead"	4.39290573770492	"Black"	"forehead"
18	12	"CP4"	"Black_forehead"	2.9503856557377	"Black"	"forehead"
18	13	"CZ"	"Black_forehead"	7.64596598360656	"Black"	"forehead"
18	13	"CPZ"	"Black_forehead"	7.39385286885246	"Black"	"forehead"
18	13	"PZ"	"Black_forehead"	8.62415307377049	"Black"	"forehead"
18	13	"C3"	"Black_forehead"	4.38155573770492	"Black"	"forehead"
18	13	"C4"	"Black_forehead"	2.08398442622951	"Black"	"forehead"
18	13	"CP3"	"Black_forehead"	5.2087487704918	"Black"	"forehead"
18	13	"CP4"	"Black_forehead"	4.16693012295082	"Black"	"forehead"
18	14	"CZ"	"Black_forehead"	2.12697602459016	"Black"	"forehead"
18	14	"CPZ"	"Black_forehead"	1.30872356557377	"Black"	"forehead"
18	14	"PZ"	"Black_forehead"	3.97604077868852	"Black"	"forehead"
18	14	"C3"	"Black_forehead"	3.81679159836066	"Black"	"forehead"
18	14	"C4"	"Black_forehead"	-1.07208709016393	"Black"	"forehead"
18	14	"CP3"	"Black_forehead"	5.4275006147541	"Black"	"forehead"
18	14	"CP4"	"Black_forehead"	-0.202241803278689	"Black"	"forehead"
18	1	"CZ"	"Black_eyes"	4.52394979508197	"Black"	"eyes"
18	1	"CPZ"	"Black_eyes"	3.35074098360656	"Black"	"eyes"
18	1	"PZ"	"Black_eyes"	4.42489282786885	"Black"	"eyes"
18	1	"C3"	"Black_eyes"	3.13921393442623	"Black"	"eyes"
18	1	"C4"	"Black_eyes"	3.62658790983607	"Black"	"eyes"
18	1	"CP3"	"Black_eyes"	0.906301844262295	"Black"	"eyes"
18	1	"CP4"	"Black_eyes"	4.28524713114754	"Black"	"eyes"
18	2	"CZ"	"Black_eyes"	-3.99220471311475	"Black"	"eyes"
18	2	"CPZ"	"Black_eyes"	-3.13921413934426	"Black"	"eyes"
18	2	"PZ"	"Black_eyes"	-1.87726762295082	"Black"	"eyes"
18	2	"C3"	"Black_eyes"	-2.32130307377049	"Black"	"eyes"
18	2	"C4"	"Black_eyes"	-6.29803340163934	"Black"	"eyes"
18	2	"CP3"	"Black_eyes"	-1.93642725409836	"Black"	"eyes"
18	2	"CP4"	"Black_eyes"	-4.61853647540984	"Black"	"eyes"
18	3	"CZ"	"Black_eyes"	5.22182090163934	"Black"	"eyes"
18	3	"CPZ"	"Black_eyes"	6.43733381147541	"Black"	"eyes"
18	3	"PZ"	"Black_eyes"	5.4027387295082	"Black"	"eyes"
18	3	"C3"	"Black_eyes"	4.67150368852459	"Black"	"eyes"
18	3	"C4"	"Black_eyes"	1.9587875	"Black"	"eyes"
18	3	"CP3"	"Black_eyes"	5.11829098360656	"Black"	"eyes"
18	3	"CP4"	"Black_eyes"	3.92513852459016	"Black"	"eyes"
18	4	"CZ"	"Black_eyes"	1.0755237704918	"Black"	"eyes"
18	4	"CPZ"	"Black_eyes"	3.46287008196721	"Black"	"eyes"
18	4	"PZ"	"Black_eyes"	4.81148831967213	"Black"	"eyes"
18	4	"C3"	"Black_eyes"	2.61125307377049	"Black"	"eyes"
18	4	"C4"	"Black_eyes"	5.69956536885246	"Black"	"eyes"
18	4	"CP3"	"Black_eyes"	3.6950356557377	"Black"	"eyes"
18	4	"CP4"	"Black_eyes"	4.94253319672131	"Black"	"eyes"
18	5	"CZ"	"Black_eyes"	10.7163922131148	"Black"	"eyes"
18	5	"CPZ"	"Black_eyes"	10.1000346311475	"Black"	"eyes"
18	5	"PZ"	"Black_eyes"	10.2768243852459	"Black"	"eyes"
18	5	"C3"	"Black_eyes"	10.2599725409836	"Black"	"eyes"
18	5	"C4"	"Black_eyes"	8.09619713114754	"Black"	"eyes"
18	5	"CP3"	"Black_eyes"	11.3581991803279	"Black"	"eyes"
18	5	"CP4"	"Black_eyes"	9.21849733606557	"Black"	"eyes"
18	6	"CZ"	"Black_eyes"	3.95643729508197	"Black"	"eyes"
18	6	"CPZ"	"Black_eyes"	4.15592254098361	"Black"	"eyes"
18	6	"PZ"	"Black_eyes"	3.73699672131148	"Black"	"eyes"
18	6	"C3"	"Black_eyes"	4.37914631147541	"Black"	"eyes"
18	6	"C4"	"Black_eyes"	2.30961209016393	"Black"	"eyes"
18	6	"CP3"	"Black_eyes"	5.37728545081967	"Black"	"eyes"
18	6	"CP4"	"Black_eyes"	2.18510307377049	"Black"	"eyes"
18	7	"CZ"	"Black_eyes"	4.79670163934426	"Black"	"eyes"
18	7	"CPZ"	"Black_eyes"	6.13190819672131	"Black"	"eyes"
18	7	"PZ"	"Black_eyes"	6.6949506147541	"Black"	"eyes"
18	7	"C3"	"Black_eyes"	5.73980491803279	"Black"	"eyes"
18	7	"C4"	"Black_eyes"	3.14953360655738	"Black"	"eyes"
18	7	"CP3"	"Black_eyes"	6.19484795081967	"Black"	"eyes"
18	7	"CP4"	"Black_eyes"	3.68368422131148	"Black"	"eyes"
18	8	"CZ"	"Black_eyes"	10.5144926229508	"Black"	"eyes"
18	8	"CPZ"	"Black_eyes"	11.3602625	"Black"	"eyes"
18	8	"PZ"	"Black_eyes"	10.222481352459	"Black"	"eyes"
18	8	"C3"	"Black_eyes"	5.66895327868852	"Black"	"eyes"
18	8	"C4"	"Black_eyes"	6.58454282786885	"Black"	"eyes"
18	8	"CP3"	"Black_eyes"	6.34859487704918	"Black"	"eyes"
18	8	"CP4"	"Black_eyes"	7.76084446721311	"Black"	"eyes"
18	9	"CZ"	"Black_eyes"	6.36200717213115	"Black"	"eyes"
18	9	"CPZ"	"Black_eyes"	6.6516131147541	"Black"	"eyes"
18	9	"PZ"	"Black_eyes"	6.98317807377049	"Black"	"eyes"
18	9	"C3"	"Black_eyes"	6.73966352459016	"Black"	"eyes"
18	9	"C4"	"Black_eyes"	4.99447069672131	"Black"	"eyes"
18	9	"CP3"	"Black_eyes"	7.29995430327869	"Black"	"eyes"
18	9	"CP4"	"Black_eyes"	5.71297725409836	"Black"	"eyes"
18	10	"CZ"	"Black_eyes"	-4.49127295081967	"Black"	"eyes"
18	10	"CPZ"	"Black_eyes"	-4.13769713114754	"Black"	"eyes"
18	10	"PZ"	"Black_eyes"	-5.74668442622951	"Black"	"eyes"
18	10	"C3"	"Black_eyes"	-1.98939528688525	"Black"	"eyes"
18	10	"C4"	"Black_eyes"	-5.01545081967213	"Black"	"eyes"
18	10	"CP3"	"Black_eyes"	-3.85944262295082	"Black"	"eyes"
18	10	"CP4"	"Black_eyes"	-4.87856106557377	"Black"	"eyes"
18	11	"CZ"	"Black_eyes"	4.57313278688525	"Black"	"eyes"
18	11	"CPZ"	"Black_eyes"	2.21124200819672	"Black"	"eyes"
18	11	"PZ"	"Black_eyes"	7.4344375	"Black"	"eyes"
18	11	"C3"	"Black_eyes"	4.61371967213115	"Black"	"eyes"
18	11	"C4"	"Black_eyes"	0.698556352459016	"Black"	"eyes"
18	11	"CP3"	"Black_eyes"	7.31130696721312	"Black"	"eyes"
18	11	"CP4"	"Black_eyes"	3.83502151639344	"Black"	"eyes"
18	12	"CZ"	"Black_eyes"	6.06999795081967	"Black"	"eyes"
18	12	"CPZ"	"Black_eyes"	5.75906721311475	"Black"	"eyes"
18	12	"PZ"	"Black_eyes"	5.03230368852459	"Black"	"eyes"
18	12	"C3"	"Black_eyes"	4.15042254098361	"Black"	"eyes"
18	12	"C4"	"Black_eyes"	3.0343125	"Black"	"eyes"
18	12	"CP3"	"Black_eyes"	3.05322581967213	"Black"	"eyes"
18	12	"CP4"	"Black_eyes"	3.51583852459016	"Black"	"eyes"
18	13	"CZ"	"Black_eyes"	8.51374733606557	"Black"	"eyes"
18	13	"CPZ"	"Black_eyes"	9.87234221311475	"Black"	"eyes"
18	13	"PZ"	"Black_eyes"	12.8547174180328	"Black"	"eyes"
18	13	"C3"	"Black_eyes"	8.02568360655738	"Black"	"eyes"
18	13	"C4"	"Black_eyes"	6.9542862704918	"Black"	"eyes"
18	13	"CP3"	"Black_eyes"	7.33538258196721	"Black"	"eyes"
18	13	"CP4"	"Black_eyes"	6.71558442622951	"Black"	"eyes"
18	1	"CZ"	"White_forehead"	-6.7090506147541	"White"	"forehead"
18	1	"CPZ"	"White_forehead"	-6.34997028688525	"White"	"forehead"
18	1	"PZ"	"White_forehead"	-4.48129795081967	"White"	"forehead"
18	1	"C3"	"White_forehead"	-5.35355143442623	"White"	"forehead"
18	1	"C4"	"White_forehead"	-5.07357909836066	"White"	"forehead"
18	1	"CP3"	"White_forehead"	-3.26510040983607	"White"	"forehead"
18	1	"CP4"	"White_forehead"	-5.5554487704918	"White"	"forehead"
18	2	"CZ"	"White_forehead"	-4.83178258196721	"White"	"forehead"
18	2	"CPZ"	"White_forehead"	-4.34956700819672	"White"	"forehead"
18	2	"PZ"	"White_forehead"	-2.72991659836066	"White"	"forehead"
18	2	"C3"	"White_forehead"	-4.65361557377049	"White"	"forehead"
18	2	"C4"	"White_forehead"	-5.95614815573771	"White"	"forehead"
18	2	"CP3"	"White_forehead"	-2.39490963114754	"White"	"forehead"
18	2	"CP4"	"White_forehead"	-5.20015225409836	"White"	"forehead"
18	3	"CZ"	"White_forehead"	1.22651721311475	"White"	"forehead"
18	3	"CPZ"	"White_forehead"	1.47416024590164	"White"	"forehead"
18	3	"PZ"	"White_forehead"	2.09670430327869	"White"	"forehead"
18	3	"C3"	"White_forehead"	1.71010696721311	"White"	"forehead"
18	3	"C4"	"White_forehead"	-0.729859426229508	"White"	"forehead"
18	3	"CP3"	"White_forehead"	1.34415040983607	"White"	"forehead"
18	3	"CP4"	"White_forehead"	0.235261475409836	"White"	"forehead"
18	4	"CZ"	"White_forehead"	-1.38198114754098	"White"	"forehead"
18	4	"CPZ"	"White_forehead"	-2.27487233606557	"White"	"forehead"
18	4	"PZ"	"White_forehead"	-1.88414836065574	"White"	"forehead"
18	4	"C3"	"White_forehead"	-0.332595901639344	"White"	"forehead"
18	4	"C4"	"White_forehead"	-1.24784221311475	"White"	"forehead"
18	4	"CP3"	"White_forehead"	0.763564139344262	"White"	"forehead"
18	4	"CP4"	"White_forehead"	-0.940698360655738	"White"	"forehead"
18	5	"CZ"	"White_forehead"	-4.88096782786885	"White"	"forehead"
18	5	"CPZ"	"White_forehead"	-5.12895471311475	"White"	"forehead"
18	5	"PZ"	"White_forehead"	-3.29640020491803	"White"	"forehead"
18	5	"C3"	"White_forehead"	-2.48433975409836	"White"	"forehead"
18	5	"C4"	"White_forehead"	-5.09558995901639	"White"	"forehead"
18	5	"CP3"	"White_forehead"	-3.02571352459016	"White"	"forehead"
18	5	"CP4"	"White_forehead"	-4.42867663934426	"White"	"forehead"
18	6	"CZ"	"White_forehead"	0.620139754098361	"White"	"forehead"
18	6	"CPZ"	"White_forehead"	0.109030942622951	"White"	"forehead"
18	6	"PZ"	"White_forehead"	-0.173005327868852	"White"	"forehead"
18	6	"C3"	"White_forehead"	-0.608443032786885	"White"	"forehead"
18	6	"C4"	"White_forehead"	-1.21826290983607	"White"	"forehead"
18	6	"CP3"	"White_forehead"	0.027515368852459	"White"	"forehead"
18	6	"CP4"	"White_forehead"	-0.917994672131148	"White"	"forehead"
18	7	"CZ"	"White_forehead"	-3.38617110655738	"White"	"forehead"
18	7	"CPZ"	"White_forehead"	-4.93600020491803	"White"	"forehead"
18	7	"PZ"	"White_forehead"	-4.83625635245902	"White"	"forehead"
18	7	"C3"	"White_forehead"	-3.3077487704918	"White"	"forehead"
18	7	"C4"	"White_forehead"	-5.33635389344262	"White"	"forehead"
18	7	"CP3"	"White_forehead"	-4.32720942622951	"White"	"forehead"
18	7	"CP4"	"White_forehead"	-5.14305655737705	"White"	"forehead"
18	8	"CZ"	"White_forehead"	-0.0650090163934426	"White"	"forehead"
18	8	"CPZ"	"White_forehead"	-1.58732131147541	"White"	"forehead"
18	8	"PZ"	"White_forehead"	0.451260860655738	"White"	"forehead"
18	8	"C3"	"White_forehead"	-0.849896516393443	"White"	"forehead"
18	8	"C4"	"White_forehead"	-0.608098770491803	"White"	"forehead"
18	8	"CP3"	"White_forehead"	-0.278597950819672	"White"	"forehead"
18	8	"CP4"	"White_forehead"	-0.46536106557377	"White"	"forehead"
18	9	"CZ"	"White_forehead"	6.82221086065574	"White"	"forehead"
18	9	"CPZ"	"White_forehead"	6.81498647540984	"White"	"forehead"
18	9	"PZ"	"White_forehead"	6.56837827868852	"White"	"forehead"
18	9	"C3"	"White_forehead"	4.90504077868852	"White"	"forehead"
18	9	"C4"	"White_forehead"	4.29418975409836	"White"	"forehead"
18	9	"CP3"	"White_forehead"	4.61062520491803	"White"	"forehead"
18	9	"CP4"	"White_forehead"	3.87973299180328	"White"	"forehead"
18	10	"CZ"	"White_forehead"	7.17475778688525	"White"	"forehead"
18	10	"CPZ"	"White_forehead"	6.86073237704918	"White"	"forehead"
18	10	"PZ"	"White_forehead"	6.91817254098361	"White"	"forehead"
18	10	"C3"	"White_forehead"	7.9892268442623	"White"	"forehead"
18	10	"C4"	"White_forehead"	1.50958975409836	"White"	"forehead"
18	10	"CP3"	"White_forehead"	8.56981045081967	"White"	"forehead"
18	10	"CP4"	"White_forehead"	2.92459200819672	"White"	"forehead"
18	11	"CZ"	"White_forehead"	6.69632602459016	"White"	"forehead"
18	11	"CPZ"	"White_forehead"	6.64748381147541	"White"	"forehead"
18	11	"PZ"	"White_forehead"	7.95345389344262	"White"	"forehead"
18	11	"C3"	"White_forehead"	5.45501598360656	"White"	"forehead"
18	11	"C4"	"White_forehead"	3.83295881147541	"White"	"forehead"
18	11	"CP3"	"White_forehead"	6.11195737704918	"White"	"forehead"
18	11	"CP4"	"White_forehead"	4.92086454918033	"White"	"forehead"
18	12	"CZ"	"White_forehead"	2.62845245901639	"White"	"forehead"
18	12	"CPZ"	"White_forehead"	1.57046577868852	"White"	"forehead"
18	12	"PZ"	"White_forehead"	2.45716659836066	"White"	"forehead"
18	12	"C3"	"White_forehead"	4.14251086065574	"White"	"forehead"
18	12	"C4"	"White_forehead"	0.553412704918033	"White"	"forehead"
18	12	"CP3"	"White_forehead"	3.22520102459016	"White"	"forehead"
18	12	"CP4"	"White_forehead"	1.15566618852459	"White"	"forehead"
18	13	"CZ"	"White_forehead"	-3.95540204918033	"White"	"forehead"
18	13	"CPZ"	"White_forehead"	0.171630327868852	"White"	"forehead"
18	13	"PZ"	"White_forehead"	3.44773463114754	"White"	"forehead"
18	13	"C3"	"White_forehead"	1.71698770491803	"White"	"forehead"
18	13	"C4"	"White_forehead"	-3.23001577868852	"White"	"forehead"
18	13	"CP3"	"White_forehead"	2.68554631147541	"White"	"forehead"
18	13	"CP4"	"White_forehead"	-0.700965778688524	"White"	"forehead"
18	1	"CZ"	"White_eyes"	-12.5451651639344	"White"	"eyes"
18	1	"CPZ"	"White_eyes"	-12.9940133196721	"White"	"eyes"
18	1	"PZ"	"White_eyes"	-11.9683592213115	"White"	"eyes"
18	1	"C3"	"White_eyes"	-9.59408790983607	"White"	"eyes"
18	1	"C4"	"White_eyes"	-9.41695327868852	"White"	"eyes"
18	1	"CP3"	"White_eyes"	-8.25165881147541	"White"	"eyes"
18	1	"CP4"	"White_eyes"	-10.1684823770492	"White"	"eyes"
18	2	"CZ"	"White_eyes"	-8.09756926229508	"White"	"eyes"
18	2	"CPZ"	"White_eyes"	-5.5540731557377	"White"	"eyes"
18	2	"PZ"	"White_eyes"	-3.9426762295082	"White"	"eyes"
18	2	"C3"	"White_eyes"	-3.32425983606557	"White"	"eyes"
18	2	"C4"	"White_eyes"	-6.39812336065574	"White"	"eyes"
18	2	"CP3"	"White_eyes"	-1.86866844262295	"White"	"eyes"
18	2	"CP4"	"White_eyes"	-6.18625020491803	"White"	"eyes"
18	3	"CZ"	"White_eyes"	-4.0919481557377	"White"	"eyes"
18	3	"CPZ"	"White_eyes"	-3.57499651639344	"White"	"eyes"
18	3	"PZ"	"White_eyes"	-0.76253237704918	"White"	"eyes"
18	3	"C3"	"White_eyes"	-3.64619631147541	"White"	"eyes"
18	3	"C4"	"White_eyes"	-3.32116168032787	"White"	"eyes"
18	3	"CP3"	"White_eyes"	-2.23738422131148	"White"	"eyes"
18	3	"CP4"	"White_eyes"	-1.75826352459016	"White"	"eyes"
18	4	"CZ"	"White_eyes"	-5.64040614754098	"White"	"eyes"
18	4	"CPZ"	"White_eyes"	-6.82599180327869	"White"	"eyes"
18	4	"PZ"	"White_eyes"	-7.05231331967213	"White"	"eyes"
18	4	"C3"	"White_eyes"	-6.60586618852459	"White"	"eyes"
18	4	"C4"	"White_eyes"	-5.03849467213115	"White"	"eyes"
