"Race"	"Fix"	"rescaleTrial"	"MeanAmp"	"plo"	"phi"	"Condition"
"Black"	"forehead"	43	5.21090281404395	3.99918371798008	6.42262191010782	"Black, forehead"
"White"	"forehead"	43	4.62806861695119	3.40591785654446	5.85021937735791	"White, forehead"
"Black"	"eyes"	44	8.44206249802857	7.16285919553829	9.72126580051884	"Black, eyes"
"White"	"eyes"	44	5.02428516296832	3.7749736034052	6.27359672253145	"White, eyes"
"Black"	"forehead"	44	5.31250187742455	4.0770024746634	6.5480012801857	"Black, forehead"
"White"	"forehead"	44	4.73101063588589	3.48537491196349	5.9766463598083	"White, forehead"
"Black"	"eyes"	45	8.6137509144066	7.31125163455974	9.91625019425346	"Black, eyes"
"White"	"eyes"	45	5.12882325247786	3.85610554492727	6.40154096002845	"White, eyes"
"Black"	"forehead"	45	5.41410094080515	4.15467126597184	6.67353061563846	"Black, forehead"
"White"	"forehead"	45	4.8339526548206	3.56467512928535	6.10323018035585	"White, forehead"
"Black"	"eyes"	46	8.78543933078463	7.45948019860182	10.1113984629674	"Black, eyes"
"White"	"eyes"	46	5.2333613419874	3.93708449135228	6.52963819262251	"White, eyes"
"Black"	"forehead"	46	5.51570000418575	4.23219847997607	6.79920152839544	"Black, forehead"
"White"	"forehead"	46	4.9368946737553	3.64382711112978	6.22996223638083	"White, forehead"
"Black"	"eyes"	47	8.95712774716266	7.60755343362738	10.3067020606979	"Black, eyes"
"White"	"eyes"	47	5.33789943149693	4.01791863466805	6.65788022832582	"White, eyes"
"Black"	"forehead"	47	5.61729906756636	4.30959193498021	6.9250062001525	"Black, forehead"
"White"	"forehead"	47	5.03983669269001	3.72283889057796	6.35683449480206	"White, forehead"
"Black"	"eyes"	48	9.12881616354068	7.75547935248256	10.5021529745988	"Black, eyes"
"White"	"eyes"	48	5.44243752100647	4.09861563748677	6.78625940452616	"White, eyes"
"Black"	"forehead"	48	5.71889813094696	4.38685892290725	7.05093733898666	"Black, forehead"
"White"	"forehead"	48	5.14277871162471	3.80171797303385	6.48383945021558	"White, forehead"
"Black"	"eyes"	49	9.30050457991871	7.90326547125541	10.697743688582	"Black, eyes"
"White"	"eyes"	49	5.546975610516	4.17918267100333	6.91476855002867	"White, eyes"
"Black"	"forehead"	49	5.82049719432756	4.46400624925507	7.17698813940006	"Black, forehead"
"White"	"forehead"	49	5.24572073055942	3.88047137495437	6.61097008616447	"White, forehead"
"Black"	"eyes"	50	9.47219299629674	8.05091884319785	10.8934671493956	"Black, eyes"
"White"	"eyes"	50	5.65151370002554	4.25962645018816	7.04340094986292	"White, eyes"
"Black"	"forehead"	50	5.92209625770817	4.5410402698704	7.30315224554593	"Black, forehead"
"White"	"forehead"	50	5.34866274949413	3.95910565964917	6.73821983933908	"White, forehead"
"Black"	"eyes"	51	9.64388141267477	8.19844609033289	11.0893167350167	"Black, eyes"
"White"	"eyes"	51	5.75605178953507	4.33995326638638	7.17215031268376	"White, eyes"
"Black"	"forehead"	51	6.02369532108877	4.61796692477898	7.42942371739856	"Black, forehead"
"White"	"forehead"	51	5.45160476842883	4.03762697034819	6.86558256650948	"White, forehead"
"Black"	"eyes"	52	9.8155698290528	8.34585343287359	11.285286225232	"Black, eyes"
"White"	"eyes"	52	5.86058987904461	4.42016901749309	7.30101074059612	"White, eyes"
"Black"	"forehead"	52	6.12529438446937	4.69479176929836	7.55579699964038	"Black, forehead"
"White"	"forehead"	52	5.55454678736354	4.11604106072919	6.99305251399789	"White, forehead"
"Black"	"eyes"	53	9.98725824543083	8.49314671658156	11.4813697742801	"Black, eyes"
"White"	"eyes"	53	5.96512796855414	4.50027923586991	7.42997670123837	"White, eyes"
"Black"	"forehead"	53	6.22689344784997	4.77152000264741	7.68226689305254	"Black, forehead"
"White"	"forehead"	53	5.65748880629824	4.19435332309004	7.12062428950645	"White, forehead"
"Black"	"eyes"	54	10.1589466618089	8.64033143819215	11.6775618854256	"Black, eyes"
"White"	"eyes"	54	6.06966605806368	4.58028911416222	7.55904300196513	"White, eyes"
"Black"	"forehead"	54	6.32849251123058	4.84815649425311	7.80882852820804	"Black, forehead"
"White"	"forehead"	54	5.76043082523295	4.27256881434141	7.24829283612449	"White, forehead"
"Black"	"eyes"	55	10.3306350781869	8.78741276903037	11.8738573873434	"Black, eyes"
"White"	"eyes"	55	6.17420414757321	4.66020352916886	7.68820476597757	"White, eyes"
"Black"	"forehead"	55	6.43009157461118	4.92470580794175	7.9354773412806	"Black, forehead"
"White"	"forehead"	55	5.86337284416766	4.35069227998573	7.37605340834958	"White, forehead"
"Black"	"eyes"	56	10.5023234945649	8.93439557693791	12.0702514121919	"Black, eyes"
"White"	"eyes"	56	6.27874223708275	4.74002706390833	7.81745741025716	"White, eyes"
"Black"	"forehead"	56	6.53169063799178	5.00117222418836	8.0622090517952	"Black, forehead"
"White"	"forehead"	56	5.96631486310236	4.42872817623832	7.5039015499664	"White, forehead"
"Black"	"eyes"	57	10.6740119109429	9.08128444662652	12.2667393752594	"Black, eyes"
"White"	"eyes"	57	6.38328032659228	4.81976402801703	7.94679662516753	"White, eyes"
"Black"	"forehead"	57	6.63328970137238	5.07755976058508	8.18901964215969	"Black, forehead"
"White"	"forehead"	57	6.06925688203707	4.5066806904363	7.63183307363784	"White, forehead"
"Black"	"eyes"	58	10.845700327321	9.22808369856764	12.4633169560743	"Black, eyes"
"White"	"eyes"	58	6.48781841610182	4.89941847660654	8.0762183555971	"White, eyes"
"Black"	"forehead"	58	6.73488876475299	5.15387219067698	8.315905338829	"Black, forehead"
"White"	"forehead"	58	6.17219890097178	4.58455375987071	7.75984404207284	"White, forehead"
"Black"	"eyes"	59	11.017388743699	9.3747974065221	12.6599800808759	"Black, eyes"
"White"	"eyes"	59	6.59235650561135	4.97899422769866	8.20571878352404	"White, eyes"
"Black"	"forehead"	59	6.83648782813359	5.23011306130168	8.4428625949655	"Black, forehead"
"White"	"forehead"	59	6.27514091990648	4.66235108916774	7.88793075064522	"White, forehead"
"Black"	"eyes"	60	11.189077160077	9.52142941380812	12.8567249063459	"Black, eyes"
"White"	"eyes"	60	6.69689459512089	5.05849487834859	8.33529431189318	"White, eyes"
"Black"	"forehead"	60	6.93808689151419	5.30628570855845	8.56988807446994	"Black, forehead"
"White"	"forehead"	60	6.37808293884119	4.74007616633534	8.01608971134703	"White, forehead"
"Black"	"eyes"	61	11.3607655764551	9.66798334839949	13.0535478045106	"Black, eyes"
"White"	"eyes"	61	6.80143268463042	5.13792381955867	8.46494154970217	"White, eyes"
"Black"	"forehead"	61	7.03968595489479	5.38239327252166	8.69697863726793	"Black, forehead"
"White"	"forehead"	61	6.48102495777589	4.81773227758278	8.144317637969	"White, forehead"
"Black"	"eyes"	62	11.5324539928331	9.81446263693993	13.2504453487263	"Black, eyes"
"White"	"eyes"	62	6.90597077413996	5.21728425007755	8.59465729820236	"White, eyes"
"Black"	"forehead"	62	7.1412850182754	5.45843871080417	8.82413132574663	"Black, forehead"
"White"	"forehead"	62	6.5839669767106	4.89532252101213	8.27261143240907	"White, forehead"
"Black"	"eyes"	63	11.7041424092111	9.96087051775405	13.4474143006682	"Black, eyes"
"White"	"eyes"	63	7.01050886364949	5.29657918917259	8.72443853812639	"White, eyes"
"Black"	"forehead"	63	7.242884081656	5.5344248110669	8.9513433522451	"Black, forehead"
"White"	"forehead"	63	6.6869089956453	4.97284981927285	8.40096817201776	"White, forehead"
"Black"	"eyes"	64	11.8758308255891	10.1072100529296	13.6444515982487	"Black, eyes"
"White"	"eyes"	64	7.11504695315903	5.37581148845625	8.8542824178618	"White, eyes"
"Black"	"forehead"	64	7.3444831450366	5.61035420256307	9.07861208751014	"Black, forehead"
"White"	"forehead"	64	6.78985101458001	5.05031693126336	8.52938509789665	"White, forehead"
"Black"	"eyes"	65	12.0475192419672	10.2534841395405	13.8415543443939	"Black, eyes"
"White"	"eyes"	65	7.21958504266856	5.4549838428412	8.98418624249592	"White, eyes"
"Black"	"forehead"	65	7.44608220841721	5.68622936679744	9.20593505003698	"Black, forehead"
"White"	"forehead"	65	6.89279303351471	5.12772646295649	8.65785960407294	"White, forehead"
"Black"	"eyes"	66	12.2192076583452	10.3996955200748	14.0387197966156	"Black, eyes"
"White"	"eyes"	66	7.3241231321781	5.53409880069282	9.11414746366337	"White, eyes"
"Black"	"forehead"	66	7.54768127179781	5.76205264737439	9.33330989622122	"Black, forehead"
"White"	"forehead"	66	6.99573505244942	5.20508087741943	8.78638922747941	"White, forehead"
"Black"	"eyes"	67	12.3908960747232	10.5458467921279	14.2359453573185	"Black, eyes"
"White"	"eyes"	67	7.42866122168763	5.61315877324221	9.24416367013306	"White, eyes"
"Black"	"forehead"	67	7.64928033517841	5.83782625910207	9.46073441125475	"Black, forehead"
"White"	"forehead"	67	7.09867707138413	5.28238250409315	8.9149716386751	"White, forehead"
"Black"	"eyes"	68	12.5625844911013	10.6919404174156	14.4332285647869	"Black, eyes"
"White"	"eyes"	68	7.53319931119717	5.69216604331789	9.37423257907644	"White, eyes"
"Black"	"forehead"	68	7.75087939855901	5.91355229641384	9.58820650070418	"Black, forehead"
"White"	"forehead"	68	7.20161909031883	5.35963354739041	9.04360463324725	"White, forehead"
"Black"	"eyes"	69	12.7342729074793	10.8379787301579	14.6305670848007	"Black, eyes"
"White"	"eyes"	69	7.6377374007067	5.77112277344964	9.50435202796376	"White, eyes"
"Black"	"forehead"	69	7.85247846193962	5.98923274116336	9.71572418271587	"Black, forehead"
"White"	"forehead"	69	7.30456110925354	5.43683609466703	9.17228612384004	"White, forehead"
"Black"	"eyes"	70	12.9059613238573	10.9839639448818	14.8279587028328	"Black, eyes"
"White"	"eyes"	70	7.74227549021623	5.85003101339337	9.6345199670391	"White, eyes"
"Black"	"forehead"	70	7.95407752532022	6.06486946984429	9.84328558079615	"Black, forehead"
"White"	"forehead"	70	7.40750312818824	5.51399212361625	9.30101413276023	"White, forehead"
"Black"	"eyes"	71	13.0776497402354	11.1298981636856	15.0254013167851	"Black, eyes"
"White"	"eyes"	71	7.84681357972577	5.92889270712227	9.76473445232927	"White, eyes"
"Black"	"forehead"	71	8.05567658870082	6.14046426028146	9.97088891712018	"Black, forehead"
"White"	"forehead"	71	7.51044514712295	5.5911035091318	9.4297867851141	"White, forehead"
"Black"	"eyes"	72	13.2493381566134	11.2757833830048	15.222892930222	"Black, eyes"
"White"	"eyes"	72	7.95135166923531	6.00770969932558	9.89499363914504	"White, eyes"
"Black"	"forehead"	72	8.15727565208143	6.21601879783618	10.0985325063267	"Black, forehead"
"White"	"forehead"	72	7.61338716605766	5.66817202968171	9.5586023024336	"White, forehead"
"Black"	"eyes"	73	13.4210265729914	11.4216214999178	15.420431646065	"Black, eyes"
"White"	"eyes"	73	8.05588975874484	6.08648374145286	10.0252957760368	"White, eyes"
"Black"	"forehead"	73	8.25887471546203	6.29153468116469	10.2262147497594	"Black, forehead"
"White"	"forehead"	73	7.71632918499236	5.74519937323112	9.6874589967536	"White, forehead"
"Black"	"eyes"	74	13.5927149893694	11.5674143180247	15.6180156607141	"Black, eyes"
"White"	"eyes"	74	8.16042784825438	6.16521649733889	10.1556391991699	"White, eyes"
"Black"	"forehead"	74	8.36047377884263	6.36701342756544	10.3539341301198	"Black, forehead"
"White"	"forehead"	74	7.81927120392707	5.82218714274939	9.81635526510474	"White, forehead"
"Black"	"eyes"	75	13.7644034057475	11.7131635529306	15.8156432585643	"Black, eyes"
"White"	"eyes"	75	8.26496593776391	6.24390954844099	10.2860223270868	"White, eyes"
"Black"	"forehead"	75	8.46207284222323	6.44245647794768	10.4816892064988	"Black, forehead"
"White"	"forehead"	75	7.92221322286177	5.89913686133357	9.94528958438997	"White, forehead"
"Black"	"eyes"	76	13.9360918221255	11.8588708373633	16.0133128068877	"Black, eyes"
"White"	"eyes"	76	8.36950402727345	6.32256439871844	10.4164436558285	"White, eyes"
"Black"	"forehead"	76	8.56367190560384	6.51786520145134	10.6094786097563	"Black, forehead"
"White"	"forehead"	76	8.02515524179648	5.97604997697804	10.0742605066149	"White, forehead"
"Black"	"eyes"	77	14.1077802385035	12.0045377259513	16.2110227510558	"Black, eyes"
"White"	"eyes"	77	8.47404211678298	6.40118247918094	10.546901754385	"White, eyes"
"Black"	"forehead"	77	8.66527096898444	6.59324089974528	10.7373010382236	"Black, forehead"
"White"	"forehead"	77	8.12809726073118	6.05292786701717	10.2032666544452	"White, forehead"
"Black"	"eyes"	78	14.2794686548816	12.1501656996882	16.408771610075	"Black, eyes"
"White"	"eyes"	78	8.57858020629251	6.47976515213093	10.6773952604541	"White, eyes"
"Black"	"forehead"	78	8.76687003236504	6.66858481102895	10.8651552537011	"Black, forehead"
"White"	"forehead"	78	8.23103927966589	6.12977184226618	10.3323067170656	"White, forehead"
"Black"	"eyes"	79	14.4511570712596	12.2957561701042	16.606557972415	"Black, eyes"
"White"	"eyes"	79	8.68311829580205	6.55831371512273	10.8079228764814	"White, eyes"
"Black"	"forehead"	79	8.86846909574564	6.74389811376036	10.9930400777309	"Black, forehead"
"White"	"forehead"	79	8.33398129860059	6.20658315088269	10.4613794463185	"White, forehead"
"Black"	"eyes"	80	14.6228454876376	12.4413104831682	16.804380492107	"Black, eyes"
"White"	"eyes"	80	8.78765638531159	6.63682940465944	10.9384833659637	"White, eyes"
"Black"	"forehead"	80	8.97006815912625	6.81918193013118	11.1209543881213	"Black, forehead"
"White"	"forehead"	80	8.4369233175353	6.28336298197027	10.5904836531003	"White, forehead"
"Black"	"eyes"	81	14.7945339040156	12.5868299229377	17.0022378850935	"Black, eyes"
"White"	"eyes"	81	8.89219447482112	6.71531339964694	11.0690755499953	"White, eyes"
"Black"	"forehead"	81	9.07166722250685	6.89443732930824	11.2488971157055	"Black, forehead"
"White"	"forehead"	81	8.53986533647001	6.3601124689429	10.7196182039971	"White, forehead"
"Black"	"eyes"	82	14.9662223203937	12.7323157149764	17.2001289258109	"Black, eyes"
"White"	"eyes"	82	8.99673256433066	6.79376682462279	11.1996983040385	"White, eyes"
"Black"	"forehead"	82	9.17326628588745	6.96966533045908	11.3768672413158	"Black, forehead"
"White"	"forehead"	82	8.64280735540471	6.4368326926684	10.848782018141	"White, forehead"
"Black"	"eyes"	83	15.1379107367717	12.8777690295541	17.3980524439893	"Black, eyes"
"White"	"eyes"	83	9.10127065384019	6.87219075277638	11.330350554904	"White, eyes"
"Black"	"forehead"	83	9.27486534926805	7.04486690557748	11.5048637929586	"Black, forehead"
"White"	"forehead"	83	8.74574937433942	6.51352468440681	10.977974064272	"White, forehead"
"Black"	"eyes"	84	15.3095991531497	13.0231909846462	17.5960073216533	"Black, eyes"
"White"	"eyes"	84	9.20580874334972	6.95058620877547	11.461031277924	"White, eyes"
"Black"	"forehead"	84	9.37646441264866	7.12004298212418	11.6328858431731	"Black, forehead"
"White"	"forehead"	84	8.84869139327413	6.59018942855878	11.1071933579895	"White, forehead"
"Black"	"eyes"	85	15.4812875695278	13.168582648745	17.7939924903105	"Black, eyes"
"White"	"eyes"	85	9.31034683285926	7.0289541714129	11.5917394943056	"White, eyes"
"Black"	"forehead"	85	9.47806347602926	7.19519444549593	11.7609325065626	"Black, forehead"
"White"	"forehead"	85	8.95163341220883	6.66682786523778	11.2364389591799	"White, forehead"
"Black"	"eyes"	86	15.6529759859058	13.3139450434974	17.9920069283142	"Black, eyes"
"White"	"eyes"	86	9.4148849223688	7.10729557608641	11.7224742686512	"White, eyes"
"Black"	"forehead"	86	9.57966253940986	7.27032214133589	11.8890029374838	"Black, forehead"
"White"	"forehead"	86	9.05457543114354	6.74344089267881	11.3657099696083	"White, forehead"
"Black"	"eyes"	87	15.8246644022838	13.4592791461801	18.1900496583875	"Black, eyes"
"White"	"eyes"	87	9.51942301187833	7.18561131712327	11.8532347066334	"White, eyes"
"Black"	"forehead"	87	9.68126160279047	7.34542687769645	12.0170963278845	"Black, forehead"
"White"	"forehead"	87	9.15751745007824	6.82002936949523	11.4950055306613	"White, forehead"
"Black"	"eyes"	88	15.9963528186618	13.6045858920238	18.3881197452998	"Black, eyes"
"White"	"eyes"	88	9.62396110138786	7.26390224996067	11.9840199528151	"White, eyes"
"Black"	"forehead"	88	9.78286066617107	7.42050942706545	12.1452119052767	"Black, forehead"
"White"	"forehead"	88	9.26045946901295	6.89659411679448	11.6243248212314	"White, forehead"
"Black"	"eyes"	89	16.1680412350399	13.7498661763967	18.586216293683	"Black, eyes"
"White"	"eyes"	89	9.7284991908974	7.3421691931919	12.1148291886029	"White, eyes"
"Black"	"forehead"	89	9.88445972955167	7.49557052826524	12.2733489308381	"Black, forehead"
"White"	"forehead"	89	9.36340148794766	6.97313592016266	11.7536670557327	"White, forehead"
"Black"	"eyes"	90	16.3397296514179	13.8951208568566	18.7843384459792	"Black, eyes"
"White"	"eyes"	90	9.83303728040694	7.42041293048769	12.2456616303262	"White, eyes"
"Black"	"forehead"	90	9.98605879293228	7.5706108882338	12.4015066976308	"Black, forehead"
"White"	"forehead"	90	9.46634350688236	7.04965553152718	11.8830314822375	"White, forehead"
"Black"	"eyes"	91	16.5114180677959	14.0403507550813	18.9824853805105	"Black, eyes"
"White"	"eyes"	91	9.93757536991647	7.49863421240113	12.3765165274318	"White, eyes"
"Black"	"forehead"	91	10.0876578563129	7.64563118369608	12.5296845289297	"Black, forehead"
"White"	"forehead"	91	9.56928552581707	7.12615367090577	12.0124173807284	"White, forehead"
"Black"	"eyes"	92	16.683106484174	14.1855566586841	19.1806563096638	"Black, eyes"
"White"	"eyes"	92	10.042113459426	7.57683375806428	12.5073931607877	"White, eyes"
"Black"	"forehead"	92	10.1892569196935	7.72063206273329	12.6578817766537	"Black, forehead"
"White"	"forehead"	92	9.67222754475177	7.20263102804978	12.1418240614538	"White, forehead"
"Black"	"eyes"	93	16.854794900552	14.3307393229229	19.3788504781811	"Black, eyes"
"White"	"eyes"	93	10.1466515489355	7.6550122567837	12.6382908410874	"White, eyes"
"Black"	"forehead"	93	10.2908559830741	7.79561414625709	12.7860978198911	"Black, forehead"
"White"	"forehead"	93	9.77516956368648	7.27908826398907	12.2712508633839	"White, forehead"
"Black"	"eyes"	94	17.02648331693	14.4758994723105	19.5770671615495	"Black, eyes"
"White"	"eyes"	94	10.2511896384451	7.73317036954172	12.7692089073484	"White, eyes"
"Black"	"forehead"	94	10.3924550464547	7.87057802939532	12.914332063514	"Black, forehead"
"White"	"forehead"	94	9.87811158262118	7.35552601248489	12.4006971527575	"White, forehead"
"Black"	"eyes"	95	17.198171733308	14.6210378021307	19.7753056644854	"Black, eyes"
"White"	"eyes"	95	10.3557277279546	7.81130873040977	12.9001467254994	"White, eyes"
"Black"	"forehead"	95	10.4940541098353	7.94552428279522	13.0425839368754	"Black, forehead"
"White"	"forehead"	95	9.98105360155589	7.43194488139725	12.5301623217145	"White, forehead"
"Black"	"eyes"	96	17.3698601496861	14.7661549798684	19.9735653195037	"Black, eyes"
"White"	"eyes"	96	10.4602658174641	7.88942794787951	13.0311036870488	"White, eyes"
"Black"	"forehead"	96	10.5956531732159	8.02045345384968	13.1708528925821	"Black, forehead"
"White"	"forehead"	96	10.0839956204906	7.50834545397224	12.6596457870089	"White, forehead"
"Black"	"eyes"	97	17.5415485660641	14.9112516465582	20.17184548557	"Black, eyes"
"White"	"eyes"	97	10.5648039069737	7.96752860611728	13.1620792078301	"White, eyes"
"Black"	"forehead"	97	10.6972522365965	8.0953660678518	13.2991384053412	"Black, forehead"
"White"	"forehead"	97	10.1869376394253	7.58472829005476	12.7891469887958	"White, forehead"
"Black"	"eyes"	98	17.7132369824421	15.0563284180562	20.3701455468281	"Black, eyes"
"White"	"eyes"	98	10.6693419964832	8.04561126614677	13.2930727268197	"White, eyes"
"Black"	"forehead"	98	10.7988512999771	8.17026262908232	13.4274399708719	"Black, forehead"
"White"	"forehead"	98	10.28987965836	7.66109392723145	12.9186653894886	"White, forehead"
"Black"	"eyes"	99	17.8849253988202	15.2013858862416	20.5684649113987	"Black, eyes"
"White"	"eyes"	99	10.7738800859927	8.12367646696461	13.4240837050209	"White, eyes"
"Black"	"forehead"	99	10.9004503633577	8.24514362183459	13.5557571048808	"Black, forehead"
"White"	"forehead"	99	10.3928216772947	7.73744288190844	13.048200472681	"White, forehead"
"Black"	"eyes"	100	18.0566138151982	15.3464246201509	20.7668030102455	"Black, eyes"
"White"	"eyes"	100	10.8784181755023	8.20172472659321	13.5551116244114	"White, eyes"
"Black"	"forehead"	100	11.0020494267383	8.32000951138096	13.6840893420956	"Black, forehead"
"White"	"forehead"	100	10.4957636962294	7.81377565032817	13.1777517421307	"White, forehead"
"Black"	"eyes"	101	18.2283022315762	15.4914451670495	20.9651592961029	"Black, eyes"
"White"	"eyes"	101	10.9829562650118	8.27975654307478	13.6861559869489	"White, eyes"
"Black"	"forehead"	101	11.1036484901189	8.39486074488447	13.8124362353533	"Black, forehead"
"White"	"forehead"	101	10.5987057151641	7.89009270952903	13.3073187207992	"White, forehead"
"Black"	"eyes"	102	18.3999906479542	15.6364480534451	21.1635332424634	"Black, eyes"
"White"	"eyes"	102	11.0874943545214	8.35777239541029	13.8172163136324	"White, eyes"
"Black"	"forehead"	102	11.2052475534995	8.46969775225941	13.9407973547396	"Black, forehead"
"White"	"forehead"	102	10.7016477340988	7.96639451825168	13.436900949946	"White, forehead"
"Black"	"eyes"	103	18.5716790643323	15.7814337860457	21.3619243426188	"Black, eyes"
"White"	"eyes"	103	11.1920324440309	8.43577274444693	13.9482921436148	"White, eyes"
"Black"	"forehead"	103	11.3068466168801	8.54452094698391	14.0691722867763	"Black, forehead"
"White"	"forehead"	103	10.8045897530335	8.04268151779525	13.5664979882718	"White, forehead"
"Black"	"eyes"	104	18.7433674807103	15.926402852666	21.5603321087546	"Black, eyes"
"White"	"eyes"	104	11.2965705335404	8.51375803371709	14.0793830333638	"White, eyes"
"Black"	"forehead"	104	11.4084456802607	8.61933072686771	14.1975606336537	"Black, forehead"
"White"	"forehead"	104	10.9075317719682	8.11895413282671	13.6961094111098	"White, forehead"
"Black"	"eyes"	105	18.9150558970883	16.0713557230857	21.758756071091	"Black, eyes"
"White"	"eyes"	105	11.40110862305	8.59172869023199	14.2104885558679	"White, eyes"
"Black"	"forehead"	105	11.5100447436413	8.6941274747778	14.3259620125048	"Black, forehead"
"White"	"forehead"	105	11.0104737909029	8.19521277214617	13.8257348096597	"White, forehead"
"Black"	"eyes"	106	19.0867443134664	16.2162928498617	21.9571957770711	"Black, eyes"
"White"	"eyes"	106	11.5056467125595	8.66968512523283	14.3416082998862	"White, eyes"
"Black"	"forehead"	106	11.6116438070219	8.76891155932478	14.4543760547191	"Black, forehead"
"White"	"forehead"	106	11.1134158098377	8.27145782941095	13.9553737902644	"White, forehead"
"Black"	"eyes"	107	19.2584327298444	16.3612146690978	22.155650790591	"Black, eyes"
"White"	"eyes"	107	11.610184802069	8.74762773490174	14.4727418692363	"White, eyes"
"Black"	"forehead"	107	11.7132428704025	8.84368333551201	14.582802405293	"Black, forehead"
"White"	"forehead"	107	11.2163578287724	8.34768968382097	14.0850259737237	"White, forehead"
"Black"	"eyes"	108	19.4301211462224	16.5061216011747	22.3541206912702	"Black, eyes"
"White"	"eyes"	108	11.7147228915786	8.8255569010354	14.6038888821217	"White, eyes"
"Black"	"forehead"	108	11.8148419337831	8.91844314535031	14.7112407222159	"Black, forehead"
"White"	"forehead"	108	11.3192998477071	8.4239087007677	14.2146909946464	"White, forehead"
"Black"	"eyes"	109	19.6018095626005	16.6510140514406	22.5526050737603	"Black, eyes"
"White"	"eyes"	109	11.8192609810881	8.90347299168317	14.735048970493	"White, eyes"
"Black"	"forehead"	109	11.9164409971637	8.99319131843983	14.8396906758876	"Black, forehead"
"White"	"forehead"	109	11.4222418666418	8.50011523244894	14.3443685008346	"White, forehead"
"Black"	"eyes"	110	19.7734979789785	16.7958924108684	22.7511035470885	"Black, eyes"
"White"	"eyes"	110	11.9237990705976	8.98137636175214	14.8662217794431	"White, eyes"
"Black"	"forehead"	110	12.0180400605443	9.06792817252145	14.9681519485672	"Black, forehead"
"White"	"forehead"	110	11.5251838855765	8.57630961845155	14.4740581527014	"White, forehead"
"Black"	"eyes"	111	19.9451863953565	16.9407570566772	22.9496157340358	"Black, eyes"
"White"	"eyes"	111	12.0283371601072	9.05926735358086	14.9974069666335	"White, eyes"
"Black"	"forehead"	111	12.1196391239249	9.14265401399932	15.0966242338505	"Black, forehead"
"White"	"forehead"	111	11.6281259045112	8.65249218630385	14.6037596227185	"White, forehead"
"Black"	"eyes"	112	20.1168748117345	17.0856083529236	23.1481412705454	"Black, eyes"
"White"	"eyes"	112	12.1328752496167	9.13714629748376	15.1286042017496	"White, eyes"
"Black"	"forehead"	112	12.2212381873055	9.21736913843642	15.2251072361747	"Black, forehead"
"White"	"forehead"	112	11.7310679234459	8.72866325199979	14.733472594892	"White, forehead"
"Black"	"eyes"	113	20.2885632281126	17.2304466510631	23.346679805162	"Black, eyes"
"White"	"eyes"	113	12.2374133391262	9.21501351226782	15.2598131659847	"White, eyes"
"Black"	"forehead"	113	12.3228372506861	9.29207383102448	15.3536006703478	"Black, forehead"
"White"	"forehead"	113	11.8340099423806	8.80482312049612	14.8631967642651	"White, forehead"
"Black"	"eyes"	114	20.4602516444906	17.3752722904827	23.5452309984985	"Black, eyes"
"White"	"eyes"	114	12.3419514286358	9.29286930572322	15.3910335515483	"White, eyes"
"Black"	"forehead"	114	12.4244363140667	9.36676836703017	15.4821042611033	"Black, forehead"
"White"	"forehead"	114	11.9369519613153	8.88097208618458	14.992931836446	"White, forehead"
"Black"	"eyes"	115	20.6319400608686	17.5200855990077	23.7437945227295	"Black, eyes"
"White"	"eyes"	115	12.4464895181453	9.37071397508939	15.5222650612012	"White, eyes"
"Black"	"forehead"	115	12.5260353774473	9.44145301221851	15.6106177426762	"Black, forehead"
"White"	"forehead"	115	12.03989398025	8.95711043334022	15.1226775271598	"White, forehead"
"Black"	"eyes"	116	20.8036284772467	17.6648868933838	23.9423700611095	"Black, eyes"
"White"	"eyes"	116	12.5510276076548	9.44854780749791	15.6535074078118	"White, eyes"
"Black"	"forehead"	116	12.6276344408279	9.51612802325513	15.7391408584008	"Black, forehead"
"White"	"forehead"	116	12.1428359991847	9.03323843654746	15.252433561822	"White, forehead"
"Black"	"eyes"	117	20.9753168936247	17.8096764797347	24.1409573075147	"Black, eyes"
"White"	"eyes"	117	12.6555656971644	9.52637108039355	15.7847603139352	"White, eyes"
"Black"	"forehead"	117	12.7292335042085	9.59079364808844	15.8676733603287	"Black, forehead"
"White"	"forehead"	117	12.2457780181194	9.10935636110489	15.3821996751339	"White, forehead"
"Black"	"eyes"	118	21.1470053100027	17.9544546539981	24.3395559660074	"Black, eyes"
"White"	"eyes"	118	12.7601037866739	9.60418406193468	15.9160235114131	"White, eyes"
"Black"	"forehead"	118	12.8308325675892	9.66545012631292	15.9962150088654	"Black, forehead"
"White"	"forehead"	118	12.3487200370541	9.1854644634104	15.5119756106979	"White, forehead"
"Black"	"eyes"	119	21.3186937263807	18.0992217023409	24.5381657504206	"Black, eyes"
"White"	"eyes"	119	12.8646418761834	9.68198701137425	16.0472967409926	"White, eyes"
"Black"	"forehead"	119	12.9324316309698	9.74009768951457	16.1247655724249	"Black, forehead"
"White"	"forehead"	119	12.4516620559888	9.26156299132724	15.6417611206504	"White, forehead"
"Black"	"eyes"	120	21.4903821427588	18.2439779015539	24.7367863839636	"Black, eyes"
"White"	"eyes"	120	12.969179965693	9.75978017942234	16.1785797519636	"White, eyes"
"Black"	"forehead"	120	13.0340306943504	9.81473656159952	16.2533248271012	"Black, forehead"
"White"	"forehead"	120	12.5546040749235	9.33765218453263	15.7715559653144	"White, forehead"
"Black"	"eyes"	121	21.6620705591368	18.3887235194283	24.9354175988453	"Black, eyes"
