Sweep Number	Channel	Mean(120.00->180.00ms)
1	FZ	5.638479
1	FC3	5.526971
1	FCZ	6.516510
1	FC4	5.881100
1	C3	5.688008
1	CZ	7.207914
1	C4	5.422548
1	CP3	4.491550
1	CPZ	6.982835
1	CP4	5.099444
1	P3	3.488666
1	PZ	5.568245
1	P4	4.271285
1	Oz	-0.085368
1	FP1	3.892117
1	FP2	4.494783
1	A2	0.197564
1	P8/T6	1.709628
1	TP7	1.901070
1	TP8	1.692087
1	P7/T5	1.434195
1	VEOG	5.774270
1	HEOG	4.277751
1	Nose	1.264009
1	FZ	6.030697
1	FC3	4.731769
1	FCZ	6.673790
1	FC4	5.931879
1	C3	4.142152
1	CZ	6.287730
1	C4	5.474278
1	CP3	3.418904
1	CPZ	5.370256
1	CP4	5.030675
1	P3	2.061655
1	PZ	4.325432
1	P4	3.715118
1	Oz	0.231492
1	FP1	4.843507
1	FP2	7.290982
1	A2	-0.468547
1	P8/T6	1.723270
1	TP7	0.979265
1	TP8	2.662936
1	P7/T5	0.246985
1	VEOG	7.645697
1	HEOG	6.472685
1	Nose	4.272434
1	FZ	5.800976
1	FC3	4.191722
1	FCZ	6.462979
1	FC4	5.956617
1	C3	3.322715
1	CZ	6.284620
1	C4	5.394588
1	CP3	2.041676
1	CPZ	5.095230
1	CP4	4.053155
1	P3	1.792693
1	PZ	3.133773
1	P4	3.107527
1	Oz	1.463984
1	FP1	5.698250
1	FP2	6.960593
1	A2	-2.873854
1	P8/T6	1.927379
1	TP7	0.314810
1	TP8	2.929380
1	P7/T5	-1.184663
1	VEOG	10.124986
1	HEOG	9.065484
1	Nose	0.977448
1	FZ	7.668392
1	FC3	6.786853
1	FCZ	8.727615
1	FC4	7.260813
1	C3	5.954705
1	CZ	8.036485
1	C4	7.057471
1	CP3	5.077981
1	CPZ	7.307040
1	CP4	6.563493
1	P3	4.460388
1	PZ	6.014070
1	P4	5.518372
1	Oz	0.439359
1	FP1	3.154004
1	FP2	2.995582
1	A2	-0.911738
1	P8/T6	3.762242
1	TP7	1.812469
1	TP8	3.755845
1	P7/T5	1.383978
1	VEOG	10.769841
1	HEOG	5.508673
1	Nose	2.266549
