Sweep Number	Channel	Mean(120.00->190.00ms)
1	FZ	2.508588
1	FC3	3.841089
1	FCZ	2.347833
1	FC4	2.051383
1	C3	3.839713
1	CZ	2.607491
1	C4	1.305508
1	CP3	3.255968
1	CPZ	2.820985
1	CP4	0.616842
1	P3	2.917609
1	PZ	2.907294
1	P4	1.131557
1	Oz	-0.120996
1	FP1	3.795613
1	FP2	3.130158
1	A2	0.248181
1	P8/T6	-3.709261
1	TP7	0.531694
1	TP8	-0.997409
1	P7/T5	-0.135481
1	VEOG	19.355924
1	HEOG	-0.651443
1	Nose	3.665849
1	FZ	0.665931
1	FC3	1.220025
1	FCZ	0.468034
1	FC4	1.822809
1	C3	2.137908
1	CZ	2.126725
1	C4	2.053167
1	CP3	2.674318
1	CPZ	2.874943
1	CP4	1.391645
1	P3	3.669032
1	PZ	3.819239
1	P4	1.852224
1	Oz	0.729806
1	FP1	1.638915
1	FP2	1.882138
1	A2	-1.473568
1	P8/T6	-2.391815
1	TP7	-0.258589
1	TP8	0.043689
1	P7/T5	0.135250
1	VEOG	19.113291
1	HEOG	2.869442
1	Nose	1.458339
1	FZ	3.278723
1	FC3	3.038478
1	FCZ	3.108660
1	FC4	1.816123
1	C3	2.337147
1	CZ	1.658372
1	C4	0.887499
1	CP3	1.768694
1	CPZ	1.299531
1	CP4	-0.280138
1	P3	2.641615
1	PZ	2.635508
1	P4	1.022939
1	Oz	0.302646
1	FP1	3.859784
1	FP2	4.100522
1	A2	-0.602239
1	P8/T6	-4.177304
1	TP7	0.133026
1	TP8	-1.278994
1	P7/T5	-0.156568
1	VEOG	20.579293
1	HEOG	1.524361
1	Nose	3.238535
1	FZ	-0.212463
1	FC3	0.928594
1	FCZ	0.192605
1	FC4	-0.310248
1	C3	1.185715
1	CZ	0.792511
1	C4	-0.620195
1	CP3	2.019060
1	CPZ	1.875885
1	CP4	-0.771106
1	P3	2.769922
1	PZ	2.938499
1	P4	0.022351
1	Oz	-0.312010
1	FP1	-0.141928
1	FP2	-0.230171
1	A2	0.628533
1	P8/T6	-4.743377
1	TP7	0.611125
1	TP8	-1.680057
1	P7/T5	0.528298
1	VEOG	18.361352
1	HEOG	1.636344
1	Nose	1.121414
