Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	-1.278308
1	FC3	-0.708287
1	FCZ	-1.162643
1	FC4	-1.590809
1	C3	-0.863998
1	CZ	-1.132572
1	C4	-1.287545
1	CP3	-0.774325
1	CPZ	-1.705983
1	CP4	-1.778507
1	P3	-0.251868
1	PZ	-1.941587
1	P4	-1.998928
1	Oz	-0.350925
1	FP1	-0.569775
1	FP2	0.273734
1	A2	0.696200
1	P8/T6	-1.819780
1	TP7	-0.721112
1	TP8	-1.150949
1	P7/T5	-1.961241
1	VEOG	18.102677
1	HEOG	-0.021128
1	Nose	0.040438
1	FZ	0.998013
1	FC3	0.576795
1	FCZ	1.603452
1	FC4	1.097882
1	C3	0.323108
1	CZ	1.631239
1	C4	1.037528
1	CP3	0.419233
1	CPZ	0.942891
1	CP4	1.060668
1	P3	0.503901
1	PZ	0.346609
1	P4	0.599214
1	Oz	0.019893
1	FP1	0.673507
1	FP2	1.650274
1	A2	-0.021381
1	P8/T6	-0.611619
1	TP7	-0.565699
1	TP8	0.075601
1	P7/T5	-1.679414
1	VEOG	27.967515
1	HEOG	4.922585
1	Nose	-0.305742
1	FZ	-2.468848
1	FC3	-1.475842
1	FCZ	-2.263111
1	FC4	-2.287920
1	C3	-1.622533
1	CZ	-1.788620
1	C4	-2.702823
1	CP3	-1.401504
1	CPZ	-2.487794
1	CP4	-2.550403
1	P3	-0.689520
1	PZ	-2.172850
1	P4	-2.278808
1	Oz	0.417880
1	FP1	-0.570886
1	FP2	-0.520816
1	A2	-0.814604
1	P8/T6	-0.639901
1	TP7	-1.727183
1	TP8	-0.816138
1	P7/T5	-2.123592
1	VEOG	20.830129
1	HEOG	2.727407
1	Nose	-0.203211
1	FZ	-1.135565
1	FC3	-1.436001
1	FCZ	-1.264377
1	FC4	-0.815962
1	C3	-1.521720
1	CZ	-1.028486
1	C4	-0.953074
1	CP3	-1.454469
1	CPZ	-1.475876
1	CP4	-1.108562
1	P3	-1.029373
1	PZ	-1.585379
1	P4	-1.687281
1	Oz	0.948924
1	FP1	-1.087669
1	FP2	0.962822
1	A2	-1.905496
1	P8/T6	-0.256644
1	TP7	-1.970974
1	TP8	0.636549
1	P7/T5	-2.665306
1	VEOG	32.820065
1	HEOG	3.825309
1	Nose	-0.527325
