Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	6.374746
1	FC3	6.338028
1	FCZ	6.772914
1	FC4	4.861193
1	C3	5.163327
1	CZ	6.433476
1	C4	3.829710
1	CP3	3.360226
1	CPZ	5.386160
1	CP4	2.948662
1	P3	1.085703
1	PZ	2.831336
1	P4	1.438357
1	Oz	-0.330100
1	FP1	5.395497
1	FP2	6.170046
1	A2	0.662681
1	P8/T6	-3.358693
1	TP7	0.295637
1	TP8	-0.294059
1	P7/T5	-1.961113
1	VEOG	3.208664
1	HEOG	-6.162017
1	Nose	5.013433
1	FZ	8.581021
1	FC3	8.508938
1	FCZ	9.744400
1	FC4	7.681794
1	C3	7.849505
1	CZ	9.702765
1	C4	6.790912
1	CP3	5.884106
1	CPZ	8.954154
1	CP4	5.265000
1	P3	3.858308
1	PZ	6.551343
1	P4	3.816268
1	Oz	-0.388109
1	FP1	5.830338
1	FP2	0.121025
1	A2	0.757994
1	P8/T6	-2.496319
1	TP7	0.559158
1	TP8	0.630564
1	P7/T5	-1.343179
1	VEOG	12.208512
1	HEOG	-5.202435
1	Nose	5.283043
1	FZ	4.177583
1	FC3	4.601191
1	FCZ	4.446742
1	FC4	3.744230
1	C3	4.051596
1	CZ	4.173117
1	C4	3.006445
1	CP3	2.641386
1	CPZ	3.671562
1	CP4	2.307181
1	P3	1.257790
1	PZ	2.568582
1	P4	1.918125
1	Oz	-0.029365
1	FP1	4.681438
1	FP2	3.590322
1	A2	0.055618
1	P8/T6	-1.622443
1	TP7	0.170328
1	TP8	0.646487
1	P7/T5	-2.123547
1	VEOG	6.451655
1	HEOG	-5.521574
1	Nose	3.577963
1	FZ	5.250282
1	FC3	5.166316
1	FCZ	6.314028
1	FC4	4.087952
1	C3	4.846401
1	CZ	6.575041
1	C4	3.795639
1	CP3	3.964475
1	CPZ	6.278773
1	CP4	3.612401
1	P3	3.278083
1	PZ	5.086821
1	P4	3.368284
1	Oz	-1.078363
1	FP1	2.775747
1	FP2	-0.216773
1	A2	2.147010
1	P8/T6	-2.138239
1	TP7	0.902520
1	TP8	-0.697484
1	P7/T5	-0.089298
1	VEOG	1.924992
1	HEOG	-6.609608
1	Nose	0.638024
