Sweep Number	Channel	Mean(130.00->180.00ms)
1	FZ	2.627231
1	FC3	5.860488
1	FCZ	4.259391
1	FC4	1.911154
1	C3	6.184633
1	CZ	5.467344
1	C4	2.631446
1	CP3	5.408335
1	CPZ	6.170430
1	CP4	3.212009
1	P3	4.801154
1	PZ	5.467575
1	P4	3.396600
1	Oz	-0.480618
1	FP1	1.857168
1	FP2	0.118307
1	A2	0.948360
1	P8/T6	1.137050
1	TP7	3.670744
1	TP8	0.980174
1	P7/T5	3.115816
1	VEOG	20.856061
1	HEOG	-5.844552
1	Nose	2.934574
1	FZ	0.985036
1	FC3	3.987709
1	FCZ	2.332467
1	FC4	1.821164
1	C3	6.137364
1	CZ	4.039001
1	C4	3.328680
1	CP3	6.839737
1	CPZ	5.060860
1	CP4	4.362151
1	P3	6.091785
1	PZ	5.296764
1	P4	4.321043
1	Oz	-0.983049
1	FP1	-0.146113
1	FP2	-0.538190
1	A2	1.927474
1	P8/T6	1.028565
1	TP7	4.316634
1	TP8	0.616059
1	P7/T5	4.656115
1	VEOG	20.119744
1	HEOG	-7.884758
1	Nose	-0.307439
1	FZ	0.992238
1	FC3	1.739901
1	FCZ	1.966794
1	FC4	-0.019489
1	C3	3.149852
1	CZ	3.566016
1	C4	0.716107
1	CP3	3.780003
1	CPZ	4.696674
1	CP4	1.366134
1	P3	4.279413
1	PZ	4.422996
1	P4	2.048943
1	Oz	-1.622389
1	FP1	0.270129
1	FP2	-0.465079
1	A2	3.206833
1	P8/T6	-1.252171
1	TP7	3.520973
1	TP8	-1.530754
1	P7/T5	4.077042
1	VEOG	26.529584
1	HEOG	-9.374247
1	Nose	-0.229991
1	FZ	3.408412
1	FC3	4.542914
1	FCZ	4.916113
1	FC4	3.594701
1	C3	4.443000
1	CZ	5.680644
1	C4	2.952003
1	CP3	3.460510
1	CPZ	5.693188
1	CP4	1.887732
1	P3	2.587869
1	PZ	3.985846
1	P4	0.893319
1	Oz	-0.437656
1	FP1	1.211688
1	FP2	1.233732
1	A2	0.875870
1	P8/T6	-1.826008
1	TP7	2.399469
1	TP8	-0.980317
1	P7/T5	1.938216
1	VEOG	16.212387
1	HEOG	-6.867991
1	Nose	0.632576
