Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	6.003313
1	FC3	5.393794
1	FCZ	7.121747
1	FC4	4.143758
1	C3	5.653389
1	CZ	5.805930
1	C4	3.472672
1	CP3	4.448195
1	CPZ	4.401289
1	CP4	2.151009
1	P3	2.903481
1	PZ	2.242499
1	P4	0.372969
1	Oz	-1.327382
1	FP1	5.328315
1	FP2	3.487935
1	A2	2.605966
1	P8/T6	-4.182581
1	TP7	3.280104
1	TP8	-1.149690
1	P7/T5	0.044369
1	VEOG	7.836514
1	HEOG	-0.979521
1	Nose	4.287485
1	FZ	5.575313
1	FC3	5.563662
1	FCZ	6.483164
1	FC4	4.334520
1	C3	5.193831
1	CZ	6.217722
1	C4	3.896158
1	CP3	4.149519
1	CPZ	4.279488
1	CP4	2.381755
1	P3	2.722564
1	PZ	2.530254
1	P4	0.505131
1	Oz	-1.044269
1	FP1	3.766963
1	FP2	3.358653
1	A2	2.070611
1	P8/T6	-3.953426
1	TP7	3.129025
1	TP8	-0.736092
1	P7/T5	0.356115
1	VEOG	8.885040
1	HEOG	-0.424905
1	Nose	2.953182
1	FZ	4.910269
1	FC3	5.571042
1	FCZ	6.180497
1	FC4	2.822951
1	C3	4.846677
1	CZ	5.289769
1	C4	2.195153
1	CP3	3.576842
1	CPZ	3.582258
1	CP4	1.269136
1	P3	2.422705
1	PZ	2.357759
1	P4	0.116615
1	Oz	-1.950262
1	FP1	3.152792
1	FP2	2.039405
1	A2	3.860212
1	P8/T6	-4.383930
1	TP7	2.710093
1	TP8	-2.564739
1	P7/T5	-0.037605
1	VEOG	8.163952
1	HEOG	-1.706769
1	Nose	2.257872
1	FZ	2.009130
1	FC3	3.185647
1	FCZ	2.436013
1	FC4	1.330176
1	C3	3.286639
1	CZ	2.813969
1	C4	1.244877
1	CP3	2.646208
1	CPZ	2.159822
1	CP4	0.415790
1	P3	1.971253
1	PZ	1.336023
1	P4	-0.307361
1	Oz	-1.059145
1	FP1	2.689717
1	FP2	2.166873
1	A2	2.102168
1	P8/T6	-3.333330
1	TP7	2.580987
1	TP8	-1.127204
1	P7/T5	0.443908
1	VEOG	1.712733
1	HEOG	-0.354997
1	Nose	2.352132
