Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.927463
1	FC3	1.042851
1	FCZ	1.235200
1	FC4	1.923008
1	C3	0.488210
1	CZ	1.273678
1	C4	1.807966
1	CP3	0.171559
1	CPZ	0.010482
1	CP4	1.014505
1	P3	-0.803594
1	PZ	-0.144917
1	P4	-0.137754
1	Oz	0.367489
1	FP1	1.378413
1	FP2	2.300587
1	A2	-0.725632
1	P8/T6	-0.611551
1	TP7	-0.115305
1	TP8	0.639241
1	P7/T5	-1.465721
1	VEOG	0.856922
1	HEOG	3.328588
1	Nose	1.557703
1	FZ	2.589460
1	FC3	2.347801
1	FCZ	2.540630
1	FC4	2.459742
1	C3	1.465197
1	CZ	1.818536
1	C4	1.919296
1	CP3	0.726768
1	CPZ	0.296603
1	CP4	0.689119
1	P3	-0.321062
1	PZ	-0.266511
1	P4	-0.600282
1	Oz	0.379850
1	FP1	2.975905
1	FP2	3.443150
1	A2	-0.751357
1	P8/T6	-1.263851
1	TP7	0.184225
1	TP8	0.015068
1	P7/T5	-1.594216
1	VEOG	1.265860
1	HEOG	3.102609
1	Nose	3.099071
1	FZ	0.678999
1	FC3	0.613833
1	FCZ	0.893302
1	FC4	1.264674
1	C3	0.680696
1	CZ	1.441418
1	C4	1.588077
1	CP3	0.174863
1	CPZ	1.108476
1	CP4	1.010703
1	P3	0.214578
1	PZ	0.821165
1	P4	0.438419
1	Oz	0.110247
1	FP1	-0.219714
1	FP2	1.301225
1	A2	-0.214991
1	P8/T6	-0.268234
1	TP7	0.023755
1	TP8	0.275342
1	P7/T5	-0.342297
1	VEOG	3.356292
1	HEOG	3.501117
1	Nose	0.228748
1	FZ	1.183924
1	FC3	1.574387
1	FCZ	0.986509
1	FC4	0.542848
1	C3	1.273765
1	CZ	0.896143
1	C4	0.888849
1	CP3	0.675711
1	CPZ	-0.993541
1	CP4	0.162780
1	P3	-0.497469
1	PZ	-1.034509
1	P4	-1.606489
1	Oz	-1.987561
1	FP1	1.255465
1	FP2	3.464551
1	A2	3.953110
1	P8/T6	-1.980355
1	TP7	1.295036
1	TP8	-1.742801
1	P7/T5	-0.041711
1	VEOG	5.370220
1	HEOG	-0.721090
1	Nose	0.867623
