Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	4.974370
1	FC3	4.527788
1	FCZ	6.090248
1	FC4	4.604502
1	C3	4.622387
1	CZ	5.766662
1	C4	4.218345
1	CP3	4.389769
1	CPZ	5.476534
1	CP4	3.979672
1	P3	5.730396
1	PZ	5.885255
1	P4	3.158434
1	Oz	-0.252540
1	FP1	3.062624
1	FP2	1.265564
1	A2	0.510749
1	P8/T6	-3.278623
1	TP7	0.099387
1	TP8	0.672267
1	P7/T5	-1.237608
1	VEOG	-50.188359
1	HEOG	0.940492
1	Nose	4.563063
1	FZ	3.936748
1	FC3	3.369811
1	FCZ	5.479066
1	FC4	4.144822
1	C3	2.783613
1	CZ	3.424568
1	C4	3.380762
1	CP3	2.145521
1	CPZ	2.975839
1	CP4	2.428329
1	P3	3.335306
1	PZ	2.604650
1	P4	2.075631
1	Oz	0.215724
1	FP1	3.879900
1	FP2	1.088252
1	A2	-0.436071
1	P8/T6	-3.740449
1	TP7	-1.027442
1	TP8	0.196463
1	P7/T5	-3.007207
1	VEOG	4.715941
1	HEOG	2.079923
1	Nose	-1.025846
1	FZ	2.515949
1	FC3	1.630739
1	FCZ	2.905974
1	FC4	1.781976
1	C3	2.854094
1	CZ	1.608927
1	C4	1.424821
1	CP3	2.805016
1	CPZ	2.372016
1	CP4	1.013284
1	P3	4.908227
1	PZ	3.295098
1	P4	0.897317
1	Oz	-0.051380
1	FP1	4.468524
1	FP2	0.598145
1	A2	0.113065
1	P8/T6	-3.642248
1	TP7	0.708058
1	TP8	-0.563074
1	P7/T5	-0.454562
1	VEOG	-7.391558
1	HEOG	2.266455
1	Nose	0.787504
1	FZ	4.885016
1	FC3	3.396937
1	FCZ	5.509678
1	FC4	3.736970
1	C3	3.308199
1	CZ	4.801410
1	C4	3.454297
1	CP3	2.481453
1	CPZ	3.799251
1	CP4	2.771693
1	P3	4.666212
1	PZ	4.074991
1	P4	3.025791
1	Oz	0.402843
1	FP1	1.582479
1	FP2	0.911357
1	A2	-0.777587
1	P8/T6	-2.116657
1	TP7	0.981522
1	TP8	0.286059
1	P7/T5	-1.362087
1	VEOG	15.480946
1	HEOG	-0.269391
1	Nose	-0.748114
