Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	5.463730
1	FC3	5.925866
1	FCZ	6.347513
1	FC4	4.947306
1	C3	6.417919
1	CZ	6.430934
1	C4	5.079251
1	CP3	6.423597
1	CPZ	6.489154
1	CP4	4.765177
1	P3	6.053880
1	PZ	5.574100
1	P4	3.997179
1	Oz	-2.861386
1	FP1	3.979141
1	FP2	3.294608
1	A2	5.651057
1	P8/T6	-3.575794
1	TP7	4.687958
1	TP8	-1.811198
1	P7/T5	4.800948
1	VEOG	3.517486
1	HEOG	1.757826
1	Nose	4.102569
1	FZ	5.706360
1	FC3	5.202725
1	FCZ	6.048600
1	FC4	5.585622
1	C3	5.254056
1	CZ	5.940245
1	C4	5.293670
1	CP3	4.650273
1	CPZ	5.159744
1	CP4	4.540969
1	P3	3.332264
1	PZ	3.515624
1	P4	2.714628
1	Oz	-1.616366
1	FP1	5.772114
1	FP2	5.711057
1	A2	3.181591
1	P8/T6	-2.659929
1	TP7	3.014314
1	TP8	-0.471280
1	P7/T5	2.763398
1	VEOG	-0.140900
1	HEOG	2.021608
1	Nose	3.713596
1	FZ	4.579314
1	FC3	4.810808
1	FCZ	5.189489
1	FC4	4.276865
1	C3	5.373259
1	CZ	5.077531
1	C4	4.231035
1	CP3	5.382506
1	CPZ	5.697179
1	CP4	3.985558
1	P3	5.642689
1	PZ	4.963183
1	P4	3.545350
1	Oz	-2.068154
1	FP1	3.175194
1	FP2	1.081328
1	A2	4.101846
1	P8/T6	-2.479810
1	TP7	3.873555
1	TP8	-1.420314
1	P7/T5	4.782976
1	VEOG	7.212987
1	HEOG	5.317190
1	Nose	2.591542
1	FZ	5.742077
1	FC3	4.921319
1	FCZ	5.946350
1	FC4	5.512123
1	C3	4.843925
1	CZ	5.786190
1	C4	5.345543
1	CP3	4.589731
1	CPZ	5.407126
1	CP4	4.789592
1	P3	3.498182
1	PZ	4.176731
1	P4	3.581472
1	Oz	-1.235505
1	FP1	4.135894
1	FP2	3.959181
1	A2	2.429518
1	P8/T6	-1.650034
1	TP7	3.206426
1	TP8	0.425841
1	P7/T5	3.083828
1	VEOG	3.435812
1	HEOG	2.280583
1	Nose	1.928905
