Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	7.762728
1	FC3	7.743467
1	FCZ	8.955902
1	FC4	7.341156
1	C3	7.879308
1	CZ	9.751544
1	C4	6.939425
1	CP3	6.301492
1	CPZ	9.527218
1	CP4	7.358317
1	P3	4.604415
1	PZ	8.433028
1	P4	7.684018
1	Oz	0.195073
1	FP1	1.355518
1	FP2	-0.484134
1	A2	-0.385874
1	P8/T6	0.945966
1	TP7	6.613941
1	TP8	2.973956
1	P7/T5	1.757973
1	VEOG	4.863861
1	HEOG	-2.231463
1	Nose	4.621866
1	FZ	3.157406
1	FC3	2.900319
1	FCZ	2.821564
1	FC4	1.871970
1	C3	2.354464
1	CZ	3.012093
1	C4	1.886546
1	CP3	1.572345
1	CPZ	2.143782
1	CP4	1.527725
1	P3	1.651843
1	PZ	1.888480
1	P4	1.318678
1	Oz	-0.139810
1	FP1	-3.783875
1	FP2	-5.251660
1	A2	0.272704
1	P8/T6	-2.999228
1	TP7	0.431181
1	TP8	-0.352203
1	P7/T5	-3.249324
1	VEOG	7.083918
1	HEOG	-1.674153
1	Nose	4.219444
1	FZ	6.350245
1	FC3	5.575261
1	FCZ	6.616392
1	FC4	4.391117
1	C3	6.324105
1	CZ	7.075769
1	C4	4.339662
1	CP3	5.244796
1	CPZ	7.509626
1	CP4	5.210057
1	P3	5.765465
1	PZ	7.049148
1	P4	5.654713
1	Oz	-0.050079
1	FP1	-0.621514
1	FP2	-0.295383
1	A2	0.122308
1	P8/T6	0.164063
1	TP7	4.988211
1	TP8	2.606164
1	P7/T5	2.125599
1	VEOG	2.595983
1	HEOG	-2.079923
1	Nose	2.475463
1	FZ	3.389723
1	FC3	3.633391
1	FCZ	4.421720
1	FC4	2.722158
1	C3	3.908779
1	CZ	5.089821
1	C4	2.779636
1	CP3	3.467914
1	CPZ	5.763577
1	CP4	3.490309
1	P3	4.126842
1	PZ	5.354126
1	P4	3.886002
1	Oz	-0.161579
1	FP1	-4.181110
1	FP2	-5.737666
1	A2	0.344025
1	P8/T6	-0.255897
1	TP7	4.673491
1	TP8	0.609017
1	P7/T5	0.899463
1	VEOG	5.989207
1	HEOG	-2.474210
1	Nose	0.274547
