Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.709993
1	FC3	2.987615
1	FCZ	2.484028
1	FC4	1.747163
1	C3	2.883474
1	CZ	2.482349
1	C4	1.435721
1	CP3	2.441962
1	CPZ	2.342345
1	CP4	0.934140
1	P3	2.046246
1	PZ	1.637193
1	P4	-0.184729
1	Oz	-1.596619
1	FP1	-0.988938
1	FP2	-0.148259
1	A2	3.164602
1	P8/T6	-1.467714
1	TP7	3.382351
1	TP8	0.022806
1	P7/T5	2.536821
1	VEOG	19.827734
1	HEOG	-0.276464
1	Nose	-1.807698
1	FZ	1.060874
1	FC3	1.455222
1	FCZ	2.067128
1	FC4	2.290832
1	C3	2.260198
1	CZ	1.845488
1	C4	2.187739
1	CP3	2.206771
1	CPZ	1.888917
1	CP4	1.654574
1	P3	2.322200
1	PZ	1.330529
1	P4	1.082198
1	Oz	-0.197839
1	FP1	0.975162
1	FP2	0.497395
1	A2	0.390266
1	P8/T6	-0.511107
1	TP7	2.760390
1	TP8	1.288063
1	P7/T5	3.186014
1	VEOG	14.293979
1	HEOG	-1.194463
1	Nose	0.937144
1	FZ	0.467390
1	FC3	1.893328
1	FCZ	0.280187
1	FC4	1.202822
1	C3	1.819652
1	CZ	-0.547613
1	C4	0.360695
1	CP3	1.341540
1	CPZ	-0.688750
1	CP4	-0.469335
1	P3	0.843361
1	PZ	-0.666263
1	P4	-0.799573
1	Oz	-1.176065
1	FP1	0.912909
1	FP2	-0.351776
1	A2	2.337566
1	P8/T6	-2.257628
1	TP7	2.823601
1	TP8	0.198446
1	P7/T5	2.554514
1	VEOG	15.065070
1	HEOG	-0.817837
1	Nose	-0.084208
1	FZ	0.806260
1	FC3	1.495211
1	FCZ	0.241314
1	FC4	0.011419
1	C3	1.439675
1	CZ	0.920313
1	C4	-0.215999
1	CP3	1.230325
1	CPZ	0.489186
1	CP4	-0.112265
1	P3	0.453094
1	PZ	0.238425
1	P4	-0.353258
1	Oz	-0.316386
1	FP1	0.893715
1	FP2	0.109742
1	A2	0.605074
1	P8/T6	-2.203561
1	TP7	1.436236
1	TP8	-0.756457
1	P7/T5	1.688694
1	VEOG	2.895814
1	HEOG	-0.123638
1	Nose	0.880828
