Sweep Number	Channel	Mean(120.00->180.00ms)
1	FZ	9.358495
1	FC3	8.769878
1	FCZ	9.941121
1	FC4	9.392935
1	C3	8.093876
1	CZ	9.599037
1	C4	8.749330
1	CP3	5.812191
1	CPZ	8.790604
1	CP4	7.892344
1	P3	3.766653
1	PZ	6.686396
1	P4	5.658812
1	Oz	-0.102208
1	FP1	7.563929
1	FP2	7.454177
1	A2	0.193809
1	P8/T6	2.023036
1	TP7	2.485835
1	TP8	4.412965
1	P7/T5	-0.672097
1	VEOG	9.927408
1	HEOG	0.114635
1	Nose	5.493051
1	FZ	9.489915
1	FC3	8.539372
1	FCZ	9.572420
1	FC4	9.083842
1	C3	7.224286
1	CZ	8.741441
1	C4	8.459748
1	CP3	5.118894
1	CPZ	7.908184
1	CP4	7.294280
1	P3	2.823341
1	PZ	5.761604
1	P4	5.052727
1	Oz	0.180831
1	FP1	8.217135
1	FP2	8.207075
1	A2	-0.353923
1	P8/T6	2.177149
1	TP7	2.439108
1	TP8	4.821379
1	P7/T5	-1.168091
1	VEOG	13.187788
1	HEOG	0.328728
1	Nose	7.203606
1	FZ	9.503309
1	FC3	8.593777
1	FCZ	10.028240
1	FC4	8.899380
1	C3	8.205759
1	CZ	9.545115
1	C4	9.031146
1	CP3	6.369298
1	CPZ	9.122480
1	CP4	8.163642
1	P3	4.744531
1	PZ	7.491101
1	P4	6.539142
1	Oz	-0.044869
1	FP1	7.635959
1	FP2	7.629834
1	A2	0.110285
1	P8/T6	2.970824
1	TP7	3.036818
1	TP8	5.117016
1	P7/T5	0.159015
1	VEOG	9.337637
1	HEOG	-0.423167
1	Nose	5.845742
1	FZ	8.872944
1	FC3	7.845031
1	FCZ	8.995149
1	FC4	8.195181
1	C3	7.269338
1	CZ	8.606259
1	C4	7.856255
1	CP3	5.346635
1	CPZ	8.048342
1	CP4	7.148530
1	P3	3.317800
1	PZ	6.170407
1	P4	5.571741
1	Oz	-0.074555
1	FP1	6.942336
1	FP2	7.841624
1	A2	0.137929
1	P8/T6	2.044340
1	TP7	2.627458
1	TP8	4.019279
1	P7/T5	-0.625527
1	VEOG	7.047202
1	HEOG	-0.284942
1	Nose	5.891012
