Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	0.906806
1	FC3	0.883153
1	FCZ	0.763512
1	FC4	1.342244
1	C3	1.117831
1	CZ	0.949297
1	C4	1.241335
1	CP3	0.428136
1	CPZ	0.780127
1	CP4	1.458869
1	P3	0.584394
1	PZ	1.224879
1	P4	1.688785
1	Oz	0.497984
1	FP1	2.116921
1	FP2	1.205300
1	A2	-1.012213
1	P8/T6	0.466499
1	TP7	-0.978136
1	TP8	0.470415
1	P7/T5	-1.451091
1	VEOG	19.988095
1	HEOG	5.175943
1	Nose	1.692489
1	FZ	3.050553
1	FC3	2.097831
1	FCZ	2.940321
1	FC4	3.499286
1	C3	1.910667
1	CZ	2.459692
1	C4	2.925047
1	CP3	1.891293
1	CPZ	2.592218
1	CP4	2.880011
1	P3	2.218114
1	PZ	2.656683
1	P4	2.994286
1	Oz	0.338950
1	FP1	3.294883
1	FP2	3.141917
1	A2	-0.684302
1	P8/T6	0.888593
1	TP7	0.002134
1	TP8	1.435429
1	P7/T5	0.466141
1	VEOG	5.206336
1	HEOG	2.528482
1	Nose	1.893933
1	FZ	2.172752
1	FC3	2.314033
1	FCZ	3.381498
1	FC4	3.666112
1	C3	2.368514
1	CZ	3.368590
1	C4	3.549995
1	CP3	2.345501
1	CPZ	3.674667
1	CP4	3.826454
1	P3	2.862799
1	PZ	4.087454
1	P4	4.317787
1	Oz	0.361658
1	FP1	0.688647
1	FP2	2.235237
1	A2	-0.726118
1	P8/T6	1.487257
1	TP7	-0.280662
1	TP8	1.391451
1	P7/T5	0.247142
1	VEOG	13.201854
1	HEOG	4.276263
1	Nose	1.908349
1	FZ	0.167212
1	FC3	-0.502852
1	FCZ	0.109323
1	FC4	1.763448
1	C3	-0.690277
1	CZ	0.068631
1	C4	0.304156
1	CP3	-0.947709
1	CPZ	-0.195098
1	CP4	0.323576
1	P3	-0.264787
1	PZ	-0.294949
1	P4	0.500577
1	Oz	0.414590
1	FP1	2.097131
1	FP2	2.590617
1	A2	-0.814099
1	P8/T6	-0.075351
1	TP7	-1.708999
1	TP8	0.168217
1	P7/T5	-1.341768
1	VEOG	6.637246
1	HEOG	3.427099
1	Nose	4.663354
