Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	6.028407
1	FC3	5.827225
1	FCZ	6.634928
1	FC4	5.199593
1	C3	6.770613
1	CZ	6.957179
1	C4	4.472904
1	CP3	6.131118
1	CPZ	6.728708
1	CP4	4.705210
1	P3	5.666686
1	PZ	6.334509
1	P4	5.079426
1	Oz	-0.573412
1	FP1	4.026020
1	FP2	3.908694
1	A2	1.098604
1	P8/T6	0.208489
1	TP7	2.326217
1	TP8	0.011187
1	P7/T5	1.340067
1	VEOG	4.472814
1	HEOG	0.335693
1	Nose	3.382284
1	FZ	5.861542
1	FC3	5.985940
1	FCZ	6.630565
1	FC4	6.131330
1	C3	7.713048
1	CZ	7.764041
1	C4	6.130087
1	CP3	7.523055
1	CPZ	8.296650
1	CP4	6.267889
1	P3	7.047031
1	PZ	7.909298
1	P4	6.674280
1	Oz	-0.416155
1	FP1	3.490341
1	FP2	4.638329
1	A2	0.818330
1	P8/T6	0.930524
1	TP7	3.098684
1	TP8	0.630557
1	P7/T5	2.204552
1	VEOG	7.694008
1	HEOG	0.088273
1	Nose	4.648315
1	FZ	3.465404
1	FC3	3.791346
1	FCZ	3.865639
1	FC4	3.158819
1	C3	5.104576
1	CZ	4.144080
1	C4	2.883468
1	CP3	4.615035
1	CPZ	4.743588
1	CP4	3.247643
1	P3	4.414942
1	PZ	4.872912
1	P4	4.279004
1	Oz	-0.281531
1	FP1	2.191420
1	FP2	2.999903
1	A2	0.532552
1	P8/T6	0.785940
1	TP7	1.819715
1	TP8	-0.010282
1	P7/T5	1.460367
1	VEOG	3.714253
1	HEOG	0.059473
1	Nose	3.830254
1	FZ	2.581753
1	FC3	2.869768
1	FCZ	3.242675
1	FC4	1.962331
1	C3	3.581707
1	CZ	3.718158
1	C4	1.871348
1	CP3	3.465328
1	CPZ	3.707332
1	CP4	1.956602
1	P3	3.152369
1	PZ	3.120884
1	P4	2.082905
1	Oz	-0.787359
1	FP1	2.070184
1	FP2	1.439891
1	A2	1.564659
1	P8/T6	-1.409849
1	TP7	0.856239
1	TP8	-1.708960
1	P7/T5	0.361179
1	VEOG	6.240640
1	HEOG	-1.221659
1	Nose	3.035765
