"Source.File"	"Sweep.Number"	"Electrode"	"Marker"	"Latency"	"Peak"	"Subject"	"faceRace"	"FixArea"	"Hemisphere"
"Sub32_White_fore.avg"	1	"TP8"	"N170"	159	0.769534	32	"White"	"fore"	"right"
"Sub32_White_fore.avg"	1	"P7/T5"	"N170"	144	-3.674135	32	"White"	"fore"	"left"
"Sub33_Black_eyes.avg"	1	"P8/T6"	"N170"	157	-2.40297	33	"Black"	"eyes"	"right"
"Sub33_Black_eyes.avg"	1	"TP7"	"N170"	157	-2.898011	33	"Black"	"eyes"	"left"
"Sub33_Black_eyes.avg"	1	"TP8"	"N170"	194	-1.784699	33	"Black"	"eyes"	"right"
"Sub33_Black_eyes.avg"	1	"P7/T5"	"N170"	157	-5.647297	33	"Black"	"eyes"	"left"
"Sub33_Black_fore.avg"	1	"P8/T6"	"N170"	162	-7.867548	33	"Black"	"fore"	"right"
"Sub33_Black_fore.avg"	1	"TP7"	"N170"	160	-5.677042	33	"Black"	"fore"	"left"
"Sub33_Black_fore.avg"	1	"TP8"	"N170"	162	-6.671374	33	"Black"	"fore"	"right"
"Sub33_Black_fore.avg"	1	"P7/T5"	"N170"	160	-8.315846	33	"Black"	"fore"	"left"
"Sub33_White_eyes.avg"	1	"P8/T6"	"N170"	162	-6.384888	33	"White"	"eyes"	"right"
"Sub33_White_eyes.avg"	1	"TP7"	"N170"	162	-4.511719	33	"White"	"eyes"	"left"
"Sub33_White_eyes.avg"	1	"TP8"	"N170"	162	-5.033163	33	"White"	"eyes"	"right"
"Sub33_White_eyes.avg"	1	"P7/T5"	"N170"	162	-7.208456	33	"White"	"eyes"	"left"
"Sub33_White_fore.avg"	1	"P8/T6"	"N170"	157	-5.023238	33	"White"	"fore"	"right"
"Sub33_White_fore.avg"	1	"TP7"	"N170"	157	-2.977454	33	"White"	"fore"	"left"
"Sub33_White_fore.avg"	1	"TP8"	"N170"	154	-4.81647	33	"White"	"fore"	"right"
"Sub33_White_fore.avg"	1	"P7/T5"	"N170"	157	-5.14	33	"White"	"fore"	"left"
"Sub34_Black_eyes.avg"	1	"P8/T6"	"N170"	170	-1.567357	34	"Black"	"eyes"	"right"
"Sub34_Black_eyes.avg"	1	"TP7"	"N170"	169	-0.624106	34	"Black"	"eyes"	"left"
"Sub34_Black_eyes.avg"	1	"TP8"	"N170"	168	-0.430255	34	"Black"	"eyes"	"right"
"Sub34_Black_eyes.avg"	1	"P7/T5"	"N170"	172	-1.546081	34	"Black"	"eyes"	"left"
"Sub34_Black_fore.avg"	1	"P8/T6"	"N170"	173	-4.376761	34	"Black"	"fore"	"right"
"Sub34_Black_fore.avg"	1	"TP7"	"N170"	175	-4.268405	34	"Black"	"fore"	"left"
"Sub34_Black_fore.avg"	1	"TP8"	"N170"	172	-3.063733	34	"Black"	"fore"	"right"
"Sub34_Black_fore.avg"	1	"P7/T5"	"N170"	174	-4.659339	34	"Black"	"fore"	"left"
"Sub34_White_eyes.avg"	1	"P8/T6"	"N170"	168	2.26593	34	"White"	"eyes"	"right"
"Sub34_White_eyes.avg"	1	"TP7"	"N170"	169	-1.936692	34	"White"	"eyes"	"left"
"Sub34_White_eyes.avg"	1	"TP8"	"N170"	168	1.938844	34	"White"	"eyes"	"right"
"Sub34_White_eyes.avg"	1	"P7/T5"	"N170"	169	-1.749479	34	"White"	"eyes"	"left"
"Sub34_White_fore.avg"	1	"P8/T6"	"N170"	170	0.329154	34	"White"	"fore"	"right"
"Sub34_White_fore.avg"	1	"TP7"	"N170"	171	-1.534598	34	"White"	"fore"	"left"
"Sub34_White_fore.avg"	1	"TP8"	"N170"	170	0.25722	34	"White"	"fore"	"right"
"Sub34_White_fore.avg"	1	"P7/T5"	"N170"	170	-1.13787	34	"White"	"fore"	"left"
"Sub35_Black_eyes.avg"	1	"P8/T6"	"N170"	167	-2.675312	35	"Black"	"eyes"	"right"
"Sub35_Black_eyes.avg"	1	"TP7"	"N170"	165	-2.26593	35	"Black"	"eyes"	"left"
"Sub35_Black_eyes.avg"	1	"TP8"	"N170"	168	-2.927082	35	"Black"	"eyes"	"right"
"Sub35_Black_eyes.avg"	1	"P7/T5"	"N170"	165	-3.330324	35	"Black"	"eyes"	"left"
"Sub35_Black_fore.avg"	1	"P8/T6"	"N170"	169	-3.876849	35	"Black"	"fore"	"right"
"Sub35_Black_fore.avg"	1	"TP7"	"N170"	171	-3.60461	35	"Black"	"fore"	"left"
"Sub35_Black_fore.avg"	1	"TP8"	"N170"	170	-2.82269	35	"Black"	"fore"	"right"
"Sub35_Black_fore.avg"	1	"P7/T5"	"N170"	172	-5.084526	35	"Black"	"fore"	"left"
"Sub35_White_eyes.avg"	1	"P8/T6"	"N170"	171	-4.658678	35	"White"	"eyes"	"right"
"Sub35_White_eyes.avg"	1	"TP7"	"N170"	169	-3.315904	35	"White"	"eyes"	"left"
"Sub35_White_eyes.avg"	1	"TP8"	"N170"	184	-3.765361	35	"White"	"eyes"	"right"
"Sub35_White_eyes.avg"	1	"P7/T5"	"N170"	168	-5.119324	35	"White"	"eyes"	"left"
"Sub35_White_fore.avg"	1	"P8/T6"	"N170"	172	-5.242484	35	"White"	"fore"	"right"
"Sub35_White_fore.avg"	1	"TP7"	"N170"	172	-4.326957	35	"White"	"fore"	"left"
"Sub35_White_fore.avg"	1	"TP8"	"N170"	171	-4.255023	35	"White"	"fore"	"right"
"Sub35_White_fore.avg"	1	"P7/T5"	"N170"	171	-6.386893	35	"White"	"fore"	"left"
"Sub36_Black_eyes.avg"	1	"P8/T6"	"N170"	162	4.214411	36	"Black"	"eyes"	"right"
"Sub36_Black_eyes.avg"	1	"TP7"	"N170"	177	1.193171	36	"Black"	"eyes"	"left"
"Sub36_Black_eyes.avg"	1	"TP8"	"N170"	165	3.258415	36	"Black"	"eyes"	"right"
"Sub36_Black_eyes.avg"	1	"P7/T5"	"N170"	175	1.771512	36	"Black"	"eyes"	"left"
"Sub36_Black_fore.avg"	1	"P8/T6"	"N170"	167	5.058552	36	"Black"	"fore"	"right"
"Sub36_Black_fore.avg"	1	"TP7"	"N170"	182	1.551135	36	"Black"	"fore"	"left"
"Sub36_Black_fore.avg"	1	"TP8"	"N170"	170	3.138926	36	"Black"	"fore"	"right"
"Sub36_Black_fore.avg"	1	"P7/T5"	"N170"	181	2.031524	36	"Black"	"fore"	"left"
"Sub36_White_eyes.avg"	1	"P8/T6"	"N170"	162	5.129314	36	"White"	"eyes"	"right"
"Sub36_White_eyes.avg"	1	"TP7"	"N170"	191	3.734589	36	"White"	"eyes"	"left"
"Sub36_White_eyes.avg"	1	"TP8"	"N170"	164	3.680638	36	"White"	"eyes"	"right"
"Sub36_White_eyes.avg"	1	"P7/T5"	"N170"	170	4.378001	36	"White"	"eyes"	"left"
"Sub36_White_fore.avg"	1	"P8/T6"	"N170"	164	6.247825	36	"White"	"fore"	"right"
"Sub36_White_fore.avg"	1	"TP7"	"N170"	183	2.037373	36	"White"	"fore"	"left"
"Sub36_White_fore.avg"	1	"TP8"	"N170"	175	3.278367	36	"White"	"fore"	"right"
"Sub36_White_fore.avg"	1	"P7/T5"	"N170"	181	3.103378	36	"White"	"fore"	"left"
"Sub37_Black_eyes.avg"	1	"P8/T6"	"N170"	158	-2.290027	37	"Black"	"eyes"	"right"
"Sub37_Black_eyes.avg"	1	"TP7"	"N170"	136	-1.380996	37	"Black"	"eyes"	"left"
"Sub37_Black_eyes.avg"	1	"TP8"	"N170"	152	-1.696747	37	"Black"	"eyes"	"right"
"Sub37_Black_eyes.avg"	1	"P7/T5"	"N170"	144	-1.985909	37	"Black"	"eyes"	"left"
"Sub37_Black_fore.avg"	1	"P8/T6"	"N170"	138	-0.053838	37	"Black"	"fore"	"right"
"Sub37_Black_fore.avg"	1	"TP7"	"N170"	136	-0.231185	37	"Black"	"fore"	"left"
"Sub37_Black_fore.avg"	1	"TP8"	"N170"	138	-1.026082	37	"Black"	"fore"	"right"
"Sub37_Black_fore.avg"	1	"P7/T5"	"N170"	139	1.143258	37	"Black"	"fore"	"left"
"Sub37_White_eyes.avg"	1	"P8/T6"	"N170"	150	-1.053	37	"White"	"eyes"	"right"
"Sub37_White_eyes.avg"	1	"TP7"	"N170"	141	0.175764	37	"White"	"eyes"	"left"
"Sub37_White_eyes.avg"	1	"TP8"	"N170"	147	-1.141674	37	"White"	"eyes"	"right"
"Sub37_White_eyes.avg"	1	"P7/T5"	"N170"	145	0.364196	37	"White"	"eyes"	"left"
"Sub37_White_fore.avg"	1	"P8/T6"	"N170"	155	-2.131976	37	"White"	"fore"	"right"
"Sub37_White_fore.avg"	1	"TP7"	"N170"	139	-0.551957	37	"White"	"fore"	"left"
"Sub37_White_fore.avg"	1	"TP8"	"N170"	151	-1.759162	37	"White"	"fore"	"right"
"Sub37_White_fore.avg"	1	"P7/T5"	"N170"	142	-0.25984	37	"White"	"fore"	"left"
"Sub38_Black_eyes.avg"	1	"P8/T6"	"N170"	158	-8.17907	38	"Black"	"eyes"	"right"
"Sub38_Black_eyes.avg"	1	"TP7"	"N170"	152	-6.004962	38	"Black"	"eyes"	"left"
"Sub38_Black_eyes.avg"	1	"TP8"	"N170"	160	-7.570873	38	"Black"	"eyes"	"right"
"Sub38_Black_eyes.avg"	1	"P7/T5"	"N170"	153	-12.560856	38	"Black"	"eyes"	"left"
"Sub38_Black_fore.avg"	1	"P8/T6"	"N170"	163	-8.459882	38	"Black"	"fore"	"right"
"Sub38_Black_fore.avg"	1	"TP7"	"N170"	149	-4.452031	38	"Black"	"fore"	"left"
"Sub38_Black_fore.avg"	1	"TP8"	"N170"	164	-7.143718	38	"Black"	"fore"	"right"
"Sub38_Black_fore.avg"	1	"P7/T5"	"N170"	156	-11.155663	38	"Black"	"fore"	"left"
"Sub38_White_eyes.avg"	1	"P8/T6"	"N170"	162	-7.356161	38	"White"	"eyes"	"right"
"Sub38_White_eyes.avg"	1	"TP7"	"N170"	155	-4.733276	38	"White"	"eyes"	"left"
"Sub38_White_eyes.avg"	1	"TP8"	"N170"	163	-6.687012	38	"White"	"eyes"	"right"
"Sub38_White_eyes.avg"	1	"P7/T5"	"N170"	153	-10.252075	38	"White"	"eyes"	"left"
"Sub38_White_fore.avg"	1	"P8/T6"	"N170"	164	-10.254107	38	"White"	"fore"	"right"
"Sub38_White_fore.avg"	1	"TP7"	"N170"	161	-7.28808	38	"White"	"fore"	"left"
"Sub38_White_fore.avg"	1	"TP8"	"N170"	167	-9.163104	38	"White"	"fore"	"right"
"Sub38_White_fore.avg"	1	"P7/T5"	"N170"	154	-11.994412	38	"White"	"fore"	"left"
"Sub39_Black_eyes.avg"	1	"P8/T6"	"N170"	156	-16.711336	39	"Black"	"eyes"	"right"
"Sub39_Black_eyes.avg"	1	"TP7"	"N170"	153	-2.429703	39	"Black"	"eyes"	"left"
"Sub39_Black_eyes.avg"	1	"TP8"	"N170"	153	-9.30164	39	"Black"	"eyes"	"right"
"Sub39_Black_eyes.avg"	1	"P7/T5"	"N170"	165	-7.365699	39	"Black"	"eyes"	"left"
"Sub39_Black_fore.avg"	1	"P8/T6"	"N170"	161	-12.309875	39	"Black"	"fore"	"right"
"Sub39_Black_fore.avg"	1	"TP7"	"N170"	157	-0.874481	39	"Black"	"fore"	"left"
"Sub39_Black_fore.avg"	1	"TP8"	"N170"	159	-5.283813	39	"Black"	"fore"	"right"
"Sub39_Black_fore.avg"	1	"P7/T5"	"N170"	164	-5.485229	39	"Black"	"fore"	"left"
"Sub39_White_eyes.avg"	1	"P8/T6"	"N170"	157	-15.047178	39	"White"	"eyes"	"right"
"Sub39_White_eyes.avg"	1	"TP7"	"N170"	169	-2.419943	39	"White"	"eyes"	"left"
"Sub39_White_eyes.avg"	1	"TP8"	"N170"	156	-8.838696	39	"White"	"eyes"	"right"
"Sub39_White_eyes.avg"	1	"P7/T5"	"N170"	167	-5.848811	39	"White"	"eyes"	"left"
"Sub39_White_fore.avg"	1	"P8/T6"	"N170"	162	-13.668484	39	"White"	"fore"	"right"
"Sub39_White_fore.avg"	1	"TP7"	"N170"	163	-2.516005	39	"White"	"fore"	"left"
"Sub39_White_fore.avg"	1	"TP8"	"N170"	162	-6.585015	39	"White"	"fore"	"right"
"Sub39_White_fore.avg"	1	"P7/T5"	"N170"	165	-7.147895	39	"White"	"fore"	"left"
"Sub40_Black_eyes.avg"	1	"P8/T6"	"N170"	189	1.439103	40	"Black"	"eyes"	"right"
"Sub40_Black_eyes.avg"	1	"TP7"	"N170"	130	-0.998323	40	"Black"	"eyes"	"left"
"Sub40_Black_eyes.avg"	1	"TP8"	"N170"	190	0.847991	40	"Black"	"eyes"	"right"
"Sub40_Black_eyes.avg"	1	"P7/T5"	"N170"	130	-0.121142	40	"Black"	"eyes"	"left"
"Sub40_Black_fore.avg"	1	"P8/T6"	"N170"	171	-0.539619	40	"Black"	"fore"	"right"
"Sub40_Black_fore.avg"	1	"TP7"	"N170"	183	-0.712172	40	"Black"	"fore"	"left"
"Sub40_Black_fore.avg"	1	"TP8"	"N170"	173	-0.323144	40	"Black"	"fore"	"right"
"Sub40_Black_fore.avg"	1	"P7/T5"	"N170"	182	0.006275	40	"Black"	"fore"	"left"
"Sub40_White_eyes.avg"	1	"P8/T6"	"N170"	171	0.687073	40	"White"	"eyes"	"right"
"Sub40_White_eyes.avg"	1	"TP7"	"N170"	130	-2.031415	40	"White"	"eyes"	"left"
"Sub40_White_eyes.avg"	1	"TP8"	"N170"	130	0.263535	40	"White"	"eyes"	"right"
"Sub40_White_eyes.avg"	1	"P7/T5"	"N170"	130	-1.132573	40	"White"	"eyes"	"left"
"Sub40_White_fore.avg"	1	"P8/T6"	"N170"	168	1.594543	40	"White"	"fore"	"right"
"Sub40_White_fore.avg"	1	"TP7"	"N170"	130	-0.061329	40	"White"	"fore"	"left"
"Sub40_White_fore.avg"	1	"TP8"	"N170"	172	1.028061	40	"White"	"fore"	"right"
"Sub40_White_fore.avg"	1	"P7/T5"	"N170"	130	2.598396	40	"White"	"fore"	"left"
"Sub41_Black_eyes.avg"	1	"P8/T6"	"N170"	155	-0.455584	41	"Black"	"eyes"	"right"
"Sub41_Black_eyes.avg"	1	"TP7"	"N170"	187	-1.405116	41	"Black"	"eyes"	"left"
"Sub41_Black_eyes.avg"	1	"TP8"	"N170"	169	-1.501029	41	"Black"	"eyes"	"right"
"Sub41_Black_eyes.avg"	1	"P7/T5"	"N170"	169	0.382051	41	"Black"	"eyes"	"left"
"Sub41_Black_fore.avg"	1	"P8/T6"	"N170"	158	-6.085996	41	"Black"	"fore"	"right"
"Sub41_Black_fore.avg"	1	"TP7"	"N170"	165	-1.019513	41	"Black"	"fore"	"left"
"Sub41_Black_fore.avg"	1	"TP8"	"N170"	161	-4.27232	41	"Black"	"fore"	"right"
"Sub41_Black_fore.avg"	1	"P7/T5"	"N170"	162	-1.998619	41	"Black"	"fore"	"left"
"Sub41_White_eyes.avg"	1	"P8/T6"	"N170"	156	-0.442505	41	"White"	"eyes"	"right"
"Sub41_White_eyes.avg"	1	"TP7"	"N170"	171	0.015259	41	"White"	"eyes"	"left"
"Sub41_White_eyes.avg"	1	"TP8"	"N170"	160	0.632392	41	"White"	"eyes"	"right"
"Sub41_White_eyes.avg"	1	"P7/T5"	"N170"	159	0.283135	41	"White"	"eyes"	"left"
"Sub41_White_fore.avg"	1	"P8/T6"	"N170"	157	-4.507222	41	"White"	"fore"	"right"
"Sub41_White_fore.avg"	1	"TP7"	"N170"	169	-2.108093	41	"White"	"fore"	"left"
"Sub41_White_fore.avg"	1	"TP8"	"N170"	162	-3.506302	41	"White"	"fore"	"right"
"Sub41_White_fore.avg"	1	"P7/T5"	"N170"	157	-2.834915	41	"White"	"fore"	"left"
"Sub42_Black_eyes.avg"	1	"P8/T6"	"N170"	163	-5.038398	42	"Black"	"eyes"	"right"
"Sub42_Black_eyes.avg"	1	"TP7"	"N170"	167	-2.790451	42	"Black"	"eyes"	"left"
"Sub42_Black_eyes.avg"	1	"TP8"	"N170"	166	-3.286498	42	"Black"	"eyes"	"right"
"Sub42_Black_eyes.avg"	1	"P7/T5"	"N170"	165	-4.343033	42	"Black"	"eyes"	"left"
"Sub42_Black_fore.avg"	1	"P8/T6"	"N170"	163	-4.088062	42	"Black"	"fore"	"right"
"Sub42_Black_fore.avg"	1	"TP7"	"N170"	171	-1.497818	42	"Black"	"fore"	"left"
"Sub42_Black_fore.avg"	1	"TP8"	"N170"	164	-2.877575	42	"Black"	"fore"	"right"
"Sub42_Black_fore.avg"	1	"P7/T5"	"N170"	167	-2.679857	42	"Black"	"fore"	"left"
"Sub42_White_eyes.avg"	1	"P8/T6"	"N170"	161	-4.424266	42	"White"	"eyes"	"right"
"Sub42_White_eyes.avg"	1	"TP7"	"N170"	171	-2.721411	42	"White"	"eyes"	"left"
"Sub42_White_eyes.avg"	1	"TP8"	"N170"	164	-3.115923	42	"White"	"eyes"	"right"
"Sub42_White_eyes.avg"	1	"P7/T5"	"N170"	168	-3.826044	42	"White"	"eyes"	"left"
"Sub42_White_fore.avg"	1	"P8/T6"	"N170"	162	-4.50083	42	"White"	"fore"	"right"
"Sub42_White_fore.avg"	1	"TP7"	"N170"	164	-2.114304	42	"White"	"fore"	"left"
"Sub42_White_fore.avg"	1	"TP8"	"N170"	162	-3.592483	42	"White"	"fore"	"right"
"Sub42_White_fore.avg"	1	"P7/T5"	"N170"	164	-3.090353	42	"White"	"fore"	"left"
"Sub43_Black_eyes.avg"	1	"P8/T6"	"N170"	151	-7.617416	43	"Black"	"eyes"	"right"
"Sub43_Black_eyes.avg"	1	"TP7"	"N170"	162	-2.49417	43	"Black"	"eyes"	"left"
"Sub43_Black_eyes.avg"	1	"TP8"	"N170"	151	-4.690295	43	"Black"	"eyes"	"right"
"Sub43_Black_eyes.avg"	1	"P7/T5"	"N170"	161	-5.222071	43	"Black"	"eyes"	"left"
"Sub43_Black_fore.avg"	1	"P8/T6"	"N170"	155	-9.567261	43	"Black"	"fore"	"right"
"Sub43_Black_fore.avg"	1	"TP7"	"N170"	154	-4.609541	43	"Black"	"fore"	"left"
"Sub43_Black_fore.avg"	1	"TP8"	"N170"	155	-6.084095	43	"Black"	"fore"	"right"
"Sub43_Black_fore.avg"	1	"P7/T5"	"N170"	157	-7.917924	43	"Black"	"fore"	"left"
"Sub43_White_eyes.avg"	1	"P8/T6"	"N170"	153	-6.287138	43	"White"	"eyes"	"right"
"Sub43_White_eyes.avg"	1	"TP7"	"N170"	158	-2.270197	43	"White"	"eyes"	"left"
"Sub43_White_eyes.avg"	1	"TP8"	"N170"	153	-4.364014	43	"White"	"eyes"	"right"
"Sub43_White_eyes.avg"	1	"P7/T5"	"N170"	157	-5.115057	43	"White"	"eyes"	"left"
"Sub43_White_fore.avg"	1	"P8/T6"	"N170"	150	-5.047179	43	"White"	"fore"	"right"
"Sub43_White_fore.avg"	1	"TP7"	"N170"	173	-2.812168	43	"White"	"fore"	"left"
"Sub43_White_fore.avg"	1	"TP8"	"N170"	150	-3.929674	43	"White"	"fore"	"right"
"Sub43_White_fore.avg"	1	"P7/T5"	"N170"	155	-5.40054	43	"White"	"fore"	"left"
"Sub44_Black_eyes.avg"	1	"P8/T6"	"N170"	166	-10.082983	44	"Black"	"eyes"	"right"
"Sub44_Black_eyes.avg"	1	"TP7"	"N170"	164	-1.518742	44	"Black"	"eyes"	"left"
"Sub44_Black_eyes.avg"	1	"TP8"	"N170"	165	-6.832984	44	"Black"	"eyes"	"right"
"Sub44_Black_eyes.avg"	1	"P7/T5"	"N170"	159	-4.741669	44	"Black"	"eyes"	"left"
"Sub44_Black_fore.avg"	1	"P8/T6"	"N170"	168	-9.340174	44	"Black"	"fore"	"right"
"Sub44_Black_fore.avg"	1	"TP7"	"N170"	130	0.162205	44	"Black"	"fore"	"left"
"Sub44_Black_fore.avg"	1	"TP8"	"N170"	168	-6.072101	44	"Black"	"fore"	"right"
"Sub44_Black_fore.avg"	1	"P7/T5"	"N170"	162	-2.510648	44	"Black"	"fore"	"left"
"Sub44_White_eyes.avg"	1	"P8/T6"	"N170"	171	-7.325413	44	"White"	"eyes"	"right"
"Sub44_White_eyes.avg"	1	"TP7"	"N170"	158	-2.762902	44	"White"	"eyes"	"left"
"Sub44_White_eyes.avg"	1	"TP8"	"N170"	170	-4.982857	44	"White"	"eyes"	"right"
"Sub44_White_eyes.avg"	1	"P7/T5"	"N170"	160	-4.334823	44	"White"	"eyes"	"left"
"Sub44_White_fore.avg"	1	"P8/T6"	"N170"	163	-9.791538	44	"White"	"fore"	"right"
"Sub44_White_fore.avg"	1	"TP7"	"N170"	162	-2.594389	44	"White"	"fore"	"left"
"Sub44_White_fore.avg"	1	"TP8"	"N170"	164	-7.53429	44	"White"	"fore"	"right"
"Sub44_White_fore.avg"	1	"P7/T5"	"N170"	161	-5.700999	44	"White"	"fore"	"left"
"Sub45_Black_eyes.avg"	1	"P8/T6"	"N170"	163	-12.201162	45	"Black"	"eyes"	"right"
"Sub45_Black_eyes.avg"	1	"TP7"	"N170"	169	-3.952287	45	"Black"	"eyes"	"left"
"Sub45_Black_eyes.avg"	1	"TP8"	"N170"	165	-5.715394	45	"Black"	"eyes"	"right"
"Sub45_Black_eyes.avg"	1	"P7/T5"	"N170"	168	-6.49581	45	"Black"	"eyes"	"left"
"Sub45_Black_fore.avg"	1	"P8/T6"	"N170"	167	-9.488274	45	"Black"	"fore"	"right"
"Sub45_Black_fore.avg"	1	"TP7"	"N170"	174	-2.96059	45	"Black"	"fore"	"left"
"Sub45_Black_fore.avg"	1	"TP8"	"N170"	170	-4.960645	45	"Black"	"fore"	"right"
"Sub45_Black_fore.avg"	1	"P7/T5"	"N170"	173	-4.286438	45	"Black"	"fore"	"left"
"Sub45_White_eyes.avg"	1	"P8/T6"	"N170"	165	-10.43323	45	"White"	"eyes"	"right"
"Sub45_White_eyes.avg"	1	"TP7"	"N170"	173	-3.980788	45	"White"	"eyes"	"left"
"Sub45_White_eyes.avg"	1	"TP8"	"N170"	171	-5.194335	45	"White"	"eyes"	"right"
"Sub45_White_eyes.avg"	1	"P7/T5"	"N170"	171	-5.47507	45	"White"	"eyes"	"left"
"Sub45_White_fore.avg"	1	"P8/T6"	"N170"	166	-8.679863	45	"White"	"fore"	"right"
"Sub45_White_fore.avg"	1	"TP7"	"N170"	174	-2.822743	45	"White"	"fore"	"left"
"Sub45_White_fore.avg"	1	"TP8"	"N170"	170	-3.983075	45	"White"	"fore"	"right"
"Sub45_White_fore.avg"	1	"P7/T5"	"N170"	172	-4.37423	45	"White"	"fore"	"left"
"Sub46_Black_eyes.avg"	1	"P8/T6"	"N170"	169	-4.76265	46	"Black"	"eyes"	"right"
"Sub46_Black_eyes.avg"	1	"TP7"	"N170"	188	-2.626101	46	"Black"	"eyes"	"left"
"Sub46_Black_eyes.avg"	1	"TP8"	"N170"	165	-3.741582	46	"Black"	"eyes"	"right"
"Sub46_Black_eyes.avg"	1	"P7/T5"	"N170"	187	-3.818512	46	"Black"	"eyes"	"left"
"Sub46_Black_fore.avg"	1	"P8/T6"	"N170"	163	-7.623037	46	"Black"	"fore"	"right"
"Sub46_Black_fore.avg"	1	"TP7"	"N170"	186	-3.022989	46	"Black"	"fore"	"left"
"Sub46_Black_fore.avg"	1	"TP8"	"N170"	163	-6.421884	46	"Black"	"fore"	"right"
"Sub46_Black_fore.avg"	1	"P7/T5"	"N170"	184	-3.652414	46	"Black"	"fore"	"left"
"Sub46_White_eyes.avg"	1	"P8/T6"	"N170"	163	-4.556596	46	"White"	"eyes"	"right"
"Sub46_White_eyes.avg"	1	"TP7"	"N170"	191	-3.466476	46	"White"	"eyes"	"left"
"Sub46_White_eyes.avg"	1	"TP8"	"N170"	161	-4.341045	46	"White"	"eyes"	"right"
"Sub46_White_eyes.avg"	1	"P7/T5"	"N170"	189	-4.489457	46	"White"	"eyes"	"left"
"Sub46_White_fore.avg"	1	"P8/T6"	"N170"	164	-7.070988	46	"White"	"fore"	"right"
"Sub46_White_fore.avg"	1	"TP7"	"N170"	201	-2.569483	46	"White"	"fore"	"left"
"Sub46_White_fore.avg"	1	"TP8"	"N170"	165	-5.731786	46	"White"	"fore"	"right"
"Sub46_White_fore.avg"	1	"P7/T5"	"N170"	182	-3.55335	46	"White"	"fore"	"left"
"Sub47_Black_eyes.avg"	1	"P8/T6"	"N170"	172	-7.840838	47	"Black"	"eyes"	"right"
"Sub47_Black_eyes.avg"	1	"TP7"	"N170"	139	-1.32146	47	"Black"	"eyes"	"left"
"Sub47_Black_eyes.avg"	1	"TP8"	"N170"	202	-4.705036	47	"Black"	"eyes"	"right"
"Sub47_Black_eyes.avg"	1	"P7/T5"	"N170"	156	-1.793029	47	"Black"	"eyes"	"left"
"Sub47_Black_fore.avg"	1	"P8/T6"	"N170"	180	-9.823158	47	"Black"	"fore"	"right"
"Sub47_Black_fore.avg"	1	"TP7"	"N170"	131	-0.921781	47	"Black"	"fore"	"left"
"Sub47_Black_fore.avg"	1	"TP8"	"N170"	183	-6.969765	47	"Black"	"fore"	"right"
"Sub47_Black_fore.avg"	1	"P7/T5"	"N170"	159	-1.020838	47	"Black"	"fore"	"left"
"Sub47_White_eyes.avg"	1	"P8/T6"	"N170"	171	-3.210068	47	"White"	"eyes"	"right"
"Sub47_White_eyes.avg"	1	"TP7"	"N170"	162	-0.787947	47	"White"	"eyes"	"left"
"Sub47_White_eyes.avg"	1	"TP8"	"N170"	192	-1.741409	47	"White"	"eyes"	"right"
"Sub47_White_eyes.avg"	1	"P7/T5"	"N170"	162	-0.759972	47	"White"	"eyes"	"left"
"Sub47_White_fore.avg"	1	"P8/T6"	"N170"	174	-9.356006	47	"White"	"fore"	"right"
"Sub47_White_fore.avg"	1	"TP7"	"N170"	144	-1.374606	47	"White"	"fore"	"left"
"Sub47_White_fore.avg"	1	"TP8"	"N170"	177	-6.297144	47	"White"	"fore"	"right"
"Sub47_White_fore.avg"	1	"P7/T5"	"N170"	166	-2.127023	47	"White"	"fore"	"left"
"Sub48_Black_eyes.avg"	1	"P8/T6"	"N170"	200	-5.611674	48	"Black"	"eyes"	"right"
"Sub48_Black_eyes.avg"	1	"TP7"	"N170"	195	-4.733276	48	"Black"	"eyes"	"left"
"Sub48_Black_eyes.avg"	1	"TP8"	"N170"	207	-4.970127	48	"Black"	"eyes"	"right"
"Sub48_Black_eyes.avg"	1	"P7/T5"	"N170"	196	-5.475532	48	"Black"	"eyes"	"left"
"Sub48_Black_fore.avg"	1	"P8/T6"	"N170"	197	-7.145473	48	"Black"	"fore"	"right"
"Sub48_Black_fore.avg"	1	"TP7"	"N170"	207	-6.460099	48	"Black"	"fore"	"left"
"Sub48_Black_fore.avg"	1	"TP8"	"N170"	195	-6.40415	48	"Black"	"fore"	"right"
"Sub48_Black_fore.avg"	1	"P7/T5"	"N170"	201	-7.563091	48	"Black"	"fore"	"left"
"Sub48_White_eyes.avg"	1	"P8/T6"	"N170"	201	-4.426956	48	"White"	"eyes"	"right"
"Sub48_White_eyes.avg"	1	"TP7"	"N170"	203	-7.148743	48	"White"	"eyes"	"left"
"Sub48_White_eyes.avg"	1	"TP8"	"N170"	201	-4.78363	48	"White"	"eyes"	"right"
"Sub48_White_eyes.avg"	1	"P7/T5"	"N170"	201	-6.250381	48	"White"	"eyes"	"left"
"Sub48_White_fore.avg"	1	"P8/T6"	"N170"	203	-4.461599	48	"White"	"fore"	"right"
"Sub48_White_fore.avg"	1	"TP7"	"N170"	203	-3.891701	48	"White"	"fore"	"left"
"Sub48_White_fore.avg"	1	"TP8"	"N170"	204	-4.607977	48	"White"	"fore"	"right"
"Sub48_White_fore.avg"	1	"P7/T5"	"N170"	203	-3.719951	48	"White"	"fore"	"left"
