"Source.File"	"Sweep.Number"	"Electrode"	"Marker"	"Latency"	"Peak"	"Subject"	"faceRace"	"FixArea"	"Hemisphere"
"Sub16_White_fore.avg"	1	"P8/T6"	"N170"	171	-4.441482	16	"White"	"fore"	"right"
"Sub16_White_fore.avg"	1	"TP7"	"N170"	181	-2.220741	16	"White"	"fore"	"left"
"Sub16_White_fore.avg"	1	"TP8"	"N170"	179	-3.392798	16	"White"	"fore"	"right"
"Sub16_White_fore.avg"	1	"P7/T5"	"N170"	173	-2.669766	16	"White"	"fore"	"left"
"Sub17_Black_eyes.avg"	1	"P8/T6"	"N170"	156	-11.358842	17	"Black"	"eyes"	"right"
"Sub17_Black_eyes.avg"	1	"TP7"	"N170"	155	-5.794359	17	"Black"	"eyes"	"left"
"Sub17_Black_eyes.avg"	1	"TP8"	"N170"	157	-4.869378	17	"Black"	"eyes"	"right"
"Sub17_Black_eyes.avg"	1	"P7/T5"	"N170"	158	-7.299506	17	"Black"	"eyes"	"left"
"Sub17_Black_fore.avg"	1	"P8/T6"	"N170"	158	-8.929053	17	"Black"	"fore"	"right"
"Sub17_Black_fore.avg"	1	"TP7"	"N170"	160	-4.077113	17	"Black"	"fore"	"left"
"Sub17_Black_fore.avg"	1	"TP8"	"N170"	159	-3.6048	17	"Black"	"fore"	"right"
"Sub17_Black_fore.avg"	1	"P7/T5"	"N170"	160	-5.738014	17	"Black"	"fore"	"left"
"Sub17_White_eyes.avg"	1	"P8/T6"	"N170"	155	-8.021976	17	"White"	"eyes"	"right"
"Sub17_White_eyes.avg"	1	"TP7"	"N170"	151	-3.513834	17	"White"	"eyes"	"left"
"Sub17_White_eyes.avg"	1	"TP8"	"N170"	157	-3.991832	17	"White"	"eyes"	"right"
"Sub17_White_eyes.avg"	1	"P7/T5"	"N170"	150	-5.391162	17	"White"	"eyes"	"left"
"Sub17_White_fore.avg"	1	"P8/T6"	"N170"	157	-10.473979	17	"White"	"fore"	"right"
"Sub17_White_fore.avg"	1	"TP7"	"N170"	164	-5.454152	17	"White"	"fore"	"left"
"Sub17_White_fore.avg"	1	"TP8"	"N170"	159	-5.014636	17	"White"	"fore"	"right"
"Sub17_White_fore.avg"	1	"P7/T5"	"N170"	157	-6.710406	17	"White"	"fore"	"left"
"Sub18_Black_eyes.avg"	1	"P8/T6"	"N170"	154	-0.646943	18	"Black"	"eyes"	"right"
"Sub18_Black_eyes.avg"	1	"TP7"	"N170"	206	-1.939199	18	"Black"	"eyes"	"left"
"Sub18_Black_eyes.avg"	1	"TP8"	"N170"	166	-0.909305	18	"Black"	"eyes"	"right"
"Sub18_Black_eyes.avg"	1	"P7/T5"	"N170"	194	-1.127669	18	"Black"	"eyes"	"left"
"Sub18_Black_fore.avg"	1	"P8/T6"	"N170"	151	-1.00708	18	"Black"	"fore"	"right"
"Sub18_Black_fore.avg"	1	"TP7"	"N170"	214	-1.638059	18	"Black"	"fore"	"left"
"Sub18_Black_fore.avg"	1	"TP8"	"N170"	151	-0.604559	18	"Black"	"fore"	"right"
"Sub18_Black_fore.avg"	1	"P7/T5"	"N170"	205	-0.051286	18	"Black"	"fore"	"left"
"Sub18_White_eyes.avg"	1	"P8/T6"	"N170"	153	-2.16217	18	"White"	"eyes"	"right"
"Sub18_White_eyes.avg"	1	"TP7"	"N170"	214	-3.416443	18	"White"	"eyes"	"left"
"Sub18_White_eyes.avg"	1	"TP8"	"N170"	155	-1.896667	18	"White"	"eyes"	"right"
"Sub18_White_eyes.avg"	1	"P7/T5"	"N170"	214	-2.859497	18	"White"	"eyes"	"left"
"Sub18_White_fore.avg"	1	"P8/T6"	"N170"	152	-2.727916	18	"White"	"fore"	"right"
"Sub18_White_fore.avg"	1	"TP7"	"N170"	211	-1.978309	18	"White"	"fore"	"left"
"Sub18_White_fore.avg"	1	"TP8"	"N170"	154	-2.669251	18	"White"	"fore"	"right"
"Sub18_White_fore.avg"	1	"P7/T5"	"N170"	206	-1.66543	18	"White"	"fore"	"left"
"Sub19_Black_eyes.avg"	1	"P8/T6"	"N170"	162	-7.179559	19	"Black"	"eyes"	"right"
"Sub19_Black_eyes.avg"	1	"TP7"	"N170"	162	-2.219855	19	"Black"	"eyes"	"left"
"Sub19_Black_eyes.avg"	1	"TP8"	"N170"	160	-6.806018	19	"Black"	"eyes"	"right"
"Sub19_Black_eyes.avg"	1	"P7/T5"	"N170"	159	-3.802879	19	"Black"	"eyes"	"left"
"Sub19_Black_fore.avg"	1	"P8/T6"	"N170"	169	-6.534723	19	"Black"	"fore"	"right"
"Sub19_Black_fore.avg"	1	"TP7"	"N170"	172	-4.142908	19	"Black"	"fore"	"left"
"Sub19_Black_fore.avg"	1	"TP8"	"N170"	167	-5.677737	19	"Black"	"fore"	"right"
"Sub19_Black_fore.avg"	1	"P7/T5"	"N170"	171	-5.333974	19	"Black"	"fore"	"left"
"Sub19_White_eyes.avg"	1	"P8/T6"	"N170"	166	-3.778229	19	"White"	"eyes"	"right"
"Sub19_White_eyes.avg"	1	"TP7"	"N170"	148	-2.019196	19	"White"	"eyes"	"left"
"Sub19_White_eyes.avg"	1	"TP8"	"N170"	165	-3.768158	19	"White"	"eyes"	"right"
"Sub19_White_eyes.avg"	1	"P7/T5"	"N170"	153	-2.061157	19	"White"	"eyes"	"left"
"Sub19_White_fore.avg"	1	"P8/T6"	"N170"	165	-2.557664	19	"White"	"fore"	"right"
"Sub19_White_fore.avg"	1	"TP7"	"N170"	161	-2.340262	19	"White"	"fore"	"left"
"Sub19_White_fore.avg"	1	"TP8"	"N170"	163	-2.55127	19	"White"	"fore"	"right"
"Sub19_White_fore.avg"	1	"P7/T5"	"N170"	161	-2.333868	19	"White"	"fore"	"left"
"Sub20_Black_eyes.avg"	1	"P8/T6"	"N170"	165	-4.879987	20	"Black"	"eyes"	"right"
"Sub20_Black_eyes.avg"	1	"TP7"	"N170"	166	-4.013815	20	"Black"	"eyes"	"left"
"Sub20_Black_eyes.avg"	1	"TP8"	"N170"	184	-4.623036	20	"Black"	"eyes"	"right"
"Sub20_Black_eyes.avg"	1	"P7/T5"	"N170"	164	-4.144362	20	"Black"	"eyes"	"left"
"Sub20_Black_fore.avg"	1	"P8/T6"	"N170"	165	-5.464776	20	"Black"	"fore"	"right"
"Sub20_Black_fore.avg"	1	"TP7"	"N170"	198	-3.317899	20	"Black"	"fore"	"left"
"Sub20_Black_fore.avg"	1	"TP8"	"N170"	207	-5.300832	20	"Black"	"fore"	"right"
"Sub20_Black_fore.avg"	1	"P7/T5"	"N170"	157	-1.213961	20	"Black"	"fore"	"left"
"Sub20_White_eyes.avg"	1	"P8/T6"	"N170"	168	-4.003803	20	"White"	"eyes"	"right"
"Sub20_White_eyes.avg"	1	"TP7"	"N170"	163	-2.206524	20	"White"	"eyes"	"left"
"Sub20_White_eyes.avg"	1	"TP8"	"N170"	182	-3.807668	20	"White"	"eyes"	"right"
"Sub20_White_eyes.avg"	1	"P7/T5"	"N170"	166	-1.559654	20	"White"	"eyes"	"left"
"Sub20_White_fore.avg"	1	"P8/T6"	"N170"	167	-4.356021	20	"White"	"fore"	"right"
"Sub20_White_fore.avg"	1	"TP7"	"N170"	167	-1.708439	20	"White"	"fore"	"left"
"Sub20_White_fore.avg"	1	"TP8"	"N170"	169	-5.391076	20	"White"	"fore"	"right"
"Sub20_White_fore.avg"	1	"P7/T5"	"N170"	156	-0.025976	20	"White"	"fore"	"left"
"Sub21_Black_eyes.avg"	1	"P8/T6"	"N170"	161	-2.363725	21	"Black"	"eyes"	"right"
"Sub21_Black_eyes.avg"	1	"TP7"	"N170"	150	-2.779874	21	"Black"	"eyes"	"left"
"Sub21_Black_eyes.avg"	1	"TP8"	"N170"	158	-2.187556	21	"Black"	"eyes"	"right"
"Sub21_Black_eyes.avg"	1	"P7/T5"	"N170"	151	-3.785567	21	"Black"	"eyes"	"left"
"Sub21_Black_fore.avg"	1	"P8/T6"	"N170"	172	-1.108889	21	"Black"	"fore"	"right"
"Sub21_Black_fore.avg"	1	"TP7"	"N170"	145	-1.851817	21	"Black"	"fore"	"left"
"Sub21_Black_fore.avg"	1	"TP8"	"N170"	158	-1.174927	21	"Black"	"fore"	"right"
"Sub21_Black_fore.avg"	1	"P7/T5"	"N170"	145	-2.191637	21	"Black"	"fore"	"left"
"Sub21_White_eyes.avg"	1	"P8/T6"	"N170"	167	-1.933082	21	"White"	"eyes"	"right"
"Sub21_White_eyes.avg"	1	"TP7"	"N170"	148	-1.230402	21	"White"	"eyes"	"left"
"Sub21_White_eyes.avg"	1	"TP8"	"N170"	162	-0.950183	21	"White"	"eyes"	"right"
"Sub21_White_eyes.avg"	1	"P7/T5"	"N170"	153	-1.852003	21	"White"	"eyes"	"left"
"Sub21_White_fore.avg"	1	"P8/T6"	"N170"	166	-1.530924	21	"White"	"fore"	"right"
"Sub21_White_fore.avg"	1	"TP7"	"N170"	157	-2.447313	21	"White"	"fore"	"left"
"Sub21_White_fore.avg"	1	"TP8"	"N170"	166	-1.363078	21	"White"	"fore"	"right"
"Sub21_White_fore.avg"	1	"P7/T5"	"N170"	155	-2.822261	21	"White"	"fore"	"left"
"Sub22_Black_eyes.avg"	1	"P8/T6"	"N170"	158	-4.246022	22	"Black"	"eyes"	"right"
"Sub22_Black_eyes.avg"	1	"TP7"	"N170"	164	-5.093565	22	"Black"	"eyes"	"left"
"Sub22_Black_eyes.avg"	1	"TP8"	"N170"	160	-2.78692	22	"Black"	"eyes"	"right"
"Sub22_Black_eyes.avg"	1	"P7/T5"	"N170"	163	-6.030848	22	"Black"	"eyes"	"left"
"Sub22_Black_fore.avg"	1	"P8/T6"	"N170"	157	-4.642113	22	"Black"	"fore"	"right"
"Sub22_Black_fore.avg"	1	"TP7"	"N170"	164	-5.413878	22	"Black"	"fore"	"left"
"Sub22_Black_fore.avg"	1	"TP8"	"N170"	158	-3.816044	22	"Black"	"fore"	"right"
"Sub22_Black_fore.avg"	1	"P7/T5"	"N170"	160	-5.264132	22	"Black"	"fore"	"left"
"Sub22_White_eyes.avg"	1	"P8/T6"	"N170"	157	-5.38063	22	"White"	"eyes"	"right"
"Sub22_White_eyes.avg"	1	"TP7"	"N170"	162	-5.151749	22	"White"	"eyes"	"left"
"Sub22_White_eyes.avg"	1	"TP8"	"N170"	156	-4.220963	22	"White"	"eyes"	"right"
"Sub22_White_eyes.avg"	1	"P7/T5"	"N170"	161	-5.537033	22	"White"	"eyes"	"left"
"Sub22_White_fore.avg"	1	"P8/T6"	"N170"	157	-4.731178	22	"White"	"fore"	"right"
"Sub22_White_fore.avg"	1	"TP7"	"N170"	161	-3.848235	22	"White"	"fore"	"left"
"Sub22_White_fore.avg"	1	"TP8"	"N170"	157	-3.578981	22	"White"	"fore"	"right"
"Sub22_White_fore.avg"	1	"P7/T5"	"N170"	160	-4.287084	22	"White"	"fore"	"left"
"Sub23_Black_eyes.avg"	1	"P8/T6"	"N170"	153	-12.285349	23	"Black"	"eyes"	"right"
"Sub23_Black_eyes.avg"	1	"TP7"	"N170"	164	-5.628002	23	"Black"	"eyes"	"left"
"Sub23_Black_eyes.avg"	1	"TP8"	"N170"	153	-6.962212	23	"Black"	"eyes"	"right"
"Sub23_Black_eyes.avg"	1	"P7/T5"	"N170"	165	-4.650038	23	"Black"	"eyes"	"left"
"Sub23_Black_fore.avg"	1	"P8/T6"	"N170"	156	-11.295282	23	"Black"	"fore"	"right"
"Sub23_Black_fore.avg"	1	"TP7"	"N170"	157	-6.469291	23	"Black"	"fore"	"left"
"Sub23_Black_fore.avg"	1	"TP8"	"N170"	156	-7.474772	23	"Black"	"fore"	"right"
"Sub23_Black_fore.avg"	1	"P7/T5"	"N170"	161	-4.383196	23	"Black"	"fore"	"left"
"Sub23_White_eyes.avg"	1	"P8/T6"	"N170"	153	-8.706635	23	"White"	"eyes"	"right"
"Sub23_White_eyes.avg"	1	"TP7"	"N170"	164	-3.875284	23	"White"	"eyes"	"left"
"Sub23_White_eyes.avg"	1	"TP8"	"N170"	150	-4.806668	23	"White"	"eyes"	"right"
"Sub23_White_eyes.avg"	1	"P7/T5"	"N170"	161	-2.140868	23	"White"	"eyes"	"left"
"Sub23_White_fore.avg"	1	"P8/T6"	"N170"	155	-8.674386	23	"White"	"fore"	"right"
"Sub23_White_fore.avg"	1	"TP7"	"N170"	156	-4.377857	23	"White"	"fore"	"left"
"Sub23_White_fore.avg"	1	"TP8"	"N170"	156	-5.248237	23	"White"	"fore"	"right"
"Sub23_White_fore.avg"	1	"P7/T5"	"N170"	164	-2.794561	23	"White"	"fore"	"left"
"Sub24_Black_eyes.avg"	1	"P8/T6"	"N170"	158	-12.831707	24	"Black"	"eyes"	"right"
"Sub24_Black_eyes.avg"	1	"TP7"	"N170"	156	-1.426697	24	"Black"	"eyes"	"left"
"Sub24_Black_eyes.avg"	1	"TP8"	"N170"	157	-9.908092	24	"Black"	"eyes"	"right"
"Sub24_Black_eyes.avg"	1	"P7/T5"	"N170"	157	-0.837521	24	"Black"	"eyes"	"left"
"Sub24_Black_fore.avg"	1	"P8/T6"	"N170"	161	-8.120194	24	"Black"	"fore"	"right"
"Sub24_Black_fore.avg"	1	"TP7"	"N170"	145	-1.407957	24	"Black"	"fore"	"left"
"Sub24_Black_fore.avg"	1	"TP8"	"N170"	164	-6.47269	24	"Black"	"fore"	"right"
"Sub24_Black_fore.avg"	1	"P7/T5"	"N170"	145	-1.51062	24	"Black"	"fore"	"left"
"Sub24_White_eyes.avg"	1	"P8/T6"	"N170"	160	-9.000382	24	"White"	"eyes"	"right"
"Sub24_White_eyes.avg"	1	"TP7"	"N170"	156	0.193182	24	"White"	"eyes"	"left"
"Sub24_White_eyes.avg"	1	"TP8"	"N170"	162	-6.9213	24	"White"	"eyes"	"right"
"Sub24_White_eyes.avg"	1	"P7/T5"	"N170"	155	1.4647	24	"White"	"eyes"	"left"
"Sub24_White_fore.avg"	1	"P8/T6"	"N170"	155	-4.064881	24	"White"	"fore"	"right"
"Sub24_White_fore.avg"	1	"TP7"	"N170"	147	-0.852528	24	"White"	"fore"	"left"
"Sub24_White_fore.avg"	1	"TP8"	"N170"	155	-3.132584	24	"White"	"fore"	"right"
"Sub24_White_fore.avg"	1	"P7/T5"	"N170"	145	-0.749494	24	"White"	"fore"	"left"
"Sub25_Black_eyes.avg"	1	"P8/T6"	"N170"	170	-1.273397	25	"Black"	"eyes"	"right"
"Sub25_Black_eyes.avg"	1	"TP7"	"N170"	205	-0.201416	25	"Black"	"eyes"	"left"
"Sub25_Black_eyes.avg"	1	"TP8"	"N170"	166	-1.618042	25	"Black"	"eyes"	"right"
"Sub25_Black_eyes.avg"	1	"P7/T5"	"N170"	172	1.042887	25	"Black"	"eyes"	"left"
"Sub25_Black_fore.avg"	1	"P8/T6"	"N170"	164	-0.817148	25	"Black"	"fore"	"right"
"Sub25_Black_fore.avg"	1	"TP7"	"N170"	164	-1.327314	25	"Black"	"fore"	"left"
"Sub25_Black_fore.avg"	1	"TP8"	"N170"	163	-0.951867	25	"Black"	"fore"	"right"
"Sub25_Black_fore.avg"	1	"P7/T5"	"N170"	165	-1.848522	25	"Black"	"fore"	"left"
"Sub25_White_eyes.avg"	1	"P8/T6"	"N170"	171	-2.772013	25	"White"	"eyes"	"right"
"Sub25_White_eyes.avg"	1	"TP7"	"N170"	193	-0.882467	25	"White"	"eyes"	"left"
"Sub25_White_eyes.avg"	1	"TP8"	"N170"	168	-3.550212	25	"White"	"eyes"	"right"
"Sub25_White_eyes.avg"	1	"P7/T5"	"N170"	180	0.356038	25	"White"	"eyes"	"left"
"Sub25_White_fore.avg"	1	"P8/T6"	"N170"	170	-0.489553	25	"White"	"fore"	"right"
"Sub25_White_fore.avg"	1	"TP7"	"N170"	180	1.014074	25	"White"	"fore"	"left"
"Sub25_White_fore.avg"	1	"TP8"	"N170"	170	-1.380073	25	"White"	"fore"	"right"
"Sub25_White_fore.avg"	1	"P7/T5"	"N170"	178	1.697116	25	"White"	"fore"	"left"
"Sub26_Black_eyes.avg"	1	"P8/T6"	"N170"	175	-3.440857	26	"Black"	"eyes"	"right"
"Sub26_Black_eyes.avg"	1	"TP7"	"N170"	165	-4.567605	26	"Black"	"eyes"	"left"
"Sub26_Black_eyes.avg"	1	"TP8"	"N170"	178	-2.44621	26	"Black"	"eyes"	"right"
"Sub26_Black_eyes.avg"	1	"P7/T5"	"N170"	163	-5.977207	26	"Black"	"eyes"	"left"
"Sub26_Black_fore.avg"	1	"P8/T6"	"N170"	184	-1.923903	26	"Black"	"fore"	"right"
"Sub26_Black_fore.avg"	1	"TP7"	"N170"	167	-2.626959	26	"Black"	"fore"	"left"
"Sub26_Black_fore.avg"	1	"TP8"	"N170"	190	-1.92232	26	"Black"	"fore"	"right"
"Sub26_Black_fore.avg"	1	"P7/T5"	"N170"	164	-3.440857	26	"Black"	"fore"	"left"
"Sub26_White_eyes.avg"	1	"P8/T6"	"N170"	178	-2.444369	26	"White"	"eyes"	"right"
"Sub26_White_eyes.avg"	1	"TP7"	"N170"	163	-3.658406	26	"White"	"eyes"	"left"
"Sub26_White_eyes.avg"	1	"TP8"	"N170"	181	-1.952236	26	"White"	"eyes"	"right"
"Sub26_White_eyes.avg"	1	"P7/T5"	"N170"	163	-4.784445	26	"White"	"eyes"	"left"
"Sub26_White_fore.avg"	1	"P8/T6"	"N170"	188	-2.623444	26	"White"	"fore"	"right"
"Sub26_White_fore.avg"	1	"TP7"	"N170"	167	-3.674164	26	"White"	"fore"	"left"
"Sub26_White_fore.avg"	1	"TP8"	"N170"	209	-2.532806	26	"White"	"fore"	"right"
"Sub26_White_fore.avg"	1	"P7/T5"	"N170"	165	-4.147491	26	"White"	"fore"	"left"
"Sub27_Black_eyes.avg"	1	"P8/T6"	"N170"	158	-3.401693	27	"Black"	"eyes"	"right"
"Sub27_Black_eyes.avg"	1	"TP7"	"N170"	157	-2.922131	27	"Black"	"eyes"	"left"
"Sub27_Black_eyes.avg"	1	"TP8"	"N170"	158	-3.26262	27	"Black"	"eyes"	"right"
"Sub27_Black_eyes.avg"	1	"P7/T5"	"N170"	156	-3.651065	27	"Black"	"eyes"	"left"
"Sub27_Black_fore.avg"	1	"P8/T6"	"N170"	163	-1.229364	27	"Black"	"fore"	"right"
"Sub27_Black_fore.avg"	1	"TP7"	"N170"	150	-1.686027	27	"Black"	"fore"	"left"
"Sub27_Black_fore.avg"	1	"TP8"	"N170"	176	-1.979381	27	"Black"	"fore"	"right"
"Sub27_Black_fore.avg"	1	"P7/T5"	"N170"	151	-2.463264	27	"Black"	"fore"	"left"
"Sub27_White_eyes.avg"	1	"P8/T6"	"N170"	157	-2.802107	27	"White"	"eyes"	"right"
"Sub27_White_eyes.avg"	1	"TP7"	"N170"	157	-3.70506	27	"White"	"eyes"	"left"
"Sub27_White_eyes.avg"	1	"TP8"	"N170"	166	-2.893801	27	"White"	"eyes"	"right"
"Sub27_White_eyes.avg"	1	"P7/T5"	"N170"	156	-5.204801	27	"White"	"eyes"	"left"
"Sub27_White_fore.avg"	1	"P8/T6"	"N170"	161	-2.824402	27	"White"	"fore"	"right"
"Sub27_White_fore.avg"	1	"TP7"	"N170"	163	-3.015137	27	"White"	"fore"	"left"
"Sub27_White_fore.avg"	1	"TP8"	"N170"	165	-2.713013	27	"White"	"fore"	"right"
"Sub27_White_fore.avg"	1	"P7/T5"	"N170"	159	-3.35083	27	"White"	"fore"	"left"
"Sub28_Black_eyes.avg"	1	"P8/T6"	"N170"	173	-1.632546	28	"Black"	"eyes"	"right"
"Sub28_Black_eyes.avg"	1	"TP7"	"N170"	161	-1.493202	28	"Black"	"eyes"	"left"
"Sub28_Black_eyes.avg"	1	"TP8"	"N170"	173	-2.063247	28	"Black"	"eyes"	"right"
"Sub28_Black_eyes.avg"	1	"P7/T5"	"N170"	163	-1.928653	28	"Black"	"eyes"	"left"
"Sub28_Black_fore.avg"	1	"P8/T6"	"N170"	170	-3.72371	28	"Black"	"fore"	"right"
"Sub28_Black_fore.avg"	1	"TP7"	"N170"	171	-2.545675	28	"Black"	"fore"	"left"
"Sub28_Black_fore.avg"	1	"TP8"	"N170"	171	-3.65999	28	"Black"	"fore"	"right"
"Sub28_Black_fore.avg"	1	"P7/T5"	"N170"	170	-3.31808	28	"Black"	"fore"	"left"
"Sub28_White_eyes.avg"	1	"P8/T6"	"N170"	171	-1.550584	28	"White"	"eyes"	"right"
"Sub28_White_eyes.avg"	1	"TP7"	"N170"	130	-1.13816	28	"White"	"eyes"	"left"
"Sub28_White_eyes.avg"	1	"TP8"	"N170"	214	-2.03654	28	"White"	"eyes"	"right"
"Sub28_White_eyes.avg"	1	"P7/T5"	"N170"	170	-1.232474	28	"White"	"eyes"	"left"
"Sub28_White_fore.avg"	1	"P8/T6"	"N170"	165	-3.642596	28	"White"	"fore"	"right"
"Sub28_White_fore.avg"	1	"TP7"	"N170"	161	-1.223344	28	"White"	"fore"	"left"
"Sub28_White_fore.avg"	1	"TP8"	"N170"	164	-3.266555	28	"White"	"fore"	"right"
"Sub28_White_fore.avg"	1	"P7/T5"	"N170"	164	-2.007704	28	"White"	"fore"	"left"
"Sub29_Black_eyes.avg"	1	"P8/T6"	"N170"	159	-10.074262	29	"Black"	"eyes"	"right"
"Sub29_Black_eyes.avg"	1	"TP7"	"N170"	183	-6.812499	29	"Black"	"eyes"	"left"
"Sub29_Black_eyes.avg"	1	"TP8"	"N170"	163	-8.146621	29	"Black"	"eyes"	"right"
"Sub29_Black_eyes.avg"	1	"P7/T5"	"N170"	182	-7.032257	29	"Black"	"eyes"	"left"
"Sub29_Black_fore.avg"	1	"P8/T6"	"N170"	164	-8.315553	29	"Black"	"fore"	"right"
"Sub29_Black_fore.avg"	1	"TP7"	"N170"	183	-4.306874	29	"Black"	"fore"	"left"
"Sub29_Black_fore.avg"	1	"TP8"	"N170"	169	-7.592384	29	"Black"	"fore"	"right"
"Sub29_Black_fore.avg"	1	"P7/T5"	"N170"	181	-3.701555	29	"Black"	"fore"	"left"
"Sub29_White_eyes.avg"	1	"P8/T6"	"N170"	158	-7.483303	29	"White"	"eyes"	"right"
"Sub29_White_eyes.avg"	1	"TP7"	"N170"	178	-4.781137	29	"White"	"eyes"	"left"
"Sub29_White_eyes.avg"	1	"TP8"	"N170"	161	-6.097322	29	"White"	"eyes"	"right"
"Sub29_White_eyes.avg"	1	"P7/T5"	"N170"	175	-5.726729	29	"White"	"eyes"	"left"
"Sub29_White_fore.avg"	1	"P8/T6"	"N170"	160	-3.495958	29	"White"	"fore"	"right"
"Sub29_White_fore.avg"	1	"TP7"	"N170"	192	-3.82487	29	"White"	"fore"	"left"
"Sub29_White_fore.avg"	1	"TP8"	"N170"	162	-3.323025	29	"White"	"fore"	"right"
"Sub29_White_fore.avg"	1	"P7/T5"	"N170"	181	-1.717461	29	"White"	"fore"	"left"
"Sub30_Black_eyes.avg"	1	"P8/T6"	"N170"	153	-5.952315	30	"Black"	"eyes"	"right"
"Sub30_Black_eyes.avg"	1	"TP7"	"N170"	152	-4.924428	30	"Black"	"eyes"	"left"
"Sub30_Black_eyes.avg"	1	"TP8"	"N170"	159	-2.535733	30	"Black"	"eyes"	"right"
"Sub30_Black_eyes.avg"	1	"P7/T5"	"N170"	149	-9.345315	30	"Black"	"eyes"	"left"
"Sub30_Black_fore.avg"	1	"P8/T6"	"N170"	159	-6.485249	30	"Black"	"fore"	"right"
"Sub30_Black_fore.avg"	1	"TP7"	"N170"	155	-5.742961	30	"Black"	"fore"	"left"
"Sub30_Black_fore.avg"	1	"TP8"	"N170"	163	-3.064649	30	"Black"	"fore"	"right"
"Sub30_Black_fore.avg"	1	"P7/T5"	"N170"	150	-9.947809	30	"Black"	"fore"	"left"
"Sub30_White_eyes.avg"	1	"P8/T6"	"N170"	150	-5.387149	30	"White"	"eyes"	"right"
"Sub30_White_eyes.avg"	1	"TP7"	"N170"	148	-6.853982	30	"White"	"eyes"	"left"
"Sub30_White_eyes.avg"	1	"TP8"	"N170"	149	-1.551487	30	"White"	"eyes"	"right"
"Sub30_White_eyes.avg"	1	"P7/T5"	"N170"	147	-10.232809	30	"White"	"eyes"	"left"
"Sub30_White_fore.avg"	1	"P8/T6"	"N170"	158	-5.060213	30	"White"	"fore"	"right"
"Sub30_White_fore.avg"	1	"TP7"	"N170"	153	-5.324389	30	"White"	"fore"	"left"
"Sub30_White_fore.avg"	1	"TP8"	"N170"	162	-1.914912	30	"White"	"fore"	"right"
"Sub30_White_fore.avg"	1	"P7/T5"	"N170"	150	-8.871062	30	"White"	"fore"	"left"
"Sub31_Black_eyes.avg"	1	"P8/T6"	"N170"	150	-6.83886	31	"Black"	"eyes"	"right"
"Sub31_Black_eyes.avg"	1	"TP7"	"N170"	185	-2.66412	31	"Black"	"eyes"	"left"
"Sub31_Black_eyes.avg"	1	"TP8"	"N170"	149	-3.253369	31	"Black"	"eyes"	"right"
"Sub31_Black_eyes.avg"	1	"P7/T5"	"N170"	184	-4.335444	31	"Black"	"eyes"	"left"
"Sub31_Black_fore.avg"	1	"P8/T6"	"N170"	149	-5.272152	31	"Black"	"fore"	"right"
"Sub31_Black_fore.avg"	1	"TP7"	"N170"	183	-3.666125	31	"Black"	"fore"	"left"
"Sub31_Black_fore.avg"	1	"TP8"	"N170"	143	-2.978837	31	"Black"	"fore"	"right"
"Sub31_Black_fore.avg"	1	"P7/T5"	"N170"	167	-5.701487	31	"Black"	"fore"	"left"
"Sub31_White_eyes.avg"	1	"P8/T6"	"N170"	145	-3.210479	31	"White"	"eyes"	"right"
"Sub31_White_eyes.avg"	1	"TP7"	"N170"	194	-6.142859	31	"White"	"eyes"	"left"
"Sub31_White_eyes.avg"	1	"TP8"	"N170"	209	-2.619725	31	"White"	"eyes"	"right"
"Sub31_White_eyes.avg"	1	"P7/T5"	"N170"	193	-7.131838	31	"White"	"eyes"	"left"
"Sub31_White_fore.avg"	1	"P8/T6"	"N170"	175	-5.401129	31	"White"	"fore"	"right"
"Sub31_White_fore.avg"	1	"TP7"	"N170"	186	-5.943539	31	"White"	"fore"	"left"
"Sub31_White_fore.avg"	1	"TP8"	"N170"	192	-2.757986	31	"White"	"fore"	"right"
"Sub31_White_fore.avg"	1	"P7/T5"	"N170"	174	-8.410002	31	"White"	"fore"	"left"
"Sub32_Black_eyes.avg"	1	"P8/T6"	"N170"	149	-2.153785	32	"Black"	"eyes"	"right"
"Sub32_Black_eyes.avg"	1	"TP7"	"N170"	140	-3.309402	32	"Black"	"eyes"	"left"
"Sub32_Black_eyes.avg"	1	"TP8"	"N170"	155	-0.889736	32	"Black"	"eyes"	"right"
"Sub32_Black_eyes.avg"	1	"P7/T5"	"N170"	141	-7.646679	32	"Black"	"eyes"	"left"
"Sub32_Black_fore.avg"	1	"P8/T6"	"N170"	143	-0.974085	32	"Black"	"fore"	"right"
"Sub32_Black_fore.avg"	1	"TP7"	"N170"	147	-1.890786	32	"Black"	"fore"	"left"
"Sub32_Black_fore.avg"	1	"TP8"	"N170"	141	-0.281179	32	"Black"	"fore"	"right"
"Sub32_Black_fore.avg"	1	"P7/T5"	"N170"	144	-5.14156	32	"Black"	"fore"	"left"
"Sub32_White_eyes.avg"	1	"P8/T6"	"N170"	149	-1.498238	32	"White"	"eyes"	"right"
"Sub32_White_eyes.avg"	1	"TP7"	"N170"	156	-0.71266	32	"White"	"eyes"	"left"
"Sub32_White_eyes.avg"	1	"TP8"	"N170"	146	-1.060736	32	"White"	"eyes"	"right"
"Sub32_White_eyes.avg"	1	"P7/T5"	"N170"	146	-4.091607	32	"White"	"eyes"	"left"
"Sub32_White_fore.avg"	1	"P8/T6"	"N170"	148	0.827854	32	"White"	"fore"	"right"
"Sub32_White_fore.avg"	1	"TP7"	"N170"	144	-0.523454	32	"White"	"fore"	"left"
