"Electrode"	"AvgAmp"	"Condition"	"Subject"	"faceRace"	"FixArea"
"FZ"	2.469584	"Black_eyes"	1	"Black"	"eyes"
"FC3"	2.540343	"Black_eyes"	1	"Black"	"eyes"
"FCZ"	4.094735	"Black_eyes"	1	"Black"	"eyes"
"FC4"	3.559008	"Black_eyes"	1	"Black"	"eyes"
"C3"	4.54022	"Black_eyes"	1	"Black"	"eyes"
"CZ"	5.41842	"Black_eyes"	1	"Black"	"eyes"
"C4"	4.344794	"Black_eyes"	1	"Black"	"eyes"
"CP3"	5.242477	"Black_eyes"	1	"Black"	"eyes"
"CPZ"	5.897013	"Black_eyes"	1	"Black"	"eyes"
"CP4"	5.29474	"Black_eyes"	1	"Black"	"eyes"
"P3"	4.493552	"Black_eyes"	1	"Black"	"eyes"
"PZ"	4.697008	"Black_eyes"	1	"Black"	"eyes"
"P4"	4.600381	"Black_eyes"	1	"Black"	"eyes"
"OZ"	2.648291	"Black_eyes"	1	"Black"	"eyes"
"FP1"	1.858359	"Black_eyes"	1	"Black"	"eyes"
"FP2"	-0.443773	"Black_eyes"	1	"Black"	"eyes"
"A2"	-0.805862	"Black_eyes"	1	"Black"	"eyes"
"P8/T6"	1.747054	"Black_eyes"	1	"Black"	"eyes"
"TP7"	0.891365	"Black_eyes"	1	"Black"	"eyes"
"TP8"	1.699793	"Black_eyes"	1	"Black"	"eyes"
"P7/T5"	0.793684	"Black_eyes"	1	"Black"	"eyes"
"VEOG"	-4.644153	"Black_eyes"	1	"Black"	"eyes"
"HEOG"	-0.296068	"Black_eyes"	1	"Black"	"eyes"
"Nose"	3.056126	"Black_eyes"	1	"Black"	"eyes"
"FZ"	1.886946	"Black_fore"	1	"Black"	"fore"
"FC3"	3.256428	"Black_fore"	1	"Black"	"fore"
"FCZ"	2.248905	"Black_fore"	1	"Black"	"fore"
"FC4"	3.327757	"Black_fore"	1	"Black"	"fore"
"C3"	4.123383	"Black_fore"	1	"Black"	"fore"
"CZ"	3.523768	"Black_fore"	1	"Black"	"fore"
"C4"	3.965473	"Black_fore"	1	"Black"	"fore"
"CP3"	3.81598	"Black_fore"	1	"Black"	"fore"
"CPZ"	3.839651	"Black_fore"	1	"Black"	"fore"
"CP4"	4.6211	"Black_fore"	1	"Black"	"fore"
"P3"	3.856993	"Black_fore"	1	"Black"	"fore"
"PZ"	4.709074	"Black_fore"	1	"Black"	"fore"
"P4"	4.600657	"Black_fore"	1	"Black"	"fore"
"OZ"	-2.067514	"Black_fore"	1	"Black"	"fore"
"FP1"	2.787002	"Black_fore"	1	"Black"	"fore"
"FP2"	-0.245125	"Black_fore"	1	"Black"	"fore"
"A2"	-0.414743	"Black_fore"	1	"Black"	"fore"
"P8/T6"	1.794605	"Black_fore"	1	"Black"	"fore"
"TP7"	1.164927	"Black_fore"	1	"Black"	"fore"
"TP8"	0.840373	"Black_fore"	1	"Black"	"fore"
"P7/T5"	1.694796	"Black_fore"	1	"Black"	"fore"
"VEOG"	-4.738251	"Black_fore"	1	"Black"	"fore"
"HEOG"	-0.60759	"Black_fore"	1	"Black"	"fore"
"Nose"	2.738205	"Black_fore"	1	"Black"	"fore"
"FZ"	7.066956	"White_eyes"	1	"White"	"eyes"
"FC3"	7.205922	"White_eyes"	1	"White"	"eyes"
"FCZ"	8.664019	"White_eyes"	1	"White"	"eyes"
"FC4"	7.733507	"White_eyes"	1	"White"	"eyes"
"C3"	8.514172	"White_eyes"	1	"White"	"eyes"
"CZ"	9.433534	"White_eyes"	1	"White"	"eyes"
"C4"	9.083333	"White_eyes"	1	"White"	"eyes"
"CP3"	7.754261	"White_eyes"	1	"White"	"eyes"
"CPZ"	10.583811	"White_eyes"	1	"White"	"eyes"
"CP4"	9.762645	"White_eyes"	1	"White"	"eyes"
"P3"	7.088114	"White_eyes"	1	"White"	"eyes"
"PZ"	9.979926	"White_eyes"	1	"White"	"eyes"
"P4"	9.426146	"White_eyes"	1	"White"	"eyes"
"OZ"	1.843896	"White_eyes"	1	"White"	"eyes"
"FP1"	6.951096	"White_eyes"	1	"White"	"eyes"
"FP2"	0.293849	"White_eyes"	1	"White"	"eyes"
"A2"	-1.527277	"White_eyes"	1	"White"	"eyes"
"P8/T6"	4.682378	"White_eyes"	1	"White"	"eyes"
"TP7"	2.7959	"White_eyes"	1	"White"	"eyes"
"TP8"	3.970289	"White_eyes"	1	"White"	"eyes"
"P7/T5"	2.473572	"White_eyes"	1	"White"	"eyes"
"VEOG"	-3.44801	"White_eyes"	1	"White"	"eyes"
"HEOG"	3.529213	"White_eyes"	1	"White"	"eyes"
"Nose"	4.380939	"White_eyes"	1	"White"	"eyes"
"FZ"	1.334841	"White_fore"	1	"White"	"fore"
"FC3"	2.106902	"White_fore"	1	"White"	"fore"
"FCZ"	2.142851	"White_fore"	1	"White"	"fore"
"FC4"	2.505548	"White_fore"	1	"White"	"fore"
"C3"	3.223095	"White_fore"	1	"White"	"fore"
"CZ"	2.715589	"White_fore"	1	"White"	"fore"
"C4"	3.605033	"White_fore"	1	"White"	"fore"
"CP3"	3.20723	"White_fore"	1	"White"	"fore"
"CPZ"	3.152547	"White_fore"	1	"White"	"fore"
"CP4"	4.311862	"White_fore"	1	"White"	"fore"
"P3"	2.594324	"White_fore"	1	"White"	"fore"
"PZ"	4.056253	"White_fore"	1	"White"	"fore"
"P4"	4.450173	"White_fore"	1	"White"	"fore"
"OZ"	-1.639649	"White_fore"	1	"White"	"fore"
"FP1"	0.339322	"White_fore"	1	"White"	"fore"
"FP2"	-3.182758	"White_fore"	1	"White"	"fore"
"A2"	1.002861	"White_fore"	1	"White"	"fore"
"P8/T6"	2.081079	"White_fore"	1	"White"	"fore"
"TP7"	1.05805	"White_fore"	1	"White"	"fore"
"TP8"	0.485566	"White_fore"	1	"White"	"fore"
"P7/T5"	1.890954	"White_fore"	1	"White"	"fore"
"VEOG"	-4.312284	"White_fore"	1	"White"	"fore"
"HEOG"	-1.802432	"White_fore"	1	"White"	"fore"
"Nose"	2.765631	"White_fore"	1	"White"	"fore"
"FZ"	1.755817	"Black_eyes"	2	"Black"	"eyes"
"FC3"	2.195459	"Black_eyes"	2	"Black"	"eyes"
"FCZ"	3.05054	"Black_eyes"	2	"Black"	"eyes"
"FC4"	3.106285	"Black_eyes"	2	"Black"	"eyes"
"C3"	3.754843	"Black_eyes"	2	"Black"	"eyes"
"CZ"	4.248498	"Black_eyes"	2	"Black"	"eyes"
"C4"	3.760346	"Black_eyes"	2	"Black"	"eyes"
"CP3"	3.565595	"Black_eyes"	2	"Black"	"eyes"
"CPZ"	4.693032	"Black_eyes"	2	"Black"	"eyes"
"CP4"	4.243504	"Black_eyes"	2	"Black"	"eyes"
"P3"	3.55785	"Black_eyes"	2	"Black"	"eyes"
"PZ"	4.675758	"Black_eyes"	2	"Black"	"eyes"
"P4"	3.609927	"Black_eyes"	2	"Black"	"eyes"
"OZ"	0.405961	"Black_eyes"	2	"Black"	"eyes"
"FP1"	4.20218	"Black_eyes"	2	"Black"	"eyes"
"FP2"	0.247082	"Black_eyes"	2	"Black"	"eyes"
"A2"	1.491155	"Black_eyes"	2	"Black"	"eyes"
"P8/T6"	-0.20856	"Black_eyes"	2	"Black"	"eyes"
"TP7"	2.875916	"Black_eyes"	2	"Black"	"eyes"
"TP8"	1.10843	"Black_eyes"	2	"Black"	"eyes"
"P7/T5"	1.586594	"Black_eyes"	2	"Black"	"eyes"
"VEOG"	-0.213961	"Black_eyes"	2	"Black"	"eyes"
"HEOG"	-0.040611	"Black_eyes"	2	"Black"	"eyes"
"Nose"	0.823081	"Black_eyes"	2	"Black"	"eyes"
"FZ"	0.102959	"Black_fore"	2	"Black"	"fore"
"FC3"	1.680118	"Black_fore"	2	"Black"	"fore"
"FCZ"	1.169724	"Black_fore"	2	"Black"	"fore"
"FC4"	1.682319	"Black_fore"	2	"Black"	"fore"
"C3"	3.036699	"Black_fore"	2	"Black"	"fore"
"CZ"	2.717165	"Black_fore"	2	"Black"	"fore"
"C4"	3.060013	"Black_fore"	2	"Black"	"fore"
"CP3"	3.443183	"Black_fore"	2	"Black"	"fore"
"CPZ"	3.817949	"Black_fore"	2	"Black"	"fore"
"CP4"	3.328667	"Black_fore"	2	"Black"	"fore"
"P3"	3.511723	"Black_fore"	2	"Black"	"fore"
"PZ"	3.824853	"Black_fore"	2	"Black"	"fore"
"P4"	2.712612	"Black_fore"	2	"Black"	"fore"
"OZ"	-2.09991	"Black_fore"	2	"Black"	"fore"
"FP1"	5.048958	"Black_fore"	2	"Black"	"fore"
"FP2"	-0.724317	"Black_fore"	2	"Black"	"fore"
"A2"	1.217401	"Black_fore"	2	"Black"	"fore"
"P8/T6"	-0.440304	"Black_fore"	2	"Black"	"fore"
"TP7"	1.893291	"Black_fore"	2	"Black"	"fore"
"TP8"	0.426696	"Black_fore"	2	"Black"	"fore"
"P7/T5"	1.104686	"Black_fore"	2	"Black"	"fore"
"VEOG"	-0.048578	"Black_fore"	2	"Black"	"fore"
"HEOG"	-0.021612	"Black_fore"	2	"Black"	"fore"
"Nose"	1.085275	"Black_fore"	2	"Black"	"fore"
"FZ"	0.749532	"White_eyes"	2	"White"	"eyes"
"FC3"	0.854505	"White_eyes"	2	"White"	"eyes"
"FCZ"	1.879057	"White_eyes"	2	"White"	"eyes"
"FC4"	1.878461	"White_eyes"	2	"White"	"eyes"
"C3"	0.964476	"White_eyes"	2	"White"	"eyes"
"CZ"	2.813404	"White_eyes"	2	"White"	"eyes"
"C4"	2.655096	"White_eyes"	2	"White"	"eyes"
"CP3"	0.953424	"White_eyes"	2	"White"	"eyes"
"CPZ"	3.029312	"White_eyes"	2	"White"	"eyes"
"CP4"	2.520819	"White_eyes"	2	"White"	"eyes"
"P3"	1.006346	"White_eyes"	2	"White"	"eyes"
"PZ"	2.432722	"White_eyes"	2	"White"	"eyes"
"P4"	1.680485	"White_eyes"	2	"White"	"eyes"
"OZ"	-0.985205	"White_eyes"	2	"White"	"eyes"
"FP1"	5.312118	"White_eyes"	2	"White"	"eyes"
"FP2"	-0.911738	"White_eyes"	2	"White"	"eyes"
"A2"	1.97495	"White_eyes"	2	"White"	"eyes"
"P8/T6"	-1.208221	"White_eyes"	2	"White"	"eyes"
"TP7"	0.839142	"White_eyes"	2	"White"	"eyes"
"TP8"	0.136203	"White_eyes"	2	"White"	"eyes"
"P7/T5"	0.641486	"White_eyes"	2	"White"	"eyes"
"VEOG"	-0.011144	"White_eyes"	2	"White"	"eyes"
"HEOG"	-0.029488	"White_eyes"	2	"White"	"eyes"
"Nose"	1.640862	"White_eyes"	2	"White"	"eyes"
"FZ"	2.572682	"White_fore"	2	"White"	"fore"
"FC3"	3.910152	"White_fore"	2	"White"	"fore"
"FCZ"	4.304329	"White_fore"	2	"White"	"fore"
"FC4"	3.599623	"White_fore"	2	"White"	"fore"
"C3"	4.262005	"White_fore"	2	"White"	"fore"
"CZ"	5.45194	"White_fore"	2	"White"	"fore"
"C4"	4.04468	"White_fore"	2	"White"	"fore"
"CP3"	3.613932	"White_fore"	2	"White"	"fore"
"CPZ"	5.459545	"White_fore"	2	"White"	"fore"
"CP4"	4.483933	"White_fore"	2	"White"	"fore"
"P3"	3.877283	"White_fore"	2	"White"	"fore"
"PZ"	4.832333	"White_fore"	2	"White"	"fore"
"P4"	4.039727	"White_fore"	2	"White"	"fore"
"OZ"	-1.325113	"White_fore"	2	"White"	"fore"
"FP1"	4.53051	"White_fore"	2	"White"	"fore"
"FP2"	0.258849	"White_fore"	2	"White"	"fore"
"A2"	0.797609	"White_fore"	2	"White"	"fore"
"P8/T6"	-0.192411	"White_fore"	2	"White"	"fore"
"TP7"	1.619933	"White_fore"	2	"White"	"fore"
"TP8"	1.125848	"White_fore"	2	"White"	"fore"
"P7/T5"	1.31881	"White_fore"	2	"White"	"fore"
"VEOG"	-0.170048	"White_fore"	2	"White"	"fore"
"HEOG"	-0.043875	"White_fore"	2	"White"	"fore"
"Nose"	3.504919	"White_fore"	2	"White"	"fore"
"FZ"	3.993659	"Black_eyes"	3	"Black"	"eyes"
"FC3"	3.602801	"Black_eyes"	3	"Black"	"eyes"
"FCZ"	4.947616	"Black_eyes"	3	"Black"	"eyes"
"FC4"	5.389645	"Black_eyes"	3	"Black"	"eyes"
"C3"	3.90117	"Black_eyes"	3	"Black"	"eyes"
"CZ"	5.272836	"Black_eyes"	3	"Black"	"eyes"
"C4"	6.140073	"Black_eyes"	3	"Black"	"eyes"
"CP3"	4.23855	"Black_eyes"	3	"Black"	"eyes"
"CPZ"	5.870995	"Black_eyes"	3	"Black"	"eyes"
"CP4"	6.905901	"Black_eyes"	3	"Black"	"eyes"
"P3"	4.844653	"Black_eyes"	3	"Black"	"eyes"
"PZ"	5.583853	"Black_eyes"	3	"Black"	"eyes"
"P4"	7.108853	"Black_eyes"	3	"Black"	"eyes"
"OZ"	6.024462	"Black_eyes"	3	"Black"	"eyes"
"FP1"	2.033776	"Black_eyes"	3	"Black"	"eyes"
"FP2"	3.215893	"Black_eyes"	3	"Black"	"eyes"
"A2"	-0.787974	"Black_eyes"	3	"Black"	"eyes"
"P8/T6"	4.074076	"Black_eyes"	3	"Black"	"eyes"
"TP7"	1.248731	"Black_eyes"	3	"Black"	"eyes"
"TP8"	3.995434	"Black_eyes"	3	"Black"	"eyes"
"P7/T5"	1.432777	"Black_eyes"	3	"Black"	"eyes"
"VEOG"	-3.731327	"Black_eyes"	3	"Black"	"eyes"
"HEOG"	1.566806	"Black_eyes"	3	"Black"	"eyes"
"Nose"	2.700192	"Black_eyes"	3	"Black"	"eyes"
"FZ"	3.686643	"Black_fore"	3	"Black"	"fore"
"FC3"	3.785395	"Black_fore"	3	"Black"	"fore"
"FCZ"	4.362834	"Black_fore"	3	"Black"	"fore"
"FC4"	4.374845	"Black_fore"	3	"Black"	"fore"
"C3"	4.098813	"Black_fore"	3	"Black"	"fore"
"CZ"	4.269281	"Black_fore"	3	"Black"	"fore"
"C4"	4.728577	"Black_fore"	3	"Black"	"fore"
"CP3"	4.301863	"Black_fore"	3	"Black"	"fore"
"CPZ"	4.579729	"Black_fore"	3	"Black"	"fore"
"CP4"	5.050774	"Black_fore"	3	"Black"	"fore"
"P3"	5.061388	"Black_fore"	3	"Black"	"fore"
"PZ"	4.358336	"Black_fore"	3	"Black"	"fore"
"P4"	4.929486	"Black_fore"	3	"Black"	"fore"
"OZ"	-0.369935	"Black_fore"	3	"Black"	"fore"
"FP1"	2.050717	"Black_fore"	3	"Black"	"fore"
"FP2"	1.900428	"Black_fore"	3	"Black"	"fore"
"A2"	-0.357488	"Black_fore"	3	"Black"	"fore"
"P8/T6"	3.102477	"Black_fore"	3	"Black"	"fore"
"TP7"	2.420521	"Black_fore"	3	"Black"	"fore"
"TP8"	3.101604	"Black_fore"	3	"Black"	"fore"
"P7/T5"	2.867195	"Black_fore"	3	"Black"	"fore"
"VEOG"	2.228303	"Black_fore"	3	"Black"	"fore"
"HEOG"	0.621465	"Black_fore"	3	"Black"	"fore"
"Nose"	2.975686	"Black_fore"	3	"Black"	"fore"
"FZ"	4.796231	"White_eyes"	3	"White"	"eyes"
"FC3"	4.444159	"White_eyes"	3	"White"	"eyes"
"FCZ"	5.932723	"White_eyes"	3	"White"	"eyes"
"FC4"	6.162677	"White_eyes"	3	"White"	"eyes"
"C3"	5.698663	"White_eyes"	3	"White"	"eyes"
"CZ"	6.487451	"White_eyes"	3	"White"	"eyes"
"C4"	6.74741	"White_eyes"	3	"White"	"eyes"
"CP3"	6.362232	"White_eyes"	3	"White"	"eyes"
"CPZ"	7.360184	"White_eyes"	3	"White"	"eyes"
"CP4"	7.773883	"White_eyes"	3	"White"	"eyes"
"P3"	7.114638	"White_eyes"	3	"White"	"eyes"
"PZ"	7.349309	"White_eyes"	3	"White"	"eyes"
"P4"	7.899232	"White_eyes"	3	"White"	"eyes"
"OZ"	4.636988	"White_eyes"	3	"White"	"eyes"
"FP1"	2.187466	"White_eyes"	3	"White"	"eyes"
"FP2"	2.530803	"White_eyes"	3	"White"	"eyes"
"A2"	-0.756598	"White_eyes"	3	"White"	"eyes"
"P8/T6"	4.792475	"White_eyes"	3	"White"	"eyes"
"TP7"	2.55168	"White_eyes"	3	"White"	"eyes"
"TP8"	4.254824	"White_eyes"	3	"White"	"eyes"
"P7/T5"	3.485472	"White_eyes"	3	"White"	"eyes"
"VEOG"	1.378544	"White_eyes"	3	"White"	"eyes"
"HEOG"	-2.305435	"White_eyes"	3	"White"	"eyes"
"Nose"	1.813032	"White_eyes"	3	"White"	"eyes"
"FZ"	1.819952	"White_fore"	3	"White"	"fore"
"FC3"	2.485524	"White_fore"	3	"White"	"fore"
"FCZ"	3.085681	"White_fore"	3	"White"	"fore"
"FC4"	3.401935	"White_fore"	3	"White"	"fore"
"C3"	3.416492	"White_fore"	3	"White"	"fore"
"CZ"	4.235799	"White_fore"	3	"White"	"fore"
"C4"	4.709515	"White_fore"	3	"White"	"fore"
"CP3"	4.075852	"White_fore"	3	"White"	"fore"
"CPZ"	4.729886	"White_fore"	3	"White"	"fore"
"CP4"	5.795592	"White_fore"	3	"White"	"fore"
"P3"	4.870971	"White_fore"	3	"White"	"fore"
"PZ"	4.290875	"White_fore"	3	"White"	"fore"
"P4"	5.637864	"White_fore"	3	"White"	"fore"
"OZ"	1.529704	"White_fore"	3	"White"	"fore"
"FP1"	1.903032	"White_fore"	3	"White"	"fore"
"FP2"	1.820218	"White_fore"	3	"White"	"fore"
"A2"	-0.089604	"White_fore"	3	"White"	"fore"
"P8/T6"	3.788134	"White_fore"	3	"White"	"fore"
"TP7"	2.112463	"White_fore"	3	"White"	"fore"
"TP8"	4.056413	"White_fore"	3	"White"	"fore"
"P7/T5"	2.913529	"White_fore"	3	"White"	"fore"
"VEOG"	0.003684	"White_fore"	3	"White"	"fore"
"HEOG"	-1.425898	"White_fore"	3	"White"	"fore"
"Nose"	1.820218	"White_fore"	3	"White"	"fore"
"FZ"	3.949182	"Black_eyes"	4	"Black"	"eyes"
"FC3"	3.669538	"Black_eyes"	4	"Black"	"eyes"
"FCZ"	5.850049	"Black_eyes"	4	"Black"	"eyes"
"FC4"	3.308362	"Black_eyes"	4	"Black"	"eyes"
"C3"	4.794338	"Black_eyes"	4	"Black"	"eyes"
"CZ"	6.489792	"Black_eyes"	4	"Black"	"eyes"
"C4"	4.458943	"Black_eyes"	4	"Black"	"eyes"
"CP3"	4.832262	"Black_eyes"	4	"Black"	"eyes"
"CPZ"	7.008047	"Black_eyes"	4	"Black"	"eyes"
"CP4"	4.421318	"Black_eyes"	4	"Black"	"eyes"
"P3"	4.438905	"Black_eyes"	4	"Black"	"eyes"
"PZ"	6.476274	"Black_eyes"	4	"Black"	"eyes"
"P4"	4.843507	"Black_eyes"	4	"Black"	"eyes"
"OZ"	1.738822	"Black_eyes"	4	"Black"	"eyes"
"FP1"	-2.392563	"Black_eyes"	4	"Black"	"eyes"
"FP2"	-0.367217	"Black_eyes"	4	"Black"	"eyes"
"A2"	3.658292	"Black_eyes"	4	"Black"	"eyes"
"P8/T6"	-0.410225	"Black_eyes"	4	"Black"	"eyes"
"TP7"	-0.336292	"Black_eyes"	4	"Black"	"eyes"
"TP8"	2.102689	"Black_eyes"	4	"Black"	"eyes"
"P7/T5"	-0.621559	"Black_eyes"	4	"Black"	"eyes"
"VEOG"	18.390816	"Black_eyes"	4	"Black"	"eyes"
"HEOG"	-1.735532	"Black_eyes"	4	"Black"	"eyes"
"Nose"	-0.568561	"Black_eyes"	4	"Black"	"eyes"
"FZ"	3.016995	"Black_fore"	4	"Black"	"fore"
"FC3"	3.284213	"Black_fore"	4	"Black"	"fore"
"FCZ"	3.0633	"Black_fore"	4	"Black"	"fore"
"FC4"	3.643885	"Black_fore"	4	"Black"	"fore"
"C3"	3.870065	"Black_fore"	4	"Black"	"fore"
"CZ"	4.437756	"Black_fore"	4	"Black"	"fore"
"C4"	4.349863	"Black_fore"	4	"Black"	"fore"
"CP3"	4.119123	"Black_fore"	4	"Black"	"fore"
"CPZ"	5.437839	"Black_fore"	4	"Black"	"fore"
"CP4"	4.205994	"Black_fore"	4	"Black"	"fore"
"P3"	3.893335	"Black_fore"	4	"Black"	"fore"
"PZ"	5.201046	"Black_fore"	4	"Black"	"fore"
"P4"	4.074547	"Black_fore"	4	"Black"	"fore"
"OZ"	-3.644749	"Black_fore"	4	"Black"	"fore"
"FP1"	1.988924	"Black_fore"	4	"Black"	"fore"
"FP2"	3.606542	"Black_fore"	4	"Black"	"fore"
"A2"	0.70645	"Black_fore"	4	"Black"	"fore"
"P8/T6"	0.759673	"Black_fore"	4	"Black"	"fore"
"TP7"	-0.333728	"Black_fore"	4	"Black"	"fore"
"TP8"	1.252443	"Black_fore"	4	"Black"	"fore"
"P7/T5"	-0.272486	"Black_fore"	4	"Black"	"fore"
"VEOG"	4.656625	"Black_fore"	4	"Black"	"fore"
"HEOG"	1.654646	"Black_fore"	4	"Black"	"fore"
"Nose"	0.531685	"Black_fore"	4	"Black"	"fore"
"FZ"	1.826835	"White_eyes"	4	"White"	"eyes"
"FC3"	1.137346	"White_eyes"	4	"White"	"eyes"
"FCZ"	2.218719	"White_eyes"	4	"White"	"eyes"
"FC4"	0.84604	"White_eyes"	4	"White"	"eyes"
"C3"	1.764345	"White_eyes"	4	"White"	"eyes"
"CZ"	2.765126	"White_eyes"	4	"White"	"eyes"
"C4"	1.194984	"White_eyes"	4	"White"	"eyes"
"CP3"	1.573327	"White_eyes"	4	"White"	"eyes"
"CPZ"	2.869034	"White_eyes"	4	"White"	"eyes"
"CP4"	0.642495	"White_eyes"	4	"White"	"eyes"
"P3"	1.540888	"White_eyes"	4	"White"	"eyes"
"PZ"	2.67874	"White_eyes"	4	"White"	"eyes"
"P4"	0.627506	"White_eyes"	4	"White"	"eyes"
"OZ"	30.297485	"White_eyes"	4	"White"	"eyes"
"FP1"	0.096885	"White_eyes"	4	"White"	"eyes"
"FP2"	3.285537	"White_eyes"	4	"White"	"eyes"
"A2"	5.822209	"White_eyes"	4	"White"	"eyes"
"P8/T6"	-4.132156	"White_eyes"	4	"White"	"eyes"
"TP7"	-2.302208	"White_eyes"	4	"White"	"eyes"
"TP8"	-0.237505	"White_eyes"	4	"White"	"eyes"
"P7/T5"	-2.274257	"White_eyes"	4	"White"	"eyes"
"VEOG"	10.323585	"White_eyes"	4	"White"	"eyes"
"HEOG"	1.420542	"White_eyes"	4	"White"	"eyes"
"Nose"	1.525609	"White_eyes"	4	"White"	"eyes"
"FZ"	1.593552	"White_fore"	4	"White"	"fore"
"FC3"	2.23	"White_fore"	4	"White"	"fore"
"FCZ"	2.438992	"White_fore"	4	"White"	"fore"
"FC4"	2.788379	"White_fore"	4	"White"	"fore"
"C3"	2.86568	"White_fore"	4	"White"	"fore"
"CZ"	3.4972	"White_fore"	4	"White"	"fore"
"C4"	3.370116	"White_fore"	4	"White"	"fore"
"CP3"	2.645297	"White_fore"	4	"White"	"fore"
"CPZ"	3.564966	"White_fore"	4	"White"	"fore"
"CP4"	3.003003	"White_fore"	4	"White"	"fore"
"P3"	2.184055	"White_fore"	4	"White"	"fore"
"PZ"	3.360389	"White_fore"	4	"White"	"fore"
"P4"	2.672173	"White_fore"	4	"White"	"fore"
"OZ"	0.63504	"White_fore"	4	"White"	"fore"
"FP1"	0.509235	"White_fore"	4	"White"	"fore"
"FP2"	0.401603	"White_fore"	4	"White"	"fore"
"A2"	0.396228	"White_fore"	4	"White"	"fore"
"P8/T6"	0.524721	"White_fore"	4	"White"	"fore"
"TP7"	0.336717	"White_fore"	4	"White"	"fore"
"TP8"	2.57478	"White_fore"	4	"White"	"fore"
"P7/T5"	-0.578473	"White_fore"	4	"White"	"fore"
"VEOG"	18.078041	"White_fore"	4	"White"	"fore"
"HEOG"	1.772085	"White_fore"	4	"White"	"fore"
"Nose"	-0.02502	"White_fore"	4	"White"	"fore"
"FZ"	8.994494	"Black_eyes"	5	"Black"	"eyes"
"FC3"	8.545156	"Black_eyes"	5	"Black"	"eyes"
"FCZ"	8.873774	"Black_eyes"	5	"Black"	"eyes"
"FC4"	8.444658	"Black_eyes"	5	"Black"	"eyes"
"C3"	6.761823	"Black_eyes"	5	"Black"	"eyes"
"CZ"	7.441945	"Black_eyes"	5	"Black"	"eyes"
"C4"	6.748022	"Black_eyes"	5	"Black"	"eyes"
"CP3"	4.625414	"Black_eyes"	5	"Black"	"eyes"
"CPZ"	6.200849	"Black_eyes"	5	"Black"	"eyes"
"CP4"	5.598602	"Black_eyes"	5	"Black"	"eyes"
"P3"	3.515521	"Black_eyes"	5	"Black"	"eyes"
"PZ"	4.655245	"Black_eyes"	5	"Black"	"eyes"
"P4"	4.27771	"Black_eyes"	5	"Black"	"eyes"
"OZ"	7.976233	"Black_eyes"	5	"Black"	"eyes"
"FP1"	8.483748	"Black_eyes"	5	"Black"	"eyes"
"FP2"	7.2734	"Black_eyes"	5	"Black"	"eyes"
"A2"	-0.083814	"Black_eyes"	5	"Black"	"eyes"
"P8/T6"	1.063684	"Black_eyes"	5	"Black"	"eyes"
"TP7"	2.532856	"Black_eyes"	5	"Black"	"eyes"
"TP8"	2.539975	"Black_eyes"	5	"Black"	"eyes"
"P7/T5"	0.637319	"Black_eyes"	5	"Black"	"eyes"
"VEOG"	8.949988	"Black_eyes"	5	"Black"	"eyes"
"HEOG"	-0.201215	"Black_eyes"	5	"Black"	"eyes"
"Nose"	3.508926	"Black_eyes"	5	"Black"	"eyes"
"FZ"	3.871796	"Black_fore"	5	"Black"	"fore"
"FC3"	3.472004	"Black_fore"	5	"Black"	"fore"
"FCZ"	4.246327	"Black_fore"	5	"Black"	"fore"
"FC4"	5.303026	"Black_fore"	5	"Black"	"fore"
"C3"	3.484589	"Black_fore"	5	"Black"	"fore"
"CZ"	4.653832	"Black_fore"	5	"Black"	"fore"
"C4"	5.350254	"Black_fore"	5	"Black"	"fore"
"CP3"	2.569484	"Black_fore"	5	"Black"	"fore"
"CPZ"	4.519095	"Black_fore"	5	"Black"	"fore"
"CP4"	4.795155	"Black_fore"	5	"Black"	"fore"
"P3"	1.300011	"Black_fore"	5	"Black"	"fore"
"PZ"	3.385622	"Black_fore"	5	"Black"	"fore"
"P4"	3.490994	"Black_fore"	5	"Black"	"fore"
"OZ"	9.095973	"Black_fore"	5	"Black"	"fore"
"FP1"	-0.476746	"Black_fore"	5	"Black"	"fore"
"FP2"	1.118903	"Black_fore"	5	"Black"	"fore"
"A2"	1.533129	"Black_fore"	5	"Black"	"fore"
"P8/T6"	1.096168	"Black_fore"	5	"Black"	"fore"
"TP7"	0.799719	"Black_fore"	5	"Black"	"fore"
"TP8"	2.289905	"Black_fore"	5	"Black"	"fore"
"P7/T5"	-0.807252	"Black_fore"	5	"Black"	"fore"
"VEOG"	17.62548	"Black_fore"	5	"Black"	"fore"
"HEOG"	0.495421	"Black_fore"	5	"Black"	"fore"
"Nose"	0.64139	"Black_fore"	5	"Black"	"fore"
"FZ"	4.533568	"White_eyes"	5	"White"	"eyes"
"FC3"	4.425592	"White_eyes"	5	"White"	"eyes"
"FCZ"	4.849906	"White_eyes"	5	"White"	"eyes"
"FC4"	5.086589	"White_eyes"	5	"White"	"eyes"
"C3"	4.550173	"White_eyes"	5	"White"	"eyes"
"CZ"	5.206094	"White_eyes"	5	"White"	"eyes"
"C4"	5.304771	"White_eyes"	5	"White"	"eyes"
"CP3"	3.881917	"White_eyes"	5	"White"	"eyes"
"CPZ"	5.134695	"White_eyes"	5	"White"	"eyes"
"CP4"	4.787948	"White_eyes"	5	"White"	"eyes"
"P3"	2.814871	"White_eyes"	5	"White"	"eyes"
"PZ"	4.174486	"White_eyes"	5	"White"	"eyes"
"P4"	4.089235	"White_eyes"	5	"White"	"eyes"
