0.10135	0.1027	0.11636	0.095283	0.10587	0.11752	0.092057	0.098052	0.11619	0.088594	0.086554	0.1007	0.076011	-0.0026869	0.056394	0.051238	0.011273	0.01202	0.054522	0.0308	0.042283	0
0.09193	0.093157	0.10554	0.086426	0.096033	0.1066	0.0835	0.088938	0.10539	0.080359	0.078509	0.091343	0.068945	-0.0024372	0.051152	0.046475	0.010225	0.010902	0.049454	0.027937	0.038352	0
0.080006	0.081074	0.091851	0.075216	0.083577	0.092773	0.072669	0.077402	0.091722	0.069936	0.068326	0.079495	0.060003	-0.0021211	0.044517	0.040447	0.008899	0.0094883	0.043039	0.024314	0.033378	0
0.064335	0.065193	0.073859	0.060483	0.067206	0.0746	0.058435	0.062241	0.073756	0.056237	0.054942	0.063924	0.048249	-0.0017056	0.035797	0.032524	0.0071559	0.0076298	0.034609	0.019551	0.02684	0
0.054603	0.055331	0.062686	0.051334	0.05704	0.063316	0.049595	0.052826	0.062599	0.04773	0.046631	0.054254	0.040951	-0.0014476	0.030382	0.027604	0.0060734	0.0064756	0.029374	0.016594	0.02278	0
0.046059	0.046673	0.052877	0.043301	0.048114	0.053408	0.041835	0.044559	0.052804	0.040261	0.039334	0.045764	0.034543	-0.0012211	0.025628	0.023285	0.0051231	0.0054623	0.024777	0.013997	0.019215	0
0.035039	0.035506	0.040226	0.032941	0.036602	0.04063	0.031825	0.033898	0.04017	0.030628	0.029923	0.034815	0.026278	-0.00092892	0.019496	0.017714	0.0038973	0.0041554	0.018849	0.010648	0.014618	0
0.031447	0.031866	0.036102	0.029564	0.03285	0.036465	0.028563	0.030423	0.036052	0.027489	0.026856	0.031246	0.023584	-0.00083369	0.017498	0.015898	0.0034978	0.0037294	0.016917	0.0095567	0.013119	0
0.028841	0.029225	0.03311	0.027114	0.030128	0.033443	0.026196	0.027902	0.033064	0.02521	0.02463	0.028656	0.02163	-0.0007646	0.016047	0.01458	0.0032079	0.0034203	0.015515	0.0087646	0.012032	0
0.025455	0.025794	0.029223	0.023931	0.026591	0.029516	0.02312	0.024626	0.029182	0.022251	0.021738	0.025292	0.01909	-0.00067483	0.014163	0.012868	0.0028313	0.0030188	0.013693	0.0077356	0.010619	0
0.024207	0.02453	0.02779	0.022757	0.025287	0.028069	0.021987	0.023419	0.027752	0.02116	0.020673	0.024052	0.018154	-0.00064175	0.013469	0.012238	0.0026925	0.0028708	0.013022	0.0073564	0.010099	0
0.020078	0.020346	0.02305	0.018876	0.020974	0.023282	0.018237	0.019424	0.023018	0.017551	0.017147	0.01995	0.015058	-0.00053229	0.011172	0.01015	0.0022333	0.0023811	0.010801	0.0061017	0.0083763	0
0.0151	0.015301	0.017335	0.014196	0.015774	0.017509	0.013715	0.014608	0.017311	0.013199	0.012895	0.015003	0.011324	-0.00040031	0.0084017	0.0076335	0.0016795	0.0017907	0.0081229	0.0045887	0.0062994	0
0.0070257	0.0071194	0.0080657	0.006605	0.0073392	0.0081467	0.0063813	0.006797	0.0080545	0.0061413	0.0059999	0.0069807	0.005269	-0.00018626	0.0039092	0.0035518	0.00078145	0.0008332	0.0037795	0.0021351	0.002931	0
-0.0042865	-0.0043437	-0.0049211	-0.0040298	-0.0044778	-0.0049705	-0.0038934	-0.004147	-0.0049142	-0.0037469	-0.0036607	-0.0042591	-0.0032147	0.00011364	-0.0023851	-0.002167	-0.00047678	-0.00050835	-0.0023059	-0.0013027	-0.0017883	-0
-0.019754	-0.020017	-0.022678	-0.018571	-0.020635	-0.022906	-0.017942	-0.019111	-0.022647	-0.017267	-0.01687	-0.019628	-0.014815	0.0005237	-0.010991	-0.0099864	-0.0021972	-0.0023427	-0.010627	-0.0060032	-0.0082411	-0
-0.039764	-0.040294	-0.04565	-0.037383	-0.041538	-0.046109	-0.036117	-0.038469	-0.045587	-0.034758	-0.033958	-0.03951	-0.029822	0.0010542	-0.022125	-0.020102	-0.0044229	-0.0047158	-0.021391	-0.012084	-0.016589	-0
-0.058026	-0.0588	-0.066617	-0.054552	-0.060616	-0.067285	-0.052705	-0.056137	-0.066524	-0.050722	-0.049555	-0.057655	-0.043518	0.0015383	-0.032287	-0.029335	-0.0064542	-0.0068816	-0.031215	-0.017634	-0.024208	-0
-0.080453	-0.081526	-0.092363	-0.075636	-0.084043	-0.09329	-0.073074	-0.077834	-0.092234	-0.070326	-0.068707	-0.079938	-0.060337	0.0021329	-0.044765	-0.040672	-0.0089486	-0.0095412	-0.04328	-0.024449	-0.033564	-0
-0.10307	-0.10445	-0.11833	-0.096901	-0.10767	-0.11952	-0.09362	-0.099717	-0.11817	-0.090098	-0.088024	-0.10241	-0.077302	0.0027326	-0.057352	-0.052108	-0.011465	-0.012224	-0.055448	-0.031324	-0.043001	-0
-0.12416	-0.12582	-0.14255	-0.11673	-0.12971	-0.14398	-0.11278	-0.12012	-0.14235	-0.10853	-0.10604	-0.12337	-0.093119	0.0032917	-0.069087	-0.06277	-0.013811	-0.014725	-0.066794	-0.037733	-0.0518	-0
-0.14225	-0.14414	-0.16331	-0.13373	-0.1486	-0.16495	-0.1292	-0.13762	-0.16308	-0.12434	-0.12148	-0.14134	-0.10668	0.0037711	-0.079149	-0.071912	-0.015822	-0.01687	-0.076522	-0.043229	-0.059344	-0
-0.15445	-0.15651	-0.17732	-0.1452	-0.16134	-0.1791	-0.14029	-0.14942	-0.17707	-0.13501	-0.1319	-0.15346	-0.11583	0.0040947	-0.08594	-0.078082	-0.017179	-0.018317	-0.083088	-0.046938	-0.064436	-0
-0.16121	-0.16336	-0.18508	-0.15156	-0.16841	-0.18694	-0.14643	-0.15597	-0.18482	-0.14092	-0.13768	-0.16018	-0.12091	0.004274	-0.089703	-0.081501	-0.017932	-0.019119	-0.086725	-0.048993	-0.067257	-0
-0.16474	-0.16694	-0.18913	-0.15488	-0.17209	-0.19103	-0.14963	-0.15938	-0.18887	-0.14401	-0.14069	-0.16369	-0.12355	0.0043675	-0.091666	-0.083284	-0.018324	-0.019537	-0.088623	-0.050065	-0.068728	-0
-0.16318	-0.16535	-0.18733	-0.15341	-0.17046	-0.18921	-0.14821	-0.15786	-0.18707	-0.14264	-0.13935	-0.16213	-0.12238	0.004326	-0.090794	-0.082492	-0.01815	-0.019352	-0.08778	-0.049589	-0.068075	-0
-0.15558	-0.15766	-0.17861	-0.14627	-0.16252	-0.18041	-0.14131	-0.15052	-0.17836	-0.136	-0.13287	-0.15459	-0.11668	0.0041246	-0.086569	-0.078653	-0.017305	-0.018451	-0.083695	-0.047281	-0.064907	-0
-0.15056	-0.15257	-0.17285	-0.14155	-0.15728	-0.17458	-0.13675	-0.14566	-0.17261	-0.13161	-0.12858	-0.1496	-0.11292	0.0039915	-0.083775	-0.076115	-0.016747	-0.017856	-0.080994	-0.045755	-0.062812	-0
-0.13939	-0.14125	-0.16003	-0.13104	-0.14561	-0.16163	-0.12661	-0.13485	-0.1598	-0.12185	-0.11904	-0.1385	-0.10454	0.0036954	-0.07756	-0.070468	-0.015504	-0.016531	-0.074985	-0.042361	-0.058152	-0
-0.13192	-0.13368	-0.15145	-0.12402	-0.13781	-0.15297	-0.11982	-0.12763	-0.15124	-0.11532	-0.11266	-0.13108	-0.098937	0.0034974	-0.073404	-0.066692	-0.014673	-0.015645	-0.070967	-0.040091	-0.055036	-0
-0.1235	-0.12514	-0.14178	-0.1161	-0.12901	-0.1432	-0.11217	-0.11948	-0.14158	-0.10795	-0.10547	-0.12271	-0.09262	0.0032741	-0.068717	-0.062433	-0.013736	-0.014646	-0.066436	-0.037531	-0.051522	-0
-0.12046	-0.12207	-0.1383	-0.11325	-0.12584	-0.13969	-0.10942	-0.11654	-0.1381	-0.1053	-0.10288	-0.11969	-0.090344	0.0031936	-0.067028	-0.0609	-0.013399	-0.014286	-0.064804	-0.036609	-0.050256	-0
-0.11942	-0.12102	-0.1371	-0.11227	-0.12475	-0.13848	-0.10847	-0.11554	-0.13691	-0.10439	-0.10199	-0.11866	-0.089564	0.003166	-0.066449	-0.060373	-0.013283	-0.014163	-0.064243	-0.036292	-0.049822	-0
-0.11936	-0.12095	-0.13703	-0.11221	-0.12469	-0.1384	-0.10841	-0.11547	-0.13684	-0.10434	-0.10193	-0.1186	-0.089516	0.0031644	-0.066414	-0.060341	-0.013276	-0.014155	-0.064209	-0.036273	-0.049795	-0
-0.12369	-0.12534	-0.142	-0.11628	-0.12921	-0.14342	-0.11234	-0.11966	-0.1418	-0.10812	-0.10563	-0.1229	-0.092762	0.0032791	-0.068822	-0.062529	-0.013758	-0.014669	-0.066538	-0.037588	-0.051601	-0
-0.1297	-0.13143	-0.1489	-0.12193	-0.13549	-0.15039	-0.1178	-0.12548	-0.14869	-0.11337	-0.11076	-0.12887	-0.09727	0.0034385	-0.072167	-0.065568	-0.014426	-0.015382	-0.069772	-0.039415	-0.054109	-0
-0.13797	-0.13981	-0.15839	-0.12971	-0.14412	-0.15998	-0.12531	-0.13348	-0.15817	-0.1206	-0.11782	-0.13708	-0.10347	0.0036577	-0.076768	-0.069748	-0.015346	-0.016362	-0.074219	-0.041928	-0.057558	-0
-0.14581	-0.14775	-0.16739	-0.13708	-0.15231	-0.16907	-0.13243	-0.14106	-0.16716	-0.12745	-0.12452	-0.14487	-0.10935	0.0038655	-0.081129	-0.073711	-0.016218	-0.017292	-0.078436	-0.04431	-0.060829	-0
-0.1522	-0.15423	-0.17474	-0.14309	-0.159	-0.17649	-0.13825	-0.14725	-0.17449	-0.13305	-0.12998	-0.15123	-0.11415	0.0040351	-0.08469	-0.076946	-0.01693	-0.018051	-0.081879	-0.046255	-0.063498	-0
-0.15657	-0.15866	-0.17975	-0.1472	-0.16356	-0.18155	-0.14221	-0.15147	-0.1795	-0.13686	-0.13371	-0.15557	-0.11742	0.0041509	-0.087119	-0.079154	-0.017415	-0.018569	-0.084228	-0.047582	-0.06532	-0
-0.16166	-0.16382	-0.18559	-0.15198	-0.16888	-0.18746	-0.14684	-0.1564	-0.18533	-0.14131	-0.13806	-0.16063	-0.12124	0.0042858	-0.089952	-0.081727	-0.017981	-0.019172	-0.086966	-0.049128	-0.067443	-0
-0.15992	-0.16205	-0.1836	-0.15035	-0.16706	-0.18544	-0.14525	-0.15471	-0.18334	-0.13979	-0.13657	-0.1589	-0.11994	0.0042397	-0.088983	-0.080847	-0.017788	-0.018966	-0.086029	-0.048599	-0.066717	-0
