"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.1623	0.0336	-0.1203	-0.1958	0.179	-0.0476	-0.1203	0.3189	-0.0252	-0.2098	0.3273	0.0867	-0.028	-0.0504	-0.2909	-0.2853	0.0532	0.2378	0.2602	-0.1706	0.4056	1.0434	0.5483
-0.1371	0.0951	-0.0587	-0.1343	0.2266	0.0308	-0.0671	0.3329	0.0392	-0.1511	0.3273	0.1259	-0.0336	-0.0224	-0.3273	-0.3133	0.0336	0.2406	0.2126	-0.1567	0.3721	1.1106	0.5763
-0.1259	0.1595	-0.0168	-0.1147	0.2714	0.0587	-0.0587	0.3329	0.1063	-0.1203	0.3077	0.1511	0.0028	-0.0308	-0.3805	-0.3777	0.0392	0.263	0.1678	-0.1371	0.3217	1.1414	0.5875
-0.0699	0.2182	0.042	-0.0643	0.3105	0.1063	-0.0587	0.3217	0.1371	-0.0979	0.2825	0.1399	0.0504	-0.014	-0.4476	-0.4168	0.014	0.2881	0.1678	-0.1147	0.2909	1.1414	0.6266
-0.0336	0.2909	0.0839	-0.0587	0.3217	0.1511	-0.042	0.3217	0.165	-0.0504	0.2741	0.1706	0.0532	-0.0168	-0.5007	-0.4616	0.0112	0.2909	0.1427	-0.0923	0.2546	1.1162	0.6322
0.0308	0.3721	0.1427	0.014	0.3944	0.207	-0.0224	0.3021	0.207	-0.0028	0.2658	0.1734	0.0951	-0.0112	-0.5119	-0.4644	-0.0028	0.3217	0.1007	-0.0587	0.2154	1.0518	0.6602
0.0867	0.4616	0.193	0.0392	0.4476	0.2602	-0.014	0.3049	0.2574	0.0448	0.249	0.2098	0.1483	-0.014	-0.5539	-0.4812	0.0028	0.3413	0.1035	-0.028	0.1902	0.9707	0.6602
0.1119	0.5287	0.2266	0.0923	0.5035	0.3217	0.0224	0.3189	0.3105	0.0923	0.2574	0.2462	0.1874	-0.0056	-0.5427	-0.4616	-0.0056	0.3916	0.1063	0.0168	0.1762	0.8476	0.6966
0.1902	0.5819	0.2937	0.1147	0.5511	0.3665	0.0084	0.3301	0.3497	0.1678	0.249	0.2602	0.2546	-0.014	-0.5091	-0.4532	-0.0084	0.4112	0.0951	0.0727	0.1874	0.6994	0.6826
0.2406	0.6434	0.3357	0.1595	0.5567	0.4028	0.0252	0.3077	0.3749	0.179	0.2462	0.2853	0.2825	-0.0112	-0.4756	-0.4364	-0.0084	0.4336	0.0979	0.1091	0.165	0.5259	0.6798
