"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-2.4251	-1.1199	-2.5727	-2.5495	-0.7958	-1.8695	-1.9042	-0.5383	-1.7363	-1.8145	-0.217	-1.4933	-1.4267	-0.0376	-1.609	-1.5338	0.0897	-0.408	0.2113	-0.8363	0.9839	-0.9434	0.4254
-2.4106	-1.1431	-2.5698	-2.509	-0.8016	-1.8579	-1.8926	-0.5817	-1.7566	-1.8203	-0.2691	-1.4846	-1.4412	-0.0463	-1.5048	-1.4527	0.1071	-0.4341	0.1736	-0.8479	0.9347	-0.9087	0.4023
-2.399	-1.1344	-2.5582	-2.4888	-0.7871	-1.8405	-1.9042	-0.6222	-1.7826	-1.855	-0.3299	-1.5077	-1.4441	-0.0579	-1.3717	-1.3717	0.1331	-0.4717	0.1621	-0.8711	0.8653	-0.874	0.3473
-2.3556	-1.0968	-2.5206	-2.4135	-0.8219	-1.8087	-1.8637	-0.6685	-1.8	-1.8637	-0.4023	-1.5048	-1.4527	-0.0492	-1.2473	-1.2936	0.1187	-0.5064	0.1244	-0.8711	0.7987	-0.8363	0.2865
-2.3093	-1.0881	-2.4627	-2.3672	-0.8508	-1.8145	-1.855	-0.7351	-1.8145	-1.8724	-0.4514	-1.5367	-1.4875	-0.0666	-1.0765	-1.1981	0.1331	-0.5469	0.1273	-0.9029	0.7206	-0.819	0.2402
-2.2659	-1.0823	-2.3933	-2.3238	-0.8392	-1.7855	-1.8521	-0.7524	-1.8116	-1.8955	-0.5267	-1.5482	-1.4701	-0.0608	-0.9347	-1.1026	0.136	-0.6019	0.0897	-0.9145	0.6338	-0.79	0.2257
-2.1965	-1.0592	-2.3412	-2.2717	-0.8595	-1.7595	-1.8405	-0.8161	-1.829	-1.9042	-0.6077	-1.6061	-1.5048	-0.0781	-0.8045	-0.9752	0.1418	-0.6482	0.0868	-0.9029	0.5498	-0.7785	0.1505
-2.1444	-1.0302	-2.2659	-2.2225	-0.8826	-1.7363	-1.8434	-0.845	-1.8579	-1.91	-0.6627	-1.6003	-1.5222	-0.0695	-0.6714	-0.8653	0.1592	-0.6627	0.0579	-0.9145	0.4457	-0.7524	0.0781
-2.0489	-0.9868	-2.1849	-2.1589	-0.8855	-1.7016	-1.7682	-0.8769	-1.8608	-1.8666	-0.7293	-1.6032	-1.5019	-0.0752	-0.5441	-0.7466	0.1621	-0.6859	0.0463	-0.9174	0.3646	-0.7408	0.0203
-1.9563	-0.9868	-2.1068	-2.0691	-0.9203	-1.664	-1.7653	-0.9434	-1.8666	-1.8521	-0.8306	-1.6408	-1.5048	-0.0695	-0.4167	-0.6453	0.1621	-0.7408	0.0347	-0.9203	0.2344	-0.7524	0
-1.8492	-0.9261	-2.0257	-1.9881	-0.9058	-1.6177	-1.6843	-1.0013	-1.8695	-1.829	-0.8884	-1.6466	-1.4788	-0.0666	-0.3039	-0.5643	0.1505	-0.7698	0.0087	-0.874	0.1534	-0.7495	-0.0637
-1.7508	-0.8595	-1.9158	-1.9013	-0.9058	-1.6061	-1.638	-1.0244	-1.8666	-1.8029	-0.955	-1.6206	-1.4498	-0.0579	-0.2055	-0.437	0.1389	-0.7727	0.0058	-0.8306	0.0579	-0.7756	-0.1215
-1.6264	-0.7958	-1.8087	-1.7884	-0.9318	-1.5627	-1.5916	-1.0447	-1.8753	-1.7595	-1.0476	-1.6206	-1.4585	-0.0637	-0.1389	-0.3588	0.1273	-0.7929	-0.0058	-0.8248	-0.0434	-0.8248	-0.1678
-1.528	-0.7379	-1.7103	-1.7392	-0.9174	-1.499	-1.5482	-1.0679	-1.855	-1.7277	-1.1113	-1.6322	-1.4498	-0.055	-0.0781	-0.2894	0.11	-0.8277	-0.0087	-0.7842	-0.1389	-0.8653	-0.2084
-1.3775	-0.6801	-1.5714	-1.6264	-0.9174	-1.4498	-1.4527	-1.1026	-1.8145	-1.6582	-1.1778	-1.609	-1.4093	-0.0347	-0.0405	-0.2633	0.0695	-0.8161	-0.0232	-0.7322	-0.2402	-0.9289	-0.2605
-1.2617	-0.6048	-1.4614	-1.5193	-0.8826	-1.392	-1.3862	-1.1142	-1.7798	-1.6061	-1.2328	-1.5772	-1.3891	-0.0058	0	-0.2518	0.0318	-0.8219	-0.026	-0.6772	-0.3096	-0.9839	-0.2605
-1.146	-0.5296	-1.3515	-1.3891	-0.8566	-1.3225	-1.2791	-1.146	-1.745	-1.5338	-1.3196	-1.583	-1.3543	0.0058	0.0116	-0.2286	0.0029	-0.8363	-0.0637	-0.6367	-0.4167	-1.0505	-0.3154
-1.0158	-0.4688	-1.2502	-1.3023	-0.8537	-1.2646	-1.2097	-1.1778	-1.7277	-1.4759	-1.3746	-1.583	-1.337	0.0145	-0.0087	-0.2373	-0.0145	-0.8653	-0.0868	-0.5904	-0.5006	-1.1228	-0.3212
-0.8624	-0.3704	-1.1084	-1.1749	-0.8363	-1.1605	-1.1199	-1.1749	-1.6611	-1.3949	-1.4064	-1.5482	-1.2878	0.0347	0.0318	-0.2286	-0.0695	-0.8479	-0.0752	-0.5093	-0.5759	-1.1691	-0.3386
-0.7524	-0.301	-0.9926	-1.0389	-0.8334	-1.0939	-1.036	-1.201	-1.6119	-1.2936	-1.4643	-1.5309	-1.256	0.0695	0.0058	-0.2286	-0.0955	-0.8306	-0.136	-0.4457	-0.6685	-1.201	-0.3733
-0.6367	-0.2691	-0.8855	-0.9724	-0.8219	-1.0187	-0.9724	-1.227	-1.5801	-1.2531	-1.4875	-1.5048	-1.2212	0.0521	-0.0174	-0.2807	-0.1071	-0.8421	-0.1476	-0.3994	-0.7553	-1.201	-0.3762
