"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.6949	0.5942	-0.2954	-0.0336	0.4398	0.4263	0.0235	0.7486	0.5371	0.3625	0.9265	0.9735	0.3827	1.2018	-0.5673	-1.2051	0.7956	-0.3592	-0.7083	-1.0037	-0.2148
-0.5707	0.7083	-0.1645	0.1477	0.5673	0.5136	0.1477	0.9164	0.6479	0.4901	1.0876	1.0675	0.5237	1.1816	-0.6412	-1.0541	0.7956	-0.2148	-0.574	-0.9164	-0.0739
-0.5002	0.7855	-0.0504	0.2853	0.7184	0.6042	0.235	1.1011	0.7721	0.6009	1.2589	1.1514	0.6546	1.1884	-0.7251	-0.9232	0.7822	-0.1108	-0.4599	-0.856	0.0537
-0.4095	0.8426	0.0168	0.4062	0.8191	0.6882	0.3391	1.2018	0.8392	0.6982	1.3663	1.2085	0.7452	1.2387	-0.7822	-0.7452	0.7721	-0.0067	-0.3256	-0.799	0.2048
-0.3189	0.9232	0.0906	0.5002	0.9064	0.7318	0.3928	1.3327	0.8762	0.7486	1.4703	1.2622	0.7922	1.3763	-0.8359	-0.5539	0.7452	0.0537	-0.1981	-0.762	0.3592
-0.282	0.9366	0.1645	0.5371	0.997	0.7587	0.4196	1.4233	0.9131	0.799	1.5878	1.2723	0.8292	1.4905	-0.8997	-0.3491	0.7217	0.1443	-0.1108	-0.7251	0.47
-0.2383	0.9903	0.1813	0.5438	1.0742	0.7889	0.4465	1.4972	0.9534	0.8057	1.6953	1.3058	0.8728	1.6348	-0.9265	-0.2014	0.7083	0.1712	0.0235	-0.6915	0.6177
-0.2585	0.9869	0.1846	0.4633	1.0709	0.7352	0.3928	1.5576	0.9097	0.7855	1.7355	1.2521	0.856	1.7691	-0.9702	-0.0436	0.6915	0.1678	0.1443	-0.6848	0.705
-0.2887	0.95	0.1175	0.3558	1.091	0.6647	0.2921	1.5576	0.8325	0.7217	1.7758	1.1816	0.7822	1.8933	-0.997	0.0705	0.6949	0.1443	0.2283	-0.6781	0.809
-0.3592	0.9097	0.1007	0.2081	1.0675	0.611	0.2048	1.5274	0.7721	0.6445	1.7892	1.1078	0.6982	1.9571	-1.0675	0.1813	0.6882	0.1343	0.2921	-0.6949	0.8829
-0.4163	0.8762	-0.0168	0.0168	1.0239	0.4498	0.0504	1.4972	0.6613	0.5304	1.7993	1.0037	0.6345	1.9604	-1.1212	0.2451	0.7083	0.1074	0.3558	-0.7318	0.9433
-0.5069	0.809	-0.1175	-0.2048	0.9702	0.3223	-0.1007	1.4468	0.5304	0.4129	1.7657	0.8862	0.5136	1.8295	-1.1615	0.2921	0.7285	0.0571	0.4062	-0.762	1.0239
-0.6143	0.7318	-0.2383	-0.386	0.9198	0.1913	-0.2518	1.3495	0.4095	0.282	1.7355	0.7553	0.4095	1.6013	-1.2119	0.3088	0.752	0.0336	0.4398	-0.7822	1.0574
-0.6915	0.6815	-0.3156	-0.5841	0.8627	0.047	-0.4129	1.2589	0.2853	0.1511	1.7053	0.6546	0.3122	1.3763	-1.279	0.3592	0.7419	0.0168	0.5002	-0.8023	1.1514
-0.7486	0.6177	-0.3995	-0.8057	0.8191	-0.0739	-0.5237	1.2152	0.1846	0.0436	1.665	0.574	0.2216	1.0876	-1.3495	0.4028	0.7217	0.0269	0.5069	-0.7486	1.2119
-0.7822	0.5908	-0.4431	-0.9131	0.7822	-0.1779	-0.6512	1.1246	0.1108	-0.0269	1.655	0.48	0.1746	0.8762	-1.4099	0.4532	0.6747	0.0739	0.5438	-0.7184	1.2521
-0.8191	0.5539	-0.5069	-1.0742	0.7419	-0.2585	-0.7587	1.0776	0.0034	-0.1309	1.5979	0.4263	0.0974	0.6378	-1.467	0.5237	0.621	0.1276	0.5573	-0.6781	1.2958
-0.7721	0.5371	-0.5035	-1.1414	0.7285	-0.3156	-0.809	1.0071	-0.0436	-0.1813	1.5811	0.3424	0.0638	0.5203	-1.5106	0.5438	0.5304	0.2216	0.5908	-0.5807	1.3495
-0.6747	0.5304	-0.4968	-1.185	0.7184	-0.3693	-0.8459	0.9366	-0.0839	-0.235	1.5375	0.3055	0.0537	0.4599	-1.5643	0.6311	0.4297	0.2887	0.6143	-0.5438	1.3864
-0.6311	0.4968	-0.4834	-1.2421	0.6882	-0.376	-0.8997	0.8627	-0.1276	-0.2887	1.4938	0.2551	0.0134	0.5237	-1.5979	0.7184	0.3021	0.3525	0.5841	-0.5035	1.3629
