"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.0234	0.2069	0.0234	0.6324	-0.0078	0.0429	0.7924	-0.2303	-0.0937	0.7768	-0.3357	-0.0664	0.5816	0.5894	0.1327	0.7338	-2.6621	1.2062	-0.4996	0.8509	-0.2108
-0.0468	0.0742	0.0078	0.5855	-0.121	-0.0312	0.6831	-0.3669	-0.203	0.6206	-0.4528	-0.2069	0.445	-0.2459	0.0156	0.6636	-2.467	1.093	-0.5894	0.7221	-0.3006
-0.0351	-0.0039	0.0195	0.5231	-0.2342	-0.0546	0.566	-0.4255	-0.2928	0.5387	-0.5113	-0.2771	0.3396	-1.2296	-0.082	0.6363	-2.3108	0.9876	-0.6714	0.6245	-0.3552
-0.0507	-0.0859	0.0156	0.4957	-0.324	-0.1327	0.4645	-0.4957	-0.3552	0.445	-0.5543	-0.3747	0.2615	-2.264	-0.1718	0.5465	-2.1547	0.8939	-0.7182	0.5348	-0.4216
-0.039	-0.1835	0.0351	0.4372	-0.4021	-0.1561	0.3864	-0.5777	-0.4216	0.3318	-0.6206	-0.4645	0.1678	-3.2359	-0.2615	0.5426	-2.0298	0.7963	-0.7768	0.4723	-0.4684
0.0195	-0.1952	0.0859	0.4411	-0.4372	-0.1405	0.3279	-0.5894	-0.4489	0.281	-0.6011	-0.4996	0.1054	-3.8995	-0.2849	0.5153	-1.9712	0.7495	-0.7729	0.4177	-0.4606
0.0664	-0.1835	0.1561	0.4528	-0.4684	-0.1171	0.2771	-0.5855	-0.4645	0.2654	-0.5855	-0.5035	0.0781	-4.1962	-0.2849	0.5426	-1.9322	0.6948	-0.7573	0.3396	-0.4489
0.1757	-0.1757	0.2693	0.5113	-0.4411	-0.0468	0.2889	-0.5465	-0.4255	0.2615	-0.5348	-0.5035	0.0859	-4.04	-0.2537	0.5738	-1.9439	0.6909	-0.6831	0.3474	-0.4177
0.2537	-0.121	0.3864	0.5543	-0.4333	0.0117	0.3006	-0.5113	-0.3903	0.2498	-0.4957	-0.4918	0.082	-3.4272	-0.1952	0.5855	-1.9556	0.6714	-0.6245	0.3474	-0.3669
0.3786	-0.0625	0.5074	0.6128	-0.3747	0.0781	0.3045	-0.4528	-0.3435	0.281	-0.4255	-0.445	0.1054	-2.4006	-0.1054	0.687	-1.979	0.6831	-0.5153	0.3396	-0.2771
0.4606	0	0.6128	0.6324	-0.3318	0.1561	0.3084	-0.4138	-0.3045	0.2732	-0.3669	-0.4372	0.0937	-1.2023	-0.0195	0.6948	-1.9517	0.6519	-0.4528	0.3162	-0.2381
0.566	0.0312	0.7143	0.6753	-0.3123	0.1991	0.3084	-0.3552	-0.2654	0.2615	-0.3357	-0.4372	0.1054	0.0664	0.0507	0.7416	-1.901	0.5972	-0.3903	0.2615	-0.1913
0.6089	0.0546	0.7221	0.6206	-0.3123	0.1991	0.2381	-0.3591	-0.2849	0.1835	-0.3318	-0.4879	0.039	1.1632	0.0703	0.687	-1.7448	0.5035	-0.3552	0.1913	-0.1757
0.6284	0.0546	0.7729	0.5972	-0.3279	0.1874	0.1796	-0.3552	-0.2967	0.1366	-0.324	-0.4996	-0.0117	1.9946	0.1093	0.6363	-1.5653	0.4021	-0.3201	0.1288	-0.1678
0.6519	0.0546	0.7729	0.5231	-0.3552	0.1874	0.121	-0.3747	-0.3357	0.0429	-0.3513	-0.5816	-0.0976	2.4865	0.1132	0.5426	-1.3428	0.2654	-0.3045	0.0117	-0.203
0.6714	0.0507	0.7885	0.4489	-0.363	0.1835	0.0586	-0.4021	-0.3708	-0.0546	-0.3786	-0.6363	-0.1757	2.5489	0.1171	0.4294	-1.1008	0.1327	-0.2459	-0.082	-0.2342
0.687	0.0625	0.808	0.3825	-0.3591	0.1522	-0.0078	-0.3981	-0.4099	-0.1405	-0.3825	-0.6792	-0.2381	2.2367	0.1093	0.281	-0.8509	-0.0039	-0.2342	-0.1874	-0.2303
0.7065	0.1171	0.7807	0.3513	-0.3201	0.1678	-0.0546	-0.3825	-0.4099	-0.1796	-0.3552	-0.6948	-0.3123	1.5614	0.1093	0.1835	-0.6206	-0.1132	-0.1991	-0.2771	-0.2381
0.687	0.1366	0.7963	0.3006	-0.3318	0.1639	-0.0742	-0.3591	-0.4372	-0.2459	-0.3591	-0.7299	-0.3357	0.5816	0.1093	0.039	-0.363	-0.2264	-0.1483	-0.3786	-0.2264
0.726	0.1718	0.8197	0.2537	-0.2889	0.1561	-0.1249	-0.3123	-0.4372	-0.2693	-0.3279	-0.7377	-0.3825	-0.5153	0.0976	-0.0742	-0.1366	-0.3396	-0.0781	-0.4723	-0.1952
0.7143	0.2264	0.8275	0.1796	-0.2381	0.1561	-0.1561	-0.2615	-0.4294	-0.3357	-0.2889	-0.7495	-0.4021	-1.6785	0.1171	-0.1483	0.0937	-0.4099	0.0195	-0.5426	-0.1483
0.7612	0.3279	0.8236	0.1444	-0.1561	0.1991	-0.1639	-0.1757	-0.4021	-0.3318	-0.203	-0.7221	-0.3591	-2.6582	0.1288	-0.2303	0.2732	-0.4528	0.1093	-0.5816	-0.0625
0.8197	0.4216	0.8783	0.1483	-0.039	0.2576	-0.1249	-0.0625	-0.3396	-0.3045	-0.121	-0.6519	-0.3435	-3.2984	0.1913	-0.3084	0.4177	-0.5035	0.2147	-0.5855	0.0546
0.8744	0.566	0.9524	0.1405	0.0859	0.3279	-0.082	0.0664	-0.2576	-0.2576	-0.0039	-0.5894	-0.2693	-3.5287	0.2771	-0.2732	0.5192	-0.4684	0.363	-0.5621	0.1991
0.9641	0.6987	1.0071	0.1639	0.2147	0.3903	-0.0429	0.2264	-0.1522	-0.1991	0.1444	-0.4762	-0.16	-3.2906	0.324	-0.281	0.5816	-0.4333	0.527	-0.5348	0.3396
0.9954	0.8509	1.0617	0.2264	0.363	0.4801	0.0117	0.3864	-0.0703	-0.121	0.2967	-0.3435	-0.0586	-2.6309	0.4333	-0.2693	0.6324	-0.3903	0.6987	-0.4684	0.5113
1.0656	0.9602	1.1242	0.2303	0.4957	0.5387	0.0546	0.5231	0.0312	-0.0703	0.406	-0.2498	0.0117	-1.6355	0.4762	-0.2537	0.6636	-0.3669	0.8548	-0.4333	0.6597
1.0539	1.0695	1.0969	0.1913	0.5855	0.5621	0.082	0.6128	0.0937	-0.0234	0.5309	-0.1757	0.0898	-0.5192	0.5426	-0.2693	0.7299	-0.3201	0.968	-0.3981	0.8002
1.0305	1.1437	1.0851	0.1327	0.6441	0.5426	0.0429	0.6558	0.1249	0.0078	0.6128	-0.1171	0.1483	0.5933	0.5387	-0.3123	0.8041	-0.3045	1.0656	-0.3669	0.9056
0.9993	1.1632	1.0578	0.1132	0.687	0.5348	0.0586	0.7338	0.1405	0.039	0.6753	-0.0586	0.1718	1.5653	0.5309	-0.3552	0.8822	-0.2889	1.1359	-0.3591	0.9759
0.8978	1.1242	0.9524	-0.0117	0.6675	0.4489	-0.0234	0.7104	0.0742	0	0.6597	-0.0976	0.1522	2.2171	0.4567	-0.4489	1.0383	-0.3513	1.1125	-0.4255	0.9915
0.7768	1.0695	0.8158	-0.0937	0.605	0.3552	-0.0859	0.6675	0.0078	-0.0273	0.6324	-0.1132	0.1288	2.5138	0.3786	-0.5816	1.1593	-0.3747	1.093	-0.4294	0.9876
0.6363	0.9719	0.6402	-0.2225	0.5153	0.2498	-0.1561	0.5933	-0.0937	-0.121	0.566	-0.1796	0.0586	2.4357	0.2771	-0.687	1.292	-0.4372	1.0266	-0.5113	0.9407
0.4684	0.8588	0.4528	-0.3513	0.3786	0.0976	-0.2576	0.4918	-0.203	-0.1874	0.484	-0.281	-0.0078	1.9634	0.1678	-0.7924	1.4169	-0.4918	0.9563	-0.5777	0.8744
0.2654	0.687	0.2264	-0.4957	0.2654	-0.0898	-0.3786	0.3591	-0.3279	-0.2615	0.3747	-0.3708	-0.0859	1.171	0.0312	-0.9524	1.5028	-0.5387	0.8431	-0.6441	0.7768
0.0976	0.5621	0.0156	-0.6363	0.1171	-0.2498	-0.4801	0.2186	-0.4723	-0.3513	0.2849	-0.4606	-0.1718	0.0937	-0.1132	-1.0539	1.5692	-0.6011	0.7299	-0.7182	0.7143
-0.1015	0.3825	-0.242	-0.8119	-0.0703	-0.4567	-0.6167	0.0664	-0.6363	-0.4411	0.16	-0.5699	-0.2615	-1.0851	-0.2225	-1.1671	1.616	-0.648	0.6089	-0.7885	0.5972
-0.2693	0.2069	-0.4216	-0.9173	-0.2108	-0.6206	-0.687	-0.0742	-0.7768	-0.5074	0.0781	-0.6402	-0.3084	-2.1898	-0.3357	-1.2491	1.5809	-0.648	0.4996	-0.7924	0.5348
-0.3981	0.0742	-0.5738	-1.0071	-0.3825	-0.769	-0.7338	-0.1835	-0.8627	-0.5504	-0.0117	-0.6909	-0.3396	-3.0564	-0.406	-1.2881	1.4833	-0.6558	0.406	-0.8158	0.4411
-0.4996	-0.0546	-0.7182	-1.05	-0.4801	-0.8705	-0.7534	-0.2498	-0.9524	-0.5504	-0.0664	-0.7065	-0.3552	-3.5248	-0.4411	-1.3037	1.3115	-0.605	0.3318	-0.7651	0.4138
-0.6324	-0.1483	-0.8158	-1.1008	-0.5699	-0.9485	-0.7729	-0.3357	-0.9993	-0.5699	-0.0625	-0.7221	-0.3396	-3.5326	-0.4723	-1.2491	1.1008	-0.5426	0.281	-0.7416	0.3825
-0.6402	-0.2225	-0.8978	-1.093	-0.6089	-0.9759	-0.7495	-0.3318	-0.9915	-0.5113	-0.0312	-0.6402	-0.2654	-3.0017	-0.4528	-1.1398	0.808	-0.4333	0.2849	-0.6636	0.4255
-0.6675	-0.2537	-0.9017	-1.05	-0.6206	-0.9719	-0.687	-0.3279	-0.9485	-0.4333	-0.0039	-0.566	-0.1913	-2.0532	-0.3942	-1.0227	0.4918	-0.3279	0.2849	-0.5777	0.4489
-0.6675	-0.2967	-0.9407	-0.9798	-0.6284	-0.9446	-0.6206	-0.3045	-0.8861	-0.3318	0.0429	-0.4762	-0.1171	-0.8314	-0.3201	-0.9017	0.1757	-0.1952	0.3123	-0.4645	0.4918
-0.6636	-0.3123	-0.9407	-0.9056	-0.6284	-0.9446	-0.5309	-0.2732	-0.8236	-0.2381	0.1249	-0.363	-0.0078	0.5035	-0.2615	-0.7612	-0.1093	-0.0664	0.3084	-0.3669	0.5348
-0.6206	-0.3162	-0.9212	-0.8314	-0.5855	-0.8783	-0.4333	-0.2459	-0.726	-0.1366	0.1757	-0.2381	0.1171	1.8034	-0.1796	-0.5699	-0.4021	0.0507	0.3474	-0.2147	0.5855
-0.6363	-0.3396	-0.8939	-0.7651	-0.5855	-0.8353	-0.363	-0.2225	-0.6831	-0.0625	0.2147	-0.1444	0.1874	2.8534	-0.1366	-0.4918	-0.6089	0.1327	0.3006	-0.1483	0.6011
-0.6284	-0.3942	-0.9056	-0.7221	-0.5621	-0.8119	-0.2615	-0.2069	-0.5972	0.0351	0.2849	-0.039	0.242	3.5911	-0.0468	-0.324	-0.808	0.2264	0.3006	-0.0703	0.6363
-0.605	-0.445	-0.9056	-0.6597	-0.5816	-0.7846	-0.2264	-0.1991	-0.5738	0.0781	0.2928	0.0234	0.2889	3.9698	-0.0898	-0.2615	-0.9173	0.281	0.242	-0.0039	0.6089
-0.5933	-0.4684	-0.89	-0.5777	-0.5387	-0.7104	-0.1405	-0.1757	-0.4684	0.1483	0.3474	0.1132	0.3669	3.9463	-0.0859	-0.1678	-1.0461	0.3591	0.242	0.0625	0.6324
-0.6284	-0.5465	-0.9095	-0.5387	-0.5777	-0.7143	-0.121	-0.1639	-0.4567	0.1678	0.3708	0.1757	0.3903	3.5092	-0.0859	-0.1249	-1.0969	0.3708	0.1678	0.0898	0.6206
-0.6363	-0.6089	-0.8939	-0.5153	-0.5777	-0.7221	-0.1015	-0.1561	-0.4177	0.2108	0.3786	0.2498	0.4177	2.7051	-0.1483	-0.1288	-1.1125	0.3981	0.121	0.1132	0.6011
-0.6753	-0.6831	-0.9134	-0.4879	-0.5777	-0.687	-0.0703	-0.1561	-0.363	0.1991	0.3708	0.281	0.4294	1.7175	-0.1991	-0.1132	-1.1086	0.4099	0.0625	0.1327	0.5582
-0.6636	-0.7612	-0.9095	-0.4333	-0.5738	-0.6558	-0.0312	-0.1561	-0.3513	0.2147	0.363	0.3006	0.4333	0.6245	-0.2615	-0.1054	-1.093	0.3981	-0.0273	0.1678	0.5231
-0.7182	-0.847	-0.9173	-0.4333	-0.5465	-0.6597	-0.0312	-0.1288	-0.2967	0.1952	0.3864	0.3435	0.4606	-0.4489	-0.3201	-0.0781	-1.0773	0.4216	-0.0937	0.1757	0.4879
-0.6909	-0.8548	-0.8939	-0.3747	-0.5426	-0.5738	0.0234	-0.0937	-0.242	0.2381	0.3942	0.406	0.4957	-1.2959	-0.3318	-0.0429	-1.0734	0.4333	-0.1483	0.2459	0.4645
-0.6909	-0.8978	-0.8627	-0.3435	-0.4957	-0.5387	0.039	-0.0859	-0.1913	0.2498	0.3825	0.4567	0.5074	-1.8502	-0.3786	-0.0351	-1.0656	0.4567	-0.1991	0.281	0.4489
