"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.2531	0.0578	-0.0165	1.0373	0.2862	-0.4788	0.5035	-0.0825	-0.7677	-0.3384	-0.0798	-0.6384	-0.8723	-0.2064	0.8447	2.3141	0.4017	-1.7748	0.8778	-0.5366	0.3467	-4.1494	1.5024
0.3467	0.1266	0.033	1.1392	0.2834	-0.4292	0.5421	-0.1128	-0.7457	-0.3109	-0.0881	-0.6769	-0.908	-0.2504	0.886	2.3113	0.4953	-1.8243	0.9273	-0.5641	0.3742	-3.9981	1.4363
0.4705	0.1899	0.1541	1.2437	0.3439	-0.3605	0.6246	-0.0715	-0.6851	-0.2779	-0.077	-0.6576	-0.9025	-0.2889	0.952	2.3031	0.5476	-1.8271	1.0016	-0.6191	0.421	-3.8302	1.3318
0.5641	0.2999	0.2476	1.2987	0.4045	-0.2862	0.6769	-0.0495	-0.6576	-0.2642	-0.0881	-0.6796	-0.9245	-0.3164	1.0098	2.2756	0.6053	-1.8436	1.0649	-0.6604	0.454	-3.6403	1.2465
0.6851	0.3962	0.3715	1.3785	0.443	-0.1871	0.7127	-0.0275	-0.6164	-0.2256	-0.0523	-0.6549	-0.9245	-0.3274	1.0429	2.2343	0.6549	-1.8436	1.1061	-0.6879	0.5118	-3.4147	1.1337
0.8145	0.5366	0.5035	1.4666	0.5366	-0.0688	0.7677	0.0358	-0.5256	-0.1733	-0.0303	-0.6411	-0.9108	-0.355	1.0951	2.1848	0.6851	-1.8215	1.1419	-0.7017	0.5586	-3.2111	1.0236
0.8915	0.6384	0.6026	1.5134	0.5888	0.033	0.7897	0.0853	-0.4403	-0.1293	0.0165	-0.5943	-0.8805	-0.3687	1.1089	2.1215	0.7044	-1.8078	1.1474	-0.7264	0.6191	-2.98	0.9053
1.0153	0.7842	0.7017	1.5822	0.6769	0.1403	0.7952	0.1101	-0.3467	-0.1046	0.0605	-0.5558	-0.8695	-0.3742	1.1199	2.0114	0.7292	-1.75	1.1529	-0.7072	0.6631	-2.7543	0.7649
1.1061	0.9355	0.8172	1.6124	0.7594	0.2531	0.8172	0.1954	-0.2669	-0.0936	0.0908	-0.4898	-0.8557	-0.3715	1.1144	1.9068	0.7209	-1.7005	1.1804	-0.7072	0.7319	-2.5177	0.6384
1.2052	1.0539	0.9355	1.6152	0.8227	0.3522	0.8227	0.2311	-0.1733	-0.0991	0.1403	-0.4375	-0.831	-0.366	1.1116	1.7995	0.7182	-1.6647	1.1447	-0.6851	0.7539	-2.3223	0.5228
1.274	1.1804	1.0318	1.6207	0.9025	0.4623	0.7897	0.2917	-0.0881	-0.0963	0.1733	-0.3852	-0.8007	-0.366	1.0979	1.7115	0.7209	-1.6042	1.1447	-0.6686	0.82	-2.1077	0.377
1.373	1.3125	1.1392	1.6234	0.9741	0.5723	0.7484	0.3027	-0.0248	-0.1211	0.2036	-0.3357	-0.7649	-0.377	1.1089	1.6234	0.7237	-1.5519	1.1089	-0.6741	0.8447	-1.9371	0.2531
1.4308	1.4391	1.2079	1.5657	1.0511	0.6466	0.6851	0.388	0.0495	-0.1238	0.2614	-0.2862	-0.7484	-0.3742	1.1419	1.5354	0.7182	-1.4776	1.1006	-0.6604	0.897	-1.7913	0.1238
