"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.32	0.1757	0.0944	0.3357	-0.1259	-0.2491	0.0761	-0.2675	-0.3095	-0.2177	-0.4275	-0.4878	-0.4013	0.1731	0.7422	0.7763	-0.3357	-0.2124	-0.1101	0.2964	-0.396	-1.091	0.375
0.2334	0.1023	0.0446	0.278	-0.1521	-0.2859	0.0367	-0.257	-0.3331	-0.2203	-0.396	-0.4616	-0.3829	0.1757	0.6924	0.7527	-0.3672	-0.16	-0.1311	0.2806	-0.3672	-1.1041	0.396
0.1993	0.042	-0.0105	0.1993	-0.1941	-0.3173	0.0026	-0.3068	-0.3724	-0.2282	-0.3881	-0.4485	-0.3514	0.1993	0.6425	0.7107	-0.396	-0.118	-0.1521	0.2754	-0.3541	-1.1015	0.4275
0.0997	-0.0865	-0.1023	0.118	-0.2832	-0.3672	-0.042	-0.3357	-0.4065	-0.2413	-0.3619	-0.4511	-0.3409	0.1993	0.598	0.6766	-0.3986	-0.1075	-0.1626	0.2413	-0.3278	-1.1172	0.4537
-0.0079	-0.2124	-0.2072	0.0052	-0.4039	-0.4432	-0.1206	-0.396	-0.438	-0.2675	-0.3829	-0.4721	-0.3514	0.1941	0.5245	0.5927	-0.3855	-0.118	-0.2019	0.1888	-0.3252	-1.1225	0.4852
-0.1233	-0.3593	-0.3016	-0.1364	-0.4799	-0.5062	-0.2046	-0.4432	-0.4983	-0.3252	-0.3698	-0.4852	-0.3567	0.1915	0.4485	0.5245	-0.3777	-0.0997	-0.2177	0.1233	-0.299	-1.1277	0.5167
-0.2072	-0.4721	-0.396	-0.2387	-0.5717	-0.5796	-0.2806	-0.5219	-0.5403	-0.3593	-0.3934	-0.4957	-0.3672	0.181	0.3908	0.4852	-0.3645	-0.0997	-0.2439	0.097	-0.3068	-1.1618	0.5376
-0.3488	-0.6294	-0.5324	-0.3777	-0.7107	-0.6661	-0.3986	-0.5848	-0.6032	-0.4222	-0.4196	-0.535	-0.3777	0.1705	0.2491	0.3829	-0.32	-0.1128	-0.2937	0.0236	-0.3016	-1.1802	0.5639
-0.4458	-0.7789	-0.6399	-0.5167	-0.8183	-0.7684	-0.4852	-0.6609	-0.6557	-0.4799	-0.4144	-0.5429	-0.396	0.1495	0.2046	0.3514	-0.3095	-0.1206	-0.2964	-0.0052	-0.3068	-1.2116	0.5927
-0.556	-0.931	-0.7527	-0.6399	-0.9258	-0.8497	-0.5848	-0.716	-0.7133	-0.5245	-0.4249	-0.5691	-0.4222	0.1469	0.1364	0.2964	-0.2937	-0.0997	-0.3226	-0.042	-0.3121	-1.2431	0.6084
-0.6557	-1.0805	-0.8419	-0.7501	-1.0359	-0.9205	-0.6688	-0.7763	-0.7606	-0.5665	-0.4511	-0.5927	-0.4196	0.139	0.0839	0.2072	-0.278	-0.1101	-0.3541	-0.0708	-0.3121	-1.272	0.6294
-0.7579	-1.188	-0.952	-0.8838	-1.1382	-1.0123	-0.7448	-0.8392	-0.8051	-0.6058	-0.4668	-0.6084	-0.4327	0.1259	0.0236	0.1731	-0.2491	-0.1023	-0.3855	-0.1049	-0.3068	-1.3192	0.6399
-0.8392	-1.3008	-1.0097	-0.9546	-1.2012	-1.0438	-0.792	-0.8733	-0.8471	-0.6452	-0.4563	-0.6006	-0.4249	0.118	-0.0315	0.1311	-0.2387	-0.0813	-0.3829	-0.1101	-0.2885	-1.3506	0.6609
-0.8969	-1.3847	-1.0779	-1.0359	-1.2825	-1.0962	-0.8523	-0.9179	-0.8733	-0.6478	-0.459	-0.6111	-0.417	0.1075	-0.0892	0.0944	-0.2229	-0.0577	-0.3986	-0.1469	-0.2675	-1.3952	0.6871
-0.9599	-1.4608	-1.1539	-1.0726	-1.3375	-1.1225	-0.9179	-0.931	-0.8891	-0.6661	-0.4537	-0.6111	-0.4249	0.1023	-0.1023	0.0446	-0.2124	-0.0393	-0.3986	-0.1521	-0.2465	-1.4398	0.7055
-0.9835	-1.508	-1.188	-1.1094	-1.3795	-1.1618	-0.91	-0.9336	-0.8891	-0.6609	-0.4327	-0.6032	-0.3881	0.1128	-0.1233	0.0288	-0.1993	-0.0026	-0.4091	-0.1416	-0.2413	-1.4844	0.7107
-1.0149	-1.5368	-1.2143	-1.1303	-1.3926	-1.1697	-0.9441	-0.9468	-0.8812	-0.6557	-0.4013	-0.5848	-0.3777	0.0918	-0.1626	0.0052	-0.1862	0.0262	-0.3829	-0.1442	-0.1862	-1.5132	0.695
-1.0438	-1.55	-1.2274	-1.1303	-1.4136	-1.1775	-0.9415	-0.9205	-0.8786	-0.6478	-0.375	-0.5665	-0.3541	0.0813	-0.1731	0.0079	-0.1652	0.0577	-0.3724	-0.1442	-0.1547	-1.55	0.6478
-1.0726	-1.5578	-1.2615	-1.1277	-1.4031	-1.1854	-0.9625	-0.9074	-0.8733	-0.6216	-0.3567	-0.5507	-0.32	0.0761	-0.1757	-0.0052	-0.1469	0.0629	-0.3462	-0.1521	-0.0997	-1.5709	0.6006
-1.0805	-1.5342	-1.2641	-1.1513	-1.3978	-1.1907	-0.9704	-0.8864	-0.855	-0.6111	-0.3278	-0.5429	-0.3068	0.0551	-0.1967	-0.0393	-0.1154	0.0892	-0.3095	-0.1469	-0.0341	-1.5867	0.556
-1.07	-1.5132	-1.2615	-1.1382	-1.3664	-1.1592	-0.9677	-0.8419	-0.8314	-0.577	-0.278	-0.5167	-0.278	0.0498	-0.2019	-0.0892	-0.1049	0.1128	-0.2649	-0.1495	0.0236	-1.5972	0.4904
-1.07	-1.4634	-1.2798	-1.1172	-1.3297	-1.1461	-0.9651	-0.8078	-0.7999	-0.5691	-0.2491	-0.4957	-0.2596	0.042	-0.2177	-0.0787	-0.0918	0.1469	-0.2151	-0.1469	0.0813	-1.6313	0.4432
-1.0648	-1.4188	-1.2562	-1.1015	-1.3087	-1.1199	-0.9363	-0.7553	-0.7763	-0.5298	-0.2098	-0.4668	-0.2308	0.0446	-0.2019	-0.0787	-0.0892	0.1757	-0.1574	-0.1416	0.1442	-1.6444	0.3777
