"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.7539	-0.2009	-0.7842	-0.5943	0.1816	-0.1596	-0.4485	0.4348	0.5613	-0.6439	0.8172	0.9741	-0.3797	-0.2119	-0.3357	-0.9108	0.421	-0.8282	0.5035	-0.864	0.6521
-0.6494	-0.1651	-0.6576	-0.4815	0.1761	-0.0908	-0.3384	0.399	0.6053	-0.5668	0.8035	0.9741	-0.3577	-0.2009	-0.2669	-0.853	0.3825	-0.8915	0.4403	-0.8915	0.5806
-0.5338	-0.1018	-0.5531	-0.3467	0.1596	-0.0165	-0.2559	0.3852	0.6521	-0.5256	0.7842	1.0016	-0.3467	-0.1651	-0.2091	-0.7925	0.3439	-0.9438	0.4127	-0.8612	0.4898
-0.4348	-0.033	-0.4623	-0.2009	0.1954	0.0578	-0.1706	0.3522	0.7099	-0.4458	0.7567	1.0236	-0.3274	-0.1568	-0.1403	-0.7567	0.3027	-1.0016	0.3852	-0.8585	0.4375
-0.3357	0.033	-0.3577	-0.1018	0.2119	0.1211	-0.0715	0.3577	0.7567	-0.3797	0.7567	1.0484	-0.2862	-0.1293	-0.0963	-0.6906	0.2531	-1.0098	0.3577	-0.8117	0.355
-0.2366	0.0853	-0.2669	0.011	0.2476	0.1761	0.0028	0.3632	0.7842	-0.3164	0.7402	1.0484	-0.2559	-0.1156	-0.055	-0.6769	0.2174	-1.0594	0.3329	-0.7925	0.2917
-0.1789	0.1486	-0.1954	0.1266	0.2779	0.2504	0.0743	0.377	0.8227	-0.2586	0.7347	1.0704	-0.2146	-0.0908	-0.0193	-0.6356	0.1706	-1.0786	0.3467	-0.7374	0.2256
-0.077	0.2146	-0.0963	0.2339	0.3164	0.3274	0.1596	0.4045	0.8723	-0.1926	0.7374	1.0704	-0.1623	-0.0633	0.0248	-0.5861	0.1238	-1.0924	0.3384	-0.7237	0.1761
-0.044	0.2366	-0.0303	0.3219	0.3412	0.3797	0.2146	0.4182	0.8888	-0.1486	0.7402	1.0649	-0.1403	-0.0523	0.0138	-0.5861	0.0908	-1.1116	0.3467	-0.6934	0.1128
0.0193	0.2752	0.0468	0.399	0.3825	0.4182	0.2614	0.4072	0.8833	-0.1073	0.7099	1.0511	-0.1211	-0.033	0	-0.5723	0.0523	-1.1309	0.3467	-0.6659	0.0633
0.044	0.3054	0.0853	0.4623	0.41	0.465	0.2917	0.454	0.9218	-0.0798	0.7374	1.0676	-0.0936	-0.0138	-0.011	-0.5916	0.0055	-1.1089	0.3384	-0.6494	0.0248
0.0523	0.3384	0.1238	0.5173	0.4458	0.498	0.3384	0.465	0.9245	-0.0303	0.7154	1.0346	-0.0633	0.0055	-0.0083	-0.5888	-0.0358	-1.1226	0.3605	-0.6274	0
0.0908	0.3577	0.2036	0.5696	0.498	0.5503	0.3935	0.52	0.9383	0.022	0.7264	1.0236	-0.0028	0.033	-0.022	-0.5586	-0.0825	-1.0979	0.377	-0.5861	-0.0413
