"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.1458	0.465	-0.3082	-0.7319	-0.0825	-0.7732	-1.1694	-0.4925	-1.0126	-1.4226	-0.6494	-1.252	-1.7968	-0.4458	0.4898	-0.6466	0.8833	-1.2932	0.4733	-1.0263	0.1073
0.2064	0.5448	-0.2476	-0.6274	-0.0495	-0.7402	-1.0594	-0.465	-0.9465	-1.34	-0.6329	-1.1832	-1.7142	-0.4705	0.4788	-0.6741	0.9548	-1.2327	0.454	-1.0373	0.1156
0.2642	0.6164	-0.1789	-0.5366	0.0248	-0.6604	-0.9686	-0.421	-0.8695	-1.2575	-0.6301	-1.1474	-1.6427	-0.5063	0.4375	-0.7264	1.0236	-1.2079	0.4182	-1.0731	0.1486
0.2834	0.6356	-0.1458	-0.4623	0.0605	-0.6081	-0.8723	-0.3852	-0.8227	-1.1667	-0.6246	-1.0869	-1.5546	-0.52	0.4182	-0.7897	1.0759	-1.1529	0.3907	-1.0649	0.1486
0.2944	0.6604	-0.1101	-0.3935	0.0991	-0.5558	-0.7897	-0.3495	-0.7704	-1.0704	-0.5916	-1.0318	-1.4556	-0.5641	0.3495	-0.842	1.1171	-1.1226	0.3742	-1.0594	0.1458
0.2807	0.6631	-0.0853	-0.3082	0.0936	-0.5228	-0.7017	-0.3605	-0.7347	-0.9878	-0.6136	-0.9851	-1.3538	-0.5641	0.2944	-0.886	1.1502	-1.0759	0.3247	-1.0456	0.1403
0.2779	0.6769	-0.0578	-0.2449	0.1238	-0.4788	-0.6136	-0.3219	-0.6411	-0.9053	-0.5806	-0.9218	-1.2492	-0.5833	0.2476	-0.9465	1.1557	-0.9933	0.2972	-1.0346	0.1403
0.2862	0.6631	-0.0413	-0.1513	0.1458	-0.41	-0.4898	-0.2752	-0.5558	-0.7952	-0.5503	-0.842	-1.1309	-0.5751	0.2311	-0.9273	1.1639	-0.9328	0.2504	-0.9741	0.1293
0.2614	0.6631	-0.0138	-0.0881	0.1513	-0.377	-0.4017	-0.2724	-0.5118	-0.6851	-0.5393	-0.7704	-1.0208	-0.5888	0.2146	-0.9025	1.1777	-0.8943	0.2091	-0.9548	0.1321
0.2531	0.6604	0.0248	-0.0138	0.1789	-0.3329	-0.2889	-0.2366	-0.4265	-0.5833	-0.509	-0.6851	-0.897	-0.5916	0.1816	-0.8392	1.1722	-0.8227	0.1513	-0.9135	0.1238
