"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
1.9231	1.3342	2.1763	2.512	1.7098	2.3868	2.5547	1.8349	2.5888	2.6912	1.724	2.3925	2.7567	0.2447	2.1564	0.7311	-0.4836	2.0142	0.9274	1.7382	0.7937
2.0455	1.3542	2.3043	2.6059	1.778	2.4836	2.6998	1.9231	2.7254	2.7851	1.8492	2.5547	2.8818	0.202	2.293	0.8819	-0.3897	2.0113	0.9729	1.7496	0.899
2.1365	1.4139	2.4096	2.7168	1.8236	2.6486	2.7737	2.0113	2.8477	2.8847	1.9459	2.6742	2.9672	0.1479	2.4124	1.0384	-0.3016	1.98	1.0128	1.7411	0.9559
2.2474	1.4338	2.512	2.8363	1.8634	2.7339	2.8733	2.0853	2.9956	2.9729	2.0625	2.8164	3.0895	0.1109	2.4921	1.192	-0.2219	1.9971	1.0583	1.7439	1.0441
2.31	1.4196	2.5774	2.8904	1.8719	2.7908	2.9245	2.1365	3.0668	3.0497	2.1393	2.8932	3.1692	0.0683	2.5291	1.3513	-0.1223	1.9743	1.0896	1.7496	1.0896
2.3954	1.4509	2.6628	2.9615	1.889	2.8705	2.9899	2.1706	3.1692	3.1037	2.2275	3.0013	3.2403	0.0256	2.5917	1.5192	-0.0284	1.963	1.1266	1.7439	1.1379
2.4665	1.4566	2.7339	3.0156	1.9117	2.9473	3.0326	2.1991	3.2261	3.1464	2.293	3.0895	3.32	-0.0114	2.6286	1.7041	0.0313	1.926	1.1664	1.7325	1.2062
2.5035	1.448	2.751	3.0611	1.8947	2.9757	3.0326	2.2076	3.2744	3.1692	2.3356	3.1293	3.3171	-0.0711	2.6286	1.8605	0.1337	1.8805	1.1607	1.6898	1.2688
2.5547	1.4623	2.7709	3.0639	1.8719	2.9729	3.0383	2.2048	3.2801	3.1777	2.3698	3.1635	3.3342	-0.0853	2.6429	2.0682	0.1991	1.8662	1.1892	1.687	1.3143
2.5689	1.4879	2.8136	3.1066	1.8634	2.97	3.0355	2.1991	3.3114	3.1578	2.4124	3.2033	3.3427	-0.1138	2.6685	2.2986	0.239	1.8179	1.2005	1.6472	1.3997
2.5774	1.5049	2.8079	3.0668	1.8236	2.9643	3.0013	2.1564	3.2801	3.1123	2.4096	3.1862	3.3143	-0.1337	2.6372	2.5262	0.2902	1.7723	1.1806	1.6216	1.4395
2.6173	1.5163	2.7794	3.0497	1.7923	2.9245	2.953	2.1336	3.2517	3.0668	2.4551	3.1948	3.3114	-0.1479	2.6543	2.7311	0.3215	1.7268	1.1863	1.5874	1.485
2.6173	1.5334	2.7794	3.0013	1.7581	2.879	2.8505	2.1109	3.2118	2.9899	2.421	3.1635	3.2545	-0.1906	2.6286	2.9444	0.3755	1.6642	1.192	1.5277	1.5163
2.6372	1.5789	2.7794	2.953	1.7581	2.842	2.7937	2.0597	3.1635	2.9274	2.4295	3.1379	3.1806	-0.1991	2.5917	3.1663	0.3869	1.5931	1.1977	1.4793	1.5732
2.6543	1.613	2.751	2.9074	1.7297	2.8079	2.7112	2.0369	3.118	2.8449	2.421	3.1151	3.1521	-0.1963	2.5177	3.3342	0.3869	1.5362	1.2091	1.4224	1.559
2.6258	1.6358	2.6941	2.8022	1.7154	2.7311	2.5945	1.9743	3.0298	2.7424	2.3783	3.0582	3.0355	-0.202	2.3811	3.4281	0.4011	1.4594	1.1835	1.357	1.5789
