"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.3562	0.1062	0.0514	0.62	0.6303	0.4145	0.3323	0.5549	0.5618	0.3357	0.5926	0.5275	0.0514	-0.3117	0.2432	-1.1578	0.6234	-0.4008	0.7536	-0.2638	0.4796	-5.9534	-2.3773
-0.3802	0.2843	-0.0034	0.572	0.7022	0.3802	0.2912	0.6234	0.5344	0.2946	0.5823	0.4898	0.0171	-0.3117	0.2535	-1.1338	0.6063	-0.435	0.733	-0.2569	0.4316	-6.3645	-2.343
-0.3597	0.459	-0.0171	0.507	0.7673	0.3631	0.2329	0.6611	0.5481	0.2638	0.5789	0.4487	-0.0274	-0.2912	0.2398	-1.079	0.5686	-0.4624	0.7056	-0.2295	0.3699	-6.5529	-2.2779
-0.3734	0.6097	-0.0719	0.4076	0.8632	0.3254	0.1644	0.6954	0.507	0.2021	0.5412	0.3768	-0.0822	-0.2603	0.2603	-1.0687	0.507	-0.4693	0.6234	-0.2192	0.3357	-6.5323	-2.2026
-0.3768	0.7433	-0.0754	0.3014	0.9557	0.3151	0.1165	0.7262	0.4659	0.1713	0.5207	0.3254	-0.1233	-0.2158	0.2535	-0.9865	0.4316	-0.4761	0.5755	-0.1644	0.2398	-6.2412	-2.1135
-0.3871	0.8084	-0.1302	0.1576	0.99	0.2501	0.0137	0.7365	0.4042	0.0685	0.4556	0.2227	-0.2124	-0.1747	0.2638	-0.9043	0.3562	-0.5275	0.4419	-0.1884	0.1439	-5.7068	-2.0005
-0.3768	0.8187	-0.1576	0.0034	1.0345	0.2055	-0.0856	0.7365	0.3425	-0.0069	0.4111	0.161	-0.2603	-0.1233	0.2501	-0.7844	0.2569	-0.5207	0.346	-0.1576	0.0651	-4.8676	-1.8634
-0.3597	0.8427	-0.1953	-0.1302	1.0722	0.1541	-0.1781	0.7262	0.2603	-0.0651	0.3597	0.0788	-0.3323	-0.0685	0.2877	-0.6988	0.1473	-0.5309	0.2364	-0.1267	0.024	-3.9256	-1.723
-0.3631	0.8187	-0.2261	-0.3117	1.0653	0.1096	-0.2877	0.7159	0.2192	-0.1678	0.2946	-0.0206	-0.4111	-0.024	0.3049	-0.6303	0.0548	-0.5755	0.1336	-0.1302	-0.0548	-3.0041	-1.5654
-0.3665	0.781	-0.2775	-0.4385	1.0174	0.0411	-0.3734	0.6851	0.1062	-0.2672	0.2261	-0.0993	-0.483	0.0377	0.3049	-0.5035	-0.0582	-0.5892	0.0582	-0.1199	-0.1096	-2.2471	-1.425
-0.3391	0.7228	-0.274	-0.5583	0.9454	0.0034	-0.4624	0.6269	0.0514	-0.3699	0.1678	-0.2227	-0.5583	0.0617	0.346	-0.4282	-0.1267	-0.5995	0.0137	-0.1302	-0.1576	-1.8052	-1.2811
-0.2946	0.6577	-0.2501	-0.6303	0.8701	-0.0411	-0.5172	0.5583	-0.0377	-0.4179	0.0856	-0.2775	-0.5926	0.1028	0.3631	-0.2912	-0.2295	-0.596	0.0377	-0.1199	-0.1747	-1.7367	-1.1407
-0.2706	0.5515	-0.2809	-0.7056	0.7604	-0.0514	-0.5412	0.4967	-0.0993	-0.483	0.0137	-0.3562	-0.6508	0.161	0.4145	-0.2364	-0.3186	-0.5926	0.0719	-0.137	-0.1884	-2.0621	-0.9968
-0.2603	0.4042	-0.2569	-0.7536	0.62	-0.1165	-0.5892	0.3699	-0.1644	-0.5446	-0.0856	-0.4453	-0.6817	0.1987	0.4316	-0.1302	-0.3939	-0.5686	0.1096	-0.1336	-0.2158	-2.6444	-0.8735
-0.185	0.298	-0.2158	-0.7365	0.5035	-0.113	-0.6029	0.274	-0.2055	-0.5481	-0.1678	-0.5035	-0.6919	0.2398	0.4761	-0.0137	-0.4727	-0.5275	0.2055	-0.1028	-0.2021	-3.2987	-0.7467
-0.1404	0.1815	-0.1747	-0.7193	0.3699	-0.137	-0.5823	0.1747	-0.274	-0.6063	-0.2775	-0.5823	-0.7056	0.274	0.5104	0.0617	-0.5241	-0.4933	0.2809	-0.0788	-0.2398	-3.9084	-0.6474
-0.0617	0.0822	-0.1199	-0.6748	0.2364	-0.1199	-0.5378	0.0514	-0.2912	-0.5892	-0.3597	-0.6063	-0.6954	0.2946	0.5446	0.137	-0.5858	-0.4213	0.3631	-0.0274	-0.2843	-4.3948	-0.5309
0.0171	0.0343	-0.0514	-0.5823	0.1302	-0.0719	-0.4864	-0.024	-0.298	-0.5789	-0.4111	-0.6029	-0.6782	0.3323	0.5652	0.2261	-0.644	-0.3425	0.435	0.0308	-0.2877	-4.7271	-0.4282
0.0959	0.048	0.0343	-0.483	0.0856	-0.0308	-0.4111	-0.0548	-0.2775	-0.5515	-0.4419	-0.6029	-0.6406	0.3528	0.6132	0.2775	-0.7125	-0.2535	0.5001	0.1062	-0.3117	-4.8881	-0.3117
0.185	0.0411	0.1062	-0.3939	0.0582	0.0206	-0.3357	-0.0891	-0.2398	-0.5104	-0.4487	-0.572	-0.5789	0.3597	0.6097	0.3494	-0.7399	-0.185	0.5344	0.1576	-0.3254	-4.8436	-0.1987
0.2638	0.0137	0.2432	-0.2775	0.0171	0.1165	-0.2466	-0.0925	-0.1918	-0.4179	-0.4624	-0.5275	-0.4933	0.3871	0.6474	0.4008	-0.7707	-0.0685	0.5858	0.2364	-0.3254	-4.6586	-0.0959
0.3186	-0.0308	0.2809	-0.1576	-0.0103	0.1576	-0.1884	-0.1404	-0.1507	-0.3734	-0.5001	-0.5104	-0.4316	0.3871	0.6029	0.4453	-0.7673	0.0103	0.5995	0.2775	-0.3494	-4.2578	0.0308
0.3768	-0.0582	0.3597	-0.0445	-0.048	0.2295	-0.0856	-0.1439	-0.0788	-0.2946	-0.4727	-0.459	-0.3528	0.3802	0.6063	0.4761	-0.7639	0.1336	0.6029	0.3186	-0.3768	-3.6824	0.1028
