"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.1888	1.091	0.4406	0.6294	1.9512	1.3061	1.2379	3.0422	2.9321	2.2607	4.0231	4.1909	3.0003	0.4354	-0.5665	-1.0018	-0.8445	2.9321	1.8306	2.2817	2.6331
0.3462	1.2326	0.6032	0.834	1.9827	1.4739	1.4215	3.016	3.058	2.4443	3.9601	4.2853	3.1891	0.4983	-0.4511	-0.7763	-0.9546	3.0632	1.7991	2.4338	2.5702
0.4616	1.2956	0.7606	0.9809	2.0247	1.5578	1.626	2.9688	3.1471	2.6383	3.9129	4.3588	3.3727	0.5403	-0.3514	-0.6399	-1.0438	3.1838	1.7519	2.5282	2.4915
0.577	1.3638	0.8969	1.1172	2.0194	1.7047	1.7624	2.9058	3.2363	2.7695	3.8238	4.4374	3.4828	0.5822	-0.2937	-0.514	-1.1225	3.2678	1.647	2.6278	2.3918
0.6347	1.4057	1.0018	1.2589	2.0194	1.7571	1.904	2.8219	3.2992	2.8744	3.6769	4.4584	3.6192	0.6084	-0.236	-0.4249	-1.1959	3.3622	1.5526	2.7065	2.2764
0.6714	1.411	1.07	1.3061	1.9355	1.8096	1.9565	2.6751	3.2783	2.9006	3.5143	4.4427	3.7084	0.6399	-0.2413	-0.3462	-1.2379	3.4356	1.4057	2.78	2.1296
0.6766	1.4005	1.0962	1.3638	1.8725	1.8044	2.0509	2.5282	3.2678	2.9793	3.3464	4.427	3.787	0.6557	-0.2885	-0.3095	-1.2798	3.4723	1.2641	2.8114	1.9774
0.6766	1.369	1.1067	1.4057	1.7886	1.8096	2.0666	2.4128	3.252	3.0212	3.1471	4.343	3.7818	0.6976	-0.3252	-0.3462	-1.348	3.4723	1.1277	2.8481	1.8516
0.6399	1.3113	1.112	1.4057	1.6785	1.7467	2.0561	2.2345	3.1838	2.974	2.9321	4.2539	3.8185	0.6976	-0.3934	-0.3252	-1.3533	3.4723	0.9651	2.8377	1.6837
0.6766	1.2746	1.133	1.4267	1.5945	1.7362	2.0719	2.0719	3.1157	2.9373	2.738	4.1647	3.7975	0.7081	-0.4563	-0.3514	-1.3847	3.4671	0.8287	2.8009	1.5473
