"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.4212	0.247	0.4085	0.2217	-0.1995	-0.1868	0.1805	-0.6872	-0.7062	-0.4054	-0.7347	-0.7379	-0.3705	-0.7062	-0.6777	-1.6531	-0.4814	-0.2565	-0.0253	-0.057	-0.2407
0.4845	0.2755	0.5004	0.3642	-0.1552	-0.0823	0.2882	-0.6239	-0.5985	-0.2724	-0.6967	-0.5954	-0.2724	-0.7094	-0.5605	-1.5645	-0.4909	-0.2185	-0.0538	-0.0032	-0.2154
0.5289	0.2724	0.5795	0.4592	-0.1552	0.0158	0.4212	-0.6017	-0.4782	-0.1457	-0.6619	-0.5225	-0.2058	-0.7157	-0.4719	-1.4631	-0.475	-0.2058	-0.1172	0.0158	-0.2344
0.6049	0.2597	0.6746	0.5922	-0.1235	0.1203	0.5415	-0.5479	-0.3705	-0.0158	-0.6144	-0.3832	-0.0982	-0.7157	-0.342	-1.3079	-0.475	-0.1805	-0.133	0.057	-0.209
0.6144	0.247	0.7062	0.6714	-0.1203	0.19	0.6239	-0.5384	-0.3135	0.0633	-0.5795	-0.3072	-0.0475	-0.7284	-0.2344	-1.1559	-0.456	-0.1647	-0.1615	0.076	-0.1995
0.6809	0.2565	0.7981	0.7442	-0.1172	0.2534	0.7252	-0.4909	-0.2534	0.1488	-0.57	-0.2058	0.0285	-0.7284	-0.095	-0.9754	-0.4402	-0.1362	-0.1742	0.095	-0.171
0.7126	0.228	0.8107	0.8234	-0.0918	0.3009	0.7601	-0.4909	-0.171	0.2439	-0.5384	-0.1203	0.0633	-0.7411	0.0412	-0.8107	-0.4054	-0.1077	-0.1583	0.1077	-0.1488
0.7252	0.2249	0.8202	0.8487	-0.1203	0.3104	0.7886	-0.4687	-0.133	0.2787	-0.5099	-0.0602	0.114	-0.7727	0.1583	-0.6556	-0.3737	-0.0792	-0.1552	0.1203	-0.1077
0.7157	0.1647	0.8234	0.8297	-0.1013	0.3199	0.8297	-0.437	-0.1013	0.3389	-0.4592	0.0127	0.1773	-0.7822	0.2534	-0.5162	-0.3389	-0.0475	-0.1552	0.0982	-0.0823
0.6872	0.152	0.8329	0.8234	-0.1108	0.323	0.7917	-0.4275	-0.095	0.3452	-0.437	0.057	0.1932	-0.8044	0.361	-0.4022	-0.285	-0.0507	-0.1298	0.076	-0.0253
0.6461	0.114	0.7886	0.7632	-0.1393	0.2945	0.7696	-0.3864	-0.0728	0.3357	-0.3959	0.0633	0.209	-0.8329	0.3864	-0.3294	-0.2344	-0.0158	-0.1045	0.0602	0
0.6175	0.1077	0.7791	0.7031	-0.1172	0.2692	0.7189	-0.361	-0.0823	0.361	-0.3515	0.0982	0.2185	-0.8614	0.4275	-0.2407	-0.19	0.0253	-0.057	0.0222	0.057
0.5415	0.0823	0.6967	0.6207	-0.1425	0.2249	0.6429	-0.3674	-0.114	0.3199	-0.3452	0.0728	0.2154	-0.8836	0.418	-0.2312	-0.1235	0.019	0	0	0.1013
0.5067	0.0443	0.6492	0.5352	-0.1235	0.2027	0.5637	-0.3294	-0.1172	0.3357	-0.2945	0.0792	0.2375	-0.9089	0.38	-0.19	-0.0728	0.0633	0.076	-0.0063	0.1742
0.437	0.0317	0.5985	0.4307	-0.114	0.1678	0.5194	-0.2755	-0.1647	0.3072	-0.2217	0.0728	0.2439	-0.9342	0.3325	-0.1805	-0.0158	0.0855	0.1963	-0.0095	0.2724
0.3674	0.0063	0.5257	0.3262	-0.1077	0.133	0.4085	-0.2439	-0.133	0.304	-0.1678	0.0887	0.2755	-0.9627	0.2692	-0.2249	0.0253	0.1045	0.3072	-0.0095	0.3547
0.3167	0.0095	0.4782	0.2027	-0.0918	0.0887	0.3357	-0.2122	-0.1457	0.2882	-0.114	0.0697	0.266	-0.9849	0.2122	-0.2534	0.0697	0.1267	0.4275	0.0158	0.4434
0.2565	-0.0222	0.4212	0.095	-0.0792	0.0285	0.304	-0.1647	-0.1837	0.2914	-0.0475	0.0728	0.2977	-1.0166	0.133	-0.3135	0.1077	0.171	0.5605	0.0443	0.551
0.1805	-0.057	0.3452	0	-0.0697	-0.0158	0.2597	-0.1235	-0.1932	0.2755	0	0.038	0.3104	-1.0197	0.0317	-0.4022	0.1425	0.2058	0.6587	0.0443	0.6366
0.0982	-0.0823	0.2629	-0.1235	-0.095	-0.0507	0.1963	-0.0792	-0.1773	0.2692	0.0697	0.0222	0.3135	-1.0451	-0.0982	-0.5257	0.1868	0.2439	0.7284	0.0412	0.6967
0.038	-0.1077	0.1995	-0.2122	-0.1077	-0.1045	0.133	-0.0665	-0.2058	0.2597	0.1362	-0.0095	0.3104	-1.0578	-0.2027	-0.6651	0.2217	0.2502	0.7949	0.0412	0.7411
-0.0348	-0.171	0.1425	-0.3104	-0.0918	-0.1488	0.0823	-0.0475	-0.2375	0.2249	0.1393	-0.0665	0.2945	-1.0704	-0.3072	-0.7981	0.2344	0.2565	0.8424	0.0412	0.8012
-0.114	-0.2154	0.0728	-0.4244	-0.1457	-0.1995	0.0443	-0.019	-0.2375	0.1773	0.1742	-0.0855	0.2977	-1.0768	-0.437	-0.9311	0.2439	0.2597	0.8709	0	0.8044
-0.1773	-0.2534	0.0063	-0.4972	-0.1393	-0.2312	-0.0285	0.0032	-0.2565	0.1837	0.2185	-0.1172	0.304	-1.0831	-0.5764	-1.0609	0.2534	0.2565	0.8899	-0.0222	0.8202
-0.2502	-0.3135	-0.0792	-0.5985	-0.19	-0.2787	-0.0665	0.0127	-0.2977	0.1615	0.2597	-0.133	0.3167	-1.0736	-0.6587	-1.1813	0.2439	0.2914	0.9057	-0.038	0.8297
-0.3325	-0.3832	-0.171	-0.6397	-0.2185	-0.3515	-0.1267	0.0317	-0.2914	0.1457	0.2439	-0.1678	0.285	-1.0609	-0.7506	-1.3079	0.2344	0.266	0.8772	-0.0728	0.8076
-0.3959	-0.4244	-0.228	-0.7126	-0.247	-0.3832	-0.1457	0.0348	-0.2977	0.114	0.2597	-0.1678	0.3009	-1.0578	-0.8551	-1.3966	0.2154	0.2692	0.8424	-0.114	0.7601
-0.4497	-0.494	-0.2914	-0.7759	-0.266	-0.4054	-0.1647	0.0538	-0.2945	0.1203	0.2819	-0.1742	0.2882	-1.0419	-0.9279	-1.4885	0.1995	0.2787	0.8266	-0.1552	0.7316
-0.5605	-0.5637	-0.3895	-0.7981	-0.323	-0.4655	-0.2217	0.0222	-0.3072	0.0887	0.2755	-0.1868	0.2692	-1.0387	-1.0451	-1.5866	0.19	0.2787	0.7632	-0.171	0.6841
-0.6207	-0.6429	-0.4624	-0.8424	-0.361	-0.4845	-0.266	0.019	-0.2724	0.076	0.2787	-0.1868	0.3009	-1.0419	-1.1274	-1.6341	0.1868	0.304	0.7094	-0.209	0.627
-0.6809	-0.7157	-0.5384	-0.8962	-0.3832	-0.5067	-0.304	-0.0158	-0.2755	0.0475	0.2787	-0.2027	0.2882	-1.0482	-1.1908	-1.707	0.1837	0.3199	0.6144	-0.2185	0.5542
