"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.8302	1.13	1.1689	0.6594	1.4777	1.3128	1.0071	1.7114	1.9063	1.0131	1.9512	2.0801	1.4207	-0.7583	-0.1708	0.045	1.5166	-0.3027	1.0281	-0.3747	1.2379	2.7515	-2.7605
0.8812	1.2379	1.2439	0.7163	1.5406	1.3847	1.082	1.7834	1.9422	1.106	2.0202	2.1011	1.4926	-0.6804	-0.0659	0.1259	1.3727	-0.2068	1.124	-0.2847	1.3128	2.6855	-2.7365
0.9471	1.2978	1.2948	0.7883	1.6095	1.4567	1.1839	1.8223	1.9902	1.2109	2.0651	2.146	1.5586	-0.6174	0.036	0.2128	1.2379	-0.1139	1.1659	-0.1768	1.3787	2.6286	-2.7275
1.0251	1.3638	1.3787	0.8632	1.6665	1.5316	1.2768	1.8553	2.0172	1.2978	2.1011	2.182	1.6515	-0.5395	0.1469	0.2757	1.103	-0.012	1.2409	-0.0809	1.4387	2.5986	-2.6915
1.106	1.4417	1.4537	0.9202	1.7264	1.5766	1.3697	1.9272	2.0531	1.3787	2.167	2.224	1.7264	-0.4826	0.2608	0.3357	0.9681	0.0779	1.2888	-0.006	1.4836	2.5657	-2.6646
1.1659	1.4986	1.5076	0.9591	1.7834	1.6335	1.4267	1.9452	2.0681	1.4597	2.203	2.233	1.7834	-0.4286	0.3717	0.3627	0.8452	0.1559	1.3727	0.0659	1.5556	2.5687	-2.6736
1.2529	1.5436	1.6155	1.0011	1.8223	1.7054	1.4986	1.9812	2.0921	1.5436	2.221	2.242	1.8313	-0.3687	0.4945	0.3986	0.7403	0.2068	1.3997	0.1678	1.6065	2.5776	-2.6855
1.3308	1.6035	1.6665	1.0341	1.8493	1.7324	1.5256	2.0022	2.0861	1.5616	2.221	2.233	1.8523	-0.3387	0.6054	0.4016	0.6684	0.2398	1.4297	0.2368	1.6365	2.5896	-2.7125
1.3937	1.6545	1.7174	1.055	1.8943	1.7534	1.5316	2.0381	2.0861	1.5945	2.227	2.218	1.8763	-0.3087	0.7343	0.4046	0.6144	0.2668	1.4627	0.2817	1.6485	2.6106	-2.7365
1.4597	1.6994	1.7684	1.079	1.8973	1.7744	1.5556	2.0351	2.0831	1.6305	2.224	2.209	1.8703	-0.2877	0.8782	0.3926	0.5935	0.3087	1.4836	0.3297	1.7054	2.6166	-2.7905
1.5496	1.7114	1.8044	1.091	1.9302	1.7834	1.5376	2.0321	2.0501	1.6155	2.227	2.17	1.8523	-0.2997	0.9921	0.3986	0.5905	0.2997	1.4926	0.3567	1.7144	2.6136	-2.8534
1.5826	1.7504	1.8283	1.064	1.9332	1.8044	1.5226	2.0172	1.9962	1.5706	2.188	2.1281	1.8253	-0.3057	1.079	0.3777	0.6384	0.3087	1.5226	0.3597	1.7414	2.6016	-2.9343
1.6065	1.7564	1.8523	1.049	1.9452	1.7834	1.4567	2.0052	1.9482	1.5376	2.17	2.0681	1.7654	-0.3627	1.139	0.3237	0.7223	0.2907	1.5196	0.3327	1.7414	2.5537	-3.0152
1.6335	1.7714	1.8673	1.0131	1.9302	1.7624	1.4027	1.9662	1.8973	1.4747	2.1011	1.9992	1.7114	-0.4256	1.2229	0.2847	0.8452	0.2728	1.5016	0.3267	1.7654	2.4907	-3.0782
1.6665	1.7354	1.8313	0.9501	1.8703	1.6994	1.3068	1.9153	1.8253	1.3967	2.0321	1.8913	1.6125	-0.5125	1.2618	0.2248	1.0251	0.2458	1.4866	0.2937	1.7294	2.4128	-3.1711
1.5646	1.6785	1.7894	0.8692	1.8103	1.6335	1.2169	1.8523	1.7234	1.2828	1.9692	1.8044	1.4956	-0.6174	1.2289	0.1229	1.2409	0.2098	1.4806	0.2158	1.7204	2.3139	-3.255
1.4986	1.6095	1.7084	0.7913	1.7384	1.5346	1.079	1.7654	1.6035	1.1539	1.9033	1.6785	1.3668	-0.7493	1.1869	0.024	1.4956	0.1828	1.4657	0.1619	1.7114	2.212	-3.3509
1.4297	1.5676	1.6455	0.6984	1.6425	1.4567	0.9981	1.6905	1.4956	1.0371	1.7924	1.5346	1.2319	-0.8812	1.136	-0.0809	1.7444	0.1259	1.4477	0.0809	1.6665	2.0831	-3.4528
1.3488	1.4896	1.5616	0.5965	1.5796	1.3697	0.8542	1.6005	1.3787	0.9022	1.6965	1.4027	1.097	-1.0191	1.073	-0.1918	2.0232	0.0719	1.4027	-0.015	1.6155	1.9272	-3.5068
1.2648	1.4147	1.4597	0.5035	1.5196	1.2708	0.7133	1.5226	1.2648	0.7643	1.6065	1.2499	0.9471	-1.148	0.9771	-0.2817	2.3049	0.006	1.3727	-0.0869	1.5766	1.7654	-3.5787
1.148	1.3308	1.3757	0.3866	1.3997	1.148	0.5665	1.3967	1.127	0.6144	1.5046	1.103	0.7853	-1.2888	0.9022	-0.3866	2.5746	-0.0749	1.3158	-0.1768	1.5016	1.6035	-3.6117
1.043	1.2409	1.2648	0.2787	1.3008	1.043	0.4406	1.2888	0.9801	0.4796	1.3787	0.9531	0.6384	-1.4057	0.8153	-0.4706	2.8084	-0.1409	1.2738	-0.2398	1.4417	1.4477	-3.6267
0.9022	1.1569	1.139	0.1559	1.1779	0.9082	0.2668	1.1719	0.8422	0.3027	1.2678	0.7883	0.4526	-1.5196	0.6834	-0.6114	3.0362	-0.2458	1.1839	-0.3717	1.3488	1.3038	-3.6297
0.8003	1.0371	1.0221	0.033	1.052	0.7703	0.1229	1.058	0.7044	0.1529	1.127	0.6174	0.2937	-1.6035	0.5785	-0.6774	3.2131	-0.3207	1.109	-0.4466	1.2618	1.1749	-3.6237
0.6984	0.9411	0.9232	-0.1079	0.9591	0.6714	-0.036	0.9531	0.5635	-0.006	0.9801	0.4466	0.1199	-1.6845	0.4586	-0.7673	3.3689	-0.4106	0.9891	-0.5455	1.1599	1.0221	-3.5787
0.5815	0.8392	0.8183	-0.1768	0.8692	0.5695	-0.1409	0.8422	0.4556	-0.1199	0.8632	0.3087	-0.006	-1.7264	0.3597	-0.8572	3.4618	-0.4766	0.9142	-0.5935	1.094	0.8932	-3.5428
