"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.0427	-0.0996	0.3328	0.441	0.074	0.7966	0.2731	0.5007	0.6685	0.0967	0.6429	0.4779	-0.1593	-1.1749	-0.1081	-0.3528	2.3157	-0.9104	0.5946	-0.7311	0.6742
-0.074	-0.1109	0.2902	0.3784	0.0825	0.751	0.2162	0.5064	0.623	0.0541	0.6116	0.4153	-0.2503	-1.2432	-0.0569	-0.2788	2.4636	-0.9872	0.5519	-0.7966	0.6316
-0.1593	-0.1622	0.2077	0.2816	0.0569	0.6657	0.1024	0.4722	0.5633	-0.0427	0.5462	0.3129	-0.3755	-1.3058	-0.0654	-0.2247	2.5831	-1.0924	0.4865	-0.8705	0.5804
-0.2447	-0.1963	0.0939	0.1764	0.0256	0.5718	-0.0028	0.4353	0.4893	-0.1337	0.4751	0.2276	-0.4836	-1.3399	-0.0597	-0.1678	2.6571	-1.192	0.4239	-0.9303	0.495
-0.3414	-0.2532	0.0085	0.0683	-0.0142	0.4865	-0.0996	0.4239	0.4353	-0.1935	0.421	0.1678	-0.5491	-1.3542	-0.0654	-0.1337	2.6742	-1.2432	0.3471	-0.9445	0.4523
-0.4381	-0.3414	-0.0939	-0.0484	-0.0768	0.3869	-0.1991	0.3755	0.3755	-0.293	0.3613	0.0939	-0.6259	-1.3399	-0.0512	-0.074	2.6571	-1.3115	0.2788	-0.9843	0.367
-0.5576	-0.4125	-0.2247	-0.1508	-0.1394	0.2845	-0.3243	0.3215	0.2959	-0.3841	0.3016	0.0199	-0.7141	-1.3314	-0.0512	-0.0341	2.6201	-1.3598	0.1821	-1.0042	0.2845
-0.6629	-0.495	-0.3215	-0.2418	-0.1792	0.2191	-0.3983	0.2703	0.2731	-0.4068	0.2361	-0.0228	-0.7311	-1.2944	-0.0768	0	2.5888	-1.3741	0.0768	-1.0014	0.1906
-0.7482	-0.5604	-0.367	-0.3044	-0.2247	0.1622	-0.4836	0.2276	0.2304	-0.4353	0.1991	-0.037	-0.7653	-1.2574	-0.0512	0.0711	2.4921	-1.3598	0.0199	-0.9815	0.1394
-0.8136	-0.6145	-0.4438	-0.3442	-0.239	0.1138	-0.5064	0.2162	0.202	-0.4438	0.1849	-0.0341	-0.7823	-1.2091	-0.0398	0.1223	2.3868	-1.3314	-0.0256	-0.9445	0.091
-0.8506	-0.6287	-0.4722	-0.3499	-0.2048	0.1109	-0.5064	0.2247	0.2134	-0.421	0.1906	-0.0028	-0.7311	-1.1209	0.0114	0.1906	2.2133	-1.2603	-0.0341	-0.8734	0.0768
-0.8591	-0.6344	-0.5064	-0.3272	-0.2048	0.1166	-0.4865	0.2333	0.2816	-0.3869	0.2105	0.0341	-0.66	-0.9957	0.1081	0.2617	1.9857	-1.1692	-0.0512	-0.7852	0.0512
-0.8108	-0.6031	-0.4637	-0.2845	-0.128	0.165	-0.4353	0.293	0.3926	-0.276	0.2873	0.1394	-0.5462	-0.8563	0.2048	0.3243	1.687	-1.0441	0.0085	-0.6799	0.1053
-0.7596	-0.5263	-0.421	-0.202	-0.037	0.2247	-0.3613	0.3812	0.4865	-0.1422	0.3869	0.2703	-0.3812	-0.6828	0.3158	0.3954	1.3598	-0.8848	0.0711	-0.5405	0.1565
-0.66	-0.4011	-0.3129	-0.091	0.091	0.3328	-0.2447	0.4865	0.6515	0.0028	0.4893	0.4466	-0.1963	-0.5035	0.4381	0.4637	0.9843	-0.6998	0.1593	-0.367	0.2361
-0.5235	-0.2646	-0.1963	0.0341	0.2304	0.4609	-0.1081	0.606	0.8307	0.1821	0.6515	0.6372	0.0313	-0.2987	0.5576	0.5007	0.5889	-0.5434	0.2731	-0.2105	0.3442
-0.3755	-0.1024	-0.0797	0.1963	0.4011	0.5775	0.0569	0.7653	0.9985	0.3926	0.788	0.8392	0.2532	-0.1138	0.6742	0.5149	0.1963	-0.3272	0.404	-0.0228	0.4495
-0.2219	0.037	0.0541	0.3727	0.5804	0.7425	0.2191	0.9274	1.2148	0.586	0.9616	1.0867	0.495	0.1053	0.8108	0.5035	-0.2134	-0.0939	0.569	0.1878	0.5718
-0.0541	0.2162	0.2219	0.5348	0.7795	0.9018	0.3812	1.0953	1.4111	0.788	1.1351	1.3257	0.7254	0.3072	0.9018	0.4779	-0.5974	0.1195	0.7055	0.3812	0.697
0.0797	0.3784	0.3129	0.6486	0.9416	1.0355	0.5149	1.2233	1.5675	0.9729	1.2773	1.5163	0.9189	0.4694	0.9217	0.4011	-0.9331	0.3186	0.8279	0.5377	0.7852
0.1935	0.4979	0.4267	0.7368	1.0981	1.1266	0.6486	1.3428	1.7154	1.1294	1.3684	1.7012	1.1038	0.6259	0.9701	0.3414	-1.2489	0.4865	0.9473	0.697	0.8734
0.2703	0.623	0.5035	0.8279	1.2148	1.2261	0.7482	1.4623	1.8406	1.2631	1.4679	1.8292	1.2773	0.788	0.953	0.2816	-1.5476	0.6287	1.0241	0.825	0.9331
0.3698	0.7397	0.5946	0.8961	1.3598	1.3143	0.8307	1.6045	1.9772	1.394	1.5675	1.9886	1.4253	0.916	0.9673	0.2361	-1.8349	0.7738	1.1209	0.9473	0.9843
0.4097	0.825	0.6401	0.9331	1.4879	1.3968	0.9274	1.7154	2.0967	1.5192	1.6614	2.1223	1.5846	1.0355	0.9502	0.2134	-2.0739	0.9075	1.2176	1.0583	1.0611
0.4609	0.8961	0.6771	0.9331	1.5789	1.4224	0.9957	1.7923	2.1792	1.6159	1.7382	2.2332	1.7069	1.1436	0.8791	0.1878	-2.2702	1.0241	1.283	1.1607	1.0867
0.4552	0.9616	0.697	0.9217	1.6813	1.4708	1.0355	1.8662	2.2332	1.687	1.8008	2.3328	1.8036	1.2119	0.7994	0.1963	-2.4096	1.0953	1.357	1.2574	1.118
