"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.7374	-0.0798	-0.9741	-1.0621	0.1348	-0.8172	-0.7072	0.3192	-0.2311	-0.4733	0.7017	0.4265	0.2834	-0.2146	-0.4733	-0.7732	0.4403	0.0028	0.3605	-0.1871	0.7677
-0.7897	-0.1156	-0.9713	-1.1034	0.1128	-0.7925	-0.7319	0.2862	-0.2146	-0.4733	0.6824	0.443	0.2476	-0.2642	-0.5145	-0.8172	0.5311	-0.0193	0.3439	-0.2036	0.7484
-0.864	-0.1458	-1.0043	-1.1914	0.0963	-0.7622	-0.7429	0.2531	-0.2119	-0.5008	0.6164	0.4045	0.1871	-0.3357	-0.5833	-0.941	0.6686	-0.0743	0.3605	-0.2807	0.7374
-0.952	-0.1761	-1.0429	-1.2685	0.0825	-0.7402	-0.7567	0.2504	-0.1871	-0.5173	0.5861	0.4017	0.1403	-0.3797	-0.6219	-0.9686	0.7842	-0.0743	0.3384	-0.3219	0.7292
-1.0236	-0.2201	-1.0429	-1.351	0.0413	-0.7539	-0.7759	0.1954	-0.1816	-0.5338	0.5311	0.3797	0.0825	-0.454	-0.6879	-1.0539	0.919	-0.1376	0.3302	-0.3907	0.7402
-1.0979	-0.2559	-1.0731	-1.4088	0.0165	-0.7154	-0.82	0.1844	-0.1678	-0.5503	0.4953	0.3605	0.0303	-0.5173	-0.7319	-1.1144	1.0456	-0.1844	0.3467	-0.454	0.7319
-1.1502	-0.2779	-1.0869	-1.4776	0.022	-0.7182	-0.8337	0.1266	-0.1348	-0.5668	0.4403	0.3495	0.0028	-0.5833	-0.7842	-1.1612	1.1749	-0.2284	0.3632	-0.4898	0.7319
-1.2079	-0.2862	-1.1034	-1.5079	0.0138	-0.6576	-0.842	0.1568	-0.1101	-0.5751	0.4182	0.3384	-0.033	-0.6549	-0.8282	-1.2024	1.318	-0.2697	0.388	-0.5393	0.7347
-1.252	-0.3109	-1.0786	-1.5381	-0.0248	-0.6246	-0.8337	0.1266	-0.077	-0.5668	0.3577	0.3329	-0.0743	-0.7292	-0.8337	-1.2245	1.4666	-0.3247	0.4072	-0.5861	0.7457
-1.307	-0.3439	-1.0979	-1.5904	0.0083	-0.5998	-0.864	0.1018	-0.0688	-0.5916	0.3302	0.3164	-0.1128	-0.7925	-0.831	-1.2382	1.5849	-0.355	0.4568	-0.6439	0.7677
-1.307	-0.3522	-1.0704	-1.5794	-0.0055	-0.5613	-0.8282	0.0963	-0.0468	-0.5806	0.2862	0.3192	-0.1651	-0.8475	-0.8502	-1.1997	1.6867	-0.3605	0.509	-0.6494	0.7925
-1.3428	-0.366	-1.0759	-1.5849	-0.0248	-0.5558	-0.8475	0.0413	-0.0385	-0.6053	0.2311	0.2779	-0.2201	-0.8943	-0.8392	-1.219	1.7968	-0.4292	0.5118	-0.6851	0.7594
-1.3345	-0.3687	-1.0704	-1.5657	-0.0358	-0.5283	-0.8282	0.0358	-0.0358	-0.6109	0.1651	0.2366	-0.2531	-0.919	-0.8145	-1.1722	1.8518	-0.4403	0.5421	-0.7292	0.7347
-1.3015	-0.3605	-0.9906	-1.5106	-0.0248	-0.498	-0.7787	0.0303	-0.0303	-0.6081	0.1238	0.2229	-0.2972	-0.9355	-0.8007	-1.1144	1.8848	-0.4623	0.5531	-0.7237	0.7127
-1.2877	-0.3577	-0.952	-1.4721	-0.0385	-0.4733	-0.7622	-0.0028	-0.055	-0.6053	0.0605	0.1954	-0.3632	-0.9465	-0.7457	-1.0346	1.9013	-0.4788	0.5586	-0.7567	0.6989
-1.2217	-0.3137	-0.8943	-1.3951	-0.0495	-0.443	-0.7209	-0.0275	-0.0495	-0.6109	-0.0028	0.1733	-0.3962	-0.9465	-0.6851	-0.952	1.8986	-0.4925	0.5778	-0.7759	0.6549
-1.1612	-0.2944	-0.82	-1.318	-0.0578	-0.41	-0.6851	-0.0413	-0.0578	-0.5971	-0.0881	0.1266	-0.4127	-0.93	-0.6081	-0.8447	1.8601	-0.5008	0.5558	-0.787	0.5916
-1.0869	-0.2752	-0.7457	-1.23	-0.0908	-0.3935	-0.6081	-0.0853	-0.0688	-0.5888	-0.1623	0.077	-0.4733	-0.897	-0.5586	-0.7292	1.8298	-0.509	0.5256	-0.7787	0.5338
-0.9686	-0.2119	-0.6604	-1.1309	-0.0715	-0.3357	-0.5393	-0.1128	-0.0798	-0.5943	-0.2146	0.044	-0.5063	-0.864	-0.454	-0.6301	1.7445	-0.5008	0.5256	-0.7732	0.5008
-0.8585	-0.1733	-0.5421	-1.0016	-0.0825	-0.3082	-0.4815	-0.1348	-0.0908	-0.5696	-0.2944	0.0055	-0.5366	-0.8282	-0.377	-0.5035	1.662	-0.5145	0.4815	-0.7677	0.3935
-0.7182	-0.0881	-0.4237	-0.8667	-0.0715	-0.2697	-0.3907	-0.1623	-0.1183	-0.5366	-0.3577	-0.0413	-0.5778	-0.7649	-0.2586	-0.3577	1.5436	-0.4815	0.4843	-0.7292	0.3302
-0.5943	-0.0303	-0.3027	-0.7099	-0.0825	-0.2146	-0.3109	-0.2009	-0.1541	-0.5256	-0.443	-0.1018	-0.6026	-0.7017	-0.1348	-0.2449	1.4143	-0.4733	0.432	-0.6934	0.2366
-0.443	0.0275	-0.1789	-0.5723	-0.0743	-0.1733	-0.2449	-0.2394	-0.1541	-0.4788	-0.5311	-0.1376	-0.6246	-0.6274	-0.0303	-0.077	1.263	-0.4733	0.3825	-0.6879	0.1183
-0.3027	0.0908	-0.0248	-0.4127	-0.1018	-0.1073	-0.1458	-0.2669	-0.1733	-0.4678	-0.5943	-0.1816	-0.6329	-0.5366	0.0715	0.0275	1.0979	-0.454	0.3384	-0.6356	0.0275
-0.1266	0.1844	0.0881	-0.2669	-0.0908	-0.0523	-0.0495	-0.3027	-0.1954	-0.4348	-0.6604	-0.2229	-0.6219	-0.4485	0.1761	0.2009	0.9273	-0.4265	0.2531	-0.5613	-0.0881
0.0413	0.2504	0.2449	-0.0853	-0.0743	0.0028	0.0385	-0.3247	-0.1844	-0.377	-0.7484	-0.2559	-0.6604	-0.366	0.2697	0.3247	0.7429	-0.41	0.2036	-0.5063	-0.1733
0.1926	0.3027	0.3797	0.0633	-0.0688	0.055	0.1403	-0.3577	-0.2036	-0.3605	-0.8282	-0.3082	-0.6604	-0.2669	0.3522	0.443	0.5448	-0.3632	0.1541	-0.4815	-0.2752
0.3687	0.3825	0.52	0.2504	-0.0633	0.1128	0.2284	-0.388	-0.2119	-0.3247	-0.886	-0.366	-0.6659	-0.1733	0.4182	0.5723	0.3522	-0.3632	0.0688	-0.4127	-0.377
0.5256	0.443	0.6384	0.3852	-0.0853	0.1899	0.3247	-0.421	-0.2421	-0.2724	-0.9383	-0.3935	-0.6851	-0.066	0.5228	0.6851	0.1513	-0.3467	-0.0055	-0.3715	-0.4815
0.6962	0.487	0.7787	0.5586	-0.0688	0.2504	0.4127	-0.454	-0.2311	-0.2339	-1.0126	-0.4513	-0.6851	0.0358	0.5723	0.7842	-0.044	-0.3164	-0.0825	-0.3082	-0.5806
0.8227	0.5668	0.897	0.6962	-0.0825	0.3027	0.5008	-0.4815	-0.2421	-0.1981	-1.0786	-0.4898	-0.6741	0.1183	0.6274	0.8557	-0.2229	-0.2999	-0.1623	-0.2531	-0.6796
0.9603	0.6026	1.0236	0.8447	-0.0798	0.3577	0.5696	-0.5145	-0.2669	-0.1403	-1.1144	-0.5393	-0.6879	0.2146	0.6796	0.9576	-0.41	-0.2972	-0.2421	-0.1871	-0.7677
1.0649	0.6356	1.1144	0.9355	-0.0963	0.4348	0.6219	-0.5531	-0.2807	-0.1156	-1.1529	-0.5778	-0.6962	0.2944	0.7292	0.9878	-0.5723	-0.2944	-0.3164	-0.1596	-0.8365
1.1777	0.6714	1.23	1.0484	-0.0991	0.4595	0.6989	-0.5888	-0.2724	-0.0908	-1.1914	-0.6246	-0.6934	0.366	0.7759	1.0236	-0.7319	-0.2944	-0.3687	-0.1211	-0.8888
1.3043	0.6686	1.2905	1.1722	-0.1266	0.509	0.7512	-0.6301	-0.2944	-0.0495	-1.2024	-0.6521	-0.6851	0.4403	0.7649	1.0951	-0.8723	-0.2779	-0.443	-0.0798	-0.9328
1.384	0.6769	1.3978	1.2602	-0.1513	0.5531	0.7925	-0.6576	-0.3109	0.0138	-1.2327	-0.6934	-0.6549	0.5008	0.8007	1.1171	-0.9906	-0.2559	-0.5035	-0.0385	-0.9906
1.4721	0.6686	1.4281	1.329	-0.1706	0.5696	0.809	-0.7099	-0.3274	0.0385	-1.2575	-0.7539	-0.6439	0.5476	0.8035	1.1254	-1.0979	-0.2449	-0.5586	-0.0165	-1.0346
1.5189	0.6494	1.5079	1.4116	-0.1926	0.6109	0.8667	-0.7237	-0.3082	0.0798	-1.285	-0.7704	-0.6053	0.6136	0.8145	1.1281	-1.1859	-0.2229	-0.5971	0.0358	-1.0704
1.5767	0.6329	1.5134	1.4611	-0.2449	0.6109	0.8778	-0.7897	-0.3302	0.1431	-1.3235	-0.8365	-0.5861	0.6301	0.798	1.1061	-1.2437	-0.2339	-0.6411	0.055	-1.0979
1.5987	0.5888	1.5436	1.4693	-0.3027	0.6191	0.8833	-0.842	-0.3577	0.1458	-1.329	-0.8695	-0.5448	0.6466	0.8035	1.0841	-1.2932	-0.2174	-0.6631	0.0936	-1.1171
1.5987	0.5256	1.5354	1.4721	-0.3605	0.6109	0.8805	-0.8612	-0.3687	0.1678	-1.362	-0.93	-0.5256	0.6659	0.7594	1.0511	-1.3263	-0.2036	-0.6851	0.1128	-1.1364
1.5767	0.4513	1.5381	1.4693	-0.388	0.5806	0.8943	-0.9108	-0.4017	0.2146	-1.3593	-0.9658	-0.4705	0.6906	0.7594	1.0346	-1.3483	-0.1844	-0.6962	0.1458	-1.1226
