"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.1505	-0.4457	-0.7206	-0.4775	-0.6859	-1.0013	-0.6309	-0.8508	-1.2154	-0.6164	-1.0418	-1.1113	-0.5035	0.7669	-0.026	0.3299	-1.5396	0.3675	-0.3646	0.5383	-0.9926	-0.5817	0.1621
-0.0666	-0.3849	-0.654	-0.4023	-0.6396	-0.9203	-0.5441	-0.7842	-1.1431	-0.5469	-0.9724	-1.0765	-0.4486	0.7466	0.081	0.3762	-1.4933	0.382	-0.3068	0.5556	-0.9289	-0.5325	0.1302
0	-0.3299	-0.5354	-0.3125	-0.5296	-0.8421	-0.4659	-0.7003	-1.0679	-0.4717	-0.9029	-0.9984	-0.3907	0.6945	0.2026	0.4543	-1.4093	0.3994	-0.1997	0.5875	-0.8537	-0.5064	0.0839
0.0666	-0.2489	-0.4601	-0.2402	-0.4486	-0.7842	-0.408	-0.6251	-1.0129	-0.4283	-0.8566	-0.9695	-0.3646	0.6511	0.2691	0.4717	-1.3138	0.4254	-0.1447	0.6048	-0.7929	-0.463	0.0434
0.1187	-0.1534	-0.3704	-0.136	-0.3588	-0.6945	-0.3212	-0.573	-0.9232	-0.3588	-0.7871	-0.9174	-0.3299	0.5961	0.3849	0.4891	-1.2068	0.4428	-0.0897	0.6135	-0.7032	-0.4572	-0.0116
0.1852	-0.1187	-0.2807	-0.0637	-0.301	-0.6511	-0.2778	-0.5325	-0.8769	-0.3212	-0.764	-0.8653	-0.2894	0.5296	0.4312	0.5006	-1.065	0.4514	-0.0405	0.6077	-0.6569	-0.4572	-0.0492
0.246	-0.0405	-0.2026	0.0116	-0.217	-0.5643	-0.2344	-0.4659	-0.8045	-0.2662	-0.7148	-0.8334	-0.2576	0.4543	0.5006	0.5325	-0.9145	0.463	0.0087	0.5933	-0.6019	-0.492	-0.0955
0.3183	0.0376	-0.1302	0.0666	-0.1621	-0.5064	-0.1505	-0.4023	-0.7293	-0.1997	-0.6338	-0.7727	-0.2489	0.3762	0.5701	0.5209	-0.7727	0.4457	0.0405	0.5759	-0.5614	-0.5238	-0.1476
0.3733	0.1129	-0.0376	0.1215	-0.0955	-0.4312	-0.0926	-0.3675	-0.683	-0.1418	-0.5933	-0.7293	-0.2055	0.3212	0.6164	0.5469	-0.6453	0.4514	0.0637	0.5788	-0.4717	-0.5788	-0.2026
0.4399	0.1534	0.0289	0.1592	-0.0434	-0.3994	-0.0666	-0.3444	-0.6482	-0.1302	-0.5441	-0.7148	-0.1968	0.2431	0.6453	0.5354	-0.4949	0.4399	0.0897	0.5585	-0.463	-0.654	-0.2605
0.4688	0.2055	0.0752	0.1852	-0.0029	-0.3328	-0.0608	-0.3183	-0.6193	-0.1013	-0.5296	-0.6859	-0.1881	0.1534	0.654	0.5267	-0.3299	0.408	0.0897	0.5412	-0.4196	-0.7351	-0.301
0.5093	0.2431	0.0781	0.1823	0.0376	-0.3096	-0.0347	-0.2778	-0.5788	-0.0897	-0.4775	-0.6743	-0.1852	0.0868	0.6627	0.5354	-0.1852	0.3936	0.0955	0.5354	-0.3704	-0.8392	-0.3531
0.5267	0.2691	0.1042	0.1968	0.0579	-0.2981	-0.0145	-0.2576	-0.5354	-0.0839	-0.4601	-0.6627	-0.1794	0.0058	0.6801	0.5035	-0.0376	0.3646	0.0868	0.4891	-0.3299	-0.955	-0.4283
0.5643	0.3183	0.1302	0.2084	0.0984	-0.2662	-0.0058	-0.2199	-0.4978	-0.0608	-0.4254	-0.6309	-0.1765	-0.0347	0.6482	0.5122	0.0695	0.3328	0.0897	0.4775	-0.2836	-1.0765	-0.4717
0.5585	0.3328	0.1447	0.1997	0.1389	-0.2431	-0.0116	-0.2113	-0.4717	-0.0666	-0.408	-0.6164	-0.1707	-0.1013	0.6164	0.4978	0.191	0.3068	0.1042	0.4283	-0.272	-1.1807	-0.518
0.5556	0.327	0.1447	0.1736	0.1244	-0.2402	-0.0116	-0.1852	-0.4659	-0.0637	-0.382	-0.6019	-0.1707	-0.1418	0.6077	0.4717	0.2662	0.2836	0.11	0.3762	-0.2315	-1.2907	-0.5672
0.5672	0.3415	0.1273	0.165	0.1418	-0.2373	-0.0087	-0.1736	-0.4341	-0.0839	-0.3444	-0.5759	-0.165	-0.1707	0.5643	0.4341	0.3357	0.2662	0.0897	0.3386	-0.2199	-1.3775	-0.6164
0.5643	0.3444	0.1013	0.1621	0.1707	-0.2113	0	-0.1158	-0.4167	-0.0666	-0.3183	-0.5354	-0.1534	-0.1968	0.5238	0.382	0.3791	0.246	0.0984	0.272	-0.191	-1.4325	-0.6367
0.5643	0.3473	0.1273	0.1563	0.1794	-0.2055	0.0087	-0.1071	-0.3965	-0.0666	-0.2691	-0.5006	-0.1476	-0.2084	0.4891	0.3617	0.3965	0.2402	0.1158	0.2431	-0.1476	-1.4672	-0.6627
0.5296	0.3386	0.136	0.1418	0.1997	-0.2257	0.026	-0.0955	-0.3646	-0.0405	-0.217	-0.4688	-0.1158	-0.217	0.463	0.3096	0.408	0.2141	0.1273	0.1823	-0.1302	-1.4643	-0.6685
0.5035	0.3154	0.0984	0.11	0.1997	-0.2084	0.0087	-0.0666	-0.3617	-0.0434	-0.2113	-0.4428	-0.1244	-0.217	0.4167	0.2489	0.4109	0.2199	0.1302	0.1621	-0.1158	-1.4498	-0.6772
0.4833	0.3039	0.0723	0.0955	0.2084	-0.2113	0.0145	-0.0318	-0.3502	-0.0608	-0.165	-0.3936	-0.1129	-0.2141	0.382	0.2113	0.408	0.1968	0.1447	0.1215	-0.1013	-1.3891	-0.6772
0.4486	0.3039	0.0579	0.081	0.2257	-0.1968	0.0058	-0.0087	-0.3212	-0.0492	-0.1302	-0.3415	-0.0666	-0.1968	0.356	0.1447	0.3849	0.2026	0.1505	0.0955	-0.0839	-1.308	-0.6453
0.4109	0.2633	0.0174	0.055	0.2141	-0.1852	-0.0058	0.0145	-0.2923	-0.0434	-0.0955	-0.2894	-0.0521	-0.1794	0.3386	0.0926	0.3531	0.165	0.1707	0.0839	-0.081	-1.1894	-0.6222
0.3588	0.217	0	0.0058	0.2141	-0.1765	-0.0318	0.0521	-0.272	-0.0579	-0.0637	-0.2547	-0.0289	-0.165	0.3154	0.081	0.327	0.165	0.1881	0.0608	-0.0752	-1.065	-0.5875
0.3183	0.2026	-0.0289	-0.0637	0.217	-0.1534	-0.0376	0.0839	-0.2402	-0.0579	-0.0145	-0.2084	-0.0145	-0.1621	0.2894	0.0434	0.3125	0.1476	0.1794	0.0521	-0.0579	-0.9174	-0.5441
0.2576	0.1881	-0.0289	-0.0897	0.2402	-0.1447	-0.055	0.1215	-0.2141	-0.055	0.0463	-0.1505	0.026	-0.1447	0.2547	0.0029	0.2807	0.1215	0.2055	0.0376	-0.0203	-0.7466	-0.4891
0.2228	0.1881	-0.0608	-0.1129	0.2373	-0.1302	-0.0695	0.1563	-0.165	-0.0608	0.0781	-0.0955	0.0405	-0.1389	0.2576	-0.0116	0.2633	0.1187	0.2431	0.0087	-0.0145	-0.5643	-0.4543
0.1765	0.165	-0.0521	-0.1563	0.2373	-0.1244	-0.081	0.2084	-0.1042	-0.0318	0.1273	-0.0232	0.0723	-0.1389	0.2084	-0.0203	0.2373	0.1158	0.2605	-0.0058	0.0029	-0.3994	-0.4023
0.1418	0.165	-0.0579	-0.1997	0.2547	-0.0868	-0.0926	0.2373	-0.0463	-0.0232	0.191	0.0376	0.11	-0.1158	0.2141	-0.0174	0.2141	0.0955	0.2923	-0.0347	0.0318	-0.2286	-0.3502
0.0752	0.1534	-0.0666	-0.2373	0.2315	-0.0868	-0.11	0.2344	-0.0376	-0.0289	0.2055	0.081	0.1215	-0.11	0.1534	-0.0203	0.1997	0.0926	0.3212	-0.0492	0.0116	-0.0637	-0.3096
0.0926	0.1621	-0.0347	-0.272	0.2489	-0.0376	-0.0926	0.2749	0.0232	-0.0116	0.2431	0.1592	0.1534	-0.0984	0.1447	0.0232	0.1678	0.0695	0.327	-0.0897	0.0405	0.0579	-0.2894
0.0492	0.1939	-0.0405	-0.2952	0.272	0	-0.1158	0.2923	0.055	0	0.2894	0.2257	0.1707	-0.0926	0.1215	0.0318	0.1621	0.0521	0.3444	-0.0781	0.0579	0.191	-0.246
0.055	0.1968	0.0087	-0.3096	0.3068	0.0492	-0.1273	0.3299	0.1129	0.0289	0.327	0.2778	0.1939	-0.0897	0.0897	0.0608	0.1621	0.0666	0.3531	-0.11	0.0666	0.2691	-0.2055
0.0463	0.2576	0.0405	-0.3039	0.3125	0.0839	-0.1071	0.3502	0.1736	0.0463	0.3531	0.3154	0.2055	-0.0926	0.0666	0.0926	0.1765	0.0521	0.3531	-0.1187	0.0723	0.3357	-0.1852
0.0984	0.2894	0.11	-0.2923	0.3357	0.1158	-0.0752	0.3994	0.2489	0.081	0.4051	0.3733	0.2547	-0.0955	0.0637	0.1187	0.1678	0.0695	0.3733	-0.1071	0.1244	0.3762	-0.165
0.1302	0.3386	0.1678	-0.2662	0.3646	0.1968	-0.0492	0.4514	0.3212	0.1187	0.4428	0.4572	0.2691	-0.0984	0.0434	0.1476	0.1881	0.0781	0.3849	-0.0608	0.1563	0.3704	-0.1476
0.1678	0.3704	0.2113	-0.2373	0.3791	0.2547	-0.0232	0.4949	0.382	0.1621	0.463	0.4978	0.3154	-0.1215	0.0376	0.1678	0.2141	0.0781	0.4225	-0.0666	0.191	0.3617	-0.1331
0.2055	0.4399	0.2865	-0.1707	0.4514	0.3328	0.0666	0.5556	0.4572	0.2113	0.518	0.5701	0.3531	-0.1273	0.0579	0.2084	0.2315	0.0868	0.4601	-0.0116	0.2344	0.3241	-0.1331
0.2662	0.4688	0.3502	-0.0955	0.4775	0.3936	0.1331	0.5933	0.5267	0.2923	0.5788	0.654	0.4399	-0.1447	0.0723	0.191	0.2576	0.0926	0.463	0.026	0.2981	0.2489	-0.1418
0.3068	0.5325	0.408	-0.0318	0.518	0.4514	0.2084	0.6453	0.573	0.3531	0.6164	0.7032	0.4514	-0.1592	0.1187	0.1765	0.2749	0.1129	0.5151	0.0579	0.3212	0.1765	-0.1389
0.3849	0.5614	0.4804	0.0492	0.5614	0.5151	0.2633	0.6945	0.6685	0.4138	0.654	0.764	0.4978	-0.1678	0.1592	0.1736	0.301	0.1534	0.5151	0.0926	0.3675	0.0897	-0.1621
0.4283	0.599	0.5759	0.1129	0.5846	0.5701	0.3415	0.7177	0.7177	0.4486	0.7061	0.8306	0.5383	-0.1707	0.2113	0.1505	0.327	0.1592	0.5209	0.1302	0.408	-0.0289	-0.1707
0.4688	0.6511	0.6135	0.2315	0.628	0.6193	0.4196	0.7466	0.7756	0.5006	0.7206	0.8769	0.5441	-0.1968	0.2518	0.1013	0.3588	0.191	0.5527	0.1505	0.4572	-0.1244	-0.1968
0.4833	0.6396	0.6598	0.3039	0.6077	0.654	0.4688	0.7669	0.8074	0.5325	0.7437	0.9	0.5585	-0.2141	0.2894	0.0347	0.4051	0.1794	0.5383	0.1968	0.4978	-0.2228	-0.2199
0.4862	0.6367	0.6685	0.356	0.6193	0.6916	0.4949	0.7698	0.8363	0.5498	0.7524	0.9029	0.5527	-0.2431	0.3183	-0.026	0.463	0.1678	0.5267	0.2055	0.5209	-0.3212	-0.2315
0.5238	0.6424	0.7322	0.4283	0.6338	0.7119	0.5469	0.79	0.8653	0.5846	0.7727	0.9463	0.5701	-0.2633	0.3444	-0.0839	0.5064	0.1621	0.5209	0.2257	0.5441	-0.3965	-0.2431
0.5354	0.6338	0.7322	0.4659	0.6164	0.7148	0.5527	0.7669	0.8508	0.5961	0.7871	0.9261	0.5701	-0.2952	0.3444	-0.1389	0.5585	0.1418	0.5093	0.2055	0.573	-0.4746	-0.2373
0.5209	0.6106	0.7148	0.4775	0.6222	0.709	0.5788	0.7785	0.8595	0.5585	0.7842	0.9376	0.5209	-0.3241	0.3502	-0.1968	0.6164	0.1129	0.4891	0.1678	0.6048	-0.5383	-0.2518
0.4949	0.599	0.7206	0.5238	0.6367	0.7032	0.5904	0.764	0.845	0.5643	0.764	0.9318	0.5354	-0.3386	0.356	-0.2228	0.6569	0.1158	0.4688	0.1418	0.6424	-0.5961	-0.2286
0.4688	0.5383	0.6974	0.5122	0.5933	0.6974	0.573	0.7408	0.8219	0.5354	0.7669	0.9058	0.5006	-0.3791	0.2662	-0.2778	0.7235	0.0781	0.4601	0.1013	0.6656	-0.5846	-0.2141
0.4109	0.463	0.6367	0.4949	0.5441	0.6424	0.5527	0.7264	0.8045	0.4978	0.7524	0.8653	0.463	-0.408	0.2084	-0.3444	0.7871	0.0289	0.4312	0.0347	0.6453	-0.5643	-0.1852
0.3704	0.4225	0.6077	0.4486	0.5267	0.6396	0.5122	0.6974	0.764	0.4717	0.7495	0.8392	0.4225	-0.4283	0.1273	-0.3965	0.8248	0.0521	0.3907	0.0203	0.6569	-0.5209	-0.1389
0.3183	0.3531	0.5238	0.4167	0.4804	0.5933	0.4572	0.6511	0.7437	0.4225	0.7177	0.7958	0.3675	-0.4572	0.0723	-0.4225	0.8682	0.0289	0.3762	-0.0087	0.6598	-0.4514	-0.1042
0.2633	0.2923	0.4659	0.3878	0.4717	0.5527	0.4283	0.654	0.7293	0.3994	0.7408	0.7814	0.3617	-0.4688	-0.0058	-0.4457	0.9174	0.026	0.3502	-0.0347	0.7032	-0.3675	-0.0521
0.1823	0.2431	0.4109	0.3096	0.4428	0.5093	0.3878	0.6193	0.7003	0.3617	0.7206	0.7466	0.3328	-0.4891	-0.0781	-0.4254	0.9405	0.0203	0.3212	-0.0521	0.6945	-0.2749	0.0029
0.1158	0.1621	0.3386	0.2286	0.408	0.4457	0.3154	0.5817	0.6367	0.3068	0.6974	0.6916	0.3068	-0.5093	-0.1707	-0.4341	0.981	0.0116	0.3039	-0.0984	0.6772	-0.1765	0.0492
0.0463	0.11	0.2778	0.1765	0.3531	0.4138	0.2836	0.5498	0.6077	0.301	0.6859	0.6685	0.2865	-0.4949	-0.2402	-0.4283	0.9637	0.0029	0.2778	-0.0984	0.709	-0.0666	0.11
-0.026	0.0521	0.1968	0.1013	0.2952	0.3299	0.2431	0.5093	0.5701	0.2431	0.6453	0.6106	0.2633	-0.4833	-0.3386	-0.4109	0.9347	0	0.2315	-0.1042	0.683	0.0405	0.1707
-0.1389	-0.0463	0.1013	0.0116	0.2547	0.2778	0.1621	0.463	0.5122	0.1794	0.5961	0.5701	0.2084	-0.4601	-0.4486	-0.3791	0.9029	-0.0405	0.165	-0.1215	0.628	0.1447	0.2547
-0.1997	-0.1013	0.0318	-0.081	0.2026	0.2026	0.0608	0.3994	0.4486	0.1187	0.5788	0.4949	0.1707	-0.4254	-0.5498	-0.3791	0.8219	-0.0579	0.1273	-0.1534	0.6019	0.2576	0.3212
-0.2749	-0.1505	-0.0492	-0.1389	0.1707	0.1273	0.0058	0.356	0.4051	0.0723	0.518	0.4457	0.1244	-0.3849	-0.6367	-0.3965	0.7408	-0.0955	0.0666	-0.2026	0.5527	0.3762	0.3907
-0.3299	-0.2084	-0.1331	-0.1968	0.0897	0.0608	-0.0463	0.2894	0.3357	0.0116	0.4746	0.3762	0.0897	-0.3386	-0.7264	-0.4051	0.6482	-0.11	0.0289	-0.246	0.5064	0.4746	0.4688
-0.4023	-0.2691	-0.191	-0.2518	0.0203	-0.0145	-0.1158	0.2228	0.2865	-0.055	0.4341	0.3125	0.0376	-0.2807	-0.7842	-0.4312	0.5325	-0.1621	-0.0174	-0.2981	0.4428	0.5701	0.5325
