"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
2.1252	1.738	2.3471	1.8382	1.8084	2.1603	1.7082	1.7922	1.9546	1.4538	1.5323	1.7137	1.424	0.046	0.9015	1.8544	-0.1245	0.5983	1.1208	0.2599	0.8311	-0.7201	1.0098
2.0385	1.7164	2.2957	1.7461	1.7813	2.0873	1.6785	1.7299	1.8923	1.3996	1.4565	1.6433	1.3563	0.0027	0.8257	1.6731	-0.0162	0.5469	0.9827	0.2247	0.804	-0.5929	0.9421
1.9817	1.7001	2.2226	1.6785	1.7272	2.0142	1.627	1.6731	1.8138	1.3617	1.4186	1.5756	1.3184	-0.0487	0.7364	1.4998	0.0541	0.5604	0.8988	0.2112	0.7851	-0.4494	0.9313
1.8978	1.6595	2.1387	1.5675	1.6758	1.9546	1.5621	1.6027	1.7489	1.3103	1.3319	1.5296	1.2832	-0.0731	0.6254	1.2778	0.1272	0.5333	0.7959	0.222	0.7526	-0.3086	0.8853
1.7949	1.6243	2.0494	1.4863	1.6243	1.8788	1.5052	1.5242	1.692	1.3076	1.2886	1.5052	1.2616	-0.0975	0.5496	1.1127	0.1678	0.5658	0.7039	0.2274	0.7174	-0.1733	0.8284
1.7001	1.5675	1.9492	1.3509	1.5323	1.7868	1.4484	1.4456	1.5945	1.2372	1.2237	1.4294	1.2074	-0.1164	0.4061	0.8961	0.2112	0.5766	0.6335	0.2436	0.6768	-0.0379	0.7743
1.5945	1.5187	1.8301	1.2101	1.47	1.6893	1.3644	1.3834	1.5242	1.202	1.1993	1.378	1.1749	-0.1245	0.3167	0.7445	0.2166	0.5658	0.5604	0.2924	0.6741	0.065	0.7445
1.4863	1.4429	1.7326	1.0856	1.405	1.5864	1.2507	1.3157	1.4077	1.1397	1.1181	1.3292	1.1181	-0.1218	0.2274	0.5983	0.2166	0.582	0.4765	0.3086	0.6362	0.157	0.6687
1.3807	1.3861	1.6027	0.9313	1.3374	1.489	1.1668	1.2507	1.3401	1.0802	1.0748	1.2589	1.0639	-0.1327	0.157	0.4711	0.2193	0.5577	0.4142	0.3276	0.6037	0.2247	0.6064
1.2805	1.2832	1.489	0.8176	1.2561	1.3807	1.0693	1.1668	1.2724	0.999	1.0044	1.1641	1.0044	-0.1137	0.0704	0.3953	0.2003	0.555	0.3655	0.3465	0.5712	0.2545	0.555
