"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.8644	0.3693	0.6546	0.4364	0.3819	0.386	0.4028	0.0923	0.0965	-0.1469	0.0546	-0.0252	-0.0839	-0.3021	0.7385	1.0029	0.6084	-0.3567	-0.5245	-0.4322	-0.3986
0.8015	0.3189	0.5707	0.3819	0.3189	0.3399	0.3693	0.0713	0.0546	-0.1637	0.0168	-0.0671	-0.1301	-0.3399	0.6798	0.9777	0.6672	-0.3819	-0.4742	-0.4532	-0.3651
0.7175	0.2937	0.491	0.3021	0.3021	0.2769	0.2811	0.0546	-0.0084	-0.2098	-0.0168	-0.1259	-0.1846	-0.3651	0.663	0.9525	0.7092	-0.407	-0.4364	-0.5119	-0.3525
0.6252	0.2518	0.4322	0.2518	0.2518	0.235	0.2056	0.021	-0.0797	-0.256	-0.0084	-0.1595	-0.2392	-0.3693	0.6462	0.9483	0.7259	-0.4364	-0.3819	-0.5035	-0.3105
0.5329	0.1804	0.3273	0.1553	0.172	0.1846	0.1469	-0.0252	-0.1301	-0.3063	-0.0671	-0.235	-0.3231	-0.386	0.5749	0.8854	0.7511	-0.4993	-0.3902	-0.5581	-0.3231
0.4364	0.0965	0.256	0.0671	0.0923	0.1007	0.0546	-0.0755	-0.193	-0.3315	-0.0923	-0.2811	-0.386	-0.3777	0.5455	0.877	0.7427	-0.5539	-0.3483	-0.5833	-0.3147
0.3567	-0.0084	0.1385	-0.0336	0.0084	0.0168	-0.042	-0.1217	-0.2728	-0.4112	-0.1637	-0.3273	-0.449	-0.3609	0.4993	0.8518	0.7175	-0.5749	-0.3273	-0.6336	-0.3189
0.2224	-0.0881	0.0504	-0.1133	-0.0755	-0.0336	-0.1049	-0.1553	-0.3525	-0.4574	-0.2308	-0.4028	-0.5161	-0.3483	0.449	0.8476	0.6924	-0.6168	-0.3315	-0.6588	-0.3021
0.0797	-0.1846	-0.0839	-0.235	-0.1846	-0.1595	-0.2014	-0.2434	-0.428	-0.5497	-0.3105	-0.5161	-0.6084	-0.3483	0.3525	0.7721	0.684	-0.7092	-0.3693	-0.7133	-0.3609
-0.021	-0.2644	-0.1385	-0.3315	-0.2644	-0.2056	-0.2895	-0.2853	-0.5161	-0.5707	-0.3777	-0.5791	-0.6756	-0.3105	0.3357	0.7805	0.6252	-0.7092	-0.3483	-0.7469	-0.3777
-0.1637	-0.3693	-0.2728	-0.4574	-0.3693	-0.3063	-0.3902	-0.3651	-0.5791	-0.6588	-0.4532	-0.6672	-0.7763	-0.2895	0.2853	0.7133	0.6001	-0.7553	-0.3609	-0.8057	-0.3944
