"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.3462	0.3217	0.4546	0.3497	0.8532	1.3603	1.1889	2.1785	3.3814	2.8604	2.9758	3.9794	3.0003	0.3462	-0.563	-0.3252	-0.6854	1.619	0.3637	0.5665	1.8918
0.4861	0.4196	0.584	0.4965	0.8567	1.5036	1.3148	2.1505	3.4688	2.9478	2.9408	3.9968	3.0807	0.2693	-0.3812	-0.1643	-0.542	1.612	0.4371	0.5385	1.9512
0.6119	0.4965	0.7343	0.6749	0.8847	1.64	1.4477	2.1156	3.5108	3.0073	2.9303	4.0003	3.1506	0.2133	-0.2168	-0.021	-0.4126	1.6085	0.4616	0.5665	1.9792
0.7343	0.542	0.8357	0.8322	0.8707	1.7379	1.5456	2.0771	3.5388	3.0632	2.8919	3.9829	3.1926	0.1434	-0.042	0.1329	-0.2832	1.5945	0.514	0.57	1.9932
0.7763	0.598	0.9197	0.9616	0.8497	1.7939	1.6085	2.0142	3.5528	3.0842	2.8044	3.9304	3.2031	0.0769	0.0699	0.2518	-0.1434	1.591	0.5245	0.5735	1.9827
0.8707	0.6084	0.9686	1.091	0.7973	1.8743	1.696	1.9337	3.5458	3.0842	2.724	3.8884	3.1751	0.014	0.1853	0.3707	-0.028	1.5631	0.5385	0.6119	1.9757
0.9092	0.6434	1.0106	1.2064	0.7798	1.9023	1.7484	1.8673	3.5073	3.0877	2.6611	3.8185	3.1646	-0.049	0.3007	0.528	0.0909	1.591	0.542	0.6154	1.9897
0.9441	0.6609	1.0281	1.2903	0.7273	1.9162	1.7729	1.7379	3.4444	3.0492	2.5457	3.7136	3.0947	-0.1154	0.3812	0.6329	0.2168	1.5596	0.57	0.6049	1.9442
0.9721	0.6469	1.0595	1.3777	0.7064	1.9372	1.7764	1.6645	3.4059	3.0142	2.4687	3.6367	3.0527	-0.1748	0.4756	0.7903	0.3147	1.5561	0.584	0.6399	1.9442
0.9966	0.6224	1.07	1.4617	0.6399	1.9093	1.7974	1.5561	3.287	2.9233	2.3499	3.5178	2.9548	-0.2273	0.5525	0.8812	0.4301	1.5421	0.6015	0.6119	1.8988
1.0071	0.6049	1.063	1.5001	0.6015	1.8813	1.7694	1.4582	3.1961	2.8324	2.238	3.3989	2.8814	-0.2623	0.5665	0.9966	0.5315	1.4861	0.5945	0.591	1.8673
1.0211	0.563	1.0455	1.5351	0.514	1.8358	1.7274	1.3463	3.0667	2.71	2.1191	3.2241	2.717	-0.3252	0.577	1.049	0.6434	1.4372	0.6154	0.5595	1.7974
1.049	0.542	1.0455	1.5491	0.4791	1.7799	1.6715	1.2414	2.9548	2.5702	2.0177	3.1192	2.6051	-0.3602	0.584	1.1435	0.7378	1.3673	0.5875	0.507	1.7694
1.042	0.4826	1.0106	1.5421	0.4266	1.7134	1.5945	1.1574	2.8324	2.4233	1.9162	2.9793	2.4687	-0.4266	0.6084	1.1539	0.8287	1.3043	0.6049	0.4546	1.7099
1.0071	0.4231	0.9721	1.4791	0.3357	1.6015	1.4617	1.0211	2.6121	2.238	1.7484	2.78	2.2659	-0.4826	0.563	1.1295	0.9302	1.1714	0.5595	0.3567	1.612
