"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.5096	0.9064	0.6042	-0.0275	0.589	0.8728	0.2747	0.647	0.5981	0.6195	0.3998	0.9796	0.9216	-0.0305	-0.2869	-0.647	0.061	0.3265	0.3387	-0.0092	1.0132
0.5798	0.9674	0.6958	0.0885	0.6866	0.9735	0.3723	0.7538	0.7355	0.7538	0.5188	1.123	1.0559	-0.0977	-0.2686	-0.6042	0.2075	0.4181	0.4639	0.0671	1.1108
0.6378	1.0132	0.8026	0.177	0.7782	1.0559	0.4944	0.8667	0.8331	0.8789	0.6531	1.2604	1.178	-0.1648	-0.2289	-0.5829	0.3296	0.5096	0.5768	0.1434	1.2115
0.7202	1.0406	0.8453	0.2625	0.8392	1.1139	0.5768	0.9705	0.9308	0.9796	0.7813	1.3702	1.3031	-0.2045	-0.2045	-0.5035	0.415	0.589	0.6836	0.2197	1.2909
0.7629	1.0773	0.9003	0.3357	0.9125	1.1932	0.6714	1.0742	1.0223	1.0681	0.9125	1.4862	1.3672	-0.2594	-0.1648	-0.4333	0.4944	0.6805	0.769	0.3204	1.3733
0.8118	1.0925	0.9552	0.4028	0.9857	1.2299	0.7568	1.178	1.1322	1.1627	1.004	1.5961	1.4526	-0.2838	-0.119	-0.3754	0.5554	0.7568	0.8392	0.3754	1.4374
0.8575	1.1078	0.9918	0.4639	1.0498	1.2848	0.8118	1.2604	1.2054	1.2177	1.123	1.709	1.5381	-0.3052	-0.0549	-0.2716	0.5829	0.8392	0.9094	0.4517	1.5228
0.8881	1.1169	1.0223	0.5524	1.0925	1.3092	0.8759	1.3306	1.2756	1.3123	1.2451	1.7883	1.6144	-0.3021	0.0092	-0.2014	0.5951	0.9155	0.9949	0.5402	1.6052
0.9308	1.123	1.0193	0.6042	1.1353	1.3275	0.9583	1.3885	1.3489	1.3855	1.3153	1.8646	1.6815	-0.3204	0.058	-0.1282	0.6287	0.9705	1.0254	0.6042	1.6388
0.9613	1.1292	1.0498	0.6622	1.1627	1.3519	1.001	1.4679	1.3916	1.4465	1.413	1.9318	1.7365	-0.3235	0.1312	-0.0305	0.6317	1.0498	1.0834	0.6714	1.6968
0.9918	1.123	1.0437	0.7172	1.2054	1.3733	1.0529	1.532	1.4465	1.5167	1.5106	1.9928	1.8036	-0.3204	0.2136	0.0305	0.6256	1.0834	1.1047	0.7202	1.7578
1.0132	1.123	1.0468	0.7629	1.2054	1.3733	1.0895	1.5472	1.4984	1.5381	1.5686	2.0508	1.8127	-0.3174	0.2899	0.0916	0.6165	1.1261	1.1414	0.7416	1.7853
1.0437	1.1078	1.0651	0.7904	1.2115	1.3824	1.1108	1.6144	1.5259	1.5686	1.6327	2.0996	1.8555	-0.296	0.3571	0.1678	0.5981	1.1688	1.1658	0.7446	1.8036
1.0773	1.1047	1.0651	0.824	1.239	1.3641	1.1383	1.6357	1.535	1.5961	1.6785	2.1271	1.8341	-0.2838	0.4395	0.2502	0.5676	1.181	1.1993	0.7172	1.825
1.0742	1.1078	1.0376	0.824	1.2146	1.3306	1.1353	1.6449	1.5137	1.5686	1.6907	2.1149	1.8219	-0.2838	0.5035	0.2899	0.5615	1.1505	1.2054	0.6897	1.8188
1.0864	1.0742	1.0162	0.8484	1.2024	1.3367	1.1261	1.6449	1.4954	1.5747	1.712	2.1057	1.7853	-0.2838	0.5493	0.3235	0.5463	1.12	1.2085	0.6653	1.7944
1.1017	1.0468	0.9979	0.8301	1.1902	1.3031	1.0956	1.6388	1.4832	1.5411	1.712	2.1057	1.7303	-0.2777	0.6042	0.3815	0.5402	1.0956	1.1841	0.6165	1.7761
1.1047	1.059	1.0162	0.8728	1.1871	1.2909	1.1169	1.6327	1.474	1.5411	1.7242	2.0538	1.6998	-0.2747	0.65	0.4486	0.5402	1.0376	1.1871	0.5768	1.7426
1.12	1.0468	1.0132	0.882	1.1688	1.2634	1.1139	1.5808	1.4465	1.5137	1.7212	2.0325	1.6418	-0.2869	0.6989	0.5096	0.5585	1.0071	1.181	0.5615	1.7029
1.1292	1.0223	0.9796	0.8911	1.1719	1.2421	1.0956	1.5717	1.4282	1.474	1.709	1.9867	1.5869	-0.296	0.7141	0.5951	0.5676	0.9369	1.1444	0.5066	1.6846
1.1383	1.0254	0.9918	0.8911	1.1139	1.1902	1.0712	1.5533	1.3763	1.4435	1.6846	1.9135	1.5381	-0.293	0.7599	0.647	0.5829	0.8942	1.1383	0.4669	1.6449
1.12	1.0254	0.9674	0.885	1.0864	1.1688	1.0406	1.4832	1.3336	1.4069	1.6479	1.8799	1.4679	-0.2899	0.7935	0.7263	0.5737	0.8331	1.12	0.4364	1.5808
1.1017	0.9888	0.9644	0.8423	1.0529	1.1261	1.0315	1.4313	1.2848	1.355	1.6174	1.7853	1.4038	-0.293	0.7935	0.769	0.5554	0.7751	1.0864	0.4272	1.535
1.0895	1.004	0.943	0.8362	1.0315	1.0864	0.9888	1.3855	1.2238	1.3	1.5564	1.6998	1.3519	-0.2777	0.7874	0.8026	0.5341	0.7263	1.0437	0.3784	1.4832
