"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-1.8044	-0.8272	-1.0131	-0.9711	-0.0599	0.1499	-0.3357	0.2098	0.6894	0.2098	1.091	0.9471	1.0251	-0.0779	-1.8643	-1.9123	0.1379	1.133	0.1499	-0.1079	0.9172
-1.5826	-0.6594	-0.8692	-0.8272	0.03	0.2757	-0.2458	0.2098	0.7193	0.2278	1.061	0.8992	0.9771	-0.0779	-1.7624	-1.8823	0.1678	0.9891	0.1738	-0.2038	0.8632
-1.4327	-0.5275	-0.7193	-0.6834	0.1319	0.4076	-0.1619	0.2578	0.8033	0.2638	1.0011	0.8692	0.8992	-0.1079	-1.6485	-1.8343	0.1858	0.8392	0.1738	-0.3297	0.8392
-1.2648	-0.3717	-0.5515	-0.6114	0.1858	0.4676	-0.0779	0.2578	0.8033	0.2518	0.9292	0.8033	0.7853	-0.1019	-1.5586	-1.8044	0.1918	0.6234	0.1798	-0.4376	0.7133
-1.067	-0.2278	-0.3717	-0.4616	0.2458	0.5395	0	0.2518	0.8212	0.2638	0.8093	0.7253	0.7014	-0.0899	-1.4866	-1.8044	0.1678	0.4436	0.1738	-0.5335	0.6774
-0.8872	-0.042	-0.1738	-0.2638	0.2997	0.6534	0.1199	0.2578	0.8692	0.2817	0.7014	0.6654	0.6234	-0.0779	-1.4027	-1.7864	0.1379	0.2638	0.1678	-0.6054	0.5935
-0.6954	0.0599	0.006	-0.0839	0.3537	0.7253	0.2398	0.2218	0.8392	0.3057	0.5575	0.5575	0.5215	-0.0659	-1.2708	-1.7204	0.1139	0.1079	0.1619	-0.6894	0.4796
-0.5575	0.2398	0.1619	0.0659	0.3956	0.7913	0.3537	0.1439	0.7913	0.3177	0.4376	0.4316	0.4016	-0.054	-1.1629	-1.7084	0.0839	-0.0659	0.1019	-0.7733	0.4196
-0.3117	0.4316	0.3597	0.2698	0.4736	0.8932	0.4616	0.1499	0.8153	0.3237	0.2937	0.3477	0.2997	-0.03	-1.0311	-1.6665	0.03	-0.2218	0.1019	-0.8153	0.2937
-0.0719	0.5935	0.5395	0.5095	0.4916	0.9292	0.6294	0.0839	0.7973	0.3417	0.1559	0.2698	0.2458	0	-0.8093	-1.4926	-0.012	-0.3357	0.048	-0.8452	0.1499
0.1199	0.6954	0.7433	0.6894	0.5275	0.9951	0.7193	0.03	0.7433	0.3357	-0.048	0.1559	0.1199	0.012	-0.6294	-1.3548	-0.03	-0.4856	0.018	-0.8033	0.03
0.3717	0.8452	0.9411	0.8752	0.5875	1.103	0.7973	-0.012	0.7553	0.3477	-0.1619	0.0599	0.048	0.048	-0.3537	-1.139	-0.0839	-0.5575	-0.012	-0.7913	-0.0659
0.6114	1.0191	1.1689	1.067	0.6174	1.145	0.8932	-0.042	0.7313	0.3657	-0.2757	-0.0599	-0.012	0.03	-0.1439	-0.8392	-0.0839	-0.6354	-0.006	-0.7553	-0.1678
0.8932	1.139	1.3368	1.2349	0.6474	1.2169	0.9471	-0.0659	0.7193	0.3657	-0.4256	-0.1139	-0.0779	0.0659	0.1379	-0.5815	-0.1139	-0.7014	-0.0719	-0.7014	-0.2638
1.133	1.2648	1.5226	1.3608	0.6954	1.2828	0.9951	-0.1019	0.7014	0.3597	-0.5215	-0.1738	-0.1439	0.048	0.4016	-0.2997	-0.1139	-0.7014	-0.0959	-0.6474	-0.3477
