"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.4676	-0.039	-1.052	-0.5215	0.1079	-0.8512	0.2038	0.9711	-0.3207	1.0281	0.8362	0.033	1.4777	0.4676	0.3117	0.2817	-0.9292	1.106	-0.7223	-0.0689	0.8033
-0.4286	0.051	-1.055	-0.5665	0.2278	-0.8212	0.1319	1.079	-0.2608	0.9411	0.9621	0.0659	1.3757	0.4256	0.3057	0.2698	-0.8512	1.0161	-0.6054	-0.1019	0.8692
-0.4496	0.1109	-1.046	-0.6204	0.2907	-0.8123	0.0719	1.1779	-0.2308	0.8662	1.046	0.1139	1.3308	0.3866	0.2997	0.2578	-0.7583	0.9351	-0.5005	-0.1199	0.9531
-0.4376	0.1948	-1.0131	-0.6504	0.3956	-0.7733	0.036	1.2768	-0.1888	0.8123	1.1539	0.1559	1.2289	0.3357	0.2698	0.2428	-0.6594	0.8003	-0.3567	-0.1469	1.0281
-0.4316	0.2787	-1.0101	-0.7014	0.4916	-0.7463	-0.054	1.3757	-0.1409	0.7343	1.2559	0.2248	1.139	0.2847	0.2698	0.1978	-0.5575	0.7133	-0.2098	-0.2218	1.106
-0.4226	0.3477	-0.9681	-0.7643	0.5935	-0.7074	-0.0869	1.4747	-0.0809	0.6624	1.3518	0.2488	1.055	0.2278	0.2638	0.1888	-0.4646	0.5665	-0.0569	-0.2757	1.1809
-0.4646	0.4106	-0.9681	-0.8003	0.6924	-0.6744	-0.1738	1.5436	-0.027	0.5815	1.4297	0.3057	0.9471	0.1708	0.2428	0.1379	-0.3417	0.4166	0.1019	-0.3567	1.2798
-0.4526	0.4826	-0.9381	-0.8332	0.7763	-0.6384	-0.2368	1.6425	0.024	0.5125	1.4926	0.3327	0.8302	0.1169	0.2338	0.0659	-0.2308	0.3087	0.2937	-0.4166	1.3488
-0.4676	0.5275	-0.8962	-0.8902	0.8422	-0.5965	-0.3177	1.7114	0.0599	0.3807	1.5586	0.3627	0.7133	0.051	0.2728	0.03	-0.1199	0.1229	0.4706	-0.5395	1.4237
-0.4796	0.5785	-0.8992	-0.9321	0.9381	-0.5395	-0.3926	1.7504	0.0899	0.2877	1.6125	0.3956	0.5815	-0.015	0.2458	-0.015	0.021	-0.0569	0.6324	-0.6324	1.4806
-0.4436	0.6444	-0.8452	-0.9531	1.0161	-0.5095	-0.4166	1.7984	0.1409	0.2218	1.6515	0.4526	0.4736	-0.0899	0.2817	-0.048	0.1648	-0.1978	0.7913	-0.7253	1.5706
-0.4616	0.6774	-0.8183	-0.9561	1.118	-0.4346	-0.4616	1.8463	0.1589	0.1589	1.6695	0.4676	0.3447	-0.1559	0.2608	-0.1289	0.3117	-0.3657	0.9351	-0.8093	1.6095
-0.4676	0.7403	-0.7733	-1.0011	1.1599	-0.3956	-0.5125	1.8613	0.2158	0.0839	1.7204	0.4945	0.2248	-0.2398	0.2757	-0.1529	0.4826	-0.5215	1.082	-0.8902	1.6665
-0.4376	0.7853	-0.6954	-0.9771	1.2708	-0.3327	-0.4945	1.9063	0.2698	0.051	1.7804	0.5515	0.1439	-0.3057	0.2937	-0.2188	0.6234	-0.6174	1.2289	-0.9321	1.7294
-0.4466	0.8003	-0.6624	-0.9891	1.3218	-0.2757	-0.5245	1.9093	0.2757	0.003	1.7984	0.5695	0.048	-0.4016	0.2967	-0.2338	0.7853	-0.7643	1.3608	-0.9921	1.7834
-0.4736	0.8063	-0.6414	-1.0161	1.3817	-0.2578	-0.5755	1.9093	0.2877	-0.0629	1.7714	0.5695	-0.0899	-0.4826	0.2698	-0.2907	0.9621	-0.8932	1.4417	-1.046	1.8073
-0.4646	0.8602	-0.5965	-0.9981	1.4297	-0.1918	-0.5845	1.9033	0.3237	-0.0989	1.7834	0.5755	-0.1888	-0.5575	0.2757	-0.3177	1.112	-1.0041	1.5586	-1.085	1.8583
-0.4736	0.8482	-0.5485	-0.9981	1.4717	-0.1678	-0.6024	1.8913	0.3387	-0.1259	1.7834	0.5905	-0.2638	-0.6324	0.2847	-0.3507	1.2618	-1.124	1.6575	-1.13	1.9063
-0.5245	0.8063	-0.5635	-1.0131	1.4717	-0.1439	-0.6384	1.8283	0.3057	-0.2098	1.7414	0.5545	-0.4136	-0.7163	0.2368	-0.3777	1.4147	-1.2349	1.7084	-1.1629	1.8943
-0.5455	0.7763	-0.5635	-1.0371	1.4747	-0.1559	-0.6804	1.7684	0.2967	-0.2518	1.7084	0.5365	-0.5155	-0.7883	0.1768	-0.4016	1.5466	-1.3608	1.7654	-1.2079	1.8973
-0.5875	0.7643	-0.5575	-1.043	1.4717	-0.1379	-0.6864	1.7324	0.2638	-0.3297	1.6605	0.5065	-0.6294	-0.8362	0.1379	-0.4346	1.6545	-1.4896	1.8103	-1.2439	1.8883
-0.6174	0.6954	-0.5785	-1.0281	1.4357	-0.1559	-0.6894	1.6455	0.2398	-0.3836	1.5826	0.4586	-0.7673	-0.8722	0.0599	-0.4736	1.7624	-1.6065	1.8044	-1.2888	1.8463
-0.6714	0.6564	-0.6024	-1.0371	1.4297	-0.1768	-0.6834	1.5856	0.1978	-0.4556	1.5286	0.4076	-0.8902	-0.9411	0.009	-0.5245	1.8703	-1.7354	1.8193	-1.3248	1.8193
-0.6954	0.6414	-0.6024	-1.0041	1.3967	-0.1678	-0.7104	1.5136	0.1918	-0.5245	1.4357	0.3747	-1.0071	-0.9771	-0.039	-0.5425	1.9332	-1.8463	1.8253	-1.3548	1.7714
