"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.5713	-0.0291	0.1162	-0.2808	-0.5939	-0.3518	-0.7489	-0.4616	-0.4842	-0.0161	-0.1582	-0.4584	0.6133	0.4745	-0.3389	-0.0129	-0.9328	1.2621	1.1168	1.233	-0.2776
0.5068	0.0904	0.0904	-0.3357	-0.5649	-0.3777	-0.8554	-0.4971	-0.5487	-0.071	-0.1937	-0.5197	0.5552	0.4648	-0.3906	-0.0484	-0.9167	1.2685	1.1523	1.1685	-0.3066
0.4842	0.2195	0.0839	-0.3325	-0.4842	-0.4035	-0.8392	-0.5035	-0.5552	-0.1227	-0.2356	-0.5487	0.5358	0.4551	-0.4358	-0.0613	-0.8715	1.2524	1.1943	1.1233	-0.3389
0.4713	0.3357	0.1001	-0.2808	-0.4067	-0.4002	-0.7392	-0.5035	-0.5487	-0.0742	-0.2389	-0.5552	0.5552	0.4228	-0.4293	-0.0872	-0.807	1.2589	1.2137	1.0426	-0.3292
0.51	0.51	0.1291	-0.1517	-0.3002	-0.3421	-0.552	-0.4325	-0.4939	0.0194	-0.2034	-0.4971	0.5907	0.3809	-0.4325	-0.0646	-0.7521	1.2556	1.2201	0.9716	-0.3099
0.5068	0.5778	0.1904	0.0323	-0.2034	-0.2615	-0.3131	-0.4002	-0.439	0.1323	-0.1711	-0.4713	0.6585	0.3486	-0.4067	-0.0323	-0.6746	1.2524	1.1588	0.8909	-0.2873
0.5713	0.6811	0.2647	0.2421	-0.0968	-0.1678	-0.0065	-0.3163	-0.3551	0.2679	-0.1517	-0.4099	0.7069	0.2937	-0.3841	-0.0032	-0.5842	1.2492	1.062	0.7714	-0.213
0.5649	0.7779	0.3551	0.4777	0.0355	-0.0613	0.3002	-0.2163	-0.2518	0.4358	-0.0678	-0.3551	0.7585	0.255	-0.3712	0.0355	-0.4874	1.2459	0.9167	0.6327	-0.1323
0.6327	0.8812	0.4132	0.6843	0.1646	0.0549	0.6101	-0.1097	-0.1517	0.5842	-0.0129	-0.2873	0.8295	0.2163	-0.3325	0.0258	-0.397	1.2266	0.7844	0.5003	-0.0807
0.6391	0.9748	0.5197	0.8425	0.3325	0.1614	0.8877	0.0129	-0.071	0.7004	0.0516	-0.213	0.9102	0.1646	-0.2776	0.0839	-0.3066	1.2137	0.6682	0.3292	0.0097
0.6682	1.0361	0.539	0.907	0.4939	0.2647	1.0845	0.1646	0.042	0.8263	0.1485	-0.1162	0.9748	0.1227	-0.2292	0.0775	-0.2324	1.1846	0.5326	0.255	0.0742
0.6746	1.1297	0.6036	0.9683	0.6811	0.3486	1.2847	0.297	0.1259	0.9264	0.2227	-0.0355	1.0297	0.0742	-0.1872	0.113	-0.1453	1.1459	0.4132	0.1678	0.1969
0.6682	1.1814	0.6585	0.9458	0.8199	0.4132	1.4299	0.4132	0.2324	1.0006	0.3002	0.0258	1.0232	0.042	-0.1646	0.1065	-0.0452	1.091	0.297	0.0775	0.2711
0.6682	1.1685	0.652	0.9038	0.9361	0.4745	1.5235	0.5552	0.2937	1.0394	0.3357	0.1001	1.0458	0	-0.1162	0.1259	0.0291	1.0555	0.1808	0.0161	0.3744
0.6423	1.1233	0.6359	0.8554	1.0071	0.5197	1.5913	0.6068	0.3389	1.0555	0.3777	0.1388	1.0458	-0.0387	-0.0581	0.1162	0.0872	1.0071	0.0807	-0.0581	0.4422
0.6036	1.0394	0.6133	0.7166	1.0555	0.5616	1.5687	0.6456	0.3647	1.0297	0.3647	0.1388	0.9877	-0.071	-0.0258	0.0839	0.1485	0.9167	0.0226	-0.1097	0.5132
0.5778	0.9199	0.6004	0.5681	1.0458	0.5261	1.5074	0.6843	0.3712	0.9974	0.3809	0.1969	0.9425	-0.0742	0.0484	0.0807	0.1775	0.8166	-0.0742	-0.1485	0.5584
0.5165	0.7553	0.5423	0.3777	0.9748	0.5132	1.3912	0.6617	0.3615	0.9296	0.3454	0.1646	0.836	-0.0904	0.0936	0.042	0.2001	0.7359	-0.0904	-0.1775	0.6036
0.4616	0.6004	0.4939	0.1969	0.9264	0.4713	1.2459	0.623	0.3357	0.8489	0.3066	0.1743	0.7714	-0.0936	0.1711	0.0355	0.2227	0.6391	-0.1162	-0.2227	0.5875
0.4002	0.4325	0.4261	0.0387	0.8489	0.439	1.0749	0.6004	0.3099	0.7521	0.2808	0.1388	0.6714	-0.1227	0.2098	0.0355	0.2453	0.5487	-0.1162	-0.2453	0.5552
0.397	0.255	0.3551	-0.0581	0.7714	0.3809	0.9393	0.5584	0.2615	0.6972	0.2485	0.1097	0.5778	-0.1033	0.2873	0.0291	0.255	0.4713	-0.1065	-0.2873	0.5584
0.3744	0.1097	0.3389	-0.1033	0.6778	0.3518	0.8134	0.5358	0.2421	0.6101	0.213	0.113	0.4648	-0.1162	0.3777	0.0581	0.2485	0.3615	-0.0387	-0.3034	0.5649
