"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
2.0836	1.7682	2.6653	1.8839	2.1386	2.9142	2.1212	2.0981	3.1225	2.2167	2.6392	2.9576	2.2688	0.3733	-1.036	-0.0984	-0.7437	1.3978	1.2704	1.2473	2.5872	-6.9367	1.0881
2.0055	1.6669	2.5351	1.8261	2.0402	2.8158	2.046	2.0315	3.0386	2.1415	2.5495	2.8823	2.2138	0.382	-0.9752	-0.1447	-0.7582	1.392	1.2502	1.2386	2.5351	-6.8412	1.0505
1.9389	1.6119	2.4569	1.7537	1.9563	2.7	1.9852	1.9534	2.9489	2.0547	2.5061	2.7955	2.1154	0.4051	-0.8769	-0.1302	-0.7929	1.4007	1.2531	1.2125	2.4974	-6.792	0.9868
1.8781	1.5193	2.373	1.6958	1.8666	2.6074	1.8897	1.8781	2.8794	1.9447	2.4396	2.6827	2.0228	0.4167	-0.7379	-0.0868	-0.8306	1.3746	1.2212	1.2068	2.4164	-6.7804	0.9289
1.8029	1.418	2.292	1.609	1.7769	2.4917	1.8029	1.7855	2.729	1.8695	2.3354	2.5756	1.91	0.4283	-0.6019	-0.055	-0.8508	1.3312	1.1749	1.1373	2.3209	-6.8123	0.8711
1.7161	1.337	2.1704	1.5106	1.6814	2.3672	1.7045	1.6727	2.6103	1.7335	2.2428	2.4454	1.8087	0.4428	-0.4312	-0.0232	-0.8711	1.2675	1.1026	1.0621	2.2167	-6.8586	0.8045
1.638	1.2299	2.0865	1.4296	1.5598	2.2196	1.6119	1.5656	2.4685	1.5916	2.1126	2.3064	1.6322	0.4341	-0.2344	-0.0174	-0.8653	1.1807	1.0042	0.9839	2.0807	-6.9627	0.7177
1.5656	1.1576	1.965	1.3601	1.4441	2.0836	1.5077	1.4498	2.3151	1.4759	1.9939	2.1415	1.473	0.4312	-0.081	-0.0203	-0.8624	1.1084	0.9058	0.9058	1.9563	-7.0611	0.6656
1.4817	1.0418	1.8145	1.2617	1.3283	1.9071	1.392	1.3109	2.1386	1.2791	1.8492	1.9447	1.2965	0.4225	0.0695	-0.055	-0.8334	0.9608	0.7987	0.7871	1.7798	-7.1595	0.6077
1.363	0.9579	1.6871	1.1749	1.1894	1.7682	1.2444	1.1952	1.9852	1.1431	1.7161	1.7826	1.1489	0.4051	0.2576	-0.1013	-0.8074	0.8682	0.6916	0.6772	1.6177	-7.2811	0.5325
1.282	0.874	1.5656	1.0794	1.0534	1.638	1.1431	1.0707	1.829	0.9666	1.5425	1.638	0.9492	0.382	0.4051	-0.1273	-0.7611	0.764	0.5412	0.5672	1.4354	-7.4055	0.4949
1.227	0.7987	1.473	1.0187	0.9637	1.4788	1.01	0.9434	1.6553	0.8074	1.4064	1.4383	0.7756	0.3531	0.5585	-0.1736	-0.7032	0.6453	0.4486	0.4514	1.2675	-7.5357	0.4399
1.172	0.7495	1.3746	0.9405	0.8566	1.3572	0.9261	0.8508	1.5135	0.6656	1.2762	1.2791	0.6135	0.3299	0.6714	-0.1968	-0.6396	0.5296	0.3154	0.3299	1.117	-7.6804	0.4109
1.1199	0.6772	1.2936	0.8884	0.7669	1.227	0.8219	0.7351	1.363	0.5122	1.1402	1.0997	0.4341	0.2981	0.7524	-0.217	-0.5788	0.437	0.1997	0.2199	0.9492	-7.8309	0.3762
1.0852	0.6338	1.1865	0.8132	0.6251	1.0997	0.7003	0.6164	1.2125	0.3733	1.0013	0.9261	0.2547	0.2576	0.7929	-0.2489	-0.5064	0.3357	0.0579	0.0984	0.7958	-7.9727	0.3473
1.0563	0.5614	1.0968	0.7495	0.5441	0.9868	0.6222	0.5064	1.0823	0.2373	0.8479	0.7582	0.1158	0.2228	0.79	-0.272	-0.4428	0.246	-0.055	-0.0116	0.6598	-8.1116	0.3068
1.0187	0.5122	0.9926	0.6859	0.4283	0.8971	0.5209	0.4225	0.9608	0.1302	0.7495	0.6193	-0.0174	0.1939	0.7756	-0.2894	-0.3791	0.1244	-0.1678	-0.1042	0.5238	-8.1984	0.2749
0.9579	0.4428	0.9174	0.6222	0.3299	0.7698	0.4283	0.3125	0.7987	-0.0058	0.6106	0.4457	-0.1765	0.1534	0.6974	-0.3125	-0.2923	0.0405	-0.2778	-0.2084	0.3675	-8.2824	0.2576
0.9434	0.3907	0.8363	0.5643	0.2518	0.6945	0.3502	0.217	0.6945	-0.1071	0.5093	0.2894	-0.3096	0.1042	0.6106	-0.3154	-0.2257	-0.0666	-0.3386	-0.3068	0.2286	-8.3055	0.2286
0.8682	0.3154	0.7553	0.492	0.1707	0.6164	0.2923	0.1389	0.5846	-0.2315	0.3965	0.1852	-0.4254	0.0955	0.4486	-0.3675	-0.1736	-0.1187	-0.4341	-0.3704	0.1302	-8.2505	0.1997
0.7785	0.2923	0.6424	0.4283	0.0955	0.5093	0.2084	0.081	0.4717	-0.3212	0.3183	0.0579	-0.5151	0.055	0.2055	-0.4399	-0.1158	-0.2055	-0.5035	-0.4717	0.0434	-8.1029	0.1823
0.6801	0.2286	0.5527	0.3386	-0.0087	0.4225	0.1013	-0.0029	0.3646	-0.4167	0.217	-0.0868	-0.6396	0.0376	0	-0.4862	-0.0695	-0.301	-0.5412	-0.5643	-0.0463	-7.9119	0.1765
