"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.2865	0.7958	0.9434	0.8045	1.4933	1.3688	1.5598	1.9158	1.9534	1.8492	2.0952	2.1502	1.9939	-0.0087	-0.2199	-0.7379	-0.0203	1.0273	0.8074	1.1344	1.0736	-0.6106	-0.8161
0.2518	0.7408	0.8711	0.7698	1.4498	1.308	1.5309	1.9013	1.9187	1.7884	2.0663	2.127	1.9216	-0.0145	-0.2691	-0.7032	0	0.9232	0.8566	1.1084	1.0794	-0.7553	-0.7119
0.1852	0.7177	0.7958	0.7466	1.4093	1.2444	1.4672	1.8463	1.8434	1.7566	2.0084	2.0663	1.8579	-0.0145	-0.301	-0.6424	0.0029	0.8363	0.9029	1.0823	1.0563	-0.8942	-0.6077
0.0984	0.6482	0.6859	0.7003	1.3572	1.1836	1.4122	1.8145	1.7769	1.7103	1.9794	2.0084	1.7913	-0.0145	-0.327	-0.6367	-0.0087	0.7669	0.9347	1.036	1.0592	-1.0013	-0.4978
0.055	0.5875	0.6338	0.6598	1.2936	1.1286	1.363	1.7682	1.7248	1.6582	1.9447	1.9389	1.7566	0.0029	-0.3357	-0.5904	-0.0347	0.6916	0.9839	0.9897	1.0389	-1.1055	-0.3936
-0.026	0.5354	0.5296	0.6019	1.2444	1.0244	1.282	1.6987	1.6206	1.5801	1.8579	1.8666	1.6814	0.0174	-0.327	-0.6048	-0.0637	0.6338	0.9868	0.9781	1.0331	-1.1749	-0.2662
-0.0868	0.4717	0.4486	0.5412	1.1981	0.9752	1.2154	1.664	1.5714	1.5367	1.8203	1.7913	1.6119	0.0463	-0.3415	-0.573	-0.1071	0.5875	1.01	0.9347	1.0158	-1.2415	-0.191
-0.1736	0.4109	0.3444	0.5035	1.1026	0.8913	1.1315	1.583	1.4759	1.4412	1.7335	1.6929	1.5222	0.0637	-0.3357	-0.5904	-0.1331	0.5441	1.0244	0.8826	0.9868	-1.2675	-0.1244
-0.2286	0.3646	0.2749	0.437	1.0273	0.8045	1.0447	1.5077	1.3717	1.3833	1.6756	1.6351	1.4354	0.0897	-0.3299	-0.5701	-0.1852	0.4833	1.0389	0.845	0.9724	-1.282	-0.0637
-0.3096	0.2894	0.1621	0.3588	0.9347	0.7206	0.9405	1.4151	1.2502	1.2878	1.5743	1.5135	1.3399	0.0984	-0.3154	-0.6193	-0.217	0.4543	1.0042	0.7871	0.955	-1.2617	0
-0.3936	0.2315	0.0723	0.2836	0.8826	0.6251	0.8421	1.3399	1.1778	1.1981	1.4904	1.4354	1.2762	0.1158	-0.3068	-0.6598	-0.246	0.4283	1.0013	0.7408	0.9203	-1.2386	0.0203
-0.4688	0.1476	-0.026	0.1881	0.7785	0.5354	0.7293	1.2502	1.0505	1.0765	1.3891	1.3196	1.1691	0.1071	-0.3386	-0.6945	-0.2518	0.3646	0.9492	0.6656	0.8769	-1.1865	0.081
-0.5469	0.0695	-0.0897	0.1215	0.6801	0.4399	0.6309	1.146	0.9521	0.9492	1.2473	1.1778	1.0505	0.1158	-0.3762	-0.7698	-0.2431	0.3241	0.9203	0.6048	0.8334	-1.1344	0.081
-0.6106	-0.0087	-0.1968	0.0463	0.5788	0.3473	0.5093	1.0447	0.8306	0.8306	1.1286	1.065	0.955	0.1013	-0.4109	-0.8537	-0.217	0.2894	0.8855	0.5614	0.79	-1.0765	0.0752
-0.683	-0.0666	-0.3039	-0.0289	0.4514	0.2431	0.4051	0.9145	0.6974	0.7003	1.0389	0.9318	0.8421	0.0666	-0.4399	-0.9058	-0.1563	0.2199	0.8392	0.4862	0.7293	-1.0273	0.055
-0.7408	-0.1707	-0.3733	-0.1534	0.3386	0.1302	0.2489	0.7785	0.5817	0.5527	0.8537	0.7842	0.7177	0.0289	-0.5035	-1.0071	-0.0695	0.1736	0.7987	0.3849	0.6598	-0.9839	0.0318
-0.8248	-0.246	-0.4891	-0.2576	0.1881	0.0116	0.1158	0.6367	0.4572	0.4023	0.7379	0.6482	0.6019	-0.0232	-0.5701	-1.0939	0.0232	0.1244	0.7061	0.2865	0.599	-0.9232	-0.0145
-0.8769	-0.3357	-0.573	-0.3386	0.081	-0.0839	-0.0318	0.4978	0.3357	0.2662	0.6135	0.518	0.4833	-0.081	-0.6396	-1.1749	0.1273	0.0926	0.6396	0.2113	0.5354	-0.9029	-0.0839
-0.9145	-0.408	-0.6396	-0.4196	-0.0463	-0.1881	-0.1592	0.3444	0.2113	0.1215	0.4543	0.3936	0.3733	-0.11	-0.7003	-1.2415	0.1997	0.0492	0.5643	0.1476	0.4428	-0.8711	-0.1302
-0.9434	-0.5093	-0.7206	-0.4862	-0.1765	-0.3096	-0.2952	0.1881	0.0521	-0.0376	0.3068	0.2373	0.2315	-0.1563	-0.7814	-1.2994	0.2807	0.0203	0.4688	0.0318	0.3646	-0.8595	-0.2026
-0.9752	-0.5846	-0.764	-0.5672	-0.3328	-0.3849	-0.3936	0.0174	-0.0666	-0.1505	0.1447	0.0955	0.1331	-0.1736	-0.8334	-1.3572	0.3357	-0.0232	0.3675	-0.0232	0.2923	-0.8479	-0.2576
-0.9752	-0.6714	-0.8161	-0.6135	-0.4717	-0.4659	-0.5209	-0.1389	-0.191	-0.2749	0.0029	-0.0434	0	-0.1968	-0.8855	-1.3775	0.3704	-0.0521	0.2952	-0.0955	0.191	-0.8566	-0.3386
-0.9695	-0.7351	-0.8306	-0.6685	-0.6106	-0.5354	-0.6106	-0.2923	-0.2952	-0.4109	-0.136	-0.1621	-0.11	-0.2113	-0.9666	-1.3833	0.4109	-0.0955	0.2228	-0.1968	0.1013	-0.8566	-0.4225
-0.9347	-0.764	-0.8277	-0.6916	-0.7351	-0.6106	-0.6772	-0.4399	-0.4051	-0.5064	-0.2981	-0.2836	-0.2199	-0.2431	-0.9984	-1.3688	0.4514	-0.1505	0.1563	-0.2778	0.0087	-0.8884	-0.5267
-0.9145	-0.8334	-0.8537	-0.7235	-0.8334	-0.6714	-0.7553	-0.5788	-0.5122	-0.6164	-0.408	-0.4109	-0.3415	-0.2489	-1.0302	-1.3225	0.4746	-0.165	0.0868	-0.356	-0.0984	-0.9232	-0.5904
-0.845	-0.8653	-0.819	-0.7177	-0.9637	-0.6743	-0.7929	-0.7003	-0.5846	-0.6598	-0.5354	-0.4862	-0.4138	-0.2605	-1.0505	-1.2646	0.492	-0.1765	0.0174	-0.4196	-0.1563	-0.981	-0.6916
