"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-1.3314	-1.8833	-1.5192	-1.0412	-1.9914	-1.6671	-0.7425	-1.6614	-1.7638	-0.5348	-1.3001	-1.2546	-0.1821	0.0313	-0.7084	0.0967	-0.074	0.091	-0.6685	0.0256	-0.8079
-1.2574	-1.8321	-1.4566	-0.9729	-1.9146	-1.5931	-0.6998	-1.5732	-1.6728	-0.4865	-1.2034	-1.1607	-0.1252	0.037	-0.5946	0.2361	-0.0853	0.1366	-0.6145	0.0853	-0.7084
-1.2034	-1.815	-1.3911	-0.9502	-1.8321	-1.5362	-0.6771	-1.4566	-1.5903	-0.4466	-1.0867	-1.0867	-0.0882	0.0228	-0.5092	0.3784	-0.0683	0.165	-0.5775	0.1366	-0.6486
-1.192	-1.778	-1.3285	-0.936	-1.7496	-1.4822	-0.66	-1.3542	-1.5163	-0.3983	-0.9985	-0.9843	-0.0313	0.0398	-0.3926	0.4893	-0.0654	0.1991	-0.5491	0.128	-0.5604
-1.0896	-1.6842	-1.2432	-0.8335	-1.6386	-1.3741	-0.6202	-1.2176	-1.4196	-0.3186	-0.8876	-0.8819	0.0114	0.0427	-0.2589	0.6116	-0.0939	0.2447	-0.4922	0.1735	-0.4694
-1.064	-1.6358	-1.1863	-0.8535	-1.5704	-1.3257	-0.6031	-1.1522	-1.3542	-0.3215	-0.8165	-0.8051	0.0284	0.0398	-0.2276	0.6685	-0.1024	0.239	-0.4666	0.1849	-0.4182
-1.0128	-1.5931	-1.155	-0.7966	-1.4566	-1.2603	-0.6003	-1.0526	-1.2717	-0.2959	-0.7084	-0.7368	0.0284	0.0626	-0.1451	0.7027	-0.1252	0.2532	-0.4466	0.1991	-0.3528
-0.9872	-1.5334	-1.0953	-0.7994	-1.4139	-1.2034	-0.6116	-0.9843	-1.2261	-0.293	-0.6486	-0.6629	0.0228	0.0711	-0.1366	0.7027	-0.1422	0.2646	-0.4267	0.1878	-0.2902
-0.9644	-1.4566	-1.0668	-0.788	-1.3029	-1.1493	-0.606	-0.9104	-1.1379	-0.3072	-0.5576	-0.5917	0.0228	0.0768	-0.1536	0.6799	-0.1678	0.2276	-0.3869	0.1878	-0.2219
-0.9587	-1.394	-1.0355	-0.8079	-1.2631	-1.0953	-0.6458	-0.8449	-1.101	-0.3328	-0.5178	-0.5604	-0.0171	0.0853	-0.202	0.606	-0.1678	0.2077	-0.404	0.1764	-0.2048
-0.9587	-1.3371	-1.0014	-0.8421	-1.2261	-1.0725	-0.6799	-0.8079	-1.0782	-0.3641	-0.4552	-0.5178	-0.0797	0.0797	-0.2219	0.5491	-0.1622	0.1309	-0.4068	0.1024	-0.1792
-0.9217	-1.2631	-0.9843	-0.8392	-1.1436	-1.0469	-0.7226	-0.7454	-1.0298	-0.4097	-0.3841	-0.4779	-0.1053	0.0768	-0.276	0.4666	-0.1622	0.1081	-0.3954	0.0569	-0.1451
-0.9132	-1.1721	-0.9587	-0.862	-1.0554	-1.0099	-0.7567	-0.6742	-0.9644	-0.441	-0.3272	-0.4153	-0.1565	0.0825	-0.3186	0.3698	-0.1622	0.0626	-0.3784	0.0028	-0.0939
-0.9075	-1.1152	-0.9473	-0.8961	-1.0128	-0.9673	-0.8136	-0.6344	-0.953	-0.5092	-0.3016	-0.3983	-0.2219	0.0683	-0.3528	0.256	-0.1479	-0.0114	-0.3954	-0.0711	-0.0882
-0.8677	-1.0526	-0.9445	-0.9246	-0.953	-0.953	-0.8563	-0.5889	-0.9047	-0.5633	-0.2418	-0.3698	-0.293	0.0683	-0.3926	0.1878	-0.1451	-0.0853	-0.367	-0.1252	-0.0683
-0.8165	-0.9929	-0.9189	-0.9416	-0.8876	-0.9189	-0.8848	-0.5405	-0.8563	-0.6145	-0.202	-0.3499	-0.3613	0.0597	-0.4068	0.0597	-0.1252	-0.1508	-0.3585	-0.2105	-0.037
