"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
1.359	1.7597	1.1668	1.9979	1.0423	0.4738	1.267	0.9015	0.1651	0.5902	0.8636	0.7445	0.6362	0.3519	0.5496	2.2118	-0.7337	0.4521	0.8853	0.7201	-0.3709
1.3428	1.711	1.1803	2.0412	1.0612	0.5117	1.3455	0.9773	0.268	0.7012	0.9259	0.8961	0.7364	0.2978	0.6281	2.5204	-0.6335	0.4711	0.9746	0.7093	-0.2978
1.3049	1.6054	1.1614	2.0304	1.0314	0.5577	1.378	1.0098	0.3519	0.777	0.9908	1.0531	0.8338	0.2599	0.666	2.7884	-0.5496	0.5117	1.026	0.7039	-0.2085
1.2453	1.5242	1.1316	1.9952	1.0017	0.5902	1.424	1.0423	0.4359	0.888	1.0477	1.202	0.9394	0.2193	0.7066	3.07	-0.4711	0.5685	1.026	0.7228	-0.1354
1.1885	1.4132	1.1208	1.979	1.026	0.6362	1.4673	1.0721	0.5469	0.9854	1.1262	1.3401	1.0531	0.1949	0.712	3.3136	-0.4142	0.6254	1.0423	0.7418	-0.0487
1.11	1.3211	1.0693	1.9519	0.9908	0.6687	1.4808	1.0937	0.6172	1.0558	1.1614	1.4835	1.1803	0.1678	0.6497	3.5031	-0.3492	0.6687	0.9963	0.777	0.019
1.0396	1.2182	1.0044	1.8869	0.9746	0.6795	1.4971	1.1154	0.6958	1.1451	1.2128	1.6108	1.2832	0.1191	0.5577	3.6628	-0.2707	0.7255	0.9123	0.7634	0.0785
0.9746	1.0991	0.9448	1.8084	0.9584	0.7228	1.5133	1.1316	0.7797	1.2155	1.2643	1.738	1.378	0.0812	0.4413	3.7197	-0.222	0.7661	0.8203	0.7932	0.1462
0.9123	1.0071	0.9313	1.7759	0.9502	0.758	1.5431	1.1533	0.869	1.3401	1.2886	1.868	1.5052	0.0623	0.3113	3.7468	-0.1733	0.8528	0.7391	0.8365	0.2166
0.8528	0.9015	0.8771	1.6947	0.9475	0.777	1.5621	1.1668	0.9556	1.3996	1.3374	1.9979	1.6135	0.0514	0.1597	3.671	-0.1381	0.9069	0.6633	0.8609	0.2843
