"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.3627	-0.1139	-0.3057	-0.0629	0.4796	0.027	-0.1589	0.5575	-0.0659	-0.2728	0.042	-0.4286	-0.3297	-0.1798	-0.3117	0.1349	0.3717	0.1648	0.3297	-0.1978	0.0839
-0.4016	-0.0899	-0.3237	-0.024	0.4975	0.045	-0.1259	0.6084	-0.045	-0.2308	0.0869	-0.3357	-0.2458	-0.1379	-0.3207	0.1169	0.3027	0.2338	0.3717	-0.1858	0.1349
-0.4286	-0.0689	-0.3057	-0.015	0.5545	0.0809	-0.0899	0.6564	0.036	-0.1439	0.1648	-0.2008	-0.1229	-0.0989	-0.2997	0.1169	0.2098	0.3027	0.4346	-0.1049	0.1948
-0.4076	-0.015	-0.3177	0.048	0.5905	0.1049	-0.0569	0.6774	0.0989	-0.0659	0.2248	-0.1079	-0.021	-0.0659	-0.2967	0.0959	0.1349	0.3956	0.4616	-0.036	0.2308
-0.4256	0.009	-0.2877	0.0869	0.6414	0.1499	-0.024	0.7463	0.1888	-0.009	0.3147	0.003	0.0869	-0.018	-0.2728	0.1109	0.048	0.4526	0.5065	-0.012	0.3087
-0.4406	0.0779	-0.2817	0.1379	0.6834	0.1888	0.036	0.7733	0.2458	0.0689	0.3687	0.1169	0.1738	0.012	-0.2308	0.1229	-0.021	0.4856	0.5335	-0.009	0.3537
-0.3956	0.1409	-0.2398	0.1978	0.7523	0.2488	0.0989	0.8362	0.3267	0.1529	0.4436	0.2548	0.2907	0.0599	-0.1589	0.1469	-0.1169	0.5425	0.5665	-0.006	0.4076
-0.3807	0.2428	-0.1918	0.2518	0.8212	0.3387	0.1798	0.9142	0.4286	0.2578	0.5425	0.4016	0.4226	0.1109	-0.1019	0.1559	-0.2008	0.5905	0.6414	-0.006	0.4616
-0.3597	0.3237	-0.1619	0.3147	0.8842	0.4106	0.2608	0.9501	0.5275	0.3567	0.6264	0.5245	0.5395	0.1439	-0.042	0.1738	-0.2757	0.5995	0.6594	0.024	0.5305
-0.3387	0.3896	-0.1229	0.3297	0.9381	0.4436	0.3237	1.0101	0.6264	0.4646	0.7074	0.6384	0.6744	0.1738	0.021	0.1648	-0.3297	0.6714	0.7104	0.024	0.5845
