"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-1.5945	-1.3742	-1.8323	-1.3113	-0.8882	-1.3288	-1.1365	-0.6539	-0.6819	-0.9616	-0.6049	-0.2518	-0.528	-0.2483	-0.8322	-1.5806	0.4616	-0.7343	0.3042	-0.7973	-0.2518
-1.5771	-1.3917	-1.8183	-1.2204	-0.9162	-1.2868	-1.0386	-0.6959	-0.6119	-0.8602	-0.6329	-0.1958	-0.4616	-0.1923	-0.9162	-1.8323	0.3567	-0.6994	0.1469	-0.7483	-0.3916
-1.6365	-1.4267	-1.7799	-1.1539	-0.9721	-1.2658	-0.9476	-0.7798	-0.5805	-0.7588	-0.7064	-0.1678	-0.3742	-0.1364	-1.0525	-2.0876	0.2553	-0.6364	-0.028	-0.7308	-0.5245
-1.6435	-1.4512	-1.7519	-1.119	-1.0141	-1.2379	-0.8917	-0.8637	-0.535	-0.6994	-0.7693	-0.1364	-0.3287	-0.1084	-1.1504	-2.2519	0.1993	-0.6049	-0.2063	-0.7203	-0.6539
-1.668	-1.5561	-1.7519	-1.042	-1.1015	-1.1889	-0.7868	-0.9162	-0.4965	-0.6084	-0.7973	-0.0839	-0.2518	-0.0874	-1.3183	-2.4478	0.1259	-0.556	-0.3707	-0.6889	-0.7798
-1.6715	-1.6225	-1.7029	-0.9966	-1.1679	-1.133	-0.7133	-0.9791	-0.4371	-0.514	-0.8462	-0.0559	-0.1469	-0.049	-1.4267	-2.5702	0.0769	-0.5175	-0.584	-0.6889	-0.9057
-1.7344	-1.6645	-1.6715	-0.9441	-1.2554	-1.0595	-0.6189	-1.0211	-0.3812	-0.4266	-0.8567	0.007	-0.0559	-0.042	-1.5806	-2.6995	0.042	-0.4581	-0.7273	-0.6854	-1.0036
-1.7064	-1.7169	-1.6015	-0.8812	-1.2938	-0.9896	-0.5385	-1.063	-0.2937	-0.3462	-0.8637	0.0909	0.0315	-0.021	-1.6925	-2.7555	0.0105	-0.4336	-0.8847	-0.6714	-1.0945
-1.689	-1.7519	-1.5456	-0.8217	-1.3148	-0.9057	-0.4371	-1.056	-0.1853	-0.1993	-0.8357	0.1923	0.1643	-0.0035	-1.8113	-2.7695	-0.0105	-0.3602	-1.0071	-0.6609	-1.1644
-1.6295	-1.7169	-1.4372	-0.7483	-1.2903	-0.7588	-0.3462	-1.0386	-0.0664	-0.0629	-0.7973	0.2867	0.2902	0.0035	-1.8708	-2.7135	-0.035	-0.2693	-1.0525	-0.6049	-1.1784
