"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.79	-0.8132	-0.7206	-1.0331	-0.7727	-0.9868	-1.2415	-1.201	-1.256	-0.9405	-1.0968	-0.9376	-0.3502	-0.11	0.2489	-0.165	0.2315	0.408	-0.1881	0.1187	-0.0839
-0.7611	-0.8306	-0.7148	-1.0794	-0.7756	-1.0071	-1.2994	-1.2154	-1.2675	-1.01	-1.0968	-0.9492	-0.3733	-0.11	0.1852	-0.301	0.2228	0.3704	-0.2402	0.1042	-0.0868
-0.7437	-0.79	-0.6888	-1.0707	-0.7611	-0.9839	-1.337	-1.2386	-1.2762	-1.0534	-1.1142	-0.9434	-0.4225	-0.1129	0.1158	-0.4109	0.2344	0.3386	-0.2923	0.0695	-0.1129
-0.6888	-0.7495	-0.6396	-1.091	-0.7408	-0.9318	-1.3543	-1.2357	-1.2617	-1.091	-1.1084	-0.9145	-0.4514	-0.11	0.0289	-0.5238	0.2344	0.2894	-0.3096	0.0521	-0.0984
-0.6511	-0.7293	-0.6048	-1.0968	-0.7293	-0.9145	-1.3804	-1.227	-1.2415	-1.1228	-1.117	-0.9318	-0.4717	-0.1215	-0.055	-0.6077	0.2344	0.2344	-0.3531	0.0289	-0.11
-0.5527	-0.6743	-0.5441	-1.0476	-0.6714	-0.874	-1.3891	-1.2357	-1.2154	-1.1431	-1.1055	-0.9116	-0.4949	-0.1215	-0.1042	-0.6338	0.2286	0.2026	-0.3502	0.0203	-0.1331
-0.4225	-0.6106	-0.4341	-0.9897	-0.6424	-0.8103	-1.3428	-1.2154	-1.1778	-1.1344	-1.0968	-0.9029	-0.5383	-0.1302	-0.1505	-0.6424	0.246	0.1794	-0.3733	0.0145	-0.1534
-0.3125	-0.5701	-0.3415	-0.9521	-0.6077	-0.7264	-1.3052	-1.1865	-1.1344	-1.1055	-1.0707	-0.8855	-0.5412	-0.1273	-0.191	-0.628	0.2605	0.1071	-0.4109	0.0203	-0.1707
-0.2026	-0.5006	-0.2749	-0.8797	-0.5354	-0.6743	-1.2733	-1.1547	-1.0563	-1.0881	-1.0389	-0.8624	-0.5672	-0.1302	-0.1881	-0.5412	0.272	0.0521	-0.3936	0.0463	-0.1534
-0.0752	-0.4023	-0.1447	-0.7929	-0.4543	-0.5817	-1.2068	-1.0794	-0.9781	-1.0823	-0.9868	-0.8277	-0.5788	-0.1389	-0.1823	-0.4949	0.2836	0.0232	-0.408	0.0174	-0.1476
