"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.0908	0.0908	-0.0165	-0.1623	0.2504	0.2752	0.1513	0.2531	0.7457	0.4237	0.3054	1.0126	0.6191	0.443	-0.3687	-0.1761	-0.8557	0.4265	-0.6879	0.0385	-0.3054
-0.0275	0.1596	0.0963	-0.0688	0.3274	0.3962	0.2724	0.3219	0.8392	0.5256	0.3357	1.0951	0.7044	0.421	-0.3247	-0.1623	-0.842	0.454	-0.6769	0.1266	-0.3357
0.0275	0.2146	0.1733	0.0028	0.4127	0.5035	0.4045	0.421	0.9383	0.6604	0.3797	1.1584	0.7677	0.4292	-0.2697	-0.1623	-0.8392	0.4513	-0.6741	0.1678	-0.3742
0.1321	0.2642	0.2697	0.0936	0.5008	0.5888	0.5035	0.487	1.0263	0.7292	0.4182	1.2355	0.8557	0.4292	-0.2174	-0.1458	-0.842	0.4925	-0.6494	0.2366	-0.3825
0.1844	0.3439	0.3467	0.1733	0.5476	0.6714	0.5888	0.5421	1.0896	0.809	0.4485	1.2657	0.8667	0.432	-0.1376	-0.1128	-0.8502	0.4953	-0.6411	0.3137	-0.4375
0.2834	0.3577	0.454	0.2669	0.6026	0.7512	0.7099	0.6109	1.1337	0.8998	0.4458	1.3263	0.9465	0.4458	-0.0605	-0.0798	-0.8667	0.5173	-0.6329	0.3797	-0.465
0.3495	0.4348	0.5421	0.355	0.6549	0.8392	0.8255	0.6384	1.2052	0.9823	0.4623	1.3345	0.9796	0.4623	0.022	-0.0385	-0.8943	0.5448	-0.5916	0.4623	-0.4898
0.4375	0.4623	0.6329	0.4292	0.6796	0.9053	0.886	0.6851	1.2382	1.0208	0.4595	1.3318	0.9878	0.4678	0.0798	0	-0.9025	0.5613	-0.5833	0.487	-0.52
0.5503	0.5063	0.7402	0.52	0.7182	0.9631	0.9768	0.7017	1.274	1.0786	0.4458	1.3153	1.0098	0.465	0.1954	0.0881	-0.9108	0.5806	-0.5531	0.5586	-0.5366
0.6521	0.5503	0.831	0.5888	0.7457	1.0098	1.0181	0.7182	1.2712	1.0951	0.443	1.3015	1.0318	0.4733	0.2807	0.1431	-0.9218	0.5998	-0.5448	0.6191	-0.5448
0.7567	0.5971	0.9355	0.6686	0.8145	1.0924	1.1089	0.7649	1.2932	1.1309	0.4678	1.285	1.0153	0.4843	0.3577	0.2366	-0.9383	0.6109	-0.5063	0.6494	-0.5531
0.8447	0.6301	1.0126	0.7402	0.8255	1.1281	1.1226	0.7484	1.2767	1.1337	0.4403	1.2272	1.0043	0.4733	0.4733	0.3577	-0.9273	0.6191	-0.4953	0.6824	-0.5586
0.9383	0.6879	1.1006	0.7897	0.8557	1.1667	1.1584	0.7759	1.2547	1.1171	0.4678	1.1859	0.9878	0.465	0.5668	0.4458	-0.9108	0.6274	-0.4485	0.6851	-0.5118
1.0346	0.7154	1.1969	0.8475	0.875	1.1914	1.1694	0.7787	1.2492	1.1034	0.4595	1.1859	0.9658	0.4568	0.6549	0.509	-0.897	0.6329	-0.3935	0.6989	-0.4678
1.0924	0.7567	1.252	0.8915	0.8805	1.2217	1.1557	0.7842	1.2052	1.0539	0.4375	1.1171	0.9493	0.4348	0.7539	0.5943	-0.8475	0.6411	-0.3439	0.7292	-0.4237
1.1502	0.8007	1.3318	0.9053	0.8943	1.241	1.1749	0.7732	1.1887	1.0346	0.4458	1.0539	0.919	0.41	0.8557	0.6576	-0.8062	0.6494	-0.3109	0.7429	-0.3605
1.1969	0.8282	1.3951	0.919	0.919	1.2575	1.1392	0.7649	1.1254	0.9988	0.476	1.0181	0.897	0.388	0.9548	0.7292	-0.7649	0.6329	-0.2504	0.7594	-0.2972
1.2575	0.8475	1.4748	0.9741	0.9218	1.2685	1.1337	0.7512	1.1034	0.9328	0.498	0.9741	0.853	0.366	1.0539	0.853	-0.7209	0.6301	-0.1596	0.7567	-0.2119
1.274	0.842	1.5051	0.9493	0.8723	1.263	1.0841	0.7402	1.0373	0.8915	0.4815	0.8943	0.798	0.3247	1.1309	0.9493	-0.6439	0.5916	-0.1376	0.7319	-0.1403
1.3125	0.8723	1.5381	0.9465	0.8557	1.263	1.0566	0.7017	0.9906	0.8145	0.465	0.8365	0.7292	0.3027	1.2079	1.0429	-0.5943	0.5888	-0.0853	0.7292	-0.0605
1.3263	0.8833	1.5519	0.9383	0.8475	1.2465	1.0153	0.6824	0.8998	0.7457	0.476	0.7622	0.6851	0.2807	1.2767	1.1557	-0.5421	0.5586	-0.033	0.7264	0.0138
1.3593	0.8723	1.5684	0.9383	0.8172	1.23	0.9741	0.6384	0.8612	0.6796	0.465	0.6851	0.6329	0.2531	1.329	1.2547	-0.5063	0.5366	-0.0138	0.6962	0.0688
1.3675	0.8337	1.6069	0.9025	0.7567	1.1942	0.9053	0.5833	0.787	0.6246	0.432	0.6053	0.5751	0.2394	1.318	1.3703	-0.4733	0.498	0.0248	0.6769	0.1376
1.3593	0.787	1.5657	0.875	0.6962	1.1337	0.8502	0.498	0.6659	0.5311	0.388	0.487	0.4815	0.2284	1.2877	1.4088	-0.4292	0.443	0.0633	0.6246	0.1293
1.3593	0.7704	1.5491	0.8695	0.6329	1.0814	0.7677	0.443	0.5943	0.4595	0.3412	0.421	0.4348	0.2091	1.2355	1.4501	-0.399	0.4127	0.0936	0.6109	0.1844
1.3153	0.6824	1.5216	0.8145	0.5338	1.0016	0.7099	0.3605	0.4843	0.3907	0.2972	0.3329	0.3577	0.1733	1.1529	1.4418	-0.3439	0.3605	0.0633	0.5641	0.2146
1.285	0.6219	1.4446	0.7539	0.465	0.9383	0.6274	0.2807	0.4292	0.3137	0.2559	0.2394	0.3137	0.1623	1.0484	1.4556	-0.3054	0.3357	0.0908	0.5256	0.2229
1.252	0.5558	1.3951	0.6962	0.3907	0.8778	0.5613	0.2174	0.3192	0.2476	0.1871	0.1706	0.2476	0.1403	0.908	1.4088	-0.2559	0.2917	0.077	0.487	0.2119
1.1722	0.4925	1.3263	0.6494	0.3384	0.8007	0.476	0.1431	0.2669	0.2009	0.1348	0.1183	0.2311	0.1211	0.7567	1.3868	-0.2229	0.2752	0.1018	0.4623	0.2064
1.1254	0.4403	1.2905	0.6081	0.2834	0.7512	0.4348	0.0743	0.1871	0.1513	0.0908	0.0303	0.1926	0.0908	0.6246	1.373	-0.1844	0.2531	0.0881	0.41	0.2064
1.0979	0.3962	1.241	0.5751	0.2421	0.7209	0.3907	0.0138	0.1596	0.1128	0.0303	0.0055	0.1733	0.077	0.5063	1.3098	-0.1431	0.2229	0.1018	0.377	0.1871
1.0236	0.3439	1.1667	0.5145	0.2036	0.6521	0.3412	-0.0083	0.1073	0.1128	0.0248	-0.022	0.1403	0.044	0.355	1.2245	-0.0853	0.2009	0.0825	0.3192	0.1568
0.9823	0.3082	1.0896	0.4815	0.1761	0.6274	0.3219	-0.033	0.0715	0.1128	-0.011	-0.0578	0.1568	0.0138	0.2284	1.1281	-0.033	0.1954	0.0825	0.2807	0.1348
0.8943	0.2697	1.0291	0.4155	0.1678	0.5806	0.2531	-0.066	0.0605	0.1128	-0.044	-0.0275	0.1789	0	0.0963	1.0236	0.011	0.1954	0.0688	0.2311	0.1128
0.831	0.2394	0.9823	0.4182	0.1733	0.5696	0.2531	-0.055	0.0633	0.1348	-0.0358	-0.0193	0.2119	-0.0275	-0.033	0.8723	0.0495	0.1733	0.0936	0.2174	0.1046
0.7897	0.2201	0.9438	0.41	0.1706	0.5338	0.2614	-0.0468	0.0991	0.1651	-0.033	0.0413	0.2669	-0.033	-0.1596	0.7292	0.0633	0.1981	0.0715	0.1706	0.0963
0.6934	0.1926	0.853	0.3632	0.1623	0.5008	0.2311	-0.0798	0.1018	0.1926	-0.0275	0.0468	0.2917	-0.066	-0.2972	0.5421	0.1211	0.1899	0.0605	0.1348	0.0688
0.6274	0.2064	0.8117	0.3687	0.1899	0.5173	0.2642	-0.0193	0.1376	0.2476	-0.0165	0.1156	0.3412	-0.0633	-0.3852	0.366	0.1266	0.2201	0.0798	0.0825	0.0743
0.5723	0.1541	0.7429	0.3467	0.1899	0.4843	0.2834	-0.033	0.1623	0.2999	-0.0055	0.1678	0.4017	-0.0798	-0.509	0.1568	0.1513	0.2366	0.0715	0.0715	0.055
0.5531	0.1706	0.7209	0.366	0.2119	0.5063	0.3109	0.0303	0.2201	0.366	0.0523	0.2366	0.476	-0.0798	-0.5806	-0.0385	0.1623	0.2724	0.0825	0.0303	0.0578
