"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-2.4727	-2.5996	-3.0908	-2.7347	-2.62	-3.1891	-2.5259	-1.9528	-2.9271	-1.9036	-0.9784	-1.7522	-1.003	-0.086	-1.2977	-1.5843	0.1924	0.1842	1.0644	-0.4339	1.4083
-2.6774	-2.8247	-3.2587	-2.8739	-2.8165	-3.316	-2.5873	-2.1124	-3.0294	-1.965	-1.0767	-1.8054	-1.0071	-0.0901	-1.3714	-1.658	0.2129	0.2579	0.9866	-0.4421	1.351
-2.8739	-3.0704	-3.4511	-3.0049	-3.0458	-3.4388	-2.6855	-2.3499	-3.1277	-2.051	-1.2486	-1.8586	-1.0235	-0.1228	-1.4779	-1.7808	0.262	0.2907	0.827	-0.4831	1.2118
-3.0253	-3.2832	-3.5985	-3.0908	-3.2341	-3.5371	-2.7347	-2.4727	-3.2014	-2.0797	-1.3182	-1.8913	-1.003	-0.1392	-1.5434	-1.875	0.2988	0.3766	0.7123	-0.4544	1.1258
-3.1563	-3.4511	-3.709	-3.1236	-3.4061	-3.6148	-2.7551	-2.62	-3.2341	-2.0633	-1.441	-1.875	-0.9866	-0.1515	-1.5884	-1.9528	0.3152	0.3971	0.5813	-0.4503	1.0235
-3.2996	-3.5903	-3.7991	-3.1973	-3.5412	-3.6476	-2.7838	-2.7592	-3.271	-2.1083	-1.5597	-1.92	-0.9784	-0.1883	-1.5884	-2.0592	0.3562	0.4831	0.4872	-0.438	0.9129
-3.361	-3.7049	-3.8318	-3.1645	-3.6271	-3.6558	-2.7429	-2.8452	-3.2423	-2.0715	-1.6293	-1.8954	-0.9334	-0.1719	-1.5761	-2.1288	0.3684	0.5527	0.3807	-0.3889	0.786
-3.4061	-3.795	-3.8523	-3.1318	-3.7049	-3.6353	-2.7551	-2.9353	-3.2055	-2.0715	-1.6989	-1.92	-0.8965	-0.1842	-1.5802	-2.2148	0.3971	0.6304	0.2743	-0.3521	0.6796
-3.4265	-3.8523	-3.8687	-3.1031	-3.754	-3.5944	-2.6978	-2.9721	-3.1932	-2.0019	-1.7685	-1.8995	-0.8147	-0.176	-1.527	-2.2966	0.3725	0.7205	0.1597	-0.2988	0.5731
-3.4265	-3.9178	-3.8359	-3.0622	-3.7663	-3.5371	-2.6528	-3.0049	-3.1195	-1.9937	-1.8218	-1.8627	-0.786	-0.1638	-1.527	-2.3949	0.3521	0.786	0.0368	-0.2252	0.4176
-3.4675	-3.9587	-3.8277	-2.9844	-3.7827	-3.5002	-2.5996	-3.0212	-3.0867	-1.9405	-1.8504	-1.8381	-0.7574	-0.1351	-1.5106	-2.4972	0.3152	0.8515	-0.1187	-0.1883	0.3275
-3.4429	-4.016	-3.7991	-2.923	-3.7909	-3.4061	-2.5423	-3.0376	-3.009	-1.8913	-1.9036	-1.8258	-0.6959	-0.1228	-1.5188	-2.5873	0.2743	0.9211	-0.2497	-0.1556	0.2129
-3.3979	-3.9997	-3.7049	-2.8165	-3.8032	-3.3447	-2.4686	-3.0458	-2.923	-1.8586	-1.9487	-1.8013	-0.6796	-0.1023	-1.527	-2.6405	0.2211	0.962	-0.3848	-0.1228	0.0819
-3.3528	-3.9874	-3.6435	-2.7019	-3.7377	-3.2669	-2.3662	-3.0335	-2.8575	-1.7726	-1.9732	-1.7603	-0.6223	-0.0655	-1.5311	-2.6364	0.131	1.0275	-0.4872	-0.0778	-0.0368
-3.2955	-4.0038	-3.5985	-2.6037	-3.7254	-3.1645	-2.2844	-3.0294	-2.7879	-1.7522	-2.0019	-1.744	-0.5731	-0.0368	-1.4983	-2.6037	0.0573	1.0235	-0.6386	-0.0696	-0.1965
-3.1727	-3.971	-3.5207	-2.4645	-3.6722	-3.0826	-2.1738	-2.9926	-2.6896	-1.6989	-2.0346	-1.7112	-0.5281	0.0246	-1.4697	-2.5136	-0.045	1.0685	-0.7696	-0.0737	-0.2988
-3.0663	-3.9546	-3.4183	-2.3294	-3.6435	-2.9885	-2.0797	-2.9721	-2.6078	-1.6498	-2.0674	-1.6621	-0.4954	0.086	-1.4083	-2.3621	-0.1433	1.1094	-0.9006	-0.0573	-0.4462
-2.9721	-3.9137	-3.2873	-2.2148	-3.5575	-2.8657	-1.9773	-2.9271	-2.5095	-1.5925	-2.0878	-1.6375	-0.4626	0.1392	-1.3428	-2.1534	-0.2497	1.1258	-1.0316	-0.0532	-0.5854
-2.8534	-3.8318	-3.2014	-2.0633	-3.5248	-2.7756	-1.8504	-2.878	-2.4194	-1.5188	-2.0838	-1.5966	-0.4299	0.2006	-1.2609	-1.8422	-0.3725	1.1053	-1.1258	-0.0737	-0.6796
-2.6855	-3.7336	-3.0417	-1.8913	-3.3979	-2.6487	-1.7522	-2.8002	-2.2721	-1.4083	-2.0838	-1.5229	-0.3725	0.2579	-1.1545	-1.5229	-0.4913	1.1545	-1.2118	-0.086	-0.8188
-2.5505	-3.6353	-2.9271	-1.7399	-3.2914	-2.5259	-1.6252	-2.7306	-2.1861	-1.3469	-2.0919	-1.4779	-0.3398	0.3111	-1.0071	-1.1422	-0.6182	1.1749	-1.2732	-0.0983	-0.9293
-2.4194	-3.5575	-2.7756	-1.613	-3.2218	-2.4072	-1.5106	-2.6323	-2.0674	-1.2732	-2.0919	-1.4206	-0.2702	0.3766	-0.9293	-0.7533	-0.7205	1.1995	-1.3551	-0.1433	-1.0603
-2.2229	-3.3897	-2.6405	-1.4328	-3.0417	-2.2639	-1.3919	-2.5341	-1.8954	-1.1258	-2.0387	-1.3264	-0.1965	0.4339	-0.8065	-0.3152	-0.8474	1.22	-1.3919	-0.1064	-1.134
-2.1001	-3.2955	-2.4809	-1.2773	-2.923	-2.1247	-1.2486	-2.4194	-1.7808	-1.0235	-2.0223	-1.2486	-0.1187	0.4872	-0.7246	0.0287	-0.9457	1.2527	-1.441	-0.0942	-1.265
-1.9855	-3.1522	-2.3458	-1.1135	-2.7756	-2.0101	-1.1053	-2.3212	-1.6744	-0.9129	-2.0346	-1.1708	-0.0614	0.5363	-0.6796	0.3684	-1.0275	1.265	-1.482	-0.1064	-1.3919
-1.8586	-3.0049	-2.2066	-0.9743	-2.6119	-1.875	-0.9661	-2.227	-1.572	-0.8474	-2.0101	-1.1299	0	0.5854	-0.6182	0.6264	-1.1258	1.2773	-1.5434	-0.1269	-1.527
-1.7194	-2.8165	-2.0551	-0.8065	-2.4522	-1.7481	-0.8229	-2.1165	-1.4615	-0.7451	-1.9773	-1.0603	0.0532	0.6223	-0.6182	0.8515	-1.1995	1.2814	-1.5843	-0.1023	-1.6089
-1.5761	-2.6651	-1.9159	-0.6386	-2.2884	-1.6416	-0.6714	-1.9896	-1.3305	-0.5977	-1.9241	-0.9743	0.1146	0.6591	-0.5936	1.0153	-1.3018	1.2936	-1.5966	-0.045	-1.7235
-1.4656	-2.489	-1.7808	-0.5035	-2.0919	-1.4942	-0.5158	-1.8913	-1.1831	-0.4667	-1.8709	-0.8802	0.217	0.7082	-0.6182	1.0808	-1.3796	1.2896	-1.6662	0	-1.8381
-1.3305	-2.2475	-1.613	-0.3234	-1.9077	-1.3305	-0.3398	-1.7317	-1.0808	-0.3725	-1.8095	-0.8024	0.2743	0.7533	-0.5527	1.1094	-1.4656	1.2936	-1.7071	0.0246	-1.9323
-1.1831	-1.9896	-1.4206	-0.1269	-1.6334	-1.1708	-0.176	-1.5434	-0.9088	-0.2047	-1.7399	-0.6796	0.3439	0.7901	-0.5895	1.1094	-1.5516	1.2814	-1.6826	0.0696	-1.9814
-1.0603	-1.7562	-1.2691	0.0573	-1.3714	-1.0153	-0.0246	-1.3632	-0.786	-0.1023	-1.6334	-0.5936	0.3971	0.8392	-0.5731	1.0767	-1.6334	1.3141	-1.6867	0.1064	-2.0223
-0.917	-1.4861	-1.089	0.2252	-1.0849	-0.8597	0.1678	-1.179	-0.6386	0.0532	-1.5147	-0.4749	0.479	0.872	-0.5772	1.0235	-1.703	1.3182	-1.6539	0.176	-2.0551
-0.7696	-1.2322	-0.8802	0.4299	-0.7574	-0.6468	0.3971	-0.958	-0.4299	0.1924	-1.3714	-0.348	0.5609	0.8884	-0.5568	0.9457	-1.7603	1.3059	-1.6293	0.2415	-2.0715
-0.6468	-0.9702	-0.7123	0.61	-0.5199	-0.5076	0.524	-0.7574	-0.3029	0.307	-1.2363	-0.2702	0.5854	0.9211	-0.5322	0.831	-1.7931	1.2773	-1.613	0.2784	-2.0756
-0.5158	-0.7328	-0.5486	0.7655	-0.2948	-0.3193	0.6878	-0.6059	-0.1597	0.4299	-1.1299	-0.1678	0.655	0.917	-0.479	0.7123	-1.7972	1.31	-1.5597	0.3644	-2.0715
-0.3684	-0.4954	-0.3644	0.9498	-0.0246	-0.1556	0.8188	-0.393	0.0164	0.5445	-0.9702	-0.0246	0.7164	0.9334	-0.4258	0.6386	-1.8381	1.2855	-1.5188	0.4708	-2.0387
-0.2702	-0.2988	-0.2333	1.0275	0.1474	0	0.917	-0.262	0.1351	0.6509	-0.8351	0.0573	0.741	0.9498	-0.4012	0.4872	-1.8299	1.2732	-1.441	0.5568	-2.006
-0.1719	-0.0942	-0.086	1.1217	0.3193	0.1228	1.0071	-0.1064	0.2661	0.6878	-0.7123	0.1269	0.7369	0.8925	-0.3439	0.3807	-1.7767	1.2077	-1.3796	0.6141	-1.9814
-0.1023	0.0655	0.0532	1.1872	0.479	0.2456	1.0439	0.0287	0.3848	0.7451	-0.6182	0.176	0.7205	0.8761	-0.2743	0.217	-1.7194	1.1217	-1.31	0.6878	-1.9446
-0.0164	0.2006	0.1719	1.2241	0.6141	0.4012	1.0931	0.1597	0.4872	0.7983	-0.5158	0.217	0.7287	0.8392	-0.176	0.1269	-1.6539	1.0931	-1.2609	0.7655	-1.8995
0.0328	0.3357	0.262	1.2691	0.7451	0.4994	1.1135	0.2538	0.5363	0.7696	-0.3848	0.2374	0.6673	0.7901	-0.131	-0.0205	-1.5597	1.0071	-1.1913	0.7696	-1.8422
0.1392	0.4462	0.3889	1.2281	0.8515	0.6386	1.0971	0.3644	0.6304	0.7778	-0.3234	0.2661	0.6223	0.7287	-0.0614	-0.0901	-1.4492	0.9129	-1.1053	0.8065	-1.7931
0.1842	0.5199	0.4503	1.2118	0.9129	0.7205	1.0767	0.4258	0.7	0.7492	-0.2374	0.2825	0.569	0.6878	0.0205	-0.1924	-1.3387	0.8433	-1.0767	0.8106	-1.7276
0.1883	0.5936	0.5281	1.1463	0.9457	0.8024	1.0071	0.4954	0.7615	0.7369	-0.1719	0.2702	0.4954	0.6059	0.0983	-0.2702	-1.1872	0.7328	-0.9948	0.7901	-1.6539
0.262	0.6509	0.6345	1.0644	1.0398	0.8761	0.9661	0.5568	0.8147	0.7	-0.0532	0.3111	0.4503	0.5527	0.2211	-0.2743	-1.0603	0.6427	-0.9252	0.8229	-1.5597
0.348	0.7287	0.7164	1.0521	1.0644	0.9907	0.9293	0.6304	0.8392	0.6427	-0.0041	0.307	0.3644	0.4667	0.3234	-0.3029	-0.917	0.524	-0.8515	0.831	-1.4656
0.3848	0.7778	0.741	0.9375	1.0685	1.0357	0.8229	0.6632	0.8515	0.569	0.0491	0.2743	0.2497	0.3807	0.3807	-0.2784	-0.7533	0.4094	-0.7983	0.7778	-1.4165
0.4462	0.8392	0.8351	0.9088	1.0849	1.1217	0.7819	0.7164	0.8965	0.5199	0.1146	0.2538	0.176	0.3193	0.4585	-0.262	-0.6345	0.2579	-0.7328	0.7737	-1.3223
0.5117	0.9129	0.917	0.8433	1.1217	1.1995	0.7287	0.7451	0.9047	0.4585	0.1842	0.2374	0.1146	0.2538	0.4994	-0.1924	-0.5035	0.1433	-0.655	0.6959	-1.22
0.5813	0.9866	1.0112	0.8229	1.1749	1.2814	0.6796	0.7901	0.9334	0.4339	0.2661	0.2333	0.0246	0.2211	0.5486	-0.0901	-0.4053	0.0082	-0.5936	0.6755	-1.0849
0.6591	1.0603	1.1176	0.786	1.1954	1.3182	0.6591	0.831	0.9457	0.3684	0.307	0.2129	-0.0983	0.1678	0.5649	-0.045	-0.3029	-0.1064	-0.4994	0.5977	-0.9989
0.741	1.1504	1.1749	0.7696	1.2445	1.4042	0.6427	0.8843	0.9498	0.3357	0.3562	0.1638	-0.1678	0.1105	0.5772	0.0164	-0.2088	-0.262	-0.4012	0.524	-0.8802
0.8392	1.2241	1.3018	0.8147	1.3018	1.482	0.6591	0.9334	0.9784	0.3029	0.3848	0.1474	-0.2252	0.0696	0.6304	0.1351	-0.131	-0.3725	-0.3644	0.4626	-0.7615
0.9088	1.2773	1.3796	0.8392	1.3059	1.5311	0.7	0.962	0.9825	0.2825	0.4503	0.1023	-0.3111	0.0205	0.6018	0.2047	-0.0205	-0.5035	-0.2415	0.3971	-0.6427
0.9702	1.3387	1.4492	0.8965	1.3428	1.5884	0.7287	0.9866	0.9866	0.262	0.4462	0.0655	-0.4012	-0.0246	0.5977	0.3152	0.0778	-0.6223	-0.1801	0.2907	-0.5322
1.0685	1.4328	1.5352	0.9866	1.3919	1.6252	0.7983	1.003	0.9784	0.2661	0.4749	0.0328	-0.4831	-0.086	0.6345	0.4053	0.1719	-0.7819	-0.0205	0.2579	-0.3971
