"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-2.8728	-1.8011	-2.4531	-3.7443	-1.1685	-1.8786	-3.486	-0.7811	-1.7882	-2.7824	-0.581	-1.898	-1.4913	0.5165	-4.0477	-3.3828	-1.0458	0.1678	-0.8005	-1.7172	-0.807	-2.1239	0.7747
-2.5887	-1.6204	-2.2466	-3.6022	-1.1491	-1.8205	-3.4279	-0.794	-1.7624	-2.8211	-0.6843	-1.9044	-1.5752	0.5294	-4.6352	-3.8928	-1.0264	0.0516	-0.8651	-1.7301	-0.8457	-2.3434	0.7424
-2.324	-1.4267	-2.1626	-3.5054	-1.1039	-1.7818	-3.4409	-0.8521	-1.743	-2.8792	-0.7618	-1.9044	-1.6656	0.4842	-5.1903	-4.3769	-0.9683	-0.0516	-0.8844	-1.743	-0.8844	-2.55	0.7166
-2.0852	-1.2847	-2.0271	-3.4021	-1.1233	-1.743	-3.4731	-0.8973	-1.7624	-2.989	-0.8651	-1.9109	-1.7495	0.4713	-5.6939	-4.8159	-0.9102	-0.1937	-0.9038	-1.7688	-0.9361	-2.7049	0.6133
-1.9496	-1.1556	-1.9496	-3.3117	-1.1426	-1.7495	-3.4086	-1.0071	-1.7882	-3.0664	-0.9683	-1.9431	-1.8721	0.4132	-6.1458	-5.2226	-0.8134	-0.3292	-0.9683	-1.7753	-0.9554	-2.7695	0.581
-1.7753	-1.0135	-1.8657	-3.2149	-1.1491	-1.7366	-3.4215	-1.0587	-1.7688	-3.131	-1.0652	-1.9302	-1.9367	0.3615	-6.4363	-5.5454	-0.723	-0.4519	-0.9942	-1.8011	-1.0135	-2.7436	0.5358
-1.6656	-0.9619	-1.814	-3.1891	-1.2072	-1.743	-3.4086	-1.1556	-1.8205	-3.1633	-1.1814	-1.9819	-2.0206	0.3163	-6.5912	-5.7907	-0.6327	-0.5681	-1.0329	-1.814	-1.0071	-2.5952	0.5294
-1.5752	-0.9361	-1.7947	-3.1181	-1.2782	-1.7624	-3.4086	-1.2524	-1.8269	-3.202	-1.2524	-2.0142	-2.0981	0.2905	-6.6041	-5.9327	-0.5487	-0.6843	-1.0071	-1.7947	-1.0006	-2.3692	0.5294
-1.5816	-0.949	-1.8334	-3.1181	-1.3815	-1.814	-3.4667	-1.3557	-1.9109	-3.2536	-1.3363	-2.0658	-2.1885	0.213	-6.4815	-5.9715	-0.439	-0.8199	-1.02	-1.7624	-1.0329	-2.0271	0.51
-1.601	-0.9877	-1.8463	-3.0793	-1.459	-1.885	-3.4279	-1.4783	-1.9431	-3.2666	-1.4138	-2.111	-2.2724	0.1872	-6.191	-5.8359	-0.3486	-0.9748	-1.0652	-1.8076	-1.0652	-1.6462	0.4777
