"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.1595	-0.4728	-0.5455	-0.0643	-0.484	-0.5287	-0.2462	-0.1287	-0.5567	-0.1539	-0.2769	-0.3301	-0.2014	0.0504	0.0448	0.0783	-0.0895	0.0671	0.0336	-0.0364	-0.0196
-0.1231	-0.456	-0.5091	-0.0504	-0.4924	-0.5203	-0.235	-0.1483	-0.5567	-0.1623	-0.2993	-0.3497	-0.1986	0.1007	0.0951	0.1567	-0.1902	0.0755	0.0168	-0.0112	-0.0615
-0.1259	-0.456	-0.4951	-0.0643	-0.4924	-0.5231	-0.2154	-0.1623	-0.5931	-0.1678	-0.3049	-0.3469	-0.2378	0.1343	0.0783	0.1678	-0.2518	0.0811	-0.0168	0.0224	-0.0811
-0.1343	-0.4672	-0.4868	-0.0504	-0.5175	-0.5483	-0.2126	-0.193	-0.6015	-0.1958	-0.3469	-0.3721	-0.2462	0.165	0.0923	0.1734	-0.3077	0.1007	-0.0364	0.0615	-0.1315
-0.1035	-0.456	-0.4588	-0.0559	-0.5343	-0.5511	-0.2182	-0.2126	-0.6266	-0.1762	-0.3553	-0.3693	-0.2378	0.1958	0.0839	0.1818	-0.3637	0.1119	-0.0615	0.0839	-0.1539
-0.0951	-0.4672	-0.4392	-0.0504	-0.5399	-0.5735	-0.1986	-0.207	-0.6266	-0.1874	-0.3525	-0.3805	-0.2462	0.207	0.0839	0.1846	-0.3972	0.1147	-0.0727	0.1007	-0.1427
-0.1007	-0.456	-0.4252	-0.0783	-0.5595	-0.5959	-0.1986	-0.2434	-0.663	-0.1846	-0.3693	-0.4196	-0.2714	0.2238	0.0979	0.1427	-0.4224	0.1007	-0.0895	0.1175	-0.1483
-0.0923	-0.4392	-0.3944	-0.0867	-0.5315	-0.6126	-0.165	-0.249	-0.663	-0.1846	-0.3665	-0.4364	-0.2602	0.221	0.0895	0.1203	-0.442	0.1035	-0.0923	0.1427	-0.1455
-0.0979	-0.4532	-0.414	-0.0979	-0.5623	-0.5903	-0.1846	-0.2574	-0.6574	-0.179	-0.3665	-0.4644	-0.2714	0.2238	0.0783	0.0755	-0.4308	0.1147	-0.1007	0.1511	-0.1371
-0.0783	-0.414	-0.3721	-0.1483	-0.5371	-0.5931	-0.179	-0.2741	-0.6658	-0.1902	-0.3581	-0.4644	-0.2741	0.2182	0.0699	0.0308	-0.428	0.1231	-0.1147	0.179	-0.1175
-0.0867	-0.4028	-0.3888	-0.1846	-0.5147	-0.5987	-0.193	-0.2741	-0.6602	-0.179	-0.3693	-0.47	-0.2769	0.2126	0.0783	-0.0364	-0.414	0.1175	-0.1203	0.1706	-0.1091
-0.0811	-0.4	-0.3693	-0.2154	-0.5091	-0.6238	-0.2014	-0.2686	-0.6546	-0.1986	-0.3665	-0.4728	-0.2853	0.1846	0.0587	-0.0923	-0.3721	0.1175	-0.1371	0.1678	-0.0783
-0.1063	-0.3944	-0.3944	-0.2741	-0.5231	-0.6434	-0.2154	-0.2881	-0.6854	-0.235	-0.386	-0.5175	-0.3105	0.1623	0.0727	-0.165	-0.3245	0.0923	-0.1427	0.1455	-0.0559
-0.0951	-0.3693	-0.3832	-0.3021	-0.5175	-0.663	-0.2434	-0.2853	-0.6658	-0.2434	-0.3721	-0.5371	-0.2965	0.1483	0.0755	-0.2098	-0.2881	0.1147	-0.1427	0.1483	-0.0559
-0.0923	-0.3413	-0.3832	-0.3441	-0.484	-0.6462	-0.2714	-0.2686	-0.6378	-0.2574	-0.3581	-0.5539	-0.3077	0.1175	0.0839	-0.2797	-0.2434	0.1007	-0.1455	0.1147	-0.0224
-0.1343	-0.3525	-0.414	-0.3972	-0.4812	-0.6854	-0.3161	-0.2937	-0.6378	-0.2937	-0.3609	-0.5651	-0.3217	0.0895	0.0727	-0.3525	-0.1874	0.0727	-0.1623	0.0727	0.014
-0.1343	-0.3105	-0.428	-0.4392	-0.4672	-0.6882	-0.3217	-0.2797	-0.6434	-0.3161	-0.3665	-0.5623	-0.3329	0.0615	0.0839	-0.3888	-0.1399	0.0587	-0.1427	0.0615	0.0224
-0.1762	-0.2965	-0.4616	-0.4812	-0.484	-0.6882	-0.3721	-0.2937	-0.6518	-0.3525	-0.4028	-0.6015	-0.3441	0.0364	0.0308	-0.4504	-0.0699	0.0168	-0.179	0.0224	0.0168
-0.1986	-0.2993	-0.4756	-0.5035	-0.4728	-0.7078	-0.4028	-0.2909	-0.6574	-0.3777	-0.3944	-0.6042	-0.3581	0.0112	0.028	-0.4784	-0.0112	0.0028	-0.1623	-0.0364	0.0308
-0.2434	-0.3021	-0.4924	-0.5651	-0.4672	-0.7189	-0.442	-0.3133	-0.6742	-0.4028	-0.428	-0.6266	-0.3777	-0.028	-0.014	-0.5371	0.0532	-0.0504	-0.1846	-0.1035	0.0392
-0.2658	-0.3077	-0.5371	-0.5987	-0.4784	-0.7329	-0.4812	-0.3441	-0.6742	-0.4308	-0.428	-0.6406	-0.4056	-0.0504	-0.0951	-0.5735	0.1091	-0.0699	-0.2154	-0.1539	0.0224
-0.3385	-0.3133	-0.5819	-0.663	-0.4812	-0.7413	-0.5203	-0.3581	-0.6826	-0.4588	-0.456	-0.6434	-0.4308	-0.0755	-0.1427	-0.635	0.1595	-0.1035	-0.207	-0.2238	0.014
-0.3832	-0.3273	-0.6266	-0.6826	-0.4728	-0.7469	-0.5539	-0.3805	-0.6994	-0.456	-0.4588	-0.663	-0.4476	-0.1091	-0.249	-0.6826	0.2154	-0.1427	-0.2154	-0.2462	0.0028
-0.4392	-0.3609	-0.6882	-0.7637	-0.4896	-0.7553	-0.6042	-0.3777	-0.7022	-0.484	-0.484	-0.6854	-0.4868	-0.1259	-0.3525	-0.7161	0.2741	-0.193	-0.2378	-0.3301	-0.014
-0.4951	-0.386	-0.7357	-0.7833	-0.5203	-0.7805	-0.6154	-0.3972	-0.7161	-0.5147	-0.4812	-0.691	-0.4812	-0.1623	-0.4308	-0.7553	0.3301	-0.221	-0.2322	-0.3805	-0.0196
-0.5819	-0.3944	-0.7917	-0.8336	-0.5119	-0.7889	-0.649	-0.4168	-0.7217	-0.5455	-0.4756	-0.6966	-0.5147	-0.1958	-0.5287	-0.7721	0.3888	-0.2769	-0.2238	-0.4364	-0.0308
-0.5819	-0.4196	-0.8197	-0.8896	-0.5203	-0.8057	-0.6714	-0.4252	-0.7189	-0.5679	-0.484	-0.6966	-0.5035	-0.2322	-0.5903	-0.7665	0.4532	-0.3021	-0.2154	-0.4728	-0.0476
-0.6434	-0.4056	-0.8224	-0.8784	-0.4784	-0.7749	-0.6882	-0.414	-0.6994	-0.5623	-0.4616	-0.6714	-0.4924	-0.249	-0.6546	-0.7637	0.5007	-0.3133	-0.1902	-0.5035	-0.0364
