"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
1.0125	-0.1137	0.7824	0.2897	-0.1678	0.1976	0.4819	0.157	-0.3005	0.2409	0.5035	-0.1164	-0.0081	0.712	-0.1976	-0.2653	-1.4186	0.6524	-0.176	0.6227	0.1706
0.9556	-0.1381	0.7445	0.2572	-0.1624	0.1787	0.4521	0.1408	-0.3032	0.2112	0.509	-0.1137	-0.0541	0.6903	-0.2464	-0.3167	-1.3726	0.647	-0.2409	0.601	0.092
0.8717	-0.176	0.6849	0.2355	-0.1462	0.1787	0.425	0.1191	-0.2924	0.176	0.5117	-0.092	-0.0352	0.6768	-0.3167	-0.4007	-1.3238	0.6633	-0.3032	0.6118	0.0623
0.7932	-0.1949	0.6362	0.2274	-0.1327	0.1516	0.3953	0.1245	-0.2815	0.1516	0.4765	-0.1164	-0.0623	0.6524	-0.3357	-0.4332	-1.2697	0.6741	-0.3817	0.6091	-0.0379
0.7174	-0.2355	0.5712	0.1949	-0.1651	0.1354	0.3465	0.0677	-0.3032	0.0893	0.4494	-0.1299	-0.1002	0.6172	-0.4223	-0.4927	-1.2047	0.6714	-0.4413	0.5956	-0.0758
0.6416	-0.2626	0.5171	0.1651	-0.1787	0.1029	0.3249	0.046	-0.3113	0.0433	0.4142	-0.1462	-0.1056	0.5712	-0.509	-0.5604	-1.1397	0.6633	-0.5198	0.5658	-0.1272
0.582	-0.268	0.4575	0.1841	-0.1922	0.0758	0.3005	0.0027	-0.314	-0.0108	0.3925	-0.1489	-0.1354	0.5496	-0.5469	-0.5875	-1.0802	0.6497	-0.5739	0.5441	-0.157
0.4819	-0.3005	0.3898	0.1408	-0.2409	0.0379	0.2653	-0.0569	-0.3465	-0.0596	0.3086	-0.1868	-0.1678	0.509	-0.6551	-0.6199	-1.0206	0.6443	-0.6551	0.5144	-0.1868
0.4142	-0.3276	0.3357	0.1381	-0.2897	-0.0108	0.2247	-0.0975	-0.3682	-0.1056	0.2843	-0.2085	-0.1922	0.49	-0.6822	-0.6227	-0.9611	0.6145	-0.7228	0.5035	-0.2247
0.3601	-0.3492	0.2924	0.1435	-0.314	-0.0217	0.1976	-0.1733	-0.398	-0.1841	0.2112	-0.2572	-0.2193	0.4656	-0.7309	-0.6091	-0.9015	0.5983	-0.7932	0.4683	-0.2707
0.2815	-0.3925	0.2274	0.1435	-0.3817	-0.0812	0.1272	-0.2301	-0.4548	-0.2139	0.1624	-0.2843	-0.2355	0.4413	-0.7526	-0.5983	-0.8528	0.5956	-0.8446	0.4467	-0.2761
0.2003	-0.4169	0.1597	0.1354	-0.4413	-0.1516	0.0866	-0.3303	-0.4765	-0.2924	0.0812	-0.333	-0.2788	0.4169	-0.7607	-0.5523	-0.8013	0.5387	-0.8961	0.4142	-0.333
0.176	-0.4386	0.1083	0.1002	-0.509	-0.1976	0.0406	-0.4088	-0.5279	-0.3384	0.0027	-0.3601	-0.2897	0.398	-0.7824	-0.4981	-0.7716	0.5279	-0.9746	0.4007	-0.333
0.1029	-0.4765	0.0514	0.1218	-0.5983	-0.2545	-0.0108	-0.4954	-0.5739	-0.3817	-0.0866	-0.4007	-0.3195	0.3925	-0.7824	-0.4819	-0.7418	0.5198	-1.0287	0.379	-0.3492
0.0785	-0.4954	0.019	0.1056	-0.6524	-0.3086	-0.0379	-0.5604	-0.5902	-0.4223	-0.1354	-0.4386	-0.3167	0.3844	-0.7607	-0.4088	-0.7499	0.5333	-1.0423	0.3844	-0.3601
0.046	-0.5441	-0.0162	0.1002	-0.7147	-0.3709	-0.0975	-0.6416	-0.6254	-0.4656	-0.2003	-0.4386	-0.3303	0.3844	-0.7282	-0.3411	-0.7445	0.5658	-1.0991	0.3953	-0.3817
0.0433	-0.5496	-0.0487	0.1354	-0.7337	-0.3574	-0.1164	-0.6903	-0.6037	-0.4846	-0.2491	-0.4467	-0.287	0.4061	-0.7039	-0.2707	-0.7797	0.6145	-1.1154	0.425	-0.398
0.0217	-0.601	-0.0623	0.1056	-0.8149	-0.4061	-0.157	-0.7364	-0.6037	-0.509	-0.3059	-0.4386	-0.2897	0.4223	-0.6551	-0.2301	-0.8067	0.6741	-1.1316	0.4683	-0.3953
0.0352	-0.6037	-0.0487	0.1245	-0.823	-0.4007	-0.1706	-0.7851	-0.5902	-0.4711	-0.3384	-0.4169	-0.2464	0.4304	-0.6064	-0.176	-0.8419	0.7445	-1.1289	0.5198	-0.3763
0.0758	-0.5766	-0.0298	0.1408	-0.8176	-0.3844	-0.176	-0.7905	-0.5496	-0.4494	-0.333	-0.3574	-0.1922	0.4548	-0.5171	-0.0893	-0.8934	0.823	-1.0829	0.5739	-0.3276
0.1002	-0.555	-0.0244	0.1381	-0.8203	-0.3546	-0.1597	-0.7959	-0.5008	-0.4088	-0.3357	-0.3113	-0.1327	0.4656	-0.4629	-0.0271	-0.9259	0.8988	-1.0585	0.6118	-0.287
0.1624	-0.5387	0.0352	0.1651	-0.8203	-0.314	-0.1516	-0.7526	-0.4142	-0.3628	-0.2815	-0.2464	-0.0487	0.4873	-0.3763	0.046	-0.9638	0.9638	-0.9827	0.6849	-0.1868
0.2355	-0.4656	0.1218	0.222	-0.7391	-0.2274	-0.1137	-0.6903	-0.2951	-0.2815	-0.222	-0.1299	0.0325	0.5171	-0.2599	0.092	-1.0179	1.0639	-0.8798	0.7526	-0.0731
0.3086	-0.4115	0.1706	0.2545	-0.6687	-0.1706	-0.0839	-0.5983	-0.2057	-0.222	-0.111	-0.0298	0.1408	0.5252	-0.1814	0.176	-1.0342	1.156	-0.7797	0.8122	0.0352
0.3817	-0.3249	0.2599	0.287	-0.5739	-0.0731	-0.0352	-0.5008	-0.0569	-0.1299	-0.0406	0.1056	0.268	0.536	-0.0704	0.2464	-1.0531	1.248	-0.6849	0.8474	0.1489
0.4765	-0.2112	0.3465	0.3519	-0.4386	0.0271	0.0325	-0.3601	0.0677	-0.0514	0.0785	0.2626	0.3682	0.5306	0.0325	0.2788	-1.0639	1.3292	-0.5496	0.8744	0.2843
0.582	-0.1056	0.4548	0.4007	-0.2951	0.1164	0.0704	-0.2003	0.2166	0.065	0.1976	0.379	0.4575	0.5441	0.1489	0.314	-1.0748	1.3807	-0.4115	0.9177	0.4088
0.6551	0.0244	0.5523	0.4683	-0.1516	0.2491	0.1408	-0.0406	0.3492	0.1624	0.3438	0.5306	0.5739	0.5577	0.222	0.3357	-1.0775	1.4429	-0.287	0.934	0.5144
0.7553	0.176	0.6551	0.5198	0.0352	0.333	0.1976	0.1029	0.4927	0.2328	0.4575	0.6551	0.6714	0.5306	0.3384	0.3574	-1.0666	1.4592	-0.1408	0.9232	0.5848
0.8365	0.3303	0.7553	0.5604	0.2112	0.4521	0.268	0.2815	0.6497	0.3411	0.5848	0.8176	0.7716	0.5333	0.4115	0.3519	-1.0504	1.4917	-0.0244	0.9123	0.6849
0.9069	0.4656	0.823	0.5875	0.3736	0.555	0.2924	0.4467	0.758	0.4034	0.6985	0.9232	0.8419	0.5198	0.4359	0.3925	-1.0314	1.5025	0.0893	0.869	0.758
0.9692	0.6064	0.9259	0.6254	0.5631	0.6714	0.3492	0.5983	0.9069	0.4846	0.8067	1.0504	0.9286	0.5117	0.5117	0.3763	-0.9908	1.4754	0.2193	0.8663	0.8122
1.0125	0.7418	0.9746	0.6254	0.7174	0.712	0.3465	0.7607	1.0125	0.5387	0.9096	1.1587	0.98	0.4683	0.5171	0.3519	-0.9394	1.4294	0.3303	0.8122	0.8446
1.0504	0.869	1.0125	0.6199	0.8392	0.8176	0.4115	0.9015	1.1587	0.5875	0.999	1.2453	1.026	0.4467	0.5333	0.333	-0.8853	1.359	0.4142	0.7282	0.8771
1.0612	0.9611	1.0748	0.5956	1.0125	0.9123	0.4223	1.045	1.2697	0.6335	1.11	1.3401	1.0558	0.4223	0.509	0.2897	-0.8284	1.2913	0.5008	0.666	0.9232
1.0991	1.0856	1.1208	0.5712	1.1506	0.9963	0.4548	1.202	1.359	0.6714	1.183	1.4213	1.0856	0.3898	0.4954	0.2301	-0.7634	1.1939	0.6254	0.5658	0.9448
1.1018	1.1668	1.1641	0.5414	1.267	1.0964	0.4792	1.313	1.4511	0.7039	1.2616	1.489	1.11	0.3438	0.4629	0.1706	-0.6876	1.0883	0.7039	0.5008	0.9854
1.1208	1.2616	1.183	0.5035	1.378	1.1614	0.5062	1.4213	1.5539	0.7499	1.3509	1.5621	1.156	0.3167	0.4277	0.0893	-0.6118	0.9881	0.7905	0.4061	1.0206
1.1533	1.3536	1.2318	0.5171	1.4863	1.2426	0.536	1.5404	1.6352	0.7905	1.4105	1.6324	1.1858	0.268	0.379	0.0298	-0.5225	0.9015	0.9069	0.3655	1.0125
1.1506	1.4402	1.2616	0.5035	1.5648	1.3076	0.5685	1.6406	1.7245	0.8176	1.4456	1.692	1.2101	0.2328	0.3709	-0.0596	-0.4413	0.8013	0.9773	0.3059	1.0125
1.1587	1.5079	1.3049	0.4954	1.6676	1.3942	0.6145	1.7245	1.8192	0.8934	1.5133	1.7434	1.2345	0.1868	0.3465	-0.1435	-0.3574	0.693	1.0748	0.2653	0.999
1.1668	1.5783	1.313	0.4792	1.7407	1.4375	0.6335	1.7949	1.8788	0.9123	1.5269	1.7949	1.2318	0.1462	0.3059	-0.2003	-0.2626	0.5956	1.1262	0.2085	0.9638
1.1939	1.6649	1.3455	0.4738	1.8301	1.5079	0.6416	1.849	1.979	0.9719	1.5621	1.8247	1.2616	0.0785	0.3032	-0.2545	-0.1678	0.5035	1.1885	0.1868	0.9529
1.1912	1.7191	1.3671	0.4683	1.8734	1.581	0.6795	1.8923	2.0006	1.0098	1.5539	1.8274	1.2318	0.0325	0.2761	-0.314	-0.0569	0.3844	1.2345	0.1435	0.9232
1.2074	1.784	1.4023	0.4819	1.9248	1.646	0.7391	1.9329	2.0737	1.0558	1.5539	1.8517	1.2534	-0.0108	0.3086	-0.314	0.0244	0.3167	1.3319	0.1164	0.8934
1.2345	1.8626	1.4321	0.5279	1.9844	1.7028	0.777	1.9627	2.1116	1.11	1.5756	1.8517	1.2697	-0.0623	0.3465	-0.3086	0.1191	0.2572	1.3942	0.1408	0.8663
1.2453	1.9275	1.4592	0.5523	2.0494	1.7759	0.8149	1.9898	2.1576	1.1587	1.5756	1.8869	1.2995	-0.1164	0.4007	-0.2599	0.2139	0.1841	1.4835	0.1543	0.8636
1.2209	1.9411	1.4619	0.582	2.0466	1.8084	0.8609	2.0033	2.1658	1.1885	1.535	1.8626	1.2995	-0.1706	0.4196	-0.2247	0.3438	0.111	1.5296	0.1408	0.8501
1.2128	1.9844	1.4348	0.5848	2.0656	1.8057	0.8934	1.9871	2.1928	1.2345	1.5052	1.8409	1.3076	-0.2247	0.4332	-0.1678	0.4494	0.0379	1.5945	0.157	0.8392
1.1533	1.9979	1.3888	0.5929	2.0764	1.8219	0.9448	1.9573	2.1766	1.2534	1.4754	1.8328	1.3022	-0.2951	0.4575	-0.0866	0.5739	0.0054	1.6406	0.1678	0.8446
1.1262	1.9736	1.3563	0.6091	2.0358	1.8111	0.9611	1.9194	2.1197	1.2643	1.405	1.7813	1.2778	-0.3465	0.49	-0.0135	0.6903	-0.0379	1.6731	0.1895	0.8149
1.0721	1.9411	1.2913	0.6227	2.0115	1.7678	0.999	1.8409	2.0737	1.294	1.3482	1.7082	1.248	-0.4088	0.5279	0.0704	0.8013	-0.0975	1.7001	0.1814	0.7716
0.98	1.9194	1.1966	0.6335	1.9519	1.7272	0.9935	1.7732	1.9979	1.2995	1.248	1.6324	1.2074	-0.4656	0.555	0.1922	0.9313	-0.157	1.7001	0.1489	0.712
0.9096	1.8463	1.1262	0.6362	1.8653	1.6622	0.9827	1.646	1.9086	1.2778	1.1343	1.5242	1.1587	-0.5333	0.5902	0.2951	1.0423	-0.2139	1.6893	0.1299	0.6416
0.8203	1.7705	1.0369	0.6308	1.8057	1.5918	0.9963	1.5296	1.8057	1.2534	1.0179	1.405	1.1018	-0.5875	0.6227	0.3871	1.1479	-0.2815	1.6352	0.0812	0.555
