"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.0882	-0.5804	-0.3186	-0.2788	-0.9559	-1.2574	-0.3926	-0.8904	-1.2318	-0.2048	-0.8051	-1.0839	-0.0484	-0.1479	-0.239	-0.6742	0.2447	0.5661	0.4779	-0.1394	0.3471	-0.2418	-0.5405
0.1223	-0.569	-0.2731	-0.1935	-0.9132	-1.1664	-0.2816	-0.825	-1.1294	-0.0797	-0.7368	-0.953	0.0882	-0.1593	-0.2333	-0.5462	0.2646	0.6259	0.4495	-0.0256	0.3528	-0.3897	-0.5377
0.1508	-0.569	-0.2304	-0.1053	-0.8449	-1.0867	-0.1707	-0.7425	-1.0128	0.0541	-0.6429	-0.8023	0.2247	-0.1565	-0.2418	-0.404	0.2731	0.6828	0.3784	0.0654	0.3613	-0.5804	-0.5377
0.1963	-0.5348	-0.1536	-0.037	-0.7852	-0.9985	-0.0541	-0.6828	-0.8961	0.1878	-0.5775	-0.6572	0.3471	-0.1479	-0.2077	-0.1707	0.2646	0.7425	0.3328	0.1764	0.3613	-0.7994	-0.5178
0.2219	-0.5519	-0.1422	0.0199	-0.7169	-0.9104	0.0427	-0.606	-0.7823	0.3016	-0.4836	-0.5121	0.4523	-0.1678	-0.1821	0.0199	0.276	0.7624	0.276	0.239	0.367	-1.0241	-0.4865
0.2589	-0.5348	-0.0882	0.074	-0.6429	-0.8421	0.1252	-0.5235	-0.6515	0.404	-0.404	-0.3841	0.5604	-0.1678	-0.1081	0.2333	0.2788	0.8079	0.2304	0.3414	0.3585	-1.2603	-0.4666
0.3016	-0.5348	-0.0512	0.1479	-0.5804	-0.7283	0.2077	-0.4523	-0.5462	0.4979	-0.3129	-0.256	0.6486	-0.1536	-0.0228	0.4097	0.2816	0.825	0.1991	0.4239	0.3442	-1.4736	-0.4438
0.3272	-0.4893	-0.0142	0.2048	-0.5064	-0.6401	0.293	-0.3841	-0.4353	0.6116	-0.2276	-0.1394	0.7397	-0.1593	0.0768	0.6316	0.276	0.8392	0.1821	0.5064	0.3357	-1.7069	-0.4353
0.3812	-0.4353	0.0455	0.2731	-0.4466	-0.5092	0.3841	-0.2788	-0.293	0.7169	-0.1366	0.0313	0.8307	-0.1422	0.1707	0.8136	0.2503	0.8335	0.2048	0.6003	0.3727	-1.8918	-0.421
0.4239	-0.3954	0.0939	0.3243	-0.3556	-0.4182	0.4609	-0.1906	-0.1735	0.7909	-0.0455	0.1422	0.9018	-0.1366	0.2731	0.936	0.2361	0.8193	0.2447	0.6515	0.3727	-2.0398	-0.4153
0.4637	-0.33	0.1508	0.3727	-0.2646	-0.2987	0.532	-0.0882	-0.0484	0.8933	0.0569	0.2475	0.9673	-0.1337	0.4097	1.0554	0.2247	0.788	0.2674	0.6685	0.3812	-2.1934	-0.404
0.5206	-0.239	0.202	0.4381	-0.1565	-0.1849	0.6088	0.0028	0.0882	0.9786	0.1707	0.3755	1.0355	-0.1223	0.5064	1.1237	0.2077	0.7738	0.3471	0.7141	0.441	-2.3072	-0.404
0.5434	-0.1963	0.2475	0.4495	-0.0853	-0.0967	0.6401	0.0797	0.1991	1.027	0.2703	0.4779	1.0611	-0.1223	0.5946	1.1209	0.2077	0.7197	0.3983	0.7283	0.4609	-2.3811	-0.4011
0.5718	-0.1337	0.2731	0.5007	-0.0085	0.0057	0.6771	0.1878	0.2959	1.0583	0.3641	0.5889	1.0924	-0.1195	0.6685	1.1294	0.2077	0.6629	0.4381	0.7084	0.458	-2.4324	-0.4182
0.5917	-0.0569	0.3243	0.5092	0.0939	0.1109	0.7141	0.2816	0.4381	1.101	0.4552	0.6828	1.1351	-0.1166	0.7795	1.0896	0.202	0.6202	0.4865	0.6885	0.4979	-2.4722	-0.4239
0.6372	-0.0028	0.3556	0.5377	0.1821	0.2077	0.7283	0.3784	0.5035	1.1123	0.5291	0.7681	1.1465	-0.1053	0.8279	1.0782	0.1906	0.5547	0.5121	0.6714	0.4922	-2.4551	-0.4267
0.6429	0.074	0.3897	0.5405	0.2503	0.2816	0.7397	0.458	0.6031	1.1209	0.5974	0.8392	1.1323	-0.1109	0.899	1.0498	0.1821	0.4666	0.5377	0.6344	0.5206	-2.4295	-0.4353
0.6828	0.1337	0.4296	0.5291	0.3556	0.367	0.7567	0.5519	0.6742	1.1209	0.6941	0.899	1.1294	-0.1024	0.9189	1.0042	0.1622	0.4125	0.5405	0.6031	0.5064	-2.3527	-0.4438
0.697	0.2134	0.4722	0.5377	0.4182	0.4182	0.7539	0.6116	0.7283	1.1152	0.734	0.953	1.0896	-0.0825	0.9445	0.9217	0.1394	0.3442	0.5235	0.5547	0.4922	-2.2674	-0.4637
0.7197	0.2589	0.5121	0.5092	0.458	0.4666	0.7254	0.66	0.7624	1.0725	0.7738	0.99	1.0469	-0.0825	0.9217	0.8648	0.128	0.2532	0.5092	0.5035	0.4751	-2.1393	-0.4466
0.7311	0.3414	0.5405	0.4808	0.5149	0.5291	0.6799	0.6941	0.7909	1.0213	0.8165	0.9929	0.9872	-0.0711	0.9502	0.8136	0.1024	0.1821	0.5121	0.4466	0.458	-2.0312	-0.458
0.7226	0.3442	0.5405	0.4324	0.5547	0.5206	0.6458	0.7254	0.771	0.9388	0.7966	0.9616	0.9189	-0.0711	0.8734	0.7084	0.1138	0.0541	0.4495	0.367	0.4068	-1.8805	-0.4466
0.7368	0.404	0.5491	0.4097	0.569	0.5291	0.5747	0.7141	0.7368	0.8648	0.7624	0.9388	0.8364	-0.0768	0.8648	0.6429	0.0996	-0.0512	0.4353	0.2959	0.4011	-1.7297	-0.4324
0.751	0.4239	0.569	0.367	0.5747	0.5434	0.532	0.7169	0.7226	0.7852	0.7482	0.9047	0.7454	-0.0569	0.8222	0.5633	0.0768	-0.1081	0.367	0.239	0.3272	-1.5761	-0.4324
