"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.6882	0.3077	-0.7301	-0.7469	0.5007	-0.4224	-0.2714	0.607	-0.1399	0.5231	0.5819	0.3161	0.5931	-0.4308	-0.9371	-1.312	0.8392	0.6854	0.2518	0.442	0.7693
-0.6574	0.3245	-0.6854	-0.6658	0.5203	-0.3609	-0.2154	0.635	-0.0643	0.5623	0.5987	0.3888	0.5847	-0.428	-0.9232	-1.3568	0.8364	0.6714	0.263	0.4476	0.7245
-0.6546	0.3749	-0.6574	-0.6462	0.5651	-0.3329	-0.2042	0.663	0.0196	0.5959	0.6126	0.456	0.6098	-0.4196	-0.9064	-1.4043	0.8057	0.677	0.2909	0.4532	0.7078
-0.6182	0.3916	-0.6238	-0.5791	0.5623	-0.3049	-0.165	0.691	0.1035	0.607	0.6238	0.5035	0.6126	-0.4196	-0.898	-1.4183	0.8057	0.6546	0.2825	0.4616	0.6826
-0.5791	0.456	-0.5623	-0.5315	0.607	-0.2406	-0.1259	0.6994	0.1734	0.6238	0.6546	0.621	0.6406	-0.4028	-0.8532	-1.3847	0.7777	0.6798	0.2825	0.5063	0.663
-0.5259	0.4924	-0.5231	-0.484	0.6518	-0.1678	-0.0643	0.7301	0.2714	0.6686	0.6938	0.7106	0.6742	-0.3972	-0.7777	-1.3288	0.7581	0.691	0.3189	0.5175	0.6574
-0.4588	0.5371	-0.4448	-0.4084	0.6994	-0.0979	-0.014	0.7721	0.3581	0.7469	0.7161	0.7721	0.6994	-0.3609	-0.6658	-1.2421	0.6742	0.6994	0.3273	0.5483	0.6574
-0.3972	0.5931	-0.4	-0.3749	0.7385	-0.028	0.0364	0.7861	0.442	0.7637	0.7385	0.8364	0.7133	-0.3329	-0.5595	-1.1218	0.635	0.7273	0.3245	0.6042	0.6182
-0.3217	0.6266	-0.3049	-0.3301	0.7609	0.0476	0.0923	0.8252	0.5035	0.7973	0.7693	0.898	0.7497	-0.2937	-0.47	-1.0015	0.5595	0.7609	0.3441	0.6602	0.6154
-0.2881	0.6602	-0.2574	-0.2881	0.7945	0.0979	0.1315	0.8224	0.607	0.8141	0.7889	0.9679	0.7525	-0.2714	-0.3721	-0.8868	0.4812	0.7721	0.3665	0.7161	0.6015
-0.1902	0.6966	-0.1818	-0.2574	0.8057	0.1734	0.165	0.856	0.677	0.8616	0.8169	1.049	0.8029	-0.2098	-0.2686	-0.7301	0.3888	0.8364	0.3805	0.7917	0.5679
-0.1343	0.705	-0.1231	-0.2238	0.7721	0.2098	0.2126	0.8616	0.7133	0.8588	0.8364	1.0658	0.8141	-0.1678	-0.193	-0.635	0.3021	0.8616	0.3693	0.8252	0.5175
-0.1175	0.7022	-0.0895	-0.2378	0.7973	0.2238	0.2266	0.87	0.7525	0.8588	0.8197	1.1078	0.8057	-0.1231	-0.1091	-0.5035	0.207	0.856	0.3609	0.8952	0.4979
-0.1007	0.6714	-0.042	-0.249	0.7637	0.2686	0.2434	0.8476	0.7861	0.8476	0.8085	1.105	0.8057	-0.0699	-0.0448	-0.386	0.1035	0.8868	0.3525	0.9371	0.4672
-0.1007	0.6714	-0.0336	-0.249	0.7329	0.2769	0.2602	0.8392	0.7917	0.8448	0.8029	1.1022	0.7945	-0.0196	-0.0336	-0.2686	-0.0056	0.9176	0.3525	0.9455	0.4392
-0.0979	0.6098	-0.0196	-0.263	0.7189	0.3021	0.2546	0.8364	0.7721	0.8057	0.7721	1.0826	0.7805	0.042	0.0112	-0.1623	-0.1119	0.9343	0.3049	0.9511	0.3888
-0.1175	0.5679	-0.0168	-0.2574	0.6602	0.3021	0.2574	0.8308	0.7637	0.7945	0.7805	1.0742	0.7609	0.0979	0.0559	-0.028	-0.2294	0.9651	0.2574	1.0127	0.3553
-0.1483	0.4896	0.0056	-0.2686	0.6182	0.2741	0.2602	0.7945	0.7413	0.7385	0.7469	1.0379	0.7301	0.1427	0.0727	0.0615	-0.3189	0.9232	0.1874	1.0183	0.2993
-0.165	0.4392	0.0056	-0.2797	0.5455	0.2602	0.2518	0.7385	0.6994	0.691	0.7106	1.0015	0.6854	0.2098	0.1035	0.1986	-0.4336	0.9176	0.1427	1.0183	0.2378
-0.207	0.3777	-0.0084	-0.2769	0.4951	0.2322	0.2042	0.705	0.6742	0.6154	0.6826	0.9455	0.6434	0.2574	0.1343	0.3441	-0.5259	0.9036	0.1007	1.0351	0.1874
-0.221	0.3077	-0.014	-0.2853	0.4336	0.2406	0.1986	0.663	0.6126	0.5707	0.649	0.8784	0.5931	0.3105	0.1399	0.47	-0.6294	0.87	0.0727	1.0267	0.1511
-0.2546	0.2406	-0.0587	-0.2965	0.3665	0.1595	0.1399	0.6015	0.5035	0.4812	0.5959	0.8001	0.5147	0.3497	0.1147	0.5903	-0.7217	0.8532	0.0532	1.0183	0.1035
-0.3161	0.1455	-0.042	-0.3189	0.3105	0.1119	0.1231	0.5735	0.4476	0.4028	0.5763	0.6994	0.4784	0.3916	0.1119	0.7078	-0.8085	0.8448	0.0699	1.0211	0.0699
-0.3357	0.0895	-0.0839	-0.3497	0.2462	0.0532	0.0811	0.5035	0.3609	0.3329	0.5315	0.6434	0.4028	0.4224	0.1007	0.7945	-0.8672	0.7973	0.0615	0.9931	0.0559
-0.3721	-0.0028	-0.1147	-0.3693	0.1567	0.0056	0.0336	0.4392	0.2909	0.263	0.484	0.5483	0.3497	0.456	0.0671	0.8197	-0.9371	0.7833	0.0392	0.9595	0.042
-0.4224	-0.0727	-0.1371	-0.4364	0.0727	-0.042	-0.0392	0.3916	0.1958	0.1623	0.4364	0.4644	0.2686	0.4756	0.0252	0.8756	-0.9679	0.7273	0.0476	0.8896	0.0112
