"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.1649	0.1325	-0.2326	-1.0984	-0.5683	-0.6125	-1.4576	-0.9187	-0.8863	-1.5018	-0.801	-0.9364	-1.4223	0.2297	0.0913	-0.3975	-0.4417	-1.2633	-0.3828	-1.2073	-0.6095	-0.1678	0.4329
-0.1561	0.1031	-0.2886	-1.0925	-0.5801	-0.6037	-1.4458	-0.8981	-0.8834	-1.4517	-0.7745	-0.9187	-1.4017	0.2061	0.0972	-0.371	-0.4181	-1.1955	-0.4064	-1.2073	-0.6361	-0.1237	0.2621
-0.2179	0.0648	-0.3121	-1.066	-0.5654	-0.6066	-1.3958	-0.8893	-0.851	-1.4105	-0.7686	-0.8863	-1.331	0.1885	0.1001	-0.3269	-0.3799	-1.1072	-0.4123	-1.1425	-0.6331	-0.0707	0.106
-0.2415	0.0648	-0.3239	-1.0306	-0.5418	-0.6125	-1.3604	-0.8687	-0.8216	-1.3546	-0.7391	-0.8481	-1.2485	0.1767	0.0913	-0.2739	-0.3534	-1.0041	-0.4005	-1.0836	-0.6154	-0.0147	0
-0.2474	0.0383	-0.3239	-1.0218	-0.5094	-0.586	-1.3015	-0.8275	-0.7803	-1.2809	-0.7156	-0.7862	-1.1337	0.1472	0.1031	-0.2532	-0.3062	-0.8952	-0.4388	-1.0041	-0.6007	0.0177	-0.1119
-0.2444	0.0471	-0.3121	-0.9629	-0.4682	-0.5477	-1.2132	-0.7774	-0.6891	-1.1543	-0.6478	-0.6891	-1.0071	0.1413	0.109	-0.2032	-0.2709	-0.7362	-0.4123	-0.9011	-0.5742	0.0471	-0.1767
-0.2709	0.0353	-0.3298	-0.9364	-0.4211	-0.5153	-1.1484	-0.7156	-0.6243	-1.066	-0.5713	-0.6037	-0.8952	0.1207	0.0972	-0.1767	-0.2297	-0.6125	-0.3828	-0.8039	-0.5595	0.0707	-0.1943
-0.2797	0.0442	-0.3239	-0.9011	-0.3799	-0.4476	-1.0719	-0.6567	-0.5565	-0.957	-0.4947	-0.5183	-0.7627	0.0972	0.0648	-0.1531	-0.1943	-0.4535	-0.374	-0.6949	-0.533	0.0883	-0.1649
-0.2886	0.0294	-0.3504	-0.8716	-0.3416	-0.4329	-1.0071	-0.5801	-0.477	-0.851	-0.4446	-0.4358	-0.6361	0.0825	0.0294	-0.162	-0.1737	-0.321	-0.3622	-0.6007	-0.4947	0.1443	-0.106
-0.3092	0.0471	-0.3269	-0.8363	-0.2915	-0.3651	-0.9452	-0.4947	-0.3916	-0.7538	-0.374	-0.3386	-0.5153	0.0648	-0.0088	-0.1767	-0.1531	-0.212	-0.3327	-0.5035	-0.4535	0.1767	-0.0029
-0.3269	0.0236	-0.3475	-0.8275	-0.2856	-0.3416	-0.8775	-0.4446	-0.318	-0.6331	-0.3092	-0.2444	-0.3916	0.0795	-0.0883	-0.2267	-0.1472	-0.0707	-0.3357	-0.424	-0.4152	0.2356	0.1384
-0.3563	0.0118	-0.321	-0.7892	-0.2267	-0.2945	-0.8039	-0.3651	-0.2238	-0.5271	-0.215	-0.1443	-0.2474	0.0913	-0.162	-0.2532	-0.1678	0.0677	-0.2856	-0.3269	-0.3799	0.2739	0.3239
-0.374	-0.0147	-0.321	-0.7833	-0.2179	-0.268	-0.7597	-0.3239	-0.1649	-0.4358	-0.159	-0.0677	-0.1325	0.1001	-0.2326	-0.3298	-0.1914	0.1531	-0.2562	-0.2474	-0.3504	0.3004	0.5035
-0.4181	-0.0324	-0.3327	-0.7391	-0.2179	-0.2503	-0.6979	-0.268	-0.1031	-0.3563	-0.1119	-0.0206	-0.0618	0.1207	-0.3239	-0.3622	-0.2415	0.215	-0.2591	-0.1943	-0.3357	0.3357	0.6979
-0.4446	-0.0589	-0.3828	-0.7185	-0.215	-0.2385	-0.6714	-0.2238	-0.0559	-0.2797	-0.0677	0.0324	0.0294	0.1502	-0.4181	-0.4505	-0.2915	0.2768	-0.2797	-0.1443	-0.321	0.3475	0.8834
-0.4829	-0.0766	-0.371	-0.7273	-0.2267	-0.2444	-0.6095	-0.1767	-0.0265	-0.2238	-0.0324	0.0854	0.0972	0.1737	-0.48	-0.5124	-0.3681	0.3004	-0.2827	-0.109	-0.3357	0.3563	1.0218
-0.5212	-0.1413	-0.4299	-0.7214	-0.2503	-0.2562	-0.5978	-0.1737	-0.0265	-0.2002	0	0.1119	0.1237	0.2091	-0.5565	-0.586	-0.4329	0.3357	-0.3062	-0.0795	-0.3092	0.3563	1.1072
-0.5683	-0.1914	-0.4446	-0.7097	-0.2591	-0.2503	-0.5772	-0.1443	0.0118	-0.1296	0.0147	0.1502	0.1973	0.2356	-0.6154	-0.6567	-0.4859	0.3475	-0.3062	-0.0412	-0.318	0.3269	1.169
-0.5742	-0.1943	-0.4417	-0.6949	-0.2768	-0.2385	-0.5183	-0.1207	0.0677	-0.0471	0.0618	0.1943	0.2326	0.2709	-0.639	-0.7097	-0.533	0.3593	-0.2709	0	-0.3092	0.2945	1.1631
-0.5772	-0.2532	-0.4417	-0.6773	-0.2856	-0.2326	-0.4918	-0.0648	0.0942	0.0265	0.109	0.268	0.2856	0.2797	-0.6478	-0.7332	-0.5654	0.3445	-0.265	0.0294	-0.2768	0.215	1.119
-0.5978	-0.2621	-0.4535	-0.6302	-0.2974	-0.2297	-0.4505	-0.053	0.1178	0.0618	0.1325	0.2768	0.3298	0.2886	-0.639	-0.7745	-0.5683	0.371	-0.2709	0.0648	-0.2797	0.1502	1.0483
-0.5772	-0.2503	-0.4446	-0.5801	-0.2974	-0.215	-0.3681	-0.0147	0.159	0.1384	0.1708	0.3151	0.3563	0.2797	-0.6066	-0.7892	-0.5595	0.3622	-0.2474	0.1237	-0.2444	0.0677	0.9423
-0.5683	-0.2827	-0.4535	-0.5507	-0.3062	-0.2267	-0.3327	0.0029	0.2002	0.1796	0.2061	0.3593	0.4005	0.2768	-0.586	-0.8068	-0.5359	0.3622	-0.2091	0.1472	-0.2267	0.0088	0.8304
-0.5242	-0.2739	-0.4064	-0.477	-0.265	-0.212	-0.2532	0.053	0.2562	0.2385	0.2621	0.3887	0.4329	0.2562	-0.5035	-0.8068	-0.5065	0.3416	-0.1708	0.1649	-0.1649	-0.0883	0.6832
-0.5124	-0.268	-0.3828	-0.4034	-0.2444	-0.1885	-0.1737	0.1001	0.2768	0.3062	0.2974	0.4211	0.4711	0.2356	-0.4653	-0.8039	-0.4564	0.3651	-0.1443	0.2032	-0.1384	-0.1413	0.5153
-0.4859	-0.2768	-0.3504	-0.3534	-0.2209	-0.1678	-0.1266	0.1502	0.3445	0.3946	0.3622	0.4859	0.5065	0.1914	-0.4211	-0.8127	-0.3946	0.3475	-0.0795	0.2061	-0.0825	-0.1943	0.3651
-0.4417	-0.2739	-0.321	-0.2709	-0.1826	-0.159	-0.0501	0.1914	0.3681	0.4564	0.3916	0.5183	0.5271	0.1502	-0.374	-0.7745	-0.3004	0.3445	-0.0589	0.215	-0.053	-0.2444	0.2238
-0.3916	-0.2562	-0.2945	-0.1885	-0.1678	-0.1207	0.0442	0.2385	0.4181	0.5153	0.4446	0.5477	0.5624	0.1207	-0.3062	-0.7421	-0.2326	0.3327	0.0029	0.265	0.0206	-0.3121	0.0559
-0.3916	-0.265	-0.2886	-0.1355	-0.1443	-0.1325	0.0883	0.2591	0.4211	0.5448	0.4623	0.5772	0.583	0.0736	-0.2827	-0.7421	-0.1443	0.3121	0.0471	0.2385	0.0589	-0.3416	-0.0618
-0.318	-0.268	-0.2503	-0.0442	-0.0883	-0.0854	0.1914	0.3004	0.4711	0.6272	0.5242	0.6272	0.6243	0.0353	-0.2238	-0.6743	-0.0618	0.321	0.109	0.2945	0.1001	-0.3828	-0.1855
-0.3121	-0.2591	-0.2591	0.0029	-0.0618	-0.0913	0.2209	0.3298	0.4711	0.6361	0.5418	0.6361	0.6419	-0.0059	-0.1855	-0.6596	0.0059	0.3327	0.1649	0.2768	0.1737	-0.4005	-0.2945
-0.2945	-0.2562	-0.2591	0.0471	-0.0236	-0.0677	0.2768	0.3593	0.4741	0.6626	0.5801	0.6478	0.6596	-0.053	-0.1796	-0.6596	0.1001	0.3327	0.2297	0.2591	0.2238	-0.3946	-0.3651
-0.2974	-0.2562	-0.2326	0.0972	-0.0265	-0.0648	0.3121	0.4005	0.4977	0.6802	0.6272	0.6802	0.6567	-0.0942	-0.1973	-0.6361	0.1767	0.3327	0.3004	0.2621	0.265	-0.3858	-0.4211
-0.2856	-0.2856	-0.2061	0.1031	0.0118	-0.0589	0.3298	0.4123	0.48	0.6979	0.6243	0.6832	0.6802	-0.1413	-0.1885	-0.5889	0.2709	0.3475	0.3475	0.2326	0.3386	-0.3946	-0.4653
-0.2827	-0.2474	-0.1943	0.1443	0.0559	-0.053	0.3475	0.4594	0.5183	0.7008	0.6684	0.7067	0.6979	-0.1678	-0.1855	-0.5978	0.321	0.3386	0.4358	0.2238	0.4152	-0.3828	-0.5035
-0.2532	-0.2267	-0.1531	0.1826	0.1207	-0.0353	0.3681	0.5035	0.5035	0.7126	0.7097	0.745	0.7156	-0.1826	-0.1855	-0.5713	0.3681	0.374	0.5271	0.2532	0.5006	-0.3769	-0.533
-0.2503	-0.212	-0.1207	0.1973	0.1796	-0.0118	0.374	0.53	0.5065	0.7156	0.745	0.7509	0.7214	-0.2061	-0.1767	-0.5536	0.4064	0.3828	0.5919	0.2532	0.586	-0.3504	-0.5477
-0.2385	-0.1914	-0.1237	0.2061	0.2091	-0.0236	0.4093	0.5948	0.5094	0.7185	0.7627	0.745	0.7185	-0.2267	-0.1885	-0.5536	0.4476	0.4005	0.6684	0.2591	0.6773	-0.3357	-0.5418
-0.2356	-0.1855	-0.0942	0.2032	0.2709	-0.0029	0.4211	0.6066	0.5065	0.7067	0.8039	0.7656	0.7038	-0.2444	-0.1973	-0.5507	0.4741	0.3975	0.7303	0.2886	0.7421	-0.2945	-0.5242
-0.2297	-0.1708	-0.1001	0.1943	0.2768	-0.0088	0.4093	0.5919	0.4711	0.6714	0.801	0.7479	0.7156	-0.2591	-0.2032	-0.5271	0.5035	0.4123	0.7715	0.2768	0.7951	-0.268	-0.427
-0.2297	-0.1796	-0.0942	0.159	0.3033	-0.0029	0.3799	0.6361	0.4476	0.6331	0.8098	0.7244	0.6979	-0.2739	-0.2091	-0.5006	0.5183	0.4034	0.8186	0.2915	0.8657	-0.2415	-0.3327
-0.2356	-0.1767	-0.1031	0.1413	0.3386	0	0.3622	0.6095	0.427	0.6154	0.8068	0.692	0.6832	-0.2621	-0.2503	-0.4741	0.5065	0.4064	0.8127	0.2974	0.9187	-0.2385	-0.1973
-0.2444	-0.1973	-0.1119	0.1119	0.3327	-0.0059	0.318	0.5948	0.3916	0.5477	0.7892	0.6773	0.6626	-0.2503	-0.2591	-0.4535	0.5035	0.4005	0.8157	0.2945	0.9452	-0.2503	-0.0471
-0.2503	-0.1885	-0.1001	0.0854	0.3504	0	0.3121	0.6007	0.3534	0.5183	0.7803	0.6626	0.6331	-0.2532	-0.2474	-0.3858	0.5124	0.3975	0.8216	0.3062	0.9835	-0.2915	0.0648
-0.1943	-0.1472	-0.0942	0.0707	0.3799	0.0177	0.2915	0.6125	0.3563	0.4888	0.7745	0.6272	0.6272	-0.2591	-0.1826	-0.3062	0.5183	0.4005	0.8333	0.3357	1.0483	-0.3357	0.1826
-0.1678	-0.1325	-0.0736	0.0883	0.4005	0.0677	0.2945	0.6095	0.3534	0.5065	0.7597	0.6243	0.6095	-0.2739	-0.1531	-0.2091	0.5536	0.4064	0.8333	0.3504	1.0895	-0.3681	0.2709
-0.106	-0.0707	-0.0236	0.0854	0.4564	0.1207	0.3151	0.6508	0.4064	0.5212	0.801	0.6596	0.6302	-0.2856	-0.1031	-0.106	0.5683	0.4299	0.8422	0.3769	1.1101	-0.4181	0.3357
-0.0559	-0.0353	0.0206	0.106	0.5153	0.1826	0.321	0.6596	0.4388	0.5124	0.7803	0.6714	0.6361	-0.3062	-0.0677	-0.0294	0.6302	0.4594	0.8805	0.4034	1.1455	-0.4505	0.374
0.0324	0.0501	0.1001	0.162	0.5772	0.268	0.3504	0.7038	0.4682	0.533	0.8068	0.7126	0.6802	-0.3445	0.0059	0.0648	0.6832	0.5153	0.8922	0.4505	1.2073	-0.48	0.427
0.1148	0.1148	0.1737	0.2032	0.6508	0.3298	0.374	0.7362	0.5271	0.5624	0.8333	0.7479	0.7097	-0.371	0.0501	0.1207	0.7391	0.5389	0.9158	0.4476	1.2162	-0.5065	0.5006
0.2091	0.2209	0.2356	0.2474	0.7244	0.4446	0.3975	0.7803	0.6154	0.5978	0.8775	0.798	0.7273	-0.3975	0.1178	0.2238	0.7833	0.5978	0.9099	0.4653	1.2633	-0.5124	0.5772
0.3092	0.3269	0.3357	0.3269	0.8098	0.5359	0.4388	0.8363	0.6861	0.6478	0.8863	0.8245	0.7627	-0.4034	0.159	0.3357	0.8245	0.6361	0.9305	0.4711	1.2692	-0.5212	0.6714
0.427	0.4299	0.4476	0.4064	0.8657	0.6213	0.4711	0.8628	0.7538	0.6655	0.904	0.8628	0.7686	-0.427	0.1943	0.424	0.8687	0.6655	0.9276	0.4888	1.278	-0.5359	0.7479
0.5094	0.5212	0.5212	0.4741	0.9335	0.7038	0.5448	0.9187	0.8333	0.6979	0.9452	0.9129	0.801	-0.4564	0.2591	0.4977	0.907	0.6891	0.9335	0.5271	1.2957	-0.5359	0.8451
0.6331	0.6508	0.6449	0.5948	1.0159	0.8216	0.6066	0.9717	0.8981	0.7156	0.957	0.9511	0.854	-0.4682	0.3239	0.5889	0.9305	0.7214	0.9364	0.5595	1.3015	-0.5477	0.904
0.7244	0.745	0.7686	0.6802	1.0925	0.9011	0.6567	0.9894	0.9629	0.7656	0.96	0.9717	0.8657	-0.4888	0.3445	0.6567	0.9717	0.7597	0.9217	0.6213	1.2868	-0.5448	0.9629
0.8363	0.851	0.8805	0.7715	1.1484	0.9894	0.7214	1.0277	1.0336	0.8098	0.957	1.0189	0.8687	-0.4977	0.4064	0.7332	0.9865	0.801	0.8834	0.6655	1.2662	-0.5507	1.0071
0.9335	0.9541	0.9982	0.8775	1.1749	1.0778	0.7951	1.0483	1.0778	0.8392	0.96	1.0189	0.8805	-0.4888	0.4653	0.7921	0.9865	0.8333	0.851	0.7362	1.222	-0.5565	1.0306
1.0365	1.0041	1.0571	0.9276	1.2014	1.1249	0.8127	1.0218	1.1013	0.8687	0.957	1.0218	0.8805	-0.4859	0.5183	0.8569	0.9717	0.8569	0.801	0.7303	1.1779	-0.5448	1.0571
1.063	1.0218	1.1072	0.9629	1.1602	1.1455	0.8275	0.9982	1.0778	0.8392	0.8922	0.9688	0.8275	-0.4859	0.5242	0.8422	0.9688	0.8304	0.7332	0.7538	1.0807	-0.5212	1.0836
1.1455	1.0513	1.1661	1.0041	1.1514	1.1897	0.8363	0.9747	1.066	0.8392	0.8333	0.907	0.7656	-0.4594	0.5359	0.851	0.9305	0.8039	0.6743	0.7627	0.9982	-0.5065	1.0719
1.1573	1.0454	1.1749	1.0189	1.0984	1.1602	0.8392	0.9011	1.0454	0.8245	0.7627	0.8481	0.7185	-0.4388	0.583	0.8569	0.8863	0.7803	0.6037	0.7273	0.8863	-0.4977	1.0542
1.1779	1.0012	1.1779	1.0159	1.0189	1.1337	0.8098	0.8216	0.957	0.7715	0.6478	0.7479	0.6213	-0.4181	0.586	0.8333	0.8363	0.6979	0.4918	0.7038	0.7391	-0.4977	1.013
1.1573	0.9776	1.1631	1.0012	0.9335	1.0866	0.7921	0.7332	0.8481	0.7067	0.5359	0.6567	0.5212	-0.3946	0.5889	0.7686	0.7803	0.6302	0.3916	0.6508	0.6007	-0.4977	0.9158
1.1425	0.8952	1.1249	0.9717	0.8304	1.0365	0.7509	0.6184	0.7538	0.6272	0.4476	0.5389	0.4034	-0.3563	0.6037	0.7362	0.7185	0.5507	0.2768	0.583	0.4741	-0.5271	0.8039
1.0778	0.8098	1.0454	0.9276	0.6832	0.9276	0.6743	0.5271	0.6243	0.5006	0.2856	0.3799	0.2532	-0.3416	0.6095	0.6626	0.6655	0.427	0.1767	0.477	0.2974	-0.5271	0.6302
1.0306	0.7008	0.9717	0.8569	0.5742	0.8127	0.6007	0.374	0.4711	0.3946	0.1472	0.2415	0.109	-0.3121	0.6066	0.6331	0.6066	0.3121	0.0353	0.3593	0.1384	-0.5624	0.4417
0.9776	0.583	0.907	0.7892	0.4181	0.7097	0.5359	0.2532	0.3416	0.2915	-0.0088	0.0825	-0.0265	-0.2768	0.6213	0.5801	0.5389	0.1914	-0.0854	0.268	-0.0353	-0.6007	0.2356
0.8863	0.4623	0.8127	0.7097	0.2768	0.583	0.4535	0.1207	0.1708	0.1678	-0.162	-0.0795	-0.162	-0.2415	0.6095	0.5565	0.477	0.0972	-0.1973	0.1355	-0.1737	-0.6154	0.0059
0.8333	0.3475	0.7273	0.6184	0.1266	0.4682	0.3799	-0.0029	0.0265	0.0618	-0.2886	-0.2385	-0.3092	-0.2002	0.5978	0.5418	0.3916	-0.0147	-0.318	0.0324	-0.318	-0.6272	-0.2474
0.7568	0.2267	0.6331	0.5536	0	0.3445	0.2974	-0.1502	-0.0913	-0.0648	-0.4329	-0.3681	-0.4299	-0.1561	0.5978	0.5035	0.321	-0.1355	-0.4299	-0.0942	-0.4564	-0.6272	-0.48
0.6773	0.109	0.5359	0.48	-0.1178	0.2356	0.2444	-0.2562	-0.2297	-0.1649	-0.5772	-0.5124	-0.5448	-0.1207	0.5889	0.5124	0.2474	-0.2356	-0.5448	-0.1826	-0.6037	-0.5978	-0.692
0.6007	0.0029	0.4388	0.424	-0.2474	0.1148	0.212	-0.3534	-0.3563	-0.2562	-0.7067	-0.6567	-0.639	-0.0795	0.5713	0.4741	0.1531	-0.3239	-0.6361	-0.2503	-0.6861	-0.5507	-0.8775
0.5507	-0.0736	0.3593	0.3622	-0.3475	0.0383	0.1413	-0.4417	-0.4653	-0.3445	-0.7745	-0.745	-0.7097	-0.0294	0.5565	0.477	0.0501	-0.4005	-0.6596	-0.3239	-0.7627	-0.477	-1.0306
0.4388	-0.2091	0.2532	0.3004	-0.4505	-0.0883	0.0913	-0.5713	-0.6125	-0.4299	-0.8922	-0.8657	-0.8186	0.0177	0.5065	0.4388	-0.0442	-0.4947	-0.7126	-0.4152	-0.8657	-0.3475	-1.1278
0.3651	-0.2827	0.1531	0.2444	-0.5654	-0.2061	0.0471	-0.6478	-0.6979	-0.5065	-0.9865	-0.9688	-0.8952	0.0589	0.4329	0.4388	-0.1237	-0.5683	-0.7568	-0.477	-0.9364	-0.2267	-1.1867
0.2915	-0.3858	0.0294	0.1678	-0.6596	-0.2709	0.0118	-0.7244	-0.8098	-0.5772	-1.0748	-1.066	-0.9747	0.106	0.3946	0.424	-0.2209	-0.6066	-0.798	-0.53	-1.0071	-0.0942	-1.2014
0.2209	-0.4535	-0.0265	0.1384	-0.692	-0.3534	-0.0265	-0.7921	-0.8805	-0.6302	-1.1219	-1.1543	-0.9924	0.159	0.3121	0.4123	-0.318	-0.6626	-0.8245	-0.5654	-1.0365	0.0501	-1.1278
