"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
1.5959	1.4611	1.6317	0.7622	1.3428	1.1832	0.6494	1.1419	1.0208	0.842	1.0566	0.9108	0.7099	-0.3247	0.6219	1.23	0.6274	0.1899	0.8475	-0.033	0.8585	0.3907	-0.2724
1.5601	1.4418	1.6042	0.7264	1.3318	1.1694	0.6686	1.1337	0.9988	0.8475	1.0429	0.8915	0.7182	-0.3082	0.6714	1.2024	0.6109	0.2146	0.842	-0.0193	0.8557	0.3687	-0.2697
1.5271	1.4281	1.5712	0.7622	1.307	1.1777	0.6631	1.1226	0.9906	0.8695	1.0511	0.8915	0.7099	-0.2834	0.6769	1.1557	0.5723	0.2311	0.8172	0	0.853	0.3522	-0.2504
1.4666	1.3785	1.5079	0.7017	1.2685	1.1364	0.6576	1.0951	0.9768	0.8447	1.0484	0.908	0.7072	-0.2752	0.6384	1.0814	0.52	0.2559	0.8145	0.0083	0.8612	0.3439	-0.2366
1.4033	1.3345	1.4528	0.6686	1.2355	1.1089	0.6494	1.0896	0.9823	0.8502	1.0346	0.8943	0.7072	-0.2284	0.6384	1.0318	0.4568	0.2917	0.7759	0.011	0.8392	0.3329	-0.2174
1.351	1.2905	1.3758	0.6521	1.2024	1.0704	0.6494	1.0731	0.9548	0.8475	1.0291	0.8915	0.6989	-0.1899	0.6439	0.9603	0.3632	0.3082	0.7787	0.0165	0.8475	0.3357	-0.2064
1.296	1.23	1.3208	0.6384	1.1584	1.0429	0.6411	1.0704	0.9273	0.8062	1.0043	0.8888	0.6934	-0.1486	0.6026	0.897	0.2972	0.3109	0.7319	0.0303	0.831	0.3192	-0.1816
1.241	1.1969	1.2795	0.6191	1.1061	1.0016	0.6576	1.0401	0.9163	0.8062	0.9988	0.8667	0.6714	-0.0991	0.5613	0.8255	0.2064	0.3302	0.7072	0.0633	0.8392	0.3054	-0.1458
1.1749	1.1061	1.1887	0.5558	1.0566	0.9465	0.6109	1.0016	0.8915	0.7759	0.9355	0.8337	0.6329	-0.066	0.52	0.7402	0.1486	0.3247	0.6769	0.055	0.787	0.2889	-0.1321
1.0924	1.0456	1.1337	0.5393	0.9933	0.9135	0.5998	0.9576	0.8805	0.7457	0.919	0.8145	0.6356	-0.044	0.5008	0.6962	0.077	0.3412	0.6439	0.066	0.7842	0.2697	-0.077
1.0373	0.9851	1.0786	0.5228	0.9383	0.8557	0.5696	0.919	0.831	0.7237	0.8998	0.7897	0.6329	0.0083	0.4595	0.6466	0.0028	0.3329	0.5888	0.0798	0.7429	0.2366	-0.0578
0.9713	0.9383	1.0126	0.5063	0.9328	0.8365	0.5558	0.9163	0.8255	0.6989	0.875	0.7952	0.6301	0.0358	0.4155	0.5861	-0.0688	0.3247	0.5751	0.0798	0.7484	0.2036	-0.0138
0.9135	0.886	0.941	0.4705	0.8585	0.787	0.5256	0.875	0.787	0.6769	0.8255	0.7539	0.5806	0.0578	0.3577	0.5145	-0.0908	0.3109	0.5393	0.1046	0.7127	0.2009	0.033
0.8447	0.8227	0.897	0.4375	0.8145	0.7402	0.509	0.8365	0.7649	0.6384	0.7842	0.6989	0.5503	0.0633	0.3274	0.4485	-0.1266	0.3027	0.5008	0.1073	0.6659	0.1816	0.0578
0.8062	0.7815	0.8282	0.4348	0.7677	0.6796	0.4815	0.7897	0.7374	0.6053	0.7457	0.6851	0.5421	0.066	0.2752	0.399	-0.1321	0.2724	0.4568	0.0991	0.6384	0.1651	0.077
0.7539	0.7017	0.7732	0.377	0.7072	0.6494	0.4568	0.7622	0.7017	0.5916	0.6989	0.6466	0.5145	0.0578	0.2504	0.3577	-0.1046	0.2586	0.4127	0.0908	0.5943	0.1458	0.0963
0.6741	0.6246	0.6824	0.3495	0.6466	0.5888	0.4017	0.6906	0.6439	0.5173	0.6301	0.5943	0.4733	0.0358	0.1706	0.3027	-0.0495	0.2036	0.366	0.055	0.5503	0.1321	0.1046
