"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.235	0.3832	0.3133	0.5035	0.5175	1.1078	1.0127	0.9092	1.6029	1.5778	1.4183	2.3275	1.8687	0.2797	0.1091	0.028	-0.5427	1.3428	-0.042	1.1637	0.4924
0.2238	0.3357	0.3189	0.5007	0.4784	1.0938	1.0351	0.8448	1.5806	1.547	1.354	2.2771	1.8016	0.249	0.0448	0.0336	-0.5007	1.2868	-0.0532	1.1302	0.456
0.235	0.3329	0.3469	0.5259	0.4336	1.105	1.0462	0.8169	1.5917	1.5162	1.3092	2.2603	1.768	0.2434	0.0028	0.0699	-0.4644	1.2393	-0.0643	1.1246	0.3944
0.2546	0.2937	0.3749	0.5455	0.4028	1.0742	1.0658	0.7553	1.5638	1.4715	1.2253	2.2016	1.7148	0.2238	-0.0532	0.0979	-0.4168	1.1945	-0.0923	1.119	0.3441
0.2853	0.2937	0.4364	0.6126	0.3972	1.0938	1.1218	0.7273	1.5386	1.4575	1.1609	2.1512	1.6897	0.1986	-0.014	0.1874	-0.3749	1.147	-0.0923	1.1106	0.3105
0.3217	0.3273	0.484	0.6798	0.414	1.1246	1.1777	0.6966	1.5302	1.4267	1.1246	2.1205	1.6505	0.1846	0.0168	0.2658	-0.3553	1.1078	-0.0923	1.1078	0.2825
0.3972	0.3832	0.5651	0.7749	0.4336	1.1358	1.2505	0.6714	1.5386	1.4463	1.0602	2.0617	1.6337	0.1734	0.0476	0.3553	-0.3413	1.0714	-0.1035	1.0826	0.2602
0.4644	0.4224	0.6322	0.856	0.428	1.147	1.298	0.6518	1.4966	1.4547	1.0099	1.9778	1.6141	0.165	0.1147	0.4336	-0.3105	1.0267	-0.1259	1.0546	0.2406
0.5315	0.4756	0.7189	0.9455	0.4392	1.1442	1.3596	0.6294	1.4854	1.4631	0.9567	1.8967	1.5554	0.1539	0.179	0.5147	-0.2881	1.0099	-0.1007	1.0183	0.2126
0.6098	0.5175	0.8029	1.0379	0.4588	1.1889	1.4379	0.5707	1.4575	1.4826	0.8784	1.8211	1.547	0.1399	0.2518	0.5763	-0.2574	0.9735	-0.1007	1.0406	0.2042
0.6882	0.5511	0.8504	1.0882	0.4951	1.1889	1.5022	0.5371	1.4071	1.4491	0.8001	1.726	1.5274	0.1259	0.3329	0.607	-0.235	0.9371	-0.1287	1.0071	0.1567
0.7553	0.5707	0.9148	1.1525	0.4951	1.1917	1.5498	0.5147	1.3428	1.4491	0.705	1.6309	1.4631	0.1091	0.4112	0.663	-0.2126	0.9036	-0.1567	1.0015	0.1035
0.8057	0.621	0.9623	1.2001	0.5063	1.1833	1.5862	0.484	1.3036	1.4519	0.649	1.5246	1.4211	0.1119	0.4951	0.7189	-0.2042	0.8616	-0.1623	1.0239	0.0839
0.856	0.6714	1.0267	1.2533	0.5035	1.1945	1.6477	0.456	1.2561	1.4323	0.5511	1.3987	1.3791	0.1063	0.5959	0.7553	-0.1958	0.8504	-0.1874	1.0379	0.0559
0.8644	0.6406	1.0406	1.2421	0.4616	1.1442	1.6337	0.3665	1.1721	1.3819	0.4476	1.2533	1.2924	0.1007	0.6546	0.7637	-0.1874	0.7805	-0.2406	1.0574	-0.0112
0.926	0.6574	1.0546	1.2672	0.4504	1.1162	1.6281	0.3189	1.0882	1.3232	0.3329	1.1162	1.1973	0.1147	0.7581	0.8113	-0.207	0.7525	-0.2602	1.0826	-0.0671
0.9315	0.6518	1.0658	1.2756	0.4056	1.0714	1.6113	0.2238	0.9903	1.2756	0.2126	0.9819	1.1218	0.1175	0.8252	0.8001	-0.2182	0.6966	-0.3077	1.0742	-0.1399
0.9707	0.621	1.0686	1.2728	0.3609	1.0462	1.6057	0.1623	0.9008	1.2169	0.0951	0.8197	1.0183	0.1315	0.8756	0.828	-0.2434	0.6686	-0.3525	1.1218	-0.207
0.9511	0.5959	1.0462	1.2197	0.2993	0.9903	1.5246	0.0504	0.7889	1.1078	-0.0504	0.6714	0.9204	0.1427	0.9483	0.7777	-0.2714	0.6015	-0.3832	1.0938	-0.2881
0.9819	0.5539	1.0323	1.1777	0.2322	0.898	1.4463	-0.0308	0.6854	1.0351	-0.1623	0.4979	0.8169	0.165	0.9987	0.7609	-0.3217	0.5763	-0.414	1.1078	-0.3469
1.0071	0.5343	1.0183	1.1414	0.1762	0.8448	1.3763	-0.1147	0.5763	0.9651	-0.2881	0.3385	0.7161	0.1762	1.0351	0.7525	-0.3497	0.5595	-0.4364	1.0798	-0.4028
0.9679	0.4812	0.9959	1.0714	0.0727	0.7721	1.3008	-0.2126	0.4812	0.8616	-0.4224	0.1986	0.6126	0.193	1.0351	0.6882	-0.3749	0.5091	-0.4448	1.0462	-0.484
0.9623	0.4112	0.9483	1.0071	0.0112	0.677	1.2113	-0.3273	0.3301	0.7917	-0.5791	0.0448	0.5231	0.2182	1.0099	0.6658	-0.4168	0.4979	-0.5007	1.0267	-0.5623
0.9427	0.3693	0.912	0.9455	-0.0867	0.6154	1.1022	-0.4392	0.2378	0.6994	-0.6966	-0.1147	0.4392	0.235	0.9791	0.6462	-0.4448	0.4756	-0.5343	0.9455	-0.6294
0.9092	0.2965	0.8644	0.898	-0.2014	0.5287	1.0099	-0.5343	0.1147	0.6042	-0.8532	-0.2769	0.3189	0.235	0.9204	0.6154	-0.4448	0.4532	-0.5875	0.856	-0.6966
0.912	0.2154	0.8504	0.8336	-0.2546	0.4504	0.8952	-0.6266	0.0336	0.5259	-0.926	-0.3665	0.2797	0.2462	0.8252	0.5987	-0.4504	0.442	-0.6378	0.8001	-0.7525
0.8728	0.1455	0.7805	0.7805	-0.3805	0.3665	0.7917	-0.7329	-0.0755	0.4476	-1.0602	-0.5035	0.1678	0.2322	0.7609	0.5455	-0.4336	0.4056	-0.6966	0.6574	-0.8169
0.8308	0.0643	0.7525	0.7217	-0.47	0.3161	0.6826	-0.8085	-0.1595	0.3553	-1.1693	-0.621	0.1203	0.2266	0.7133	0.5315	-0.4252	0.4168	-0.7385	0.5567	-0.8588
0.8169	0.0224	0.7217	0.649	-0.5427	0.2238	0.5875	-0.8784	-0.2574	0.2741	-1.2309	-0.7273	0.042	0.2266	0.6182	0.5035	-0.4364	0.4	-0.7833	0.4616	-0.9176
0.8224	0.0056	0.7078	0.6182	-0.5903	0.2098	0.5287	-0.9092	-0.2909	0.2266	-1.2924	-0.7917	0.0056	0.235	0.6406	0.5091	-0.4364	0.386	-0.8169	0.3749	-0.9204
0.7973	-0.0476	0.6686	0.5511	-0.6238	0.1455	0.4	-0.9679	-0.3888	0.1091	-1.3512	-0.8784	-0.0532	0.2294	0.5735	0.4951	-0.4084	0.3777	-0.8644	0.2909	-0.9903
0.7721	-0.0476	0.6518	0.4979	-0.6574	0.1175	0.3021	-1.0015	-0.4392	0.0448	-1.4015	-0.9232	-0.0923	0.2182	0.5511	0.5287	-0.3944	0.3888	-0.9204	0.2238	-0.9903
0.7693	-0.014	0.6714	0.4532	-0.6182	0.0811	0.2126	-1.0071	-0.4644	-0.0252	-1.4211	-0.9539	-0.1259	0.1958	0.5371	0.5791	-0.3805	0.3749	-0.9511	0.2014	-0.9791
0.7805	0.0224	0.6938	0.4084	-0.5931	0.1119	0.1035	-1.0043	-0.4868	-0.0923	-1.4295	-0.9903	-0.1427	0.2042	0.5511	0.6658	-0.3832	0.3749	-0.9791	0.179	-1.0043
0.7833	0.0392	0.691	0.3469	-0.5539	0.0923	-0.028	-0.9763	-0.5399	-0.1846	-1.4407	-1.0211	-0.1958	0.1986	0.5679	0.7469	-0.3749	0.3329	-0.9791	0.1455	-1.0043
0.8085	0.1063	0.7301	0.3273	-0.4951	0.1007	-0.0923	-0.9511	-0.5399	-0.2686	-1.4211	-1.0574	-0.2434	0.1986	0.5735	0.8392	-0.3832	0.3329	-0.9735	0.1539	-0.9791
0.828	0.1399	0.7609	0.3021	-0.4252	0.1231	-0.2126	-0.8672	-0.5231	-0.3301	-1.3847	-1.0406	-0.2714	0.1986	0.6015	0.9343	-0.3777	0.3021	-0.898	0.1427	-0.9455
