"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-1.2678	-0.9471	-1.3098	-0.9681	-0.7523	-1.061	-0.7193	-0.7223	-0.4316	0.1349	-0.5395	-0.051	0.8123	0.4256	-1.091	-1.3488	-0.8572	1.4207	-0.3986	1.0011	-0.3147
-1.2648	-0.8272	-1.3038	-0.9801	-0.6264	-0.9621	-0.6624	-0.5605	-0.2608	0.2578	-0.3507	0.1379	0.9651	0.4046	-1.07	-1.3548	-0.8242	1.4836	-0.3567	1.0011	-0.2308
-1.2469	-0.7433	-1.2918	-0.9921	-0.4526	-0.8692	-0.5905	-0.4046	-0.0989	0.4076	-0.1469	0.3207	1.124	0.4016	-1.0251	-1.3308	-0.8123	1.5406	-0.2997	0.9861	-0.1469
-1.2289	-0.6294	-1.2319	-0.9861	-0.3027	-0.7643	-0.5245	-0.2278	0.0659	0.4916	0.0599	0.5395	1.2618	0.3836	-0.9831	-1.3218	-0.7853	1.5856	-0.2158	0.9501	-0.0779
-1.2379	-0.5635	-1.1929	-1.0131	-0.1768	-0.6804	-0.4556	-0.0749	0.2128	0.6504	0.2787	0.7343	1.4267	0.3866	-0.9591	-1.3308	-0.7733	1.6095	-0.1529	0.8602	0.027
-1.1779	-0.4796	-1.1509	-1.0131	-0.033	-0.5635	-0.3926	0.0929	0.3597	0.7433	0.4676	0.9232	1.5406	0.3597	-0.9082	-1.3248	-0.7403	1.6005	-0.0809	0.7643	0.1169
-1.139	-0.3657	-1.079	-0.9831	0.1289	-0.4166	-0.3147	0.2847	0.5455	0.8752	0.6984	1.139	1.6695	0.3657	-0.8782	-1.3218	-0.7433	1.6335	0.006	0.6984	0.2128
-1.106	-0.3027	-1.0191	-0.9471	0.2488	-0.3357	-0.2158	0.4436	0.6924	0.9651	0.8932	1.3158	1.7744	0.3627	-0.8572	-1.3398	-0.7223	1.6335	0.0869	0.5995	0.2967
-1.07	-0.2458	-0.9441	-0.9202	0.3777	-0.2218	-0.1349	0.5875	0.8632	1.07	1.088	1.4687	1.8763	0.3537	-0.8602	-1.3668	-0.7133	1.5915	0.1469	0.4916	0.3717
-1.046	-0.2008	-0.8932	-0.9232	0.4826	-0.1319	-0.0899	0.7193	0.9651	1.142	1.2499	1.6305	1.9542	0.3417	-0.8902	-1.4207	-0.6894	1.5466	0.2248	0.3807	0.4496
-0.9801	-0.1319	-0.8242	-0.8542	0.5755	-0.024	0.009	0.8692	1.097	1.2349	1.4357	1.7624	2.0471	0.3327	-0.8602	-1.4477	-0.6864	1.5136	0.2787	0.2907	0.5185
-0.9321	-0.0749	-0.7313	-0.7853	0.6954	0.1049	0.0929	1.0251	1.2469	1.3248	1.6065	1.9392	2.14	0.3327	-0.8692	-1.4806	-0.6654	1.4866	0.3567	0.2128	0.5665
-0.8872	-0.051	-0.6564	-0.7763	0.7673	0.1738	0.1529	1.136	1.3578	1.3787	1.7684	2.0441	2.182	0.2967	-0.8962	-1.4836	-0.6264	1.4087	0.4016	0.1109	0.6384
-0.8482	-0.015	-0.5995	-0.7223	0.8183	0.2638	0.2308	1.2559	1.4357	1.4627	1.8973	2.155	2.242	0.2937	-0.8962	-1.5226	-0.5965	1.3817	0.4796	0.051	0.6654
-0.7823	0.015	-0.5095	-0.6264	0.9022	0.3597	0.3087	1.3847	1.5586	1.5436	2.0561	2.2809	2.2719	0.2668	-0.9142	-1.5556	-0.5545	1.3398	0.5485	-0.003	0.7163
-0.7373	0.033	-0.4376	-0.5755	0.9441	0.4136	0.3956	1.4567	1.6365	1.6065	2.167	2.3499	2.3139	0.2518	-0.9471	-1.5736	-0.4945	1.2978	0.6054	-0.0629	0.7553
-0.6834	0.045	-0.3627	-0.5155	0.9771	0.4736	0.4286	1.5256	1.6785	1.6425	2.2599	2.4428	2.3588	0.2008	-0.9471	-1.5856	-0.4316	1.2199	0.6594	-0.1379	0.7973
-0.6354	0.0629	-0.2847	-0.4196	0.9951	0.5305	0.4945	1.5856	1.7594	1.7024	2.3708	2.5027	2.3798	0.1918	-0.9381	-1.5706	-0.3807	1.2019	0.7223	-0.1469	0.8332
-0.5785	0.051	-0.2098	-0.3447	0.9831	0.5995	0.5695	1.6425	1.8073	1.7324	2.4278	2.5687	2.3978	0.1559	-0.9411	-1.5646	-0.3267	1.1539	0.7553	-0.1619	0.8542
-0.5215	0.012	-0.1619	-0.2847	0.9471	0.6114	0.6354	1.6695	1.8313	1.7414	2.4877	2.5986	2.4068	0.1259	-0.9681	-1.5586	-0.2698	1.121	0.7943	-0.1888	0.8602
-0.4496	0	-0.1139	-0.2068	0.8932	0.6624	0.7044	1.6725	1.8433	1.7894	2.5207	2.6316	2.4188	0.1259	-0.9591	-1.5376	-0.2458	1.091	0.8153	-0.1948	0.8692
-0.3777	-0.048	-0.033	-0.1529	0.8482	0.6564	0.7283	1.6455	1.8373	1.8044	2.5387	2.6226	2.3978	0.1019	-0.9621	-1.4956	-0.2098	1.076	0.7853	-0.1948	0.8452
-0.3207	-0.0839	0.009	-0.0659	0.8123	0.6984	0.7523	1.6155	1.7984	1.7954	2.5447	2.6286	2.3948	0.0749	-0.9351	-1.4507	-0.1798	1.0251	0.7673	-0.1798	0.8332
-0.2787	-0.1409	0.021	0.009	0.6594	0.6564	0.7733	1.5556	1.7534	1.7564	2.5417	2.5866	2.3439	0.0719	-0.9351	-1.3817	-0.1529	1.0281	0.7193	-0.1589	0.7973
-0.1948	-0.1858	0.0659	0.0719	0.5935	0.6474	0.8033	1.5256	1.7324	1.7744	2.5147	2.5687	2.3319	0.0719	-0.8872	-1.3128	-0.1708	1.0191	0.7014	-0.0839	0.7823
-0.1409	-0.2458	0.0899	0.1229	0.4975	0.6354	0.7973	1.4267	1.6455	1.7264	2.4637	2.5267	2.3109	0.0779	-0.8452	-1.2049	-0.1828	1.0311	0.6084	-0.036	0.7613
-0.0779	-0.3117	0.1199	0.1978	0.3926	0.6054	0.8153	1.3578	1.5706	1.7024	2.4368	2.4637	2.2809	0.0809	-0.7823	-1.106	-0.2038	1.0101	0.5335	0.048	0.7044
-0.033	-0.3657	0.1259	0.2698	0.2907	0.5845	0.8033	1.2858	1.5076	1.6815	2.4188	2.4188	2.2539	0.1169	-0.7044	-0.9741	-0.2518	1.055	0.4406	0.1619	0.6534
0.039	-0.4136	0.1529	0.3237	0.1619	0.5545	0.8003	1.1959	1.4267	1.6065	2.3469	2.3229	2.221	0.1469	-0.6504	-0.8422	-0.3117	1.061	0.3387	0.2398	0.5845
0.0899	-0.4796	0.1678	0.3926	0.042	0.4916	0.7913	1.091	1.3218	1.5526	2.2599	2.2449	2.182	0.1798	-0.5455	-0.6864	-0.3717	1.085	0.2278	0.3627	0.4975
