"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-2.0328	-2.067	-1.7904	-0.8579	-1.0444	-0.5471	0.2518	-0.1181	1.0164	1.262	0.2984	2.0763	1.837	0.5657	-2.3561	-0.373	1.2744	0.7367	-1.0599	0.8361	0.1461
-2.039	-2.0173	-1.7904	-0.8454	-1.0195	-0.5284	0.3046	-0.0559	1.0537	1.2837	0.3761	2.1074	1.8681	0.6434	-2.3778	-0.3948	1.1128	0.805	-1.0102	0.861	0.202
-2.0235	-2.0048	-1.7717	-0.8113	-0.9636	-0.5035	0.3202	-0.0062	1.0599	1.2775	0.4289	2.1043	1.9116	0.7336	-2.3903	-0.3761	0.9169	0.861	-0.9573	0.8765	0.2518
-2.0173	-1.9955	-1.7904	-0.774	-0.9294	-0.4818	0.3481	0.0653	1.0537	1.321	0.4787	2.1136	1.9023	0.8299	-2.3965	-0.3823	0.7273	0.9294	-0.9045	0.8983	0.2766
-2.0111	-1.9831	-1.7779	-0.7771	-0.9014	-0.4849	0.3668	0.0684	1.0475	1.2961	0.5035	2.1043	1.9333	0.9387	-2.3996	-0.373	0.5035	0.9822	-0.8952	0.9232	0.2673
-1.9831	-1.9085	-1.7686	-0.7304	-0.8921	-0.4569	0.3761	0.0777	1.0102	1.3024	0.5222	2.0732	1.8992	1.0444	-2.3903	-0.3481	0.2829	0.9946	-0.8952	0.9418	0.2642
-1.9271	-1.8743	-1.7095	-0.7056	-0.8579	-0.4476	0.3854	0.1026	1.0009	1.3086	0.5098	2.0328	1.9023	1.1687	-2.4058	-0.2891	0.0404	1.0257	-0.8859	0.9511	0.2456
-1.8587	-1.8152	-1.6785	-0.6465	-0.7926	-0.4165	0.432	0.1305	0.9915	1.3241	0.5564	2.0017	1.8929	1.2868	-2.4058	-0.2393	-0.202	1.063	-0.8734	0.9915	0.2487
-1.7717	-1.7717	-1.6318	-0.5906	-0.7833	-0.4134	0.4631	0.115	0.9356	1.3148	0.4942	1.924	1.8743	1.4112	-2.3965	-0.1554	-0.4352	1.0661	-0.8517	1.0195	0.2207
-1.7189	-1.694	-1.6101	-0.5626	-0.7646	-0.4196	0.4445	0.1368	0.9232	1.2837	0.4725	1.8712	1.8277	1.4982	-2.4027	-0.1337	-0.6248	1.0786	-0.8579	0.9884	0.1616
-1.666	-1.6381	-1.5635	-0.5035	-0.7211	-0.401	0.4756	0.1057	0.8672	1.2806	0.4445	1.7966	1.8028	1.6008	-2.3903	-0.0591	-0.8206	1.1034	-0.8237	1.0195	0.1243
-1.5666	-1.5541	-1.4733	-0.432	-0.69	-0.3854	0.4787	0.0964	0.8361	1.2806	0.4041	1.7095	1.7717	1.6847	-2.3903	0.0093	-0.9822	1.1159	-0.8082	1.0164	0.0901
