"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.8501	-1.1018	-0.8419	-0.7851	-1.1912	-0.7607	-0.601	-0.9665	-0.7039	-0.3925	-0.5333	-0.4711	-0.3113	-0.0487	-0.8419	-0.7445	0.1002	0.4277	-1.9221	-0.509	-0.2572	-2.1333	-0.3546
-0.7688	-1.0098	-0.7743	-0.7147	-1.0721	-0.6876	-0.5279	-0.8907	-0.6281	-0.3276	-0.4927	-0.3628	-0.2382	-0.0379	-0.6849	-0.6551	0.0893	0.4304	-1.8517	-0.4683	-0.2247	-2.1983	-0.3438
-0.6958	-0.9421	-0.7012	-0.6606	-1.0017	-0.5658	-0.4656	-0.8067	-0.5414	-0.2653	-0.425	-0.2843	-0.2003	-0.0433	-0.5171	-0.5469	0.0758	0.4088	-1.7326	-0.4575	-0.2139	-2.2091	-0.3546
-0.6551	-0.8934	-0.6416	-0.6633	-0.9475	-0.5198	-0.4196	-0.7824	-0.4792	-0.2112	-0.3844	-0.2166	-0.1543	-0.046	-0.3925	-0.4927	0.0812	0.4142	-1.6216	-0.4602	-0.1895	-2.1603	-0.3574
-0.6389	-0.8284	-0.6037	-0.6254	-0.8853	-0.4548	-0.3709	-0.712	-0.4169	-0.1435	-0.333	-0.1408	-0.111	-0.0352	-0.2761	-0.4169	0.0812	0.3953	-1.4565	-0.4548	-0.176	-2.0845	-0.3682
-0.6741	-0.8419	-0.5875	-0.6443	-0.8609	-0.4277	-0.3871	-0.6822	-0.4196	-0.1191	-0.287	-0.1056	-0.092	-0.046	-0.1814	-0.3817	0.0893	0.3411	-1.2968	-0.4602	-0.1516	-1.9844	-0.3817
-0.6849	-0.8122	-0.5956	-0.6145	-0.804	-0.4034	-0.3384	-0.6795	-0.3465	-0.0623	-0.2599	-0.065	-0.0487	-0.0514	-0.0812	-0.3303	0.1191	0.3195	-1.0721	-0.4981	-0.1245	-1.8788	-0.3844
-0.7228	-0.8013	-0.6037	-0.6389	-0.8203	-0.3736	-0.3411	-0.6551	-0.3384	-0.0514	-0.2734	-0.0406	-0.0379	-0.0704	-0.0271	-0.3167	0.1543	0.3059	-0.9204	-0.5225	-0.1137	-1.738	-0.4007
-0.777	-0.8257	-0.6227	-0.6308	-0.8203	-0.3682	-0.3167	-0.6416	-0.3384	-0.0352	-0.2518	-0.0162	0	-0.1002	0.0244	-0.3276	0.2057	0.268	-0.7012	-0.5766	-0.0785	-1.5648	-0.4115
-0.8501	-0.823	-0.6497	-0.6497	-0.8257	-0.3709	-0.3357	-0.666	-0.3357	-0.0379	-0.2788	-0.0244	0.0027	-0.1245	-0.0081	-0.3574	0.2599	0.1841	-0.5333	-0.6281	-0.0812	-1.3834	-0.4277
